# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kb_Kgamma_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1280762787
# output
#   file = output_cal_pl_Ka_Kb_Kgamma_EPs_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,log_b.1,log_b.2,log_b.3,log_b.4,log_b.5,log_b.6,log_b.7,log_b.8,log_b.9,log_b.10,log_b.11,log_b.12,log_b.13,log_b.14,log_b.15,mu_a,sigma_a,mu_b,sigma_b,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,b.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.0741138
# Diagonal elements of inverse mass matrix:
# 0.0807267, 0.0255275, 0.397457, 0.0264136, 0.108762, 0.0189681, 0.0325365, 0.0345559, 0.0151663, 0.0655798, 0.0578665, 0.113353, 0.0818352, 0.0282238, 0.205879, 0.391881, 0.339524, 0.131294, 0.3112, 0.325492, 0.215757, 0.22947, 0.260849, 0.24284, 0.394929, 0.330064, 0.0851397, 0.445064, 0.491779, 0.443205, 1.99382, 0.114191, 0.504735, 0.295076, 0.251977, 0.322807, 0.328957, 0.164161, 0.246924, 0.686947, 0.267088, 0.826283, 2.69913, 1.21077, 0.451482, 2.69975, 0.5956, 0.693879, 0.740784, 0.884283, 0.674773, 0.699216, 0.754981, 0.811185, 0.82146, 0.790617, 0.529954, 1.01533, 0.632926, 0.799825, 0.726917, 0.73688, 0.100451, 0.0946881, 0.507198, 0.673822
-2567.57,0.947985,0.0741138,5,63,0,2597.73,86.404,36.1029,208.045,48.4065,121.599,75.9267,60.2686,25.8115,56.3284,21.9156,118.806,219.611,46.1606,35.9873,45.4398,0.0577082,0.136291,0.0691577,0.0877766,0.0453429,0.188597,0.284417,0.10708,0.26661,0.190369,0.0390753,0.0342843,0.0996188,0.124313,0.0693019,-1.856,0.704975,-1.95983,-2.98944,-2.58352,-2.48364,-2.49496,-2.88883,-2.46403,-1.29307,-3.35371,-2.44133,-0.872946,-0.340843,-1.81912,-2.71434,-2.2468,0.986704,1.01064,1.0276,0.987089,1.0507,1.00868,0.972463,1.00159,0.820973,0.790163,1.00255,0.770325,0.755694,0.952473,0.951858,-2.37358,0.934443,0.947118,0.104468,0.140883,0.0503156,0.0755078,0.0834385,0.0825002,0.0556412,0.0850914,0.274426,0.0349545,0.0870453,0.417719,0.711171,0.162168,0.0662488,0.105737,2.68238,2.74737,2.79436,2.68341,2.85965,2.74198,2.64445,2.72262,2.27271,2.20376,2.72521,2.16047,2.12909,2.59211,2.59052,-33.1025,-40.1428,-41.4452,-50.1417,-41.5445,-39.9934,-54.9946,-42.3853,-38.4229,-48.6281,-52.3929,-45.3109,-34.1959,-45.571,-45.1675,-43.8913,-36.5819,-34.4502,-42.5951,-39.3891,-34.4846,-45.3429,-34.5903,-48.209,-39.9461,-44.6171,-37.2369,-37.9914,-32.3532,-42.8355,-37.3714,-39.3811,-48.3516,-54.6739,-36.8292,-38.8542,-34.3126,-38.3701,-43.5517,-50.8789,-51.4026,-50.8282,-49.1756,-50.1346,-39.7515,-31.8907,-43.5855,-40.1768,-46.2165,-33.7493,-39.769,-45.5583,-41.2843,-36.5092,-45.8028,-28.5853,-45.8682,-56.4816,-46.983,-33.851,-41.4231,-45.9635
-2559.4,0.970081,0.0741138,6,63,0,2599.93,59.3159,43.9891,267.77,34.309,150.795,86.0042,70.6606,25.647,67.8476,14.8829,143.836,163.683,35.1968,34.0999,88.3454,0.0940314,0.216198,0.202569,0.427786,0.16906,0.158116,0.247052,0.196393,0.271521,0.360312,0.100161,0.0515584,0.0545428,0.24591,0.0961118,-1.65509,0.784641,-2.24885,-1.75301,-0.683744,-1.97023,-0.857865,-2.93421,-1.80995,-1.12801,-2.5434,-1.63809,-0.777201,-1.0797,-3.15576,-2.84497,-1.23012,0.884024,0.797402,0.950494,0.942824,0.935559,0.929167,0.844619,0.861793,0.849006,0.94314,0.877602,0.853827,0.838394,0.902971,0.839641,-1.81865,0.743806,0.901983,0.0634605,0.105521,0.173252,0.504724,0.139425,0.424066,0.0531728,0.163662,0.323677,0.0785986,0.194351,0.459691,0.339699,0.0426061,0.058136,0.292257,2.42062,2.21977,2.58699,2.56722,2.54864,2.5324,2.32709,2.3674,2.33732,2.56803,2.40512,2.34862,2.31265,2.46692,2.31554,-34.941,-42.9354,-40.695,-51.6561,-41.2795,-40.5094,-54.8293,-41.8646,-38.8707,-47.338,-51.0446,-45.8385,-35.0468,-44.1455,-45.2258,-42.9105,-37.0444,-34.2375,-44.1322,-39.8416,-34.2912,-44.5771,-33.7436,-50.5829,-39.2693,-43.9056,-37.7737,-37.5012,-33.4049,-42.3602,-37.9702,-39.8977,-48.1539,-54.6255,-36.4583,-36.4957,-34.8483,-37.7441,-43.2701,-52.044,-50.9144,-50.4554,-48.9428,-52.0811,-38.3984,-32.1034,-42.9271,-40.0465,-47.7619,-33.44,-39.442,-46.8047,-41.0922,-35.5505,-45.073,-27.2384,-44.904,-56.6199,-45.8462,-33.7104,-42.6626,-44.9112
-2563.9,0.982331,0.0741138,6,63,0,2589.09,89.7593,32.9942,258.886,46.3814,125.188,79.0679,50.2821,26.1109,57.7862,20.1287,132.451,198.963,33.0646,33.0537,72.8476,0.0641312,0.122767,0.0598788,0.0386377,0.0675369,0.0987597,0.277917,0.0748706,0.298336,0.108368,0.087948,0.027876,0.0612111,0.274655,0.0882367,-1.96285,0.859465,-0.109531,-1.77756,-1.58676,-2.98898,-2.15394,-2.52673,-1.94988,-1.05537,-2.93194,-1.59597,-0.587808,-0.452789,-1.8665,-1.47087,-1.30919,1.01583,1.3201,0.977144,1.07391,1.18594,1.05917,1.08571,1.11316,1.03148,1.1879,1.09241,1.16226,1.20659,1.26536,1.26975,-1.91701,0.905677,1.17002,0.115812,0.896255,0.169051,0.204586,0.050339,0.116026,0.0799201,0.142292,0.348065,0.0532936,0.202713,0.555544,0.635852,0.154665,0.229726,0.270038,2.76165,3.74381,2.65686,2.92681,3.27376,2.88399,2.96153,3.04397,2.80521,3.28019,2.98146,3.19716,3.34205,3.54438,3.55997,-33.1759,-40.5158,-41.731,-49.665,-42.4323,-40.3248,-54.335,-41.3787,-38.827,-49.2247,-52.2386,-46.5699,-34.9358,-42.7193,-44.382,-43.5078,-36.3922,-34.1833,-43.2911,-38.9573,-34.4738,-44.844,-34.1356,-49.89,-39.7525,-43.1308,-37.8341,-38.1014,-32.7806,-43.4429,-38.7792,-40.3704,-49.4304,-54.3834,-36.6617,-37.2119,-34.0823,-38.0701,-43.4027,-50.4892,-48.6674,-49.5846,-48.6768,-49.9186,-39.1034,-31.4682,-43.197,-40.5004,-45.639,-34.8652,-38.8802,-45.8764,-41.9168,-35.8564,-45.9212,-28.0932,-45.6453,-57.4367,-47.4613,-33.6269,-40.9336,-46.4506
-2572.47,0.944271,0.0741138,6,63,0,2601.95,91.1685,44.5938,200.044,31.2063,115.357,74.4202,67.3851,25.3931,68.6471,12.4827,119.336,205.201,20.1488,30.4281,72.9507,0.0695364,0.139247,0.258003,0.244707,0.0304777,0.197944,0.111518,0.141156,0.293054,0.433263,0.0813694,0.0579718,0.156814,0.0670176,0.0319805,-1.53291,1.30755,-0.24846,-1.6957,-1.80246,-3.71933,-2.46729,-2.64384,-0.86542,-1.44496,-2.00959,-1.48484,-1.06349,-0.0971018,-2.88388,-3.0441,-1.38518,0.799743,0.914461,0.829304,0.904059,0.883241,0.992393,0.919453,0.989172,0.917141,0.907165,0.914015,0.909675,1.00773,1.006,0.875964,-1.76677,0.974024,0.889606,0.0805338,0.780001,0.183471,0.164893,0.0242502,0.0848143,0.0710874,0.420875,0.235755,0.134044,0.226538,0.345248,0.907464,0.0559175,0.0476394,0.250278,2.22497,2.49543,2.29172,2.46961,2.41873,2.69768,2.50792,2.68901,2.50213,2.47729,2.49432,2.48352,2.73936,2.73464,2.40119,-33.5347,-43.4674,-42.021,-51.6619,-40.7148,-40.3269,-55.0719,-42.5328,-37.5761,-49.0873,-50.9072,-46.256,-34.1199,-42.8794,-45.9931,-43.7705,-36.8437,-33.92,-43.6893,-39.8055,-34.384,-44.277,-34.4111,-51.132,-40.35,-44.4317,-37.3062,-38.8163,-31.8508,-42.5657,-37.9264,-39.3973,-48.1051,-54.7929,-36.5997,-38.1577,-35.3726,-37.5477,-43.4578,-50.2145,-51.1082,-50.3956,-49.477,-51.4072,-37.0168,-32.7483,-43.2029,-39.7916,-46.7899,-33.4357,-41.0858,-45.8221,-40.4492,-36.3951,-45.5553,-27.6284,-45.1708,-56.5659,-46.308,-33.1262,-41.3566,-45.0497
-2573.52,0.984291,0.0741138,6,63,0,2610.31,69.1481,29.7942,221.463,42.4352,118.544,74.4389,45.2492,16.4309,54.0861,18.5026,119.075,258.487,23.7403,29.8972,48.5968,0.0454754,0.162286,0.0835003,0.111308,0.15221,0.078151,0.276152,0.0915413,0.30913,0.0416635,0.0614726,0.0334946,0.093523,0.236034,0.40567,-1.86467,1.15872,-1.38564,-2.51328,-2.30785,-3.71108,-2.47466,-2.88255,-2.49569,-2.1018,-3.33865,-2.42692,-0.325676,-0.0433639,-2.64624,-2.79491,-1.61711,0.944765,1.09661,0.9319,0.959396,0.967315,0.998698,1.01418,0.972928,1.00173,1.04621,0.972568,0.98048,0.971659,0.995945,1.08085,-2.30227,1.22976,1.0286,0.0747809,0.250164,0.0810025,0.0994749,0.0244512,0.0841916,0.0559915,0.0824392,0.122237,0.0354848,0.088308,0.722039,0.957563,0.0709174,0.0611204,0.198471,2.57221,2.99399,2.53933,2.61012,2.63087,2.71475,2.75709,2.64568,2.72299,2.84683,2.64473,2.66573,2.64232,2.70728,2.94718,-33.3519,-40.7799,-43.2601,-50.7427,-43.586,-39.7308,-55.0376,-41.7256,-39.2935,-51.5075,-51.9093,-46.8652,-34.2548,-42.3019,-45.0434,-44.4352,-36.2852,-34.7488,-43.4764,-38.786,-35.6488,-45.2212,-34.5757,-50.772,-39.0831,-43.022,-37.3142,-38.8528,-30.8142,-43.7526,-38.5648,-40.4754,-51.2103,-56.1396,-37.8609,-37.3458,-34.5692,-38.6404,-43.5916,-48.8745,-47.6335,-49.3563,-49.6545,-49.8741,-38.2285,-31.418,-44.2744,-40.5362,-44.4767,-34.4203,-40.2567,-44.8031,-42.1256,-36.7277,-46.4348,-27.327,-44.8361,-56.8483,-48.5012,-33.2872,-40.8481,-47.2348
-2572.15,0.954961,0.0741138,6,63,0,2609.45,64.5147,43.5137,248.869,36.623,124.499,79.3449,77.9673,31.6985,68.5199,16.396,171.614,223.624,37.4944,32.6053,107.407,0.12668,0.174028,0.219201,0.0743013,0.00443049,0.116206,0.13798,0.109712,0.331485,0.367587,0.0413663,0.0521797,0.0565212,0.0516838,0.0144901,-1.99255,1.46707,-2.23678,-2.22589,-2.14823,-5.08554,-4.06233,-3.95064,-1.80862,-0.59237,-2.43203,-2.64419,-0.110014,-0.407717,-2.18565,-4.37653,-2.05723,0.813905,0.861168,0.786676,0.79199,0.785647,0.817771,0.802945,0.79526,0.854041,0.82328,0.845806,0.86823,0.791126,0.828275,0.879579,-1.84708,1.73094,0.789662,0.0503588,0.106801,0.107971,0.116691,0.00618555,0.0172088,0.0192424,0.16388,0.553015,0.0878581,0.0710632,0.895822,0.665167,0.112404,0.0125689,0.127807,2.2567,2.36592,2.19609,2.20779,2.19383,2.26544,2.2321,2.21502,2.34912,2.27796,2.32985,2.38269,2.20588,2.28937,2.40989,-33.5091,-42.9659,-41.1706,-51.4528,-40.1668,-39.4286,-54.2877,-41.965,-37.2607,-49.3293,-49.8732,-45.8979,-34.0968,-45.1617,-44.9019,-43.39,-36.5209,-33.6726,-43.5386,-38.8244,-34.3585,-44.8753,-33.4773,-51.996,-40.2719,-43.6799,-36.7926,-37.6326,-32.4424,-42.3008,-37.5609,-39.4706,-48.0027,-54.287,-36.4105,-37.505,-34.1926,-37.1452,-42.6564,-50.4247,-50.2844,-49.8301,-48.5006,-51.4369,-37.5018,-31.9831,-44.2182,-39.9236,-46.9729,-33.8424,-40.5649,-46.201,-41.7447,-35.4204,-45.3363,-28.0177,-45.0588,-56.9468,-47.2216,-33.406,-40.8611,-44.84
