# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351596696
# output
#   file = output_cal_g_Kgamma_EPs_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.225677
# Diagonal elements of inverse mass matrix:
# 0.0657904, 0.0224866, 0.180405, 0.0333549, 0.112339, 0.0328737, 0.0259026, 0.0293869, 0.0130992, 0.0688871, 0.0444194, 0.121966, 0.105083, 0.0204039, 0.161162, 0.106995, 1.09759, 0.110789, 0.179026, 0.114644, 0.236333, 0.0724024, 0.142522, 0.281428, 0.0427332, 0.259026, 0.393609, 0.205722, 0.430307, 0.145103, 0.345438, 0.417295, 0.0880725
-2577.81,0.999557,0.225677,4,15,0,2592.14,66.1323,39.3509,204.507,40.6966,106.686,80.9279,62.8856,25.9883,61.2072,13.8595,107.902,125.887,46.4384,31.3412,60.4779,0.38797,0.155362,0.111451,0.169427,0.275234,0.207905,0.209266,0.294314,0.0634328,0.403625,0.341333,0.0401321,0.0861413,0.0884188,0.358545,0.0875846,-1.75039,0.851079,-34.7161,-42.5891,-41.3182,-52.5568,-42.2677,-40.2334,-56.3448,-42.8733,-39.7332,-48.3826,-51.9397,-46.1061,-35.1102,-40.9597,-45.791,-43.4341,-37.4094,-34.4898,-43.4782,-40.8125,-33.6751,-44.8928,-35.3173,-49.4804,-40.1344,-43.416,-37.9147,-38.2181,-33.814,-43.5765,-38.2006,-40.7392,-49.3694,-53.7102,-36.3827,-38.2189,-35.8379,-38.2791,-43.8403,-50.1961,-51.1965,-49.9959,-47.731,-49.3285,-38.8148,-32.9945,-42.0593,-40.7612,-47.4206,-34.2019,-41.4535,-46.3438,-41.2551,-36.5081,-45.4054,-27.1736,-44.6259,-56.911,-46.3285,-33.6733,-41.566,-45.0589
-2583.9,0.851029,0.225677,4,15,0,2597.24,59.2861,32.2985,208.151,33.0051,123.404,78.9863,54.7132,17.3214,57.8538,16.753,87.0525,136.831,24.383,32.852,101.307,0.299897,0.149821,0.384295,0.175546,0.213939,0.0822722,0.279892,0.256891,0.267012,0.402376,0.236636,0.133418,0.0361635,0.101596,0.430802,0.0314805,-1.49963,1.34794,-32.7829,-41.643,-40.9786,-50.4333,-42.2009,-40.9663,-55.1559,-42.8467,-38.4583,-48.8292,-49.8698,-44.9384,-34.7943,-41.7992,-46.3757,-44.0241,-37.5268,-35.1055,-43.4829,-41.184,-34.7417,-46.2611,-34.7135,-48.1611,-37.9454,-45.1056,-38.3935,-39.7866,-31.3593,-42.9695,-37.9697,-40.7073,-47.4729,-55.673,-37.9453,-36.5325,-35.3544,-38.4887,-45.0194,-50.9518,-51.3775,-52.3183,-49.2928,-51.3349,-41.2519,-31.5272,-43.8729,-40.7047,-45.1927,-34.1514,-40.0114,-46.8538,-40.1529,-37.5879,-47.3171,-28.738,-44.5072,-58.0515,-45.9408,-33.6628,-42.2819,-43.8618
-2587.6,0.991847,0.225677,5,31,0,2598.67,94.6175,41.642,259.047,51.5132,132.62,111.727,78.7201,31.6322,71.2039,16.2841,140.517,191.653,46.2515,37.0508,96.4924,0.495268,0.0883182,0.115108,0.168605,0.318726,0.151391,0.121631,0.181014,0.0345827,0.447186,0.319604,0.020621,0.0351552,0.0556309,0.42761,0.31316,-1.69708,0.948288,-35.0155,-42.813,-41.9782,-53.6884,-42.8521,-40.128,-56.6226,-41.8443,-42.0531,-50.4334,-50.2247,-46.1263,-35.1154,-40.893,-46.1833,-43.0369,-37.2408,-33.8578,-43.3075,-40.2738,-33.6526,-44.8124,-35.5895,-49.1328,-39.8328,-42.4493,-37.8813,-38.1326,-34.0725,-43.65,-38.3919,-41.8716,-50.4467,-53.7705,-36.0946,-37.9712,-35.3077,-37.8244,-43.3518,-48.0686,-51.5963,-49.5877,-47.5014,-49.7466,-38.4171,-32.5075,-42.0579,-40.5972,-48.5618,-35.7182,-41.6375,-47.5652,-42.7973,-36.5076,-44.9626,-27.1829,-44.0537,-57.7807,-47.5316,-33.5915,-41.9297,-45.3035
-2584.07,0.988007,0.225677,5,47,0,2601.27,70.5706,33.0071,192.122,52.6305,137.269,69.2775,52.1246,22.7648,61.7675,16.5844,100.81,129.471,30.5719,31.7364,71.836,0.316045,0.110122,0.258594,0.211675,0.232264,0.0625317,0.347215,0.4125,0.139751,0.394309,0.294188,0.0657535,0.0694298,0.0380453,0.518872,0.0196608,-1.57603,0.96495,-32.8867,-41.5257,-40.6279,-52.4843,-42.6794,-40.0466,-55.7776,-43.2417,-38.7641,-48.8321,-50.694,-45.4254,-34.3444,-41.247,-46.5097,-43.555,-37.445,-34.0687,-43.2346,-41.2599,-34.5497,-45.2249,-34.5115,-51.23,-40.5548,-44.5502,-38.4168,-37.8776,-31.672,-43.0341,-38.1794,-40.3645,-48.15,-54.7081,-36.6419,-37.8281,-34.872,-38.2187,-43.1559,-51.7956,-52.3495,-51.6114,-48.2217,-51.1688,-39.3239,-31.6935,-43.0718,-41.3262,-48.5595,-33.6969,-42.1174,-46.4021,-40.8678,-35.6692,-45.8071,-27.4724,-43.3135,-58.665,-46.5881,-33.7764,-41.2082,-44.6735
-2586.29,0.912468,0.225677,4,31,0,2601.81,65.0223,30.1711,204.153,36.5239,142.877,78.5574,55.8052,19.2176,57.8592,13.3494,83.9018,123.771,26.2733,30.2371,81.8256,0.296538,0.0398081,0.139819,0.146055,0.1604,0.196237,0.161026,0.24294,0.263465,0.469623,0.308311,0.0979816,0.0440411,0.334539,0.299996,0.197852,-1.20742,0.908416,-35.8201,-41.9914,-42.3793,-51.8047,-41.9269,-40.1278,-55.5583,-42.5187,-40.6924,-50.2266,-50.828,-46.5023,-35.8787,-42.3458,-46.4723,-44.0354,-36.5944,-34.6145,-43.6639,-39.8825,-34.2608,-45.3885,-35.2184,-47.5961,-37.5248,-43.2699,-37.9548,-39.3215,-32.3461,-42.829,-38.7978,-40.9957,-49.9249,-54.8381,-36.9399,-36.756,-35.2084,-38.5966,-45.0759,-49.782,-48.0014,-49.8165,-48.695,-49.8555,-40.7144,-32.2451,-43.2747,-40.3549,-46.5079,-33.8114,-39.9131,-47.3685,-42.0758,-37.6426,-46.449,-28.9593,-46.5583,-57.9439,-46.1545,-33.9258,-42.1775,-44.8964
-2588.58,0.986886,0.225677,4,31,0,2600.25,55.1127,35.8269,200.385,47.0891,101.411,72.8076,66.706,19.0493,56.4463,18.7112,97.0901,111.224,27.4874,25.892,38.0993,0.299397,0.253387,0.161838,0.161998,0.303276,0.0775695,0.318548,0.266127,0.154856,0.425579,0.207906,0.16419,0.114198,0.0880151,0.520531,0.0746324,-1.48229,0.647074,-32.3929,-41.7098,-41.2264,-52.6152,-42.3871,-40.4039,-56.4133,-43.7234,-38.8937,-47.6755,-51.958,-44.781,-34.6133,-42.1529,-45.6248,-43.0224,-38.0353,-34.5421,-43.7391,-40.7336,-34.573,-45.7634,-34.3995,-52.2224,-41.412,-43.9768,-37.7651,-37.5755,-33.3401,-43.1827,-38.3705,-39.7621,-48.5574,-54.9051,-36.592,-37.9881,-34.8678,-38.3129,-42.9767,-54.3617,-54.413,-52.0435,-48.9972,-50.1377,-38.6441,-32.411,-43.0399,-41.3451,-49.2458,-34.0433,-42.6925,-45.3754,-40.8553,-36.0112,-45.725,-26.9356,-42.6836,-58.5157,-46.6604,-33.6372,-41.0799,-45.2293
