# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Kgamma_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1186131630
# output
#   file = output_cal_pl_Kgamma_EPs_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.14658
# Diagonal elements of inverse mass matrix:
# 0.0479847, 0.0100552, 0.123252, 0.0379347, 0.0779414, 0.0256908, 0.0290556, 0.0184912, 0.0151415, 0.0493862, 0.0454647, 0.0647864, 0.0723633, 0.0178413, 0.206335, 0.799379, 0.167423, 0.10779, 0.149018, 0.349495, 0.0504365, 0.165853, 0.314768, 0.0532683, 0.348237, 0.508795, 0.32726, 0.505296, 0.207122, 0.762801, 1.61068, 0.139554, 1.26903, 2.5147
-2581.52,0.976802,0.14658,5,31,0,2593.26,71.0816,37.2025,230.761,37.7675,144.712,93.4739,66.9935,18.6508,59.4142,9.33316,102.938,143.068,30.6001,24.8599,88.3954,0.142126,0.172382,0.145368,0.343369,0.0430407,0.206034,0.226482,0.185464,0.438428,0.385247,0.0835201,0.0426312,0.0498846,0.512563,0.0448341,-1.33849,1.11054,0.287169,2.8313,-32.8654,-42.7613,-40.4446,-52.8269,-42.0406,-41.4843,-55.7392,-42.6933,-39.1243,-50.1411,-50.4826,-46.3646,-35.4808,-43.0043,-47.3484,-43.5965,-37.4231,-34.6081,-43.9477,-40.2978,-34.5508,-44.7568,-34.4948,-49.0815,-38.9123,-43.0798,-38.3016,-38.0982,-32.5366,-42.9339,-38.0111,-40.1022,-47.7781,-54.8913,-36.9216,-36.2154,-35.1237,-38.4344,-43.4662,-50.7729,-51.8733,-52.0951,-49.1028,-50.657,-39.3703,-32.0679,-42.9618,-40.4743,-46.7637,-33.7976,-40.9102,-45.9883,-41.0705,-36.3933,-46.0677,-27.6551,-42.5065,-58.0516,-46.9299,-32.8122,-41.8848,-45.0421
-2587.52,0.944368,0.14658,5,31,0,2602.45,59.8552,34.0161,207.748,42.0343,119.159,72.7067,51.8528,26.7397,53.9013,16.0209,98.6759,119.834,25.9956,37.6198,65.6751,0.0314382,0.0881988,0.0311059,0.173529,0.124809,0.243088,0.223571,0.0580615,0.354162,0.220964,0.0203254,0.0521006,0.27688,0.131978,0.0160619,-1.92847,1.15654,0.504053,4.93613,-34.04,-40.9803,-41.494,-52.3694,-42.3377,-40.9085,-55.4152,-42.6605,-39.8534,-48.9133,-52.5011,-46.207,-35.3611,-41.5214,-45.2732,-43.6541,-36.8906,-34.8581,-44.2575,-40.0991,-34.5957,-45.1971,-35.4139,-48.1046,-40.4204,-43.7354,-37.7578,-39.2334,-33.1238,-43.2922,-38.1732,-41.2395,-48.7548,-54.1668,-36.5786,-38.7685,-35.2372,-38.2882,-44.5165,-50.2912,-48.4405,-50.019,-49.4671,-49.6426,-40.1088,-32.3294,-43.3373,-40.1772,-45.042,-34.0772,-41.2768,-45.5111,-41.0317,-36.5262,-45.9078,-28.6946,-46.3731,-58.0302,-45.913,-34.2507,-41.497,-45.6027
-2582.81,0.992601,0.14658,5,31,0,2599.97,67.0397,37.7656,249.968,35.8377,120.678,89.2639,64.8088,20.2454,61.1952,11.4556,108.404,143.808,43.7684,28.1408,98.7315,0.0749079,0.225803,0.0689005,0.420276,0.0696739,0.192343,0.27883,0.156435,0.381503,0.284474,0.103022,0.05628,0.0218703,0.437377,0.193324,-1.97891,0.949221,0.35468,3.60102,-32.9215,-41.9416,-41.3372,-53.1493,-42.1873,-41.2351,-54.6866,-41.7802,-41.2145,-49.087,-51.0729,-45.9468,-35.442,-43.2209,-45.9708,-43.6156,-36.7254,-34.9565,-43.5001,-40.9112,-34.8558,-44.4632,-34.5698,-50.4825,-39.1222,-43.7693,-37.8325,-37.9019,-33.1348,-43.2631,-38.3888,-40.2542,-48.0815,-54.5599,-36.9428,-36.5087,-34.9799,-38.3482,-43.504,-51.439,-51.7229,-50.5943,-49.5525,-50.0428,-39.7782,-31.8413,-42.843,-39.843,-47.0474,-34.6303,-41.3249,-45.2336,-41.287,-36.1841,-45.8816,-27.2306,-43.0649,-57.7437,-46.8096,-32.7333,-41.5672,-44.5115
-2582.01,0.909346,0.14658,5,31,0,2599.94,78.2253,36.1198,232.421,49.2233,154.561,86.2128,65.7302,28.8489,62.2332,16.4291,108.04,141.456,33.9697,39.7348,39.4064,0.0520311,0.11707,0.0887586,0.170394,0.138669,0.175483,0.080674,0.0887035,0.408313,0.349144,0.0395126,0.0472861,0.0559753,0.260804,0.0863597,-1.77533,1.25097,0.499231,3.87547,-35.0927,-41.1442,-42.1426,-51.78,-42.9442,-40.7123,-56.5906,-42.5596,-39.2894,-49.7153,-51.7245,-46.0149,-35.2082,-41.7619,-45.61,-43.3278,-36.8513,-34.1693,-43.2436,-39.9411,-34.3302,-44.9924,-35.5193,-47.9616,-40.4903,-43.1926,-37.6354,-38.7325,-33.3141,-42.9798,-38.404,-41.2438,-50.1313,-53.9045,-36.1475,-39.2202,-35.0119,-38.0106,-43.7258,-50.854,-49.8783,-50.0236,-48.1021,-49.8878,-38.9088,-32.0692,-42.8064,-40.3793,-46.3487,-33.9298,-40.5083,-46.4263,-41.4278,-36.1545,-45.6019,-28.5518,-45.2418,-59.3444,-46.6787,-33.8481,-41.1569,-45.8655
-2577.41,0.987772,0.14658,5,31,0,2597.65,82.3343,43.3995,254.465,58.177,138.272,103.931,71.7135,26.7656,74.178,12.1271,132.247,160.772,43.8299,32.2805,98.9645,0.0815373,0.238425,0.126718,0.132808,0.120372,0.156091,0.233906,0.057368,0.337997,0.249992,0.0603552,0.0638571,0.0297739,0.312835,0.187318,-1.68003,0.743679,0.452551,3.5683,-33.9944,-41.9286,-40.2602,-51.1018,-41.7645,-41.7581,-55.0979,-41.8457,-41.8266,-50.0953,-52.8922,-45.5526,-35.8609,-43.8326,-45.3531,-43.0179,-36.9717,-34.0467,-42.9062,-40.6401,-33.9043,-44.2301,-34.8956,-50.7096,-38.9904,-44.5757,-37.1844,-38.2645,-33.5162,-43.2337,-38.2007,-39.2758,-48.2998,-53.5951,-36.1455,-37.0185,-34.2619,-37.7571,-43.8585,-51.8908,-53.9119,-50.489,-48.2152,-50.4985,-40.676,-31.9996,-41.5173,-40.3382,-47.1472,-35.4789,-40.7707,-45.8503,-41.2342,-36.1763,-46.0934,-28.2975,-44.797,-58.0531,-47.1078,-32.3277,-41.0847,-44.3055
-2580.67,0.954679,0.14658,5,31,0,2592.01,91.4952,36.9444,256.854,41.9563,170.157,104.636,62.2832,23.9121,64.4937,22.7895,103.333,165.543,40.5969,41.5604,76.6104,0.0645571,0.111669,0.157734,0.359568,0.101678,0.185224,0.323487,0.156986,0.388239,0.297299,0.0832235,0.037536,0.159101,0.436808,0.0343526,-1.60185,0.945193,0.497033,3.49869,-34.2725,-41.6061,-41.9692,-53.4011,-43.2112,-39.4923,-55.4401,-42.5092,-38.0692,-49.084,-48.7053,-45.7929,-35.1046,-42.6848,-45.558,-43.7771,-36.6821,-34.7117,-44.1258,-39.5996,-34.8824,-45.2479,-35.6633,-48.5655,-39.8201,-42.155,-37.5514,-38.2149,-33.7207,-42.6908,-37.5324,-42.3948,-49.3589,-55.1221,-36.7282,-37.7464,-35.3153,-38.0798,-43.8222,-49.2163,-50.0707,-50.7222,-48.2614,-51.1742,-40.2399,-32.4558,-43.5735,-40.2483,-46.5081,-35.2949,-41.4226,-46.1067,-41.812,-37.0996,-45.5879,-27.8652,-43.8191,-57.6697,-46.7846,-34.4807,-41.8894,-45.6579
