# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1266597399
# output
#   file = output_cal_pl_Ka_EPs_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.110872
# Diagonal elements of inverse mass matrix:
# 0.0926798, 0.015265, 0.448862, 0.0496797, 0.132516, 0.0230317, 0.0321146, 0.0657924, 0.0236364, 0.0625805, 0.0409611, 0.123293, 0.120636, 0.0225886, 0.274352, 0.0832911, 1.07933, 0.0820507, 0.100359, 0.0728105, 0.603232, 0.067295, 0.126727, 4.30535, 0.0240505, 0.21881, 0.972467, 0.960581, 0.393098, 0.0913712, 0.583366, 2.44852, 0.0892967, 0.0478314
-2564.58,0.930081,0.110872,6,95,0,2581.8,77.1446,37.2692,254.073,36.1377,126.367,79.5481,47.9609,25.2101,57.3424,15.5855,126.875,220.57,20.6596,40.8034,71.4581,0.060162,-2.28985,-2.62817,-2.52559,-4.91913,-3.07709,-3.74549,-3.83877,-2.07216,-4.80905,-4.33911,-1.48785,-0.169791,-3.50977,-3.64362,-3.5059,2.08374,-3.16465,1.28063,0.101282,0.0722102,0.0800108,0.00730552,0.0460932,0.0236241,0.0215201,0.125914,0.00815562,0.0130482,0.225858,0.843841,0.0299037,0.0261575,0.0300197,-34.1507,-40.7192,-42.8109,-49.6245,-41.8577,-39.3648,-54.7218,-41.6828,-38.4707,-50.0518,-50.5346,-47.452,-34.0302,-42.2698,-44.6998,-43.589,-35.8676,-33.7936,-44.2795,-38.3845,-34.2315,-45.3824,-34.8449,-50.5939,-39.9918,-42.8846,-36.3927,-38.4216,-33.8268,-42.9476,-38.6883,-40.8273,-49.4202,-54.504,-35.9673,-38.005,-34.3182,-37.3935,-42.9348,-49.1332,-48.5751,-49.3056,-49.6995,-49.2115,-37.8537,-31.6084,-43.6688,-41.3046,-44.7802,-34.1885,-40.1158,-44.9508,-42.4203,-35.8491,-46.1176,-27.9552,-46.262,-59.1306,-49.2005,-33.5473,-40.2919,-47.1391
-2573.31,0.937001,0.110872,5,31,0,2588.24,47.4194,38.5448,235.976,29.2239,96.616,78.0034,56.9527,29.5737,48.9685,13.2974,125.661,198.313,27.6595,26.4548,176.952,0.0732164,-4.42451,-3.23694,-2.18233,-4.43245,-4.21076,-4.46831,-3.5982,-2.15645,-5.00278,-4.06399,-0.7926,-0.157542,-3.97711,-4.45652,-0.635207,2.11439,-3.34232,1.45024,0.0119801,0.0392839,0.112779,0.0118853,0.0148351,0.0114666,0.0273728,0.115735,0.00671927,0.0171803,0.452666,0.854241,0.0187397,0.0116027,0.529826,-33.376,-41.9145,-39.6877,-49.9922,-41.7724,-41.6869,-54.3594,-41.578,-40.0701,-48.7992,-53.686,-46.956,-34.7231,-42.526,-45.315,-43.7473,-37.2941,-34.6658,-44.249,-38.8799,-34.3285,-44.6111,-33.9756,-51.0013,-37.3539,-43.5161,-37.0078,-38.5529,-33.505,-42.5713,-37.9632,-39.773,-47.2112,-54.7982,-36.7718,-37.0502,-34.8112,-38.0934,-44.2048,-50.4838,-48.7515,-51.9072,-50.8814,-49.8357,-38.273,-32.3437,-43.547,-40.5903,-44.347,-33.6239,-40.3624,-44.7092,-41.0405,-36.5897,-46.9603,-29.3076,-45.8927,-55.0894,-47.8423,-34.3807,-41.6616,-45.7955
-2570.36,0.829417,0.110872,5,31,0,2590.6,46.2975,35.0778,234.862,30.7915,102.769,68.5946,53.2944,20.1503,51.7023,13.9168,132.29,192.522,18.3873,28.2048,197.919,0.081212,-3.94293,-2.82813,-2.54583,-4.83361,-3.34647,-4.26028,-3.66445,-3.56692,-5.12318,-4.04865,-0.524432,-0.107855,-4.8256,-4.0886,-0.764177,2.08595,-3.60058,1.56946,0.0193913,0.0591234,0.0784077,0.00795772,0.0352086,0.0141184,0.0256184,0.0282427,0.00595705,0.017446,0.591891,0.897758,0.00802172,0.0167627,0.465717,-33.7269,-42.0175,-41.2151,-49.7568,-41.0588,-39.835,-54.2389,-42.2915,-39.5793,-49.4976,-51.6965,-47.5813,-34.4241,-43.5575,-45.5475,-43.4952,-36.6802,-34.4546,-44.7314,-39.0093,-34.1614,-45.12,-33.7824,-51.4845,-37.6363,-43.5876,-37.1773,-38.581,-32.9484,-42.7784,-38.7485,-39.9893,-47.6924,-55.1023,-36.5254,-35.875,-34.9829,-38.2935,-43.8061,-49.7517,-48.1967,-50.1542,-50.2405,-48.918,-37.594,-31.6876,-43.0927,-41.2568,-44.8607,-32.4172,-40.4259,-44.6247,-42.1037,-35.9367,-46.691,-28.269,-46.4052,-57.0787,-48.8608,-33.7437,-40.9738,-46.1468
-2559.17,0.979614,0.110872,5,31,0,2584.37,55.3385,38.0135,265.688,37.2306,113.787,87.0882,51.8256,19.8434,45.931,17.6503,128.122,184.304,23.894,32.0968,121.743,0.0607978,-3.80716,-3.02718,-2.5114,-4.85067,-3.27799,-3.53391,-3.82897,-3.99647,-5.51537,-4.0896,-1.56754,-1.30088,-3.71961,-4.58327,-2.96362,2.13102,-3.32516,1.27668,0.0222111,0.0484519,0.0811548,0.0078231,0.037704,0.0291906,0.0217321,0.0183804,0.00402446,0.016746,0.208558,0.272292,0.0242435,0.0102214,0.0516316,-33.9161,-40.9444,-41.9092,-49.9804,-41.5668,-39.6539,-53.8545,-41.9635,-39.6656,-51.3076,-51.6784,-46.5573,-35.024,-44.6102,-44.8161,-43.3387,-35.986,-33.9811,-44.9417,-38.6181,-34.0929,-45.5728,-34.3195,-51.1779,-38.8443,-43,-36.7174,-38.1805,-33.2111,-42.8593,-38.1398,-40.3618,-47.9564,-54.7821,-36.21,-36.338,-34.0809,-37.8183,-43.1852,-50.279,-49.4745,-49.4002,-50.2434,-48.2468,-38.3817,-31.5217,-43.8014,-40.4551,-44.9871,-34.1012,-40.0987,-45.0362,-41.8998,-36.0176,-46.0712,-27.8874,-45.4404,-57.7439,-48.4369,-34.2434,-40.229,-45.8294
-2573.5,0.839199,0.110872,5,31,0,2583.65,87.7925,35.3273,243.973,38.3177,131.323,68.6691,47.4681,33.024,55.5822,14.1531,132.881,175.087,24.0453,36.7092,45.702,0.0411015,-3.14688,-4.29951,-3.13422,-5.41151,-3.49936,-4.89726,-5.37926,-1.80603,-5.47306,-4.78268,-2.20466,-1.52549,-5.15264,-4.43343,-2.73575,2.00504,-3.90495,1.20032,0.0429859,0.0135752,0.0435336,0.0044649,0.0302166,0.00746705,0.00461122,0.164305,0.00419837,0.00837356,0.110288,0.217514,0.0057841,0.0118737,0.0648454,-34.1096,-40.3731,-42.0587,-50.9625,-41.6337,-39.0819,-54.538,-42.3303,-38.375,-50.4943,-52.4558,-47.3794,-33.819,-44.3874,-45.9653,-43.3828,-35.3986,-33.8021,-43.7104,-38.9435,-33.9515,-44.5436,-33.9853,-50.0169,-40.8695,-44.8932,-37.682,-37.4082,-32.7693,-42.9997,-38.2237,-39.8332,-49.0333,-54.1535,-35.7791,-39.0473,-33.7997,-37.9727,-42.3724,-52.6201,-52.1432,-48.7657,-49.3246,-49.2576,-38.299,-30.6346,-42.6942,-40.2898,-47.0813,-32.6643,-40.0275,-45.5404,-43.0406,-35.1192,-44.4626,-28.0262,-46.5314,-59.2391,-49.0593,-33.5316,-40.6962,-48.0171
-2573.43,0.846169,0.110872,5,56,1,2591.64,57.8466,46.8631,254.91,47.0222,122.468,93.1808,60.4804,16.5737,43.6908,17.6713,121.291,184.895,39.1902,28.9752,123.358,0.0996745,-2.40838,-2.03954,-2.11001,-3.61823,-3.27097,-2.59352,-3.61294,-4.65993,-5.74586,-3.5729,-1.07104,-0.567062,-3.25051,-5.03883,-1.04269,2.02007,-3.11869,1.38378,0.0899607,0.130088,0.121237,0.0268301,0.0379697,0.0747567,0.0269725,0.00946717,0.00319598,0.0280742,0.342651,0.567189,0.0387543,0.00648136,0.352506,-34.8521,-41.061,-41.9559,-50.789,-41.8136,-39.8917,-54.1823,-41.8478,-39.3606,-50.2488,-52.0886,-46.2977,-35.2818,-43.1927,-44.6511,-43.4271,-36.3778,-34.4492,-43.6316,-39.9103,-34.39,-45.0743,-35.0175,-52.6845,-38.4346,-43.2152,-36.925,-37.8779,-35.0931,-43.2064,-38.6164,-39.7966,-48.2556,-54.4774,-36.6921,-35.682,-34.9364,-38.006,-43.7793,-50.8255,-49.1126,-49.4872,-49.6554,-48.1273,-38.1113,-32.8825,-42.468,-40.4693,-45.8735,-35.0857,-40.912,-44.4563,-42.2175,-36.875,-46.633,-27.8195,-46.003,-56.6525,-47.6705,-33.7313,-40.6502,-45.0022
