# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kb_Kgamma_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1280763526
# output
#   file = output_cal_pl_Ka_Kb_Kgamma_EPs_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,log_b.1,log_b.2,log_b.3,log_b.4,log_b.5,log_b.6,log_b.7,log_b.8,log_b.9,log_b.10,log_b.11,log_b.12,log_b.13,log_b.14,log_b.15,mu_a,sigma_a,mu_b,sigma_b,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,b.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.0957304
# Diagonal elements of inverse mass matrix:
# 0.0763347, 0.0195411, 0.506724, 0.032907, 0.112231, 0.0175238, 0.037846, 0.0437331, 0.0267537, 0.0598204, 0.0473016, 0.157539, 0.0716339, 0.0143736, 0.16829, 0.340838, 0.160447, 0.146821, 0.295848, 0.23129, 0.246398, 0.212408, 0.327918, 0.256524, 0.458538, 0.234868, 0.138053, 0.537346, 0.495448, 0.445034, 1.88421, 0.105048, 0.591908, 0.158248, 0.19283, 0.220595, 0.413889, 0.115203, 0.238145, 0.591224, 0.227991, 0.649184, 0.854236, 1.55851, 0.41651, 0.26962, 0.357423, 1.08451, 1.08024, 0.934925, 1.10576, 1.06726, 1.61647, 1.1222, 1.16826, 1.48744, 0.975616, 1.19004, 0.769846, 1.88714, 1.18271, 1.21756, 0.109896, 0.0728785, 0.855914, 0.911066
-2583.98,0.944949,0.0957304,6,63,0,2617.38,71.0476,35.0586,206.768,25.5264,191.092,77.5128,53.1099,20.8942,69.1119,15.9229,110.363,208.807,21.5985,30.8371,87.237,0.129789,0.177305,0.27236,0.247058,0.107261,0.127914,0.210312,0.10086,0.38757,0.482365,0.164064,0.0450472,0.0319561,0.525759,0.0346867,-1.64719,1.06111,-1.01065,-1.47391,-1.25868,-2.36743,-0.851228,-2.23476,-2.34917,-1.89272,-1.01524,-0.638505,-0.0980018,-0.0234305,-2.93207,-1.53179,-2.13811,0.890842,1.07222,1.18816,1.1201,1.17026,1.08759,1.05586,0.992951,1.04861,1.16983,1.14342,0.808463,1.06062,0.886011,1.22574,-1.30054,1.05921,1.16708,0.166451,0.363984,0.229028,0.284027,0.0937216,0.42689,0.107018,0.0954486,0.150662,0.362316,0.528081,0.906647,0.976842,0.0532866,0.216148,0.117877,2.43718,2.92186,3.28103,3.06517,3.22282,2.96711,2.87443,2.69919,2.85367,3.22145,3.13746,2.24446,2.88817,2.42544,3.4067,-34.6601,-43.1107,-42.0152,-50.7295,-42.2491,-39.4982,-54.36,-41.7884,-38.0018,-48.5598,-48.6547,-46.4125,-35.0439,-45.1897,-46.5879,-43.5697,-36.3813,-34.258,-44.7351,-39.4747,-34.6549,-44.4439,-33.7664,-49.2088,-37.2617,-43.532,-37.8474,-38.785,-31.1984,-42.9575,-38.213,-40.5233,-49.3967,-55.1125,-37.1726,-36.4495,-35.3234,-38.3023,-44.1854,-49.5062,-49.0067,-51.0008,-48.1588,-50.7375,-39.5585,-32.3022,-43.6746,-40.9342,-46.6479,-31.6974,-39.6661,-46.9117,-41.7381,-36.3602,-46.9481,-28.5175,-44.4695,-57.527,-46.7928,-33.1069,-41.8905,-44.857
-2569.24,0.983397,0.0957304,5,31,0,2607.76,60.5556,31.8995,209.192,45.6235,138.727,64.9373,64.3021,24.4785,49.3329,15.7825,152.693,137.932,36.3585,34.1871,89.4926,0.110499,0.183804,0.100822,0.231104,0.0692759,0.223905,0.257184,0.204415,0.407812,0.113494,0.0622042,0.0334387,0.0203321,0.214235,0.120964,-1.80237,0.797507,-2.48667,-1.41813,-1.60617,-1.50724,-1.1878,-1.96792,-1.10852,-1.64812,-2.50961,-2.01354,-0.357911,-1.15688,-1.55934,-2.42263,-0.98066,0.971585,1.18684,1.17358,1.11326,1.21428,1.13234,1.24473,1.02427,1.03688,0.973665,1.09699,1.1045,1.38546,1.06121,1.01182,-1.58892,0.619769,1.11512,0.169179,0.0831867,0.242166,0.200654,0.221521,0.304892,0.139747,0.330046,0.192411,0.0813002,0.133515,0.699135,0.314465,0.210275,0.0886884,0.375063,2.64213,3.2767,3.23354,3.04425,3.36787,3.10292,3.47201,2.78506,2.82041,2.64763,2.99513,3.01772,3.99666,2.88986,2.75059,-34.9986,-41.6659,-42.5137,-52.134,-42.1166,-39.3674,-55.1352,-42.3339,-40.3121,-46.485,-52.0981,-46.5069,-35.0162,-43.3981,-45.7723,-42.7234,-36.1137,-34.1001,-43.7209,-40.6361,-34.1266,-45.3698,-33.3297,-48.8715,-40.0289,-43.4149,-38.7087,-37.6551,-31.9175,-43.2101,-39.1681,-40.955,-48.8936,-53.4865,-36.6322,-37.7411,-34.59,-38.1578,-43.2989,-51.8073,-49.1497,-49.3072,-48.6125,-48.9615,-39.2269,-31.4319,-43.5813,-39.9255,-46.8604,-32.9195,-40.1657,-46.6299,-42.3352,-34.9421,-45.3568,-28.3507,-45.5063,-58.3989,-47.5296,-34.3157,-41.8936,-45.8637
-2573.31,0.982334,0.0957304,6,95,0,2598.04,118.343,38.5957,214.165,38.8493,110.356,86.2647,48.4672,24.7093,76.3437,19.3042,111.342,205.491,30.6617,32.9788,62.7188,0.0748224,0.123207,0.210902,0.185192,0.145699,0.084038,0.142507,0.0691524,0.351985,0.333452,0.0881936,0.0575501,0.309444,0.307074,0.0941964,-1.65699,0.59631,-0.765118,-2.08885,-1.29511,-2.06105,-1.5293,-2.42703,-2.10088,-1.48661,-1.29288,-2.0562,-1.10883,-0.0137747,-2.54781,-2.07065,-2.11199,0.957441,1.143,1.11292,1.05541,1.12631,1.12374,1.18883,0.993522,0.987556,0.922151,1.18418,0.919114,1.20273,1.0692,0.994147,-2.12714,1.02032,1.07748,0.0754804,0.465279,0.123829,0.273866,0.127321,0.216686,0.0882986,0.122349,0.226138,0.27448,0.127939,0.329946,0.98632,0.0782527,0.126104,0.120997,2.60502,3.13617,3.04324,2.87315,3.08424,3.07635,3.28324,2.70073,2.68467,2.51469,3.268,2.50707,3.3292,2.91306,2.70242,-34.1544,-41.1931,-40.7683,-51.5516,-41.5635,-40.2448,-54.3027,-41.4478,-39.2345,-49.7466,-51.8838,-45.6784,-34.6613,-43.7998,-46.0397,-43.4734,-36.6524,-33.9779,-43.7449,-38.9382,-33.7692,-43.98,-34.6002,-49.4247,-39.5036,-44.0662,-36.891,-37.9738,-32.2225,-42.6589,-37.6105,-39.7041,-48.2043,-54.5079,-36.0011,-38.3023,-34.8265,-38.2674,-44.1534,-50.826,-53.9317,-49.9999,-48.1067,-51.442,-37.7101,-32.8269,-42.9044,-40.179,-48.3913,-32.9318,-40.9383,-47.4711,-41.9797,-37.1707,-46.1736,-28.1984,-46.049,-55.4869,-47.2741,-33.8709,-42.0855,-45.4953
-2569.46,0.997742,0.0957304,5,31,0,2602.89,55.2207,33.5383,214.719,38.0281,141.363,65.7005,67.6041,21.6688,50.4047,13.7043,138.226,186.405,20.5725,33.5058,89.1155,0.0554966,0.202664,0.104987,0.143083,0.0629872,0.117345,0.262116,0.239392,0.435773,0.0846286,0.0706355,0.030024,0.0202112,0.11532,0.0901471,-1.83654,0.951506,-2.80129,-1.76599,-1.45563,-2.48701,-1.83663,-3.34695,-1.35134,-1.99418,-3.03747,-3.05912,-0.325116,-0.630412,-3.09492,-2.89049,-1.66035,0.980752,1.06359,0.984298,0.979836,1.21615,0.920011,0.926833,1.04221,0.960702,0.936707,1.10629,1.07763,0.844832,1.00999,0.96076,-2.51069,0.800061,0.997152,0.0838894,0.0607318,0.171018,0.233253,0.0831578,0.159353,0.0351916,0.258892,0.136125,0.0479562,0.0469292,0.722444,0.532372,0.0452785,0.055549,0.190072,2.66646,2.89676,2.67593,2.66402,3.37418,2.50932,2.5265,2.83547,2.61353,2.55156,3.02313,2.9377,2.32759,2.74557,2.61368,-34.66,-41.2176,-41.3231,-51.4242,-42.26,-41.2278,-55.1113,-41.6426,-39.379,-49.2001,-52.0591,-46.7186,-34.7434,-41.0811,-46.1974,-43.5628,-36.6553,-33.882,-43.8698,-39.616,-34.1241,-45.0416,-33.3888,-48.7298,-38.4794,-43.783,-37.7491,-38.9732,-31.1144,-42.9377,-38.7118,-40.6359,-49.1486,-54.8557,-36.9822,-36.9079,-34.6517,-37.9283,-43.6615,-50.71,-47.4304,-49.9367,-48.6529,-50.2889,-40.4048,-31.4038,-44.3515,-39.8186,-45.0153,-32.2587,-39.7242,-46.5202,-41.8337,-35.5747,-46.3025,-29.0509,-46.0705,-57.1775,-47.2993,-34.2303,-41.7275,-45.5939
-2582.53,0.94119,0.0957304,5,31,0,2614.2,78.619,33.4726,212.578,37.4258,108.51,69.6374,57.7723,20.2891,64.3118,18.2552,123.358,199.869,13.4431,34.2966,74.9578,0.0858613,0.191781,0.374489,0.190639,0.17,0.101813,0.185499,0.0538887,0.195422,0.154785,0.0995147,0.0270408,0.250199,0.377294,0.060922,-1.866,0.764056,-1.33378,-2.29715,-0.769026,-2.33879,-4.30813,-2.58722,-1.32119,-2.63077,-1.74978,-1.1197,-0.436653,-0.384172,-2.69418,-2.16733,-1.93228,1.03149,0.898852,0.802185,0.999318,0.730921,1.20878,0.890292,1.04339,1.03877,1.03329,0.81163,0.846729,1.17116,1.05133,1.08225,-1.60948,1.2187,0.980272,0.115484,0.26348,0.100545,0.463464,0.0964443,0.0134587,0.0752286,0.266818,0.0720232,0.173812,0.326378,0.646195,0.681014,0.067598,0.114483,0.144817,2.80524,2.45678,2.23041,2.71643,2.07699,3.34939,2.43584,2.83882,2.82575,2.8103,2.25157,2.33201,3.22574,2.86146,2.95131,-34.6274,-44.0295,-40.9254,-49.5909,-42.3542,-39.4816,-55.2117,-42.7836,-38.193,-46.6798,-49.8762,-45.7156,-34.3997,-43.4086,-46.1956,-43.297,-36.9136,-34.7398,-44.6501,-38.8242,-35.0335,-45.2969,-34.0844,-47.4548,-39.5643,-44.4145,-38.3624,-39.2456,-31.539,-42.126,-37.9486,-40.1883,-49.5803,-57.1974,-37.3775,-38.342,-35.0353,-38.0901,-44.166,-50.57,-48.2092,-50.0147,-49.1139,-49.8686,-38.4469,-32.5951,-43.4148,-40.6868,-45.6003,-34.2829,-40.8842,-46.1669,-41.3343,-37.0946,-46.7428,-27.5221,-44.2453,-55.6928,-46.897,-33.8213,-42.2731,-45.5176
-2578.96,0.883215,0.0957304,6,63,0,2612.38,60.0262,41.9224,262.517,36.1378,147.114,79.6899,59.862,22.7819,54.9968,17.4829,130.297,207.559,27.9158,37.2185,96.9764,0.130178,0.0854923,0.0704608,0.0886481,0.0385734,0.098735,0.287284,0.295136,0.297767,0.126155,0.0569162,0.0384714,0.0506239,0.201376,0.185433,-1.31973,1.3203,-2.47486,-2.03939,-1.27289,-3.04811,-1.24933,-3.1356,-2.01843,-2.03003,-2.71979,-3.10131,-0.426898,-0.266065,-1.96866,-2.19801,-1.74151,1.06106,1.15477,1.1783,1.00056,1.48173,0.859475,0.913114,0.853119,1.12946,1.01069,1.01646,1.0577,1.13556,1.19356,1.0289,-2.33207,0.884681,1.15032,0.1874,0.0841747,0.130108,0.280022,0.0474488,0.286697,0.0434735,0.132864,0.131332,0.0658883,0.0449904,0.65253,0.766389,0.139644,0.111024,0.175256,2.88944,3.17328,3.24883,2.7198,4.40057,2.36192,2.49207,2.34696,3.09399,2.7475,2.76339,2.87973,3.11293,3.29881,2.79797,-34.5257,-40.3348,-42.2739,-50.5241,-41.3978,-40.4088,-54.4524,-41.3313,-39.861,-49.8001,-52.1746,-46.3243,-34.8459,-43.7095,-45.1739,-44.3216,-36.1728,-33.8783,-43.4669,-39.4986,-34.1048,-45.5384,-34.1116,-50.081,-38.7925,-44.3466,-37.3374,-38.5541,-33.3548,-42.4061,-38.4173,-39.9254,-47.8348,-54.4672,-36.5779,-37.1134,-34.7474,-37.3582,-43.4296,-50.8315,-49.6421,-49.7261,-49.8647,-48.9778,-40.4048,-32.2676,-44.32,-40.0337,-46.0974,-34.0964,-39.075,-46.0039,-41.9291,-36.1259,-46.0646,-28.372,-46.1228,-55.9305,-46.989,-34.3218,-41.025,-45.0395
