# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Kgamma_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1237953883
# output
#   file = output_cal_pl_Kgamma_EPs_6.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.164329
# Diagonal elements of inverse mass matrix:
# 0.0370842, 0.0129513, 0.182843, 0.0288483, 0.0680697, 0.0147212, 0.0207334, 0.0135749, 0.0136362, 0.067009, 0.0293365, 0.0469609, 0.0903369, 0.0116353, 0.139137, 0.616367, 0.267682, 0.170263, 0.177149, 0.31111, 0.0867546, 0.227734, 0.305314, 0.0667388, 0.605999, 0.45365, 0.143468, 0.786116, 0.251625, 0.420056, 0.634109, 0.0792602, 1.23847, 3.05114
-2574.86,0.994394,0.164329,5,31,0,2585.4,77.3931,35.8297,213.341,39.3901,152.194,92.54,60.1585,23.2066,65.0041,22.1394,104.414,137.885,28.9372,32.0455,85.5504,0.0725156,0.223484,0.190192,0.232783,0.0480235,0.189352,0.343592,0.100515,0.359444,0.092376,0.066707,0.0390909,0.0334718,0.34636,0.0800467,-1.88274,0.882645,0.630939,4.31397,-33.0373,-41.7863,-40.4924,-50.4124,-41.8935,-40.47,-56.0428,-42.6298,-39.3186,-48.4031,-51.1014,-45.1912,-35.552,-42.3828,-46.2153,-42.627,-37.8803,-34.6048,-44.0827,-40.4374,-34.079,-45.6166,-34.8789,-47.5267,-38.1423,-44.2008,-38.4423,-38.7907,-32.1309,-43.1744,-37.7886,-40.3306,-48.086,-54.8817,-36.7213,-36.8914,-35.2581,-38.563,-44.1197,-50.3771,-51.8884,-51.6836,-49.092,-51.007,-40.683,-32.1788,-43.0809,-41.3692,-46.2468,-33.5347,-40.0798,-46.9119,-40.7505,-36.2844,-46.3734,-27.767,-44.2297,-56.6726,-46.5129,-33.4031,-42.319,-44.8732
-2572.44,0.931177,0.164329,5,31,0,2586.3,69.8423,38.3212,224.51,42.4169,130.925,83.6775,67.7738,22.1349,66.5792,10.4262,109.989,133.924,38.4966,35.1867,88.5973,0.153679,0.158556,0.134253,0.318349,0.183497,0.213462,0.126508,0.080237,0.378142,0.302782,0.114316,0.0771771,0.0710682,0.321383,0.110935,-1.38829,0.595781,0.379891,3.22021,-35.024,-42.578,-41.077,-52.6868,-42.2213,-40.7947,-55.627,-42.4505,-40.2146,-48.7689,-51.1678,-46.084,-35.1607,-42.1768,-46.1622,-43.4569,-36.8423,-34.2213,-43.6588,-40.5393,-34.337,-44.5241,-34.8476,-49.8594,-40.1137,-44.0072,-37.639,-37.8575,-32.8892,-43.3649,-38.2579,-40.5326,-49.3011,-54.0844,-36.1655,-37.5491,-35.4743,-38.179,-42.9252,-51.7644,-51.2647,-50.1924,-48.2342,-50.7883,-37.2692,-31.9769,-41.9625,-40.1896,-47.9686,-32.9819,-41.0135,-46.3788,-41.5525,-35.7497,-45.3251,-27.1286,-44.2579,-58.7273,-46.986,-32.7656,-41.4902,-44.8107
-2580.24,0.621957,0.164329,5,31,0,2597.57,73.474,41.5105,222.815,32.3022,135.835,82.1709,56.6881,27.284,58.7792,11.6413,89.4731,128.746,37.467,28.2157,106.882,0.0976908,0.14284,0.159659,0.275374,0.132871,0.243741,0.248238,0.182212,0.356305,0.20911,0.130619,0.0809028,0.195545,0.225475,0.195986,-1.56778,0.528585,0.750237,3.99538,-34.7242,-43.8599,-40.205,-52.9229,-41.8083,-41.2958,-55.7736,-42.8941,-42.2553,-47.1175,-52.6001,-46.4986,-36.4431,-43.9087,-46.5351,-44.1299,-37.6852,-35.2072,-44.105,-41.3387,-34.5069,-44.7279,-35.2422,-47.7882,-38.6059,-44.3851,-38.0012,-38.9633,-33.8406,-43.0923,-38.0447,-39.9422,-48.2693,-54.7419,-36.8913,-38.1507,-36.5774,-38.4952,-44.8208,-50.2784,-48.6158,-51.2211,-49.6008,-49.3691,-38.9154,-32.9765,-42.3407,-40.5169,-45.1499,-33.6736,-41.5639,-45.4381,-40.8312,-37.4466,-46.4191,-28.2994,-44.7834,-56.1053,-46.2165,-33.3932,-42.3156,-44.7344
-2585.46,0.939181,0.164329,5,31,0,2606.57,66.8301,32.9275,214.054,39.0417,139.396,80.8516,54.9023,21.988,66.5188,16.5208,90.6711,100.701,40.7083,29.3657,34.3708,0.133966,0.0961277,0.124081,0.285058,0.120271,0.182989,0.263959,0.0441385,0.302377,0.154438,0.135333,0.132934,0.0550622,0.339483,0.0478898,-1.76998,0.724907,0.702796,5.96214,-34.424,-42.0696,-42.2735,-50.81,-42.8785,-39.8487,-56.2024,-43.5638,-39.2116,-47.6267,-52.3196,-46.0864,-35.4315,-42.81,-45.2631,-42.5889,-36.9588,-34.6931,-44.3757,-40.3598,-34.5902,-45.0875,-34.8505,-50.4742,-40.3978,-43.5665,-37.459,-37.3366,-32.9034,-43.3713,-38.5406,-40.3783,-49.7658,-54.1411,-36.0431,-38.0896,-35.2905,-38.8911,-43.2352,-53.1331,-53.0762,-50.0575,-48.4525,-50.8295,-37.5349,-32.0257,-42.3577,-41.2816,-48.6828,-33.2127,-40.4518,-45.5561,-41.4023,-35.7606,-45.7615,-26.8804,-44.091,-58.909,-47.2172,-33.2642,-41.1413,-46.0218
-2580.28,0.985672,0.164329,5,31,0,2598.59,67.8864,41.119,227.336,42.3433,149.201,98.3908,63.6656,19.463,76.8352,13.5789,110.743,155.328,40.5642,36.4707,58.3398,0.0973478,0.207442,0.171406,0.320407,0.124354,0.169483,0.326072,0.301234,0.309077,0.290958,0.0799589,0.0211457,0.0977013,0.447072,0.0354511,-1.65211,1.05494,0.111754,2.0703,-34.4551,-41.432,-41.5209,-52.5429,-42.9677,-40.4869,-54.8355,-42.2926,-38.4386,-50.0322,-50.4619,-45.9292,-35.2336,-43.9144,-46.1145,-43.7221,-36.2628,-34.2858,-43.5712,-40.4723,-34.6047,-44.287,-34.8609,-49.9454,-39.3993,-44.3761,-38.679,-37.9988,-31.9326,-42.4529,-38.3039,-40.5932,-48.5019,-54.6876,-36.8919,-36.3807,-35.075,-37.9632,-43.0619,-51.5881,-52.327,-50.2436,-48.2006,-52.0377,-39.8631,-31.9709,-41.9575,-39.6497,-47.7519,-33.8375,-39.2099,-46.8154,-41.1912,-36.1062,-45.0587,-27.5334,-44.5672,-57.7347,-46.1022,-33.0148,-42.0111,-45.5185
-2586.01,0.932582,0.164329,5,31,0,2603.77,69.0439,38.8171,236.899,42.6104,143.234,85.1186,57.486,28.3322,61.4581,14.9262,98.159,129.78,45.7633,36.6553,127.978,0.0144207,0.165585,0.0611755,0.384693,0.0698447,0.231651,0.175265,0.023617,0.483198,0.144003,0.0256701,0.0529169,0.0178889,0.273359,0.101018,-1.59536,1.89729,0.397882,4.24608,-33.5056,-41.5568,-41.0858,-54.2374,-41.9781,-41.105,-54.5431,-41.8138,-41.3507,-51.2579,-52.2867,-45.666,-35.9838,-43.166,-45.4779,-43.5044,-36.7702,-34.2567,-43.6132,-40.4057,-34.8444,-44.9361,-35.8191,-50.589,-39.9773,-43.6808,-37.778,-37.575,-32.9215,-43.2196,-37.8445,-40.8619,-47.4848,-54.0349,-35.8656,-37.8027,-35.2835,-38.7852,-43.1493,-50.2085,-50.5247,-50.891,-49.6977,-51.4268,-37.2533,-31.8559,-43.6568,-39.7525,-48.5083,-33.1053,-41.0099,-46.8018,-41.448,-35.4885,-44.586,-27.376,-44.3345,-57.5328,-45.8914,-33.9483,-41.541,-44.4148
