# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351601329
# output
#   file = output_cal_g_Kgamma_EPs_6.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.220678
# Diagonal elements of inverse mass matrix:
# 0.059743, 0.024139, 0.256839, 0.0426371, 0.116256, 0.0341366, 0.0315229, 0.0346709, 0.0155362, 0.0596504, 0.0627973, 0.147481, 0.122256, 0.0195787, 0.147406, 0.207238, 0.546665, 0.0884155, 0.190856, 0.177374, 0.279764, 0.093123, 0.151195, 0.526902, 0.0401104, 0.291952, 0.291964, 0.176054, 0.561253, 0.157671, 1.72667, 0.479268, 0.115706
-2582.02,0.979606,0.220678,4,15,0,2597.48,76.7869,37.4114,219.995,37.2883,150.007,78.0582,60.9363,26.7696,53.6402,20.5395,102.178,154.91,37.4332,33.3861,73.2567,0.415134,0.0471372,0.106617,0.145668,0.220618,0.100786,0.200001,0.259985,0.0421008,0.444002,0.226981,0.0553532,0.039489,0.10499,0.453595,0.0537427,-1.8155,0.962008,-34.0914,-41.8081,-42.0223,-51.9009,-43.0003,-39.8578,-56.3931,-42.8131,-38.3921,-47.8873,-50.1496,-46.2738,-34.7999,-39.8599,-46.1455,-43.4822,-37.4553,-34.8446,-43.2303,-40.8379,-34.4091,-45.4596,-35.3616,-47.4988,-39.1176,-42.9783,-38.3408,-39.4947,-33.7684,-43.8609,-38.6677,-42.1908,-49.979,-54.5311,-37.2025,-38.3618,-35.8684,-38.1223,-45.0716,-48.7055,-48.6839,-50.2515,-48.2208,-48.4554,-40.7655,-32.8885,-43.0517,-40.8429,-45.0482,-34.9034,-41.4764,-45.9503,-41.9693,-37.5149,-46.4071,-28.1976,-44.8074,-56.7025,-46.7151,-34.1173,-41.8147,-45.4871
-2582.98,0.862961,0.220678,4,31,0,2600.26,83.7075,32.5868,227.968,33.3144,150.227,84.8142,52.2455,22.4472,64.0681,15.2423,104.488,138.594,32.578,34.8623,98.6351,0.302408,0.0808317,0.229224,0.178726,0.359566,0.0270826,0.21274,0.219636,0.135652,0.413185,0.269827,0.0683092,0.0419114,0.0718351,0.257788,0.149734,-1.51545,0.953695,-33.0271,-42.7462,-41.8805,-51.6908,-41.0146,-39.524,-55.187,-42.1998,-40.1653,-49.7344,-50.5003,-45.5825,-35.1611,-43.0563,-46.054,-43.6209,-36.443,-34.3137,-43.4049,-40.4827,-34.234,-45.1151,-35.2934,-49.1049,-39.4797,-43.7148,-37.9866,-38.7875,-32.2949,-42.8879,-38.2321,-40.874,-48.5997,-54.3458,-36.4646,-37.922,-35.1243,-38.2467,-43.9943,-50.0114,-52.5084,-50.1841,-48.9401,-51.1934,-39.9211,-31.8257,-43.8565,-40.4895,-47.8217,-34.412,-40.6034,-47.2327,-41.6496,-36.751,-45.8153,-27.9829,-44.9494,-58.5796,-46.9317,-33.3364,-42.1633,-44.3949
-2579.12,0.978573,0.220678,4,15,0,2592.63,65.7817,31.4441,210.443,44.9382,117.063,78.0075,66.4428,21.874,64.7537,13.5702,86.0668,132.475,34.941,28.8647,54.4209,0.293092,0.179439,0.150337,0.119931,0.226886,0.289454,0.237052,0.325526,0.0968263,0.422919,0.338354,0.100628,0.0848807,0.079596,0.4989,0.193507,-1.42867,0.750339,-35.0072,-41.4987,-41.8815,-51.6549,-43.2777,-40.411,-55.6951,-42.3108,-40.0021,-50.6836,-50.8678,-45.6679,-34.6655,-40.6924,-45.9596,-44.3382,-36.5861,-34.4009,-43.035,-39.9815,-34.4203,-44.9095,-34.9535,-51.4155,-38.8951,-42.7134,-37.5285,-37.9745,-32.6151,-42.6901,-38.4998,-40.7418,-50.4254,-54.8743,-36.7308,-37.3841,-34.699,-38.3414,-43.3052,-51.5557,-51.2262,-50.7217,-47.4034,-51.2948,-39.7354,-31.8392,-42.7514,-40.4216,-48.1674,-34.1522,-41.1866,-45.7907,-41.0091,-36.6272,-45.8832,-27.8944,-43.9508,-58.7264,-47.3502,-33.5748,-40.9631,-45.0346
-2578.47,0.888257,0.220678,4,15,0,2598.68,50.477,34.765,213.536,30.8881,113.171,80.9122,66.5772,22.3625,56.6974,13.2925,94.1667,112.475,24.3313,33.3235,92.6998,0.308955,0.251373,0.14707,0.123672,0.339502,0.212744,0.160495,0.221543,0.187574,0.45453,0.299343,0.131302,0.0982681,0.243071,0.266445,0.165507,-1.15255,0.581748,-35.4613,-42.4817,-42.2535,-52.5237,-41.5498,-40.497,-55.4573,-42.8046,-40.708,-48.9157,-51.6292,-45.9426,-35.5677,-42.2868,-45.1968,-43.5424,-36.7578,-34.8647,-44.1047,-40.6681,-34.0097,-45.5969,-35.1319,-49.7315,-38.4886,-44.2352,-37.2657,-38.8222,-33.4055,-43.2579,-38.8381,-40.8674,-48.9722,-54.5272,-36.4803,-36.9709,-35.4311,-38.4983,-43.94,-51.2201,-49.8214,-49.6119,-48.9602,-49.0582,-39.9505,-32.4756,-43.4061,-40.401,-47.515,-33.8052,-41.0289,-46.3304,-41.6283,-36.7981,-45.9227,-27.8852,-45.5984,-57.5531,-46.4066,-33.5662,-41.7338,-44.1799
-2579.53,0.65392,0.220678,4,15,0,2596.25,70.4597,32.0943,204.649,35.0694,110.652,82.4402,58.5125,22.1887,59.1595,10.6089,91.2269,111.714,28.745,30.6284,54.6553,0.325452,0.103414,0.209588,0.15182,0.375253,0.181461,0.172431,0.245852,0.0907615,0.517399,0.260105,0.156929,0.0933622,0.0441084,0.293606,0.123151,-1.55033,0.674802,-34.5534,-42.9159,-41.9172,-52.3049,-42.2488,-40.6207,-56.5607,-43.3868,-39.9885,-49.5959,-51.9688,-45.7652,-35.4418,-41.4378,-46.5524,-43.4383,-37.0378,-34.3804,-43.5587,-40.4481,-33.7854,-45.2398,-35.0131,-48.8103,-39.19,-43.8794,-37.4498,-38.0335,-32.4769,-43.3031,-38.1501,-40.2894,-49.2185,-54.3427,-35.9585,-37.2867,-35.6989,-39.1512,-43.2149,-51.8252,-51.4408,-50.2154,-48.5007,-50.1705,-37.6621,-31.9562,-43.1819,-40.842,-48.7752,-32.8902,-41.0023,-47.4292,-41.0174,-35.8786,-45.5561,-26.7471,-43.9852,-59.1431,-46.5506,-32.8849,-41.3458,-44.4807
-2578.67,0.970379,0.220678,4,15,0,2591.26,69.5173,32.5834,202.721,37.3589,132.16,81.9787,61.8423,21.1474,53.8896,10.9645,89.2109,121.476,34.4308,27.9076,51.0496,0.355193,0.073891,0.299963,0.164052,0.209142,0.221241,0.157174,0.339019,0.0993875,0.469656,0.242624,0.128229,0.0783766,0.125001,0.374307,0.157803,-1.4944,0.764436,-35.4167,-42.4999,-41.7205,-51.7273,-42.684,-41.0234,-56.4086,-43.0677,-39.8992,-48.3986,-52.0805,-46.1953,-35.6185,-41.1348,-46.3757,-43.7043,-37.1682,-34.9258,-42.9724,-41.1436,-34.0912,-45.1879,-34.7453,-47.6697,-37.8172,-44.5764,-37.8395,-38.5626,-32.4069,-43.6518,-38.3697,-39.9602,-49.8996,-54.7945,-36.9043,-37.1822,-35.2351,-38.8328,-44.5236,-51.5282,-49.8552,-50.0278,-48.4776,-48.7426,-40.559,-32.1227,-42.5201,-40.6406,-46.2584,-33.8673,-40.8983,-46.3735,-41.5948,-36.9904,-46.6845,-27.8479,-44.5313,-57.9144,-46.2794,-32.7866,-41.6429,-44.6498
