# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1442895088
# output
#   file = output_cal_g_6.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.518865
# Diagonal elements of inverse mass matrix:
# 0.0193756, 0.00855019, 0.0327207, 0.0224443, 0.0367907, 0.0128055, 0.0266425, 0.0112495, 0.00837229, 0.0559234, 0.0144523, 0.0139109, 0.0607955, 0.0176437, 0.0963227, 0.0226282, 0.0149269
-2603.42,0.731629,0.518865,3,15,0,2616.17,51.2613,29.3231,187.042,36.0285,114.746,77.7112,57.8772,19.9919,60.2712,8.56225,85.5392,89.7186,32.2498,37.3932,60.5757,0.247381,0.242972,-35.9937,-43.8893,-42.8193,-51.8356,-42.9176,-40.0992,-55.1181,-43.7296,-41.4397,-46.9265,-52.7232,-46.0296,-35.9436,-44.1173,-45.1962,-43.9772,-36.059,-35.6529,-44.5774,-41.1406,-35.0654,-45.0266,-34.6173,-53.4003,-39.1724,-44.9358,-37.1125,-37.7659,-32.13,-42.8538,-38.92,-40.5042,-49.2265,-54.6866,-36.4661,-37.788,-34.8541,-38.7464,-43.9554,-54.5152,-51.76,-50.528,-49.8154,-51.572,-38.6214,-32.3807,-43.3057,-40.4131,-48.2603,-34.063,-42.0167,-44.8632,-40.7684,-36.5105,-47.3719,-28.6564,-45.9193,-59.1114,-46.9005,-32.952,-41.9494,-44.8737
-2606.73,0.711898,0.518865,3,7,0,2619.01,53.5758,37.2471,205.222,36.54,104.766,79.9378,49.4545,18.2799,66.1243,26.9782,80.9079,106.232,24.154,32.2802,105.309,0.241044,0.196253,-34.5429,-41.8156,-42.5903,-50.0974,-40.9205,-39.9037,-54.9028,-43.3231,-41.5234,-47.9869,-52.7037,-44.857,-35.6802,-45.9205,-44.5281,-43.4624,-37.4476,-35.8604,-44.9828,-41.5363,-35.5554,-46.8662,-35.4175,-54.3277,-39.1505,-45.7326,-36.7989,-38.974,-33.1072,-42.8952,-39.1877,-39.8802,-47.74,-55.0899,-36.7949,-37.4009,-35.1971,-38.5413,-44.3287,-53.4944,-53.1423,-50.5697,-50.4115,-51.3059,-39.1294,-33.1457,-43.9948,-41.8325,-47.9226,-35.6951,-42.1503,-44.4977,-40.9472,-37.3076,-48.0015,-27.949,-45.825,-56.8643,-47.4213,-33.9693,-41.6098,-44.0098
-2600.55,0.99015,0.518865,3,7,0,2613.38,55.8384,30.7461,180.939,43.1445,99.4,79.5723,55.9472,17.2317,58.5013,14.3917,95.1818,94.0112,18.7743,33.6664,47.2172,0.248261,0.211509,-34.3824,-42.261,-42.1111,-50.7172,-42.1026,-40.2828,-55.7507,-43.6807,-40.6672,-46.7407,-52.9176,-45.1717,-35.2594,-43.2501,-45.0607,-42.9895,-36.91,-35.6419,-44.9747,-40.8054,-35.1441,-45.5839,-34.7783,-52.9306,-40.638,-45.1727,-36.8029,-38.4147,-32.8799,-43.0713,-39.0286,-39.9335,-49.1486,-54.854,-36.5741,-38.0878,-34.5431,-38.6022,-43.5375,-55.1343,-53.26,-50.6542,-50.0933,-50.6811,-39.2544,-32.8765,-43.329,-41.2998,-48.3097,-35.6036,-42.9681,-44.3777,-40.4825,-36.2256,-47.4847,-27.7502,-44.6514,-58.9706,-47.2427,-32.9116,-41.4076,-45.0616
-2600.49,0.906986,0.518865,3,7,0,2608.45,62.3709,34.5377,199.696,34.1448,103.998,75.1543,55.3946,18.5558,68.996,17.0586,76.6501,102.965,26.7975,32.2646,71.1703,0.273018,0.223356,-34.82,-43.3652,-42.0207,-50.3059,-41.8547,-39.9029,-55.0048,-43.2719,-41.0136,-47.6002,-52.5182,-45.1918,-35.0176,-43.9913,-45.4942,-43.842,-36.7723,-35.6578,-44.6932,-41.8531,-34.8598,-45.4887,-35.1361,-53.5876,-38.9102,-45.9291,-37.4436,-38.4898,-32.9041,-42.9426,-38.9413,-39.8809,-48.6055,-55.1227,-36.4523,-37.704,-35.514,-38.4744,-44.0888,-53.628,-53.913,-50.0863,-49.2931,-51.3417,-38.422,-32.7788,-42.8429,-41.273,-48.0218,-34.1971,-42.6559,-44.6824,-40.9245,-37.236,-48.1108,-27.949,-45.7102,-57.7347,-47.973,-32.9102,-41.6957,-44.262
-2599,0.677987,0.518865,3,7,0,2611.05,50.3939,27.4361,174.384,42.937,116.719,74.0627,47.4562,20.1239,62.047,12.2886,89.8795,89.1224,28.9193,29.6514,77.4915,0.248387,0.201426,-35.3096,-42.8824,-41.9454,-51.3516,-42.2842,-40.2439,-55.0744,-43.2057,-42.0145,-46.5185,-53.2616,-46.491,-35.9734,-43.5634,-44.7895,-43.0384,-36.5984,-35.4218,-45.0708,-41.5753,-35.4164,-45.1366,-34.6748,-52.8586,-39.8221,-44.9999,-37.2901,-37.8343,-31.8282,-43.3906,-40.0083,-40.2603,-49.5137,-54.2627,-36.5175,-37.7052,-34.5881,-38.9334,-43.7043,-53.8593,-51.4995,-50.0831,-49.5796,-51.1091,-37.8625,-32.1594,-42.6115,-41.3382,-49.2985,-34.931,-41.3792,-44.8227,-41.2898,-36.1524,-46.8892,-28.1176,-45.3839,-59.0756,-47.2643,-33.1954,-41.6339,-45.3018
-2598.73,0.960115,0.518865,3,7,0,2604.09,58.2031,29.2505,178.713,40.0266,93.6971,73.0273,48.8184,21.6256,60.0151,14.836,87.2984,87.8161,27.0998,26.482,66.7517,0.229104,0.189773,-34.6837,-42.7351,-42.3783,-50.5876,-41.8756,-39.9853,-55.1328,-43.4778,-41.8986,-46.616,-53.9162,-46.0423,-35.9219,-44.7309,-44.9927,-43.0511,-36.6773,-35.4153,-44.9114,-41.5365,-35.1047,-45.6003,-34.5918,-52.2269,-40.0164,-44.9202,-37.1505,-37.9045,-32.3735,-42.9329,-40.1192,-39.6886,-48.6224,-54.3323,-36.4554,-38.2796,-34.4498,-38.8568,-43.8035,-54.2409,-52.4472,-50.1112,-50.0839,-50.2026,-38.0636,-32.4082,-43.0159,-41.2776,-49.031,-35.3298,-41.4188,-44.4094,-41.0293,-36.4865,-46.7513,-28.1292,-45.1215,-58.2892,-47.6575,-33.6645,-41.1808,-45.3508
