# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351190987
# output
#   file = output_cal_g_Kpsi_Kgamma_EPs_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.14973
# Diagonal elements of inverse mass matrix:
# 0.155637, 0.0281177, 0.212751, 0.0409071, 0.261865, 0.0168447, 0.0226135, 0.0524433, 0.0177801, 0.0657472, 0.0774428, 0.502824, 0.169675, 0.0230308, 0.199854, 0.64569, 0.268589, 0.0852651, 1.01281, 0.678611, 0.583558, 0.106639, 0.342681, 0.362881, 0.276423, 0.483838, 0.905822, 0.812228, 0.32083, 1.35292, 0.598106, 0.29252, 0.191683, 0.244728, 0.489177, 0.263668, 0.228325, 0.506635, 0.0446921, 0.608101, 0.739887, 0.167958, 0.560754, 0.113872, 0.733723, 0.114007, 0.0700583, 1.11841, 0.0662154
-2576.68,0.971954,0.14973,5,31,0,2595.78,85.087,27.1789,199.843,32.544,112.715,54.859,46.5415,27.9227,51.3459,17.6241,127.695,187.557,39.5639,33.4526,65.171,-0.932614,-1.76809,-1.43214,-1.46461,-0.837169,-2.12466,-1.51194,-0.790477,-1.58618,-1.1577,-0.356045,-0.318834,0.0703914,-1.22664,-1.29463,0.0934381,0.187088,0.00995261,0.305938,0.17134,0.136335,0.309791,0.106868,0.364049,0.298722,0.0551499,0.0504457,0.176059,0.263153,0.0546146,-1.24919,0.668839,-1.67282,1.28073,0.393523,0.170659,0.238798,0.231169,0.432934,0.119474,0.220482,0.453628,0.204707,0.314207,0.700441,0.726996,1.07293,0.293277,0.273999,-33.8843,-40.8422,-42.3883,-51.2185,-42.2847,-40.9856,-55.1795,-42.6306,-39.642,-46.8952,-52.5025,-45.6811,-34.8184,-41.3577,-45.5358,-43.8261,-36.6446,-34.8848,-43.825,-39.9404,-34.4388,-45.4583,-34.0185,-47.3679,-39.7203,-43.8026,-37.4468,-38.1531,-32.3459,-42.9711,-38.5675,-40.4544,-48.5055,-54.7124,-36.262,-38.1489,-35.3065,-38.6521,-43.7832,-50.0785,-48.6028,-48.3336,-48.7673,-49.0307,-38.0957,-32.5071,-44.013,-41.0484,-47.9033,-31.8224,-40.7513,-46.3099,-41.9606,-36.1711,-46.1342,-27.0624,-45.8298,-57.1083,-46.9419,-33.9469,-41.3203,-44.7408
-2579.34,0.961601,0.14973,5,31,0,2602.17,77.7976,23.8287,183.79,37.7909,139.257,59.7466,47.5561,25.5416,51.5378,21.6902,123.755,184.748,42.3395,29.4561,74.6152,-0.468159,-1.90487,-1.47613,-1.5367,-1.12628,-2.15167,-1.39178,-0.963783,-1.52844,-1.31378,-0.33681,-0.43251,-0.911331,-1.23521,-1.57184,0.165905,0.158273,0.00805794,0.310642,0.153741,0.12849,0.362025,0.098349,0.374277,0.370876,0.0874715,0.0740746,0.0610078,0.306693,0.0479471,-1.05848,0.584324,-1.4385,1.41468,0.626154,0.148842,0.22852,0.21509,0.324237,0.11629,0.248632,0.381447,0.216873,0.268802,0.714044,0.648878,0.401989,0.290773,0.207662,-33.7786,-40.6284,-41.8239,-52.1377,-42.8816,-41.6133,-54.9857,-42.1289,-39.3833,-46.7758,-52.5447,-46.2045,-35.7303,-42.6449,-44.2072,-43.6855,-37.2531,-35.0949,-44.1431,-39.4066,-35.5656,-45.6212,-33.9608,-50.9391,-39.8505,-42.4664,-36.9473,-37.5266,-30.667,-43.1311,-38.6033,-40.6524,-48.8864,-54.8698,-36.7354,-37.6883,-34.8724,-39.1092,-43.227,-49.8804,-47.7638,-49.407,-47.9399,-50.2594,-37.9178,-32.1998,-44.4904,-41.6156,-48.2947,-32.1708,-40.9002,-45.2572,-41.8376,-35.4992,-46.5944,-27.2966,-44.1204,-56.5976,-47.5253,-34.3564,-41.1015,-45.3148
-2573.63,0.99882,0.14973,5,63,0,2598.33,60.0854,49.4913,211.99,52.6999,166.557,71.2771,64.7535,22.3447,64.9125,13.7293,168.226,252.944,28.3654,36.2762,58.3663,-1.42358,-0.735842,-1.1327,-0.775028,-0.638031,-1.64786,-1.19994,-1.37563,-1.33317,-1.03177,-0.321296,-0.187408,-1.91971,-0.871672,-1.13636,0.0742935,0.153763,0.301301,0.142832,0.145888,0.312222,0.222968,0.0497191,0.410942,0.491663,0.0791466,0.0302305,0.0405371,0.386512,0.107462,-0.978815,0.461118,-1.84533,0.850727,0.240851,0.479102,0.322162,0.460691,0.528332,0.192461,0.301211,0.252681,0.26364,0.356377,0.725208,0.829106,0.146649,0.418252,0.320986,-33.7604,-43.3147,-40.3116,-50.4239,-41.7853,-39.9021,-55.0459,-41.809,-38.4264,-48.6447,-50.6357,-45.6409,-34.6205,-44.8176,-46.1225,-43.8833,-36.8729,-33.3657,-42.8676,-39.6516,-33.7307,-44.2246,-34.3833,-49.3522,-39.064,-43.0802,-38.0641,-38.8835,-33.0539,-42.6574,-37.6058,-40.2935,-49.9809,-53.6905,-36.3111,-37.7538,-35.5348,-36.895,-44.4232,-49.9335,-50.5857,-51.5533,-47.477,-51.794,-39.4756,-32.9396,-42.2109,-40.7067,-47.5917,-32.674,-39.1802,-47.2734,-40.5775,-36.2218,-45.3826,-28.648,-45.5471,-58.4193,-45.8487,-32.877,-41.9624,-45.1014
-2574.46,0.896653,0.14973,5,31,0,2599.52,74.7778,31.0332,202.666,44.3937,116.945,61.1188,52.3769,33.3938,60.3678,22.5748,133.405,202.428,39.5215,29.2488,105.189,-0.634675,-1.39015,-1.43714,-0.514955,-1.39029,-2.10175,-1.03437,0.372202,-1.24279,-0.787642,-0.349737,-0.27932,-0.690961,-1.07072,-1.19947,0.156913,0.180148,0.095454,0.240495,0.150496,0.127133,0.182417,0.0942761,0.415695,0.235751,0.130528,0.0515518,0.22005,0.39689,0.0668924,-1.07043,0.819662,-1.73956,1.21384,0.530107,0.249037,0.237607,0.597527,0.249004,0.122242,0.355452,1.45093,0.288578,0.454916,0.704873,0.756298,0.501094,0.342761,0.301355,-34.0933,-41.2208,-40.5017,-51.8948,-41.9569,-41.2117,-55.1328,-42.2038,-38.8304,-46.4071,-51.1975,-45.8345,-35.0287,-43.2186,-44.8899,-43.0338,-37.2613,-34.4312,-44.0114,-39.7602,-34.629,-45.4786,-33.8908,-49.396,-39.0356,-43.0082,-37.6265,-38.5702,-31.7945,-43.1683,-38.3839,-40.4898,-48.866,-54.3605,-36.7411,-37.0113,-36.163,-38.3792,-44.3582,-50.4851,-50.1867,-49.2023,-47.5998,-50.0021,-37.4669,-32.6795,-42.7936,-41.1392,-48.2311,-31.4896,-40.126,-46.8956,-42.6048,-36.6852,-46.6112,-27.4864,-45.4075,-57.7031,-46.8815,-33.6297,-41.9285,-44.5292
-2572.5,0.976552,0.14973,6,95,0,2592.15,69.7616,34.4817,240.638,36.6652,86.9716,76.3203,53.4235,39.0302,65.674,12.2923,181.365,266.356,36.5549,40.0671,58.8147,-1.10795,-1.69052,-1.11847,-1.58719,-1.99474,-1.74261,-1.30385,-0.499801,-1.34083,-1.00757,-0.154144,0.00484381,-1.36344,-0.745881,-1.28521,0.0399792,0.254077,0.209757,0.296843,0.125485,0.286619,0.345635,0.112878,0.383046,0.367058,0.0528468,0.0475995,0.0284253,0.420065,0.218656,-1.19977,0.696146,-1.88225,1.17233,0.330236,0.184423,0.326779,0.2045,0.136049,0.175062,0.271484,0.606651,0.261628,0.365104,0.857148,1.00486,0.25578,0.474316,0.276593,-32.5185,-42.3154,-41.9604,-51.8773,-41.6813,-40.6996,-54.5441,-41.3151,-39.2876,-48.7406,-51.5467,-45.3613,-34.5615,-43.5027,-45.0055,-43.7439,-36.6119,-34.1983,-42.4178,-40.247,-33.8542,-43.7439,-33.5791,-51.075,-39.9359,-44.5355,-36.8062,-38.0874,-31.8718,-42.4297,-37.2572,-39.7291,-48.5221,-54.1175,-35.9275,-37.8135,-34.9028,-37.7832,-43.9872,-50.0011,-50.6334,-51.3859,-49.0838,-51.1415,-38.2466,-32.873,-43.4043,-40.3791,-48.5579,-33.9809,-40.8369,-45.7285,-40.1478,-35.5359,-45.5789,-28.2769,-44.5685,-55.968,-45.8947,-32.6788,-41.1653,-44.561
-2575.55,0.973796,0.14973,5,31,0,2594.44,65.089,31.5859,239.978,50.2485,123.301,67.1599,61.944,33.6588,72.2446,17.2177,168.944,239.778,36.5645,34.8173,56.6662,-0.217344,-1.57672,-0.711469,-1.06915,-0.598244,-1.93422,-1.3145,0.0344441,-0.797906,-1.31338,-0.316778,-0.293669,-1.15151,-1.14214,-2.09516,0.216625,0.15852,0.20717,0.249413,0.213213,0.158735,0.305581,0.155357,0.406228,0.36357,0.0445441,0.0330409,0.0899504,0.474747,0.18712,-1.10696,0.634564,-1.14697,1.14575,0.804653,0.206653,0.490922,0.343299,0.549776,0.144537,0.268607,1.03504,0.450271,0.268909,0.728492,0.745523,0.31616,0.319134,0.123051,-35.0578,-41.2475,-40.834,-53.1776,-43.6296,-40.5417,-54.7314,-41.0559,-39.9108,-48.8345,-51.3176,-45.8978,-34.7802,-41.9562,-44.8437,-43.5992,-37.1118,-33.8393,-44.02,-39.6247,-33.9181,-44.7286,-33.294,-50.4433,-40.1586,-42.5045,-37.794,-38.0066,-31.6493,-42.9638,-38.6127,-41.2023,-49.5902,-54.4883,-36.8715,-37.7874,-34.9691,-37.5544,-43.4127,-49.5362,-51.0844,-49.6762,-46.7045,-49.8729,-38.8314,-33.4842,-42.6102,-40.5592,-48.127,-32.7721,-40.3962,-47.4469,-41.5772,-35.6469,-45.2945,-27.705,-44.7098,-54.5671,-46.4073,-34.0811,-41.8887,-45.9635
