# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351598655
# output
#   file = output_cal_g_Kgamma_EPs_8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.224389
# Diagonal elements of inverse mass matrix:
# 0.0652156, 0.0187523, 0.244103, 0.0385814, 0.104472, 0.0329044, 0.0298499, 0.0315504, 0.0218165, 0.0549114, 0.0605478, 0.119697, 0.0813764, 0.0244538, 0.175233, 0.24598, 0.562216, 0.136611, 0.190652, 0.169572, 0.22708, 0.0771305, 0.134288, 0.389449, 0.0699605, 0.289037, 0.705922, 0.276462, 0.661024, 0.156629, 1.02719, 1.01223, 0.0732229
-2581.04,0.972345,0.224389,4,15,0,2595.79,87.6783,42.447,250.462,44.5254,177.768,97.5445,72.1655,25.9311,72.2114,17.3189,97.4733,163.96,37.3848,40.1068,66.3465,0.432575,0.124054,0.202895,0.195723,0.34646,0.177599,0.258796,0.237018,0.100124,0.382128,0.182317,0.168432,0.0523545,0.0835139,0.324983,0.0997497,-1.55889,0.543574,-34.9357,-43.0664,-40.4067,-52.8777,-42.4498,-40.7531,-56.3277,-42.5857,-38.7515,-48.5449,-50.7581,-44.7648,-35.0321,-42.3558,-45.9092,-44.1366,-37.6061,-34.3996,-43.1268,-40.4363,-34.7242,-45.0221,-35.7553,-48.7933,-40.1268,-44.2048,-37.4746,-38.2015,-34.1905,-42.7815,-36.956,-40.5348,-49.9191,-55.1576,-36.3295,-38.3334,-35.9696,-37.975,-43.1183,-51.4755,-51.8321,-51.9969,-47.7856,-52.2379,-38.7341,-32.3717,-42.4187,-40.7783,-47.9886,-34.2803,-41.2736,-46.9625,-41.0961,-36.7045,-45.2701,-27.3067,-43.6402,-58.9157,-45.9873,-32.8044,-41.8872,-44.559
-2579.95,0.737173,0.224389,4,15,0,2596.83,69.7332,39.8436,231.268,35.536,152.092,86.4269,64.5194,23.5206,67.9908,21.5359,126.361,150.129,52.0698,34.0194,112.469,0.490584,0.126158,0.144676,0.160879,0.268681,0.0592078,0.221124,0.252238,0.177437,0.339908,0.285767,0.0571742,0.0595425,0.1171,0.370435,0.172638,-1.5501,0.874447,-34.1225,-42.4972,-40.9908,-51.7937,-42.0063,-40.1803,-56.0372,-42.0125,-40.8425,-46.7452,-50.6075,-46.2361,-35.5728,-42.0654,-45.9247,-42.8718,-38.0407,-34.8656,-44.2271,-41.3996,-33.9798,-44.8899,-34.9763,-48.2508,-38.921,-43.8389,-38.5395,-38.7473,-33.7146,-43.7809,-38.4445,-41.4235,-48.9936,-53.9011,-36.9334,-37.2667,-36.3231,-38.3558,-44.8359,-49.1915,-51.1901,-50.5971,-48.4471,-50.316,-39.6908,-32.5863,-41.8185,-41.178,-46.2792,-33.9055,-40.5121,-47.2432,-41.7458,-36.9567,-46.3121,-28.2053,-45.5903,-56.5025,-46.574,-33.9125,-42.8252,-45.2523
-2583.8,0.90053,0.224389,4,15,0,2597.04,83.405,38.0639,240.589,40.6758,184.434,100.32,75.495,29.1376,64.3124,11.7188,126.331,171.283,41.2552,37.7257,67.0842,0.521367,0.0281641,0.24843,0.181597,0.31107,0.0508506,0.189812,0.344397,0.0501083,0.448829,0.294039,0.0396441,0.046284,0.030604,0.441048,0.0646447,-1.82482,1.35251,-33.8433,-42.8699,-41.3397,-52.557,-43.3091,-40.9494,-57.1682,-43.1517,-38.481,-49.234,-50.4067,-46.2375,-35.2834,-40.3344,-46.8187,-43.7193,-37.734,-34.2797,-43.0253,-41.3218,-33.6537,-44.7827,-34.7115,-48.1728,-38.3429,-44.0841,-38.1799,-38.3771,-32.7124,-43.8839,-37.8524,-41.2464,-49.1744,-54.4585,-36.5768,-37.0128,-35.5849,-38.2547,-44.051,-49.2378,-51.2317,-51.1623,-48.801,-50.3923,-40.9323,-31.9941,-42.4167,-40.8498,-46.6458,-33.4887,-40.9201,-47.4771,-41.2832,-35.9461,-45.8559,-27.6628,-44.0776,-58.1151,-46.0524,-32.9428,-41.8498,-44.9957
-2587.61,0.955559,0.224389,4,15,0,2601.82,98.9337,41.0154,221.604,55.8489,139.272,85.7256,55.1605,27.3855,59.7544,16.9452,119.343,159.803,50.4625,31.5148,112.201,0.421696,0.0483821,0.103454,0.150909,0.153646,0.119475,0.176718,0.343993,0.0703061,0.561227,0.377583,0.0231987,0.0595786,0.119439,0.284418,0.177645,-1.45965,1.20951,-34.4959,-42.0112,-40.6221,-53.4585,-41.6113,-40.306,-55.7911,-41.6281,-41.8355,-50.5904,-51.896,-47.0385,-35.5381,-41.8295,-46.7526,-43.7667,-37.4074,-33.6308,-42.9915,-41.0062,-33.3028,-44.4194,-35.5497,-49.0869,-39.2465,-42.9173,-37.9023,-38.4666,-33.6127,-44.118,-38.6635,-41.1286,-49.6709,-53.3286,-36.0396,-37.8433,-35.9976,-38.1712,-44.4042,-48.7475,-50.1574,-49.5473,-47.5301,-49.6808,-39.3531,-32.8119,-42.3135,-40.7657,-47.2766,-34.1721,-41.829,-47.7719,-42.6202,-36.7293,-45.6742,-28.2217,-45.8001,-57.0945,-47.7038,-33.7715,-41.7388,-45.44
-2586.94,0.790685,0.224389,4,15,0,2603.82,65.9797,33.9981,255.955,40.6733,152.228,87.5498,75.6207,24.6924,60.273,11.5545,108.924,152.696,46.7479,34.2193,91.6936,0.435052,0.0688466,0.135439,0.0576968,0.28367,0.0741094,0.233216,0.309113,0.0600085,0.430854,0.341913,0.0739621,0.0400463,0.0155072,0.354413,0.052736,-1.74444,1.17266,-33.7705,-42.1855,-40.9557,-52.1587,-43.2801,-41.7179,-56.8614,-42.515,-39.5542,-48.8248,-50.6913,-46.5308,-35.4781,-39.2043,-46.3253,-44.2006,-37.9503,-35.0053,-43.665,-40.3895,-34.264,-45.031,-35.1865,-47.6607,-38.6282,-42.586,-38.3563,-38.5033,-34.398,-43.9495,-38.1616,-41.8748,-49.6655,-54.5547,-36.9429,-36.8524,-35.6127,-38.322,-44.0743,-49.2148,-50.1967,-51.4665,-48.2973,-50.7391,-41.1166,-32.1094,-42.5468,-41.0819,-46.3991,-34.1136,-40.3652,-46.9446,-40.9174,-36.3346,-45.8447,-27.6835,-44.0929,-58.8857,-46.0579,-33.6346,-41.9387,-45.1001
-2587.74,0.983424,0.224389,4,15,0,2604.69,68.3458,36.6569,258.512,43.6289,155.844,80.0526,62.0196,22.6644,59.5778,13.1865,100.144,154.743,45.1683,33.3,106.22,0.362419,0.0469508,0.16092,0.041213,0.209724,0.0915587,0.190404,0.403336,0.0576032,0.437536,0.526522,0.0867111,0.0464295,0.0411806,0.424598,0.139461,-1.74679,1.12399,-34.0555,-40.9241,-41.8004,-52.4186,-42.9824,-40.9089,-55.5514,-41.7263,-40.1538,-50.0136,-50.2759,-46.7164,-35.3031,-40.429,-46.1755,-44.9181,-36.811,-34.897,-42.7179,-40.7792,-34.6562,-44.801,-35.436,-49.2491,-38.4574,-43.286,-37.9751,-38.8383,-34.53,-43.8275,-38.6898,-41.4804,-49.6058,-54.7441,-37.119,-36.897,-35.3,-38.0169,-44.4762,-49.8786,-50.199,-49.5901,-48.1359,-49.12,-42.3412,-32.088,-42.7156,-40.7101,-46.5412,-35.3233,-40.9185,-46.0819,-41.8492,-37.0854,-46.184,-27.5074,-44.5679,-58.8688,-46.394,-33.4514,-41.2075,-44.1328
