# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kgamma_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1281234326
# output
#   file = output_cal_pl_Ka_Kgamma_EPs_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.153192
# Diagonal elements of inverse mass matrix:
# 0.0762992, 0.02057, 0.754274, 0.033865, 0.139361, 0.0190178, 0.0357476, 0.048271, 0.0196397, 0.0523656, 0.0784606, 0.200152, 0.140953, 0.0196559, 0.181068, 0.485968, 0.285451, 0.126221, 0.385941, 0.607006, 0.259793, 0.240229, 0.482086, 0.227394, 0.528038, 0.529564, 0.142869, 0.608935, 0.530737, 0.524398, 1.29309, 0.1346, 0.946624, 0.224552, 0.17594, 0.232459, 0.520567, 0.0986938, 0.327542, 0.894039, 0.196167, 0.415493, 2.01606, 2.43678, 1.54829, 0.367667, 0.770845, 1.78983, 0.16996, 0.0893652
-2566.4,0.895489,0.153192,4,15,0,2588.94,51.3448,33.8089,247.42,34.7134,112.148,97.3977,58.3646,28.1096,56.7075,19.4666,127.583,201.908,26.1979,35.0126,64.6851,0.0622309,0.172205,0.174927,0.257269,0.120384,0.0836302,0.155823,0.141055,0.248107,0.276977,0.0645664,0.0822631,0.170803,0.0702358,0.104534,-1.80917,0.766871,-3.6437,-2.52025,-1.67283,-4.06341,-2.20051,-2.87374,-3.1062,-1.72125,-4.37711,-1.6763,-0.970363,-0.362545,-3.78074,-4.64514,-2.63919,2.21213,-2.93755,2.1684,0.0261554,0.0804398,0.187715,0.0171903,0.110747,0.056487,0.044771,0.178843,0.0125616,0.187064,0.378945,0.695903,0.0228058,0.00960819,0.0714194,-34.7587,-42.176,-42.6602,-50.7697,-42.4739,-39.7253,-54.4544,-42.025,-38.7797,-50.1897,-50.1716,-46.0818,-34.7621,-41.6868,-44.6399,-42.7712,-35.9837,-34.393,-44.7088,-38.8735,-34.2133,-44.822,-34.1053,-52.3214,-38.4105,-42.5338,-36.7321,-37.8458,-32.0069,-42.4654,-38.1112,-40.7404,-48.308,-54.8214,-36.3956,-36.9679,-34.2635,-38.2451,-43.6552,-49.4139,-50.1208,-49.5764,-49.5753,-50.1978,-37.4726,-31.8214,-44.1634,-40.1814,-45.3438,-34.1838,-40.677,-45.33,-41.491,-36.238,-46.456,-28.2213,-45.9391,-56.3767,-48.1868,-34.2965,-41.2411,-46.1986
-2559.07,0.943115,0.153192,4,31,0,2588.15,69.8168,42.157,210.099,38.5691,111.367,71.7975,48.678,20.8171,51.4566,19.8399,136.735,159.702,29.0144,34.0336,58.0243,0.15225,0.141996,0.229641,0.135961,0.106116,0.0864615,0.273334,0.162525,0.245153,0.0953535,0.0980863,0.0585243,0.0895732,0.283117,0.0764136,-1.80868,0.502425,-1.80421,-2.11809,-2.32658,-3.78888,-2.75972,-4.48809,-3.13383,-2.89147,-4.98737,-2.14763,-0.485092,-0.990719,-3.039,-2.59359,-3.48625,2.0362,-2.41278,1.46531,0.164604,0.120262,0.0976291,0.022621,0.0633093,0.0112421,0.0435505,0.0554947,0.00682356,0.116761,0.615641,0.37131,0.0478829,0.074751,0.0306153,-33.4946,-42.5497,-40.5808,-49.565,-42.2366,-39.5286,-55.0945,-42.8588,-39.3308,-47.5399,-52.0215,-45.5362,-35.1582,-45.0437,-45.3557,-42.7393,-37.0776,-33.763,-44.5153,-39.07,-33.5565,-45.1985,-33.9219,-49.1094,-39.9824,-43.6353,-37.6207,-38.2364,-32.6558,-43.2141,-37.6032,-39.7704,-48.4725,-54.3487,-36.2804,-37.6917,-35.3494,-37.9279,-43.4008,-51.2596,-49.2165,-50.1532,-49.3465,-49.3923,-37.6805,-32.4753,-43.24,-41.0045,-45.2196,-32.0246,-39.3716,-46.3278,-41.1234,-35.7489,-45.8995,-27.4195,-45.4567,-56.3411,-46.6395,-33.8983,-41.7787,-45.5461
-2557.8,0.919611,0.153192,5,31,0,2580.7,85.6519,31.552,240.766,42.1941,140.984,79.7893,62.7689,28.7919,59.6595,12.6282,127.021,204.354,46.287,32.8678,83.4052,0.0349413,0.129945,0.094403,0.2057,0.121441,0.232313,0.135868,0.0655871,0.307989,0.316153,0.0482769,0.0465359,0.0466744,0.124538,0.166544,-1.64643,0.936432,-1.41168,-2.62557,-1.60735,-1.71957,-2.10427,-2.41557,-1.81677,-1.24955,-2.84257,-1.77504,-0.959193,-0.22024,-1.90444,-2.6764,-2.31283,2.43949,-1.77286,0.745384,0.243733,0.0723986,0.200418,0.179142,0.121935,0.0893164,0.162549,0.286635,0.0582757,0.169477,0.383202,0.802326,0.148906,0.0688107,0.0989806,-34.117,-41.7544,-40.5434,-50.5898,-41.6559,-40.7682,-54.7515,-41.2542,-40.7211,-48.8842,-51.5049,-46.7336,-34.8819,-41.738,-45.7676,-43.4057,-36.5575,-34.2969,-42.9933,-39.517,-34.4495,-44.2435,-34.2028,-49.4069,-39.0002,-42.8004,-37.5732,-38.071,-32.1959,-42.7145,-38.0493,-40.4674,-48.9974,-53.893,-36.4656,-37.9106,-34.8683,-38.0904,-43.8364,-49.0133,-48.2871,-50.9176,-48.6699,-51.6944,-37.8399,-31.4159,-42.438,-40.1454,-46.2391,-33.2815,-39.53,-45.7628,-41.1284,-36.0363,-45.6297,-28.6252,-45.9133,-57.1725,-47.2591,-33.5171,-41.9658,-46.0614
-2562.86,0.898622,0.153192,5,31,0,2581.85,72.831,42.587,207.013,40.3584,122.364,80.3697,53.3852,20.9893,64.05,21.1783,129.933,186.031,25.4091,31.135,62.3935,0.113135,0.143263,0.146145,0.0948519,0.0776608,0.0267838,0.37832,0.200039,0.304407,0.108005,0.109086,0.0367582,0.12142,0.119009,0.0711905,-1.96866,0.896942,-2.02391,-1.60135,-2.26912,-3.26265,-2.76576,-3.62441,-2.59805,-2.87747,-2.15742,-1.68516,-0.780491,-1.06626,-2.0649,-3.59666,-3.14557,2.26547,-2.39229,0.91027,0.132138,0.201624,0.103403,0.0382867,0.0629282,0.0266649,0.0744185,0.0562768,0.115623,0.185414,0.458181,0.344293,0.12683,0.0274151,0.0430425,-33.8718,-41.0418,-40.9048,-50.6414,-42.6077,-40.3192,-54.8023,-41.677,-39.0829,-47.3083,-51.4866,-45.7288,-34.7082,-42.9232,-44.9076,-43.2337,-36.3863,-34.0927,-43.9509,-38.5441,-34.1086,-44.7457,-34.1002,-48.5513,-39.2192,-43.0027,-37.2768,-39.0787,-32.6775,-42.3381,-38.176,-40.0639,-48.8657,-54.8334,-37.1484,-37.6648,-34.5564,-37.4465,-43.9043,-50.7173,-49.7158,-49.7144,-48.319,-50.2603,-41.3961,-32.7981,-44.005,-40.4992,-45.113,-34.4059,-40.2494,-46.2594,-41.5444,-36.5474,-46.9904,-28.4445,-45.1631,-56.6547,-47.1771,-33.4606,-41.5405,-45.7749
-2564.21,0.825308,0.153192,5,31,0,2584.63,97.6121,36.9345,265.764,44.3193,154.037,79.6193,56.2787,24.0062,58.6384,10.6956,135.017,198.184,45.4768,36.7218,68.0933,0.0388792,0.173987,0.107942,0.0914749,0.0999349,0.0430436,0.100348,0.092982,0.332462,0.155671,0.0473705,0.0786114,0.0619773,0.202627,0.198007,-1.77081,1.012,-1.76355,-3.2766,-2.46883,-3.68913,-2.57456,-4.30735,-4.04246,-3.34109,-3.68025,-3.63861,-1.20685,-0.221792,-1.77952,-3.60934,-3.38407,2.13009,-3.06055,1.42095,0.171436,0.0377564,0.084684,0.0249938,0.0761873,0.0134692,0.0175542,0.0353983,0.0252167,0.0262887,0.299137,0.801082,0.16872,0.0270698,0.033909,-34.4344,-41.7513,-41.1675,-50.5013,-42.1493,-40.0542,-54.6078,-41.973,-40.327,-50.1103,-52.3846,-46.0786,-34.9557,-44.9879,-45.4073,-43.3362,-35.8822,-34.0229,-43.0941,-38.8791,-33.8907,-44.5184,-33.8377,-50.5591,-39.1723,-43.9886,-36.1538,-37.1808,-33.7086,-42.4205,-37.3583,-39.2497,-48.0898,-53.9248,-35.7046,-37.6685,-33.9546,-37.8549,-43.2527,-51.1669,-49.3574,-49.4604,-49.2256,-49.4137,-38.6416,-31.3883,-43.9819,-40.1669,-46.7721,-32.9115,-40.6023,-45.7714,-42.0345,-35.3942,-46.5045,-28.5314,-45.546,-58.1553,-47.3759,-33.3151,-40.5731,-44.8601
-2573.16,0.885379,0.153192,5,31,0,2591.83,63.1893,46.4956,238.23,30.1194,165.797,72.7698,54.0638,23.2498,46.2071,19.991,126.35,214.365,39.618,29.8797,82.0751,0.16225,0.215388,0.212751,0.201361,0.115151,0.186901,0.166807,0.0622291,0.156472,0.162434,0.115154,0.0344867,0.146535,0.178919,0.0297086,-1.88418,0.580564,-1.67907,-0.57945,-2.22138,-4.64068,-0.773809,-3.42337,-3.89894,-2.73485,-5.4627,-2.4617,-0.120896,-0.538915,-1.91231,-5.17451,-3.87915,2.08931,-2.9324,2.12317,0.186548,0.560207,0.108459,0.0096511,0.461253,0.0326023,0.0202633,0.0649038,0.00424207,0.0852898,0.886126,0.583381,0.147739,0.00565898,0.0206685,-34.1905,-43.0709,-42.3958,-49.9632,-42.929,-38.5267,-54.2585,-42.2156,-38.785,-48.7754,-49.2783,-45.4723,-34.6978,-44.427,-45.6797,-43.6893,-36.0277,-34.0394,-44.7027,-40.2509,-34.6055,-45.6269,-34.0718,-49.5646,-38.3416,-43.1822,-38.4545,-38.2087,-32.9173,-43.6167,-37.9275,-40.5441,-49.3494,-55.2381,-37.3808,-37.0223,-34.9846,-37.5736,-43.6993,-49.3139,-47.8002,-49.8467,-49.6667,-49.221,-38.294,-31.5575,-43.6176,-40.3562,-44.3346,-32.8699,-38.9313,-45.3887,-41.6899,-37.0813,-45.89,-27.8909,-45.6881,-57.8087,-47.0205,-33.8772,-41.4026,-44.6735
