# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1203072749
# output
#   file = output_cal_pl_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.118972
# Diagonal elements of inverse mass matrix:
# 0.0198508, 0.0132324, 0.0592141, 0.02067, 0.0290642, 0.0165516, 0.0236046, 0.0150082, 0.0139511, 0.0359312, 0.0197678, 0.0245421, 0.0688059, 0.0173981, 0.103786, 0.034494, 0.998622, 3.68776
-2590.81,0.923634,0.118972,5,31,0,2606.6,51.3732,31.5597,187.481,45.8236,91.7939,74.4837,58.9525,19.3371,55.7129,16.3787,79.5008,90.6531,24.5717,34.6293,60.006,0.181516,0.312894,3.97013,-34.6324,-42.3917,-41.8709,-51.1416,-42.4843,-40.0923,-55.6801,-43.6239,-40.7829,-46.4868,-52.5486,-45.7291,-35.3,-43.7173,-45.311,-43.503,-37.2284,-36.1724,-45.0548,-40.6357,-35.5098,-45.8983,-35.3405,-50.3353,-40.042,-44.8236,-37.2825,-38.3981,-33.4535,-43.3364,-38.7712,-40.0073,-48.335,-55.5887,-37.1276,-38.3083,-35.3899,-39.0789,-43.7223,-53.3038,-51.22,-49.9221,-50.1635,-49.0288,-38.2101,-33.0047,-43.0133,-41.0532,-46.0669,-34.8398,-42.2989,-44.1437,-40.7062,-36.5266,-47.3139,-27.383,-44.6096,-57.3543,-47.1914,-33.4743,-41.3764,-45.1363
-2593.44,0.785106,0.118972,5,31,0,2601.12,62.7817,31.2005,180.612,37.4053,117.693,76.2211,50.8205,19.6072,64.201,12.0557,89.8916,99.329,40.2089,31.3188,68.9808,0.162483,0.628791,5.62664,-35.2311,-42.8853,-41.5411,-50.8826,-42.6601,-40.4426,-55.2107,-42.8615,-41.4448,-45.8577,-53.2114,-47.0266,-35.847,-42.7821,-45.5615,-43.382,-36.6347,-35.7777,-44.7308,-41.1809,-35.2322,-44.4487,-35.0982,-50.2313,-39.4734,-44.5496,-37.5489,-38.5035,-32.6007,-43.6047,-39.4356,-40.39,-49.4195,-54.1859,-36.9921,-38.3562,-35.535,-38.9287,-44.4469,-52.4907,-51.7001,-49.6964,-49.0608,-50.274,-38.2438,-32.8244,-41.7271,-40.8419,-46.2015,-34.4905,-41.0329,-44.7175,-41.7338,-36.9801,-47.4854,-28.4242,-45.9164,-57.4844,-48.0445,-32.9262,-41.9836,-46.0185
-2599.78,0.932493,0.118972,5,31,0,2606.23,69.3951,33.6128,202.935,40.6539,108.665,82.3745,55.5606,18.3371,60.8464,7.16187,84.4767,96.9635,22.806,32.415,103.398,0.157218,0.278962,3.12681,-35.0474,-43.8801,-41.08,-50.5621,-42.6906,-41.4203,-55.9438,-44.1553,-42.6514,-47.0436,-53.3878,-46.5523,-36.5369,-43.6109,-46.5494,-44.0637,-37.0669,-36.1195,-45.3107,-40.5642,-35.2592,-45.0608,-35.6194,-48.5377,-39.4054,-44.8194,-37.2268,-39.1224,-34.2172,-43.3787,-38.3979,-39.7673,-48.2065,-55.4054,-37.114,-38.0823,-35.8022,-39.0101,-44.2867,-52.3475,-51.6657,-50.239,-50.0818,-48.9407,-39.0229,-33.198,-42.1565,-41.2362,-45.3877,-35.3714,-41.9949,-44.34,-40.8167,-37.1805,-47.8143,-27.4751,-44.363,-58.0141,-47.5558,-32.5214,-41.5549,-44.5539
-2594.18,0.946784,0.118972,5,31,0,2605.39,56.5956,35.3565,185.207,38.9254,108.685,80.9621,50.4118,19.1152,63.605,10.1684,80.9202,103.538,38.515,34.255,71.3612,0.158076,0.455294,4.39318,-34.8516,-42.8307,-41.4823,-51.228,-42.9769,-41.0809,-55.2019,-43.0457,-41.482,-46.8098,-53.5717,-46.6925,-36.0807,-42.6001,-45.5045,-44.1313,-36.749,-36.1683,-44.5059,-40.9648,-35.57,-44.6003,-35.8049,-50.2499,-39.4834,-44.6476,-37.3519,-38.9858,-33.3022,-43.5815,-38.8406,-40.2783,-48.6446,-54.621,-37.3206,-38.3346,-35.9717,-39.0002,-44.5889,-51.8461,-51.7733,-49.9224,-49.4755,-50.0943,-38.3395,-33.4888,-41.8418,-40.596,-45.3093,-35.1911,-41.2638,-44.457,-40.9989,-37.4173,-47.5734,-27.9414,-45.634,-56.6706,-47.1076,-32.8088,-41.9287,-45.3147
-2594.9,0.996159,0.118972,5,31,0,2599.57,62.8191,28.9308,196.778,47.7276,109.373,72.2699,47.6266,19.4452,57.4941,12.9987,92.011,89.7719,21.2996,32.3702,70.1825,0.168165,0.558453,5.74699,-35.1849,-42.7732,-41.8684,-50.7313,-42.219,-39.7348,-55.8047,-43.784,-41.2353,-46.2546,-52.6226,-46.3326,-35.4809,-44.0578,-45.6212,-43.0248,-36.7834,-35.7087,-45.2932,-40.7687,-35.4525,-45.5658,-35.0202,-49.8528,-40.8575,-44.946,-37.1663,-38.2485,-33.1915,-43.463,-39.1186,-39.8873,-49.1645,-55.179,-36.6658,-38.5928,-35.0175,-38.9523,-43.537,-54.0541,-51.2969,-49.2439,-49.9532,-48.5838,-38.0565,-32.3454,-42.8266,-41.5436,-47.1322,-35.1822,-42.1579,-44.3848,-41.4156,-36.1888,-47.2125,-27.2832,-44.2815,-59.5104,-47.9815,-32.9865,-40.9476,-45.2603
-2598.52,0.959739,0.118972,5,31,0,2603.76,43.031,35.1866,177.62,33.4536,122.062,81.7297,60.5936,17.9056,61.2671,12.5297,76.8875,103.148,27.8664,31.9158,80.5539,0.152979,0.296966,3.36565,-34.5843,-42.7244,-41.2319,-50.6599,-42.7462,-41.6912,-55.5302,-43.2068,-41.2942,-46.9652,-53.3065,-46.6853,-36.2843,-42.4771,-45.4717,-43.8385,-37.5404,-36.502,-45.0964,-40.8817,-35.8128,-45.166,-35.7448,-50.2858,-38.0745,-44.8839,-37.6308,-39.7733,-33.1645,-43.7336,-39.077,-40.3979,-48.6414,-55.1878,-37.8666,-37.3244,-36.1273,-39.1985,-44.8798,-51.2853,-50.2104,-51.0251,-50.1478,-50.2868,-39.7912,-33.7691,-42.2185,-41.0684,-44.4409,-34.7761,-41.0991,-44.3342,-40.8896,-37.3264,-48.2052,-28.4408,-45.8126,-55.621,-46.7697,-32.9137,-42.3557,-45.4032
