# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1350768031
# output
#   file = output_cal_g_Kpsi_EPs_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.195916
# Diagonal elements of inverse mass matrix:
# 0.0614402, 0.0136632, 0.0752353, 0.0458285, 0.0869804, 0.0120116, 0.0261455, 0.0313813, 0.0141309, 0.04931, 0.064854, 0.0783656, 0.0788867, 0.0193548, 0.135818, 0.0383292, 0.498536, 0.134731, 0.085269, 0.413227, 0.607965, 0.612379, 0.0839035, 0.17021, 0.240635, 0.244818, 0.251786, 0.109721, 0.868435, 0.116024, 0.254698, 0.0687294, 0.167608
-2599.47,0.9759,0.195916,5,31,0,2616.74,53.2399,35.0491,207.42,32.4541,95.2901,64.959,56.3974,20.9086,59.9246,15.6976,109.675,100.66,24.6723,29.1456,54.8758,0.162103,-1.55908,-1.08496,-1.12943,-1.73839,-1.89346,-2.11374,-1.53079,-1.37234,-1.53538,-1.21881,-0.616974,-1.58884,-1.44562,-1.81689,-1.81479,-1.57177,0.340628,0.21033,0.337914,0.323216,0.175803,0.150551,0.120785,0.216365,0.253512,0.215373,0.295581,0.539575,0.204163,0.235601,0.16253,0.162873,-34.2253,-42.2408,-43.0308,-49.7285,-43.2578,-40.9316,-54.9839,-42.5195,-40.5747,-46.3571,-52.1722,-46.0076,-35.5147,-41.4961,-44.7157,-43.7837,-36.4703,-35.5613,-45.1215,-40.0365,-35.5105,-45.0515,-34.0926,-53.2087,-39.0756,-42.6619,-37.4035,-38.598,-34.7893,-42.0301,-40.483,-40.6322,-48.5514,-55.1973,-37.3215,-38.2104,-34.6066,-38.0956,-43.9413,-53.4899,-50.8536,-50.6226,-49.8587,-52.4039,-39.1245,-33.3716,-44.1707,-40.3743,-46.2529,-35.3331,-41.7252,-44.1415,-41.2885,-36.6842,-47.9266,-29.1722,-45.5602,-57.6195,-48.3012,-33.7155,-41.4575,-46.2759
-2595.47,0.98561,0.195916,5,31,0,2615.09,67.1478,20.4144,184.234,43.5322,88.1642,57.0932,46.6899,18.4487,49.0343,15.1959,95.2859,107.29,27.0056,26.1222,49.2508,0.191976,-1.27887,-1.73318,-1.20075,-1.31024,-1.79174,-1.86812,-1.43333,-0.816884,-1.54463,-0.822463,-0.920512,-1.0511,-1.5146,-1.24946,-1.50261,-1.39694,0.295019,0.278352,0.176721,0.300968,0.269754,0.16667,0.154414,0.238514,0.441806,0.213392,0.439348,0.398315,0.349552,0.219896,0.286659,0.222548,-34.2445,-43.2601,-41.3506,-50.4052,-42.7894,-40.3671,-55.6881,-43.5283,-40.6181,-44.9776,-52.6529,-46.5949,-35.566,-42.2559,-45.8264,-43.2355,-36.9354,-36.661,-44.7349,-40.4306,-35.8518,-44.9555,-34.3603,-51.442,-40.6536,-43.471,-37.708,-37.9725,-32.1829,-43.2658,-39.7186,-40.1828,-49.6897,-55.6283,-37.1816,-38.5808,-35.1678,-39.5531,-44.0144,-53.0868,-50.1873,-49.3988,-49.1946,-50.1392,-37.1471,-32.9001,-43.0275,-41.5988,-47.4164,-34.3765,-43.1248,-44.3302,-42.0766,-36.6076,-48.6018,-27.7682,-44.5179,-57.7168,-49.3556,-32.9931,-41.8031,-46.4176
-2598.62,0.964267,0.195916,4,15,0,2617.93,50.9858,28.0062,193.742,40.7838,110.788,69.6817,45.7378,20.171,51.163,15.0069,109.845,93.717,27.8099,25.6154,86.4614,0.15855,-1.03753,-1.88802,-1.13233,-1.00452,-0.79117,-1.49356,-1.45864,-1.39992,-1.54646,-1.67805,-0.740633,-1.3492,-1.08984,-1.74848,-1.59897,-1.29075,0.381918,0.35433,0.151372,0.322283,0.366219,0.453314,0.224572,0.232552,0.246617,0.213001,0.186737,0.476812,0.259448,0.336272,0.174038,0.202105,-35.0829,-41.7558,-41.4798,-50.2587,-41.8306,-40.8516,-55.3713,-43.1497,-42.2115,-46.1507,-54.8609,-46.4662,-36.1658,-42.8867,-45.1849,-43.9498,-37.6487,-36.5642,-44.7745,-41.815,-35.8472,-46.5453,-33.7468,-51.4877,-38.5558,-45.2367,-37.7792,-39.0866,-31.6565,-43.1678,-40.2718,-40.2152,-47.3946,-55.2126,-37.8992,-37.5824,-35.168,-39.6031,-44.885,-53.3745,-50.577,-50.0594,-51.2359,-48.9359,-39.0105,-33.078,-43.1735,-41.5406,-46.8839,-36.3829,-41.3685,-44.2222,-40.614,-37.1484,-47.5286,-27.8531,-45.243,-55.2357,-46.8836,-34.1447,-41.6202,-45.2156
-2595.7,0.856832,0.195916,5,31,0,2615.23,75.188,26.5129,197.764,46.4244,128.009,67.6702,41.7147,15.6208,50.9089,17.0634,101.774,99.3278,28.4741,25.2428,88.2616,0.200184,-1.05579,-1.75015,-1.14076,-1.03289,-1.31761,-1.79965,-1.42631,-1.24271,-1.7034,-1.41356,-0.662823,-1.10504,-1.65588,-1.55046,-1.15706,-1.14108,0.388174,0.347918,0.173748,0.319576,0.355976,0.267774,0.165357,0.240193,0.288602,0.182064,0.243275,0.515394,0.331197,0.190923,0.212151,0.31441,-34.9894,-42.419,-40.2944,-50.3794,-41.9403,-40.9112,-55.3987,-43.1845,-41.9654,-45.3132,-53.8117,-46.4481,-36.0587,-43.5216,-45.2738,-43.6314,-37.7011,-35.8586,-44.733,-40.7842,-35.7137,-45.7562,-33.8231,-52.285,-39.406,-44.0868,-37.5696,-37.6106,-31.8745,-42.9168,-39.3016,-39.7983,-48.1071,-55.1933,-36.9495,-37.636,-35.3878,-39.3414,-43.962,-54.1543,-50.6168,-50.6759,-50.6948,-51.6945,-36.6494,-33.0129,-43.3536,-42.0385,-48.3773,-34.2069,-41.6429,-44.9323,-41.8417,-36.6866,-47.6273,-27.3743,-44.6375,-56.421,-48.2896,-33.7403,-42.2374,-45.5869
-2604.45,0.97592,0.195916,4,15,0,2617.73,64.1633,30.0905,173.753,66.6939,136.14,58.8713,52.8844,20.1169,66.5629,15.2388,118.616,100.896,36.4246,22.5981,65.5025,0.12862,-1.48007,-1.47189,-1.54326,-0.671852,-1.32135,-1.96201,-1.52644,-1.67412,-1.36779,-0.847213,-0.785919,-1.18791,-0.982856,-1.65438,-1.1444,-1.34235,0.535316,0.227622,0.22949,0.213683,0.510762,0.266775,0.140576,0.217308,0.187474,0.254669,0.428608,0.455701,0.304857,0.374241,0.19121,0.318416,-35.3334,-42.7699,-41.0489,-50.723,-43.1156,-41.6201,-56.1189,-43.845,-42.1788,-44.3126,-56.2679,-46.9486,-36.2199,-44.175,-45.0277,-42.5747,-36.6841,-35.0083,-44.792,-41.8351,-35.4932,-45.1711,-33.7797,-51.205,-39.7483,-44.4866,-37.8043,-37.9037,-33.1314,-42.9843,-41.596,-39.7679,-49.2157,-53.9571,-36.8413,-38.4398,-34.7725,-38.7734,-43.5119,-54.1614,-53.3271,-49.5909,-48.7022,-49.9431,-37.954,-32.9537,-41.5481,-42.3349,-50.4297,-34.1502,-40.5646,-44.7027,-43.1145,-35.9646,-46.0997,-27.885,-45.5287,-58.373,-48.2103,-33.153,-41.2729,-46.4578
-2597.83,0.938945,0.195916,5,31,0,2620.21,50.5729,27.3777,193.6,38.7779,103.359,61.9625,54.9193,25.3277,44.9063,16.7767,106.544,99.1825,25.368,29.5532,55.7953,0.180781,-1.94619,-1.6402,-1.29881,-1.93795,-1.67126,-2.17206,-1.45692,-0.700734,-1.94311,-1.06399,-0.570364,-1.48762,-1.6041,-1.10063,-1.48491,-1.37221,0.401836,0.142818,0.19394,0.272857,0.143999,0.18801,0.113943,0.232952,0.496221,0.143257,0.345076,0.56532,0.22591,0.201071,0.332663,0.226522,-33.39,-42.9779,-42.5494,-50.3467,-42.0283,-40.8719,-55.4142,-43.6673,-41.1274,-45.6123,-53.8091,-46.1749,-36.4641,-44.8424,-44.7607,-44.55,-37.1686,-35.8359,-44.7226,-39.0937,-36.0345,-45.1635,-34.5736,-52.3994,-40.5178,-42.6926,-36.7554,-38.1824,-33.4353,-42.4223,-39.3895,-39.4386,-48.4594,-55.453,-37.1713,-38.7789,-35.0437,-38.8166,-43.1935,-53.659,-48.4381,-50.1392,-50.9042,-50.8857,-37.8375,-33.4897,-44.4349,-40.4703,-45.4323,-34.1497,-41.7321,-43.8858,-41.6546,-35.9042,-47.4381,-28.1397,-44.8196,-56.2315,-48.6569,-33.64,-41.1314,-46.2148
