# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351596589
# output
#   file = output_cal_g_Kgamma_EPs_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.295886
# Diagonal elements of inverse mass matrix:
# 0.0558998, 0.0181511, 0.132859, 0.0361631, 0.0664961, 0.0227328, 0.0175064, 0.0267109, 0.0118465, 0.0517036, 0.0432691, 0.0605803, 0.0764601, 0.0128142, 0.120705, 0.0557844, 0.531176, 0.154032, 0.13246, 0.147493, 0.212587, 0.0591273, 0.151918, 0.542166, 0.0410793, 0.428292, 0.63902, 0.38634, 0.34925, 0.171778, 0.613291, 0.443008, 0.076922
-2581.41,0.966438,0.295886,3,7,0,2590.99,77.3127,33.466,238.906,46.5286,147.093,92.7405,62.4639,22.0951,68.1964,19.5096,113.269,147.773,29.6932,26.7024,104.829,0.335177,0.0854961,0.217623,0.0875495,0.259461,0.151605,0.2406,0.273387,0.184348,0.40818,0.151895,0.105375,0.104696,0.243702,0.372075,0.191847,-1.14969,0.619817,-33.8816,-41.2971,-39.8262,-52.5708,-41.626,-41.5343,-55.09,-41.6346,-41.7246,-49.5155,-51.6104,-45.4319,-35.6186,-41.7077,-45.4471,-42.7934,-37.6384,-34.3574,-43.9455,-40.0908,-34.4804,-44.4035,-34.6577,-52.8011,-39.0099,-43.4748,-37.1402,-38.0695,-32.8456,-42.3922,-38.084,-40.071,-48.7121,-54.2989,-36.2709,-36.5959,-34.5206,-38.0931,-43.8245,-51.2655,-51.5412,-51.5777,-48.3278,-52.4695,-39.9271,-31.4714,-42.4871,-40.854,-48.1433,-34.9236,-42.9214,-45.8601,-41.6853,-36.52,-46.8825,-28.8789,-44.6852,-58.6053,-47.8717,-33.1584,-41.7271,-44.9366
-2583.86,1,0.295886,4,15,0,2593.31,66.4659,38.4966,229.515,36.6308,142.018,94.6957,73.0407,27.9708,67.3757,15.6409,110.375,169.929,52.1809,42.3272,26.7956,0.425757,0.123007,0.134634,0.210487,0.311338,0.0947418,0.203601,0.221994,0.0800779,0.40909,0.314169,0.0985299,0.0513917,0.0394634,0.348039,0.150092,-1.84605,0.904676,-33.88,-43.1815,-42.9906,-51.9068,-43.905,-39.5566,-57.0721,-42.8933,-38.0703,-48.7212,-50.8597,-45.7633,-34.6235,-41.1479,-45.2791,-44.0743,-36.9463,-34.5229,-43.0417,-40.358,-34.0636,-44.8412,-35.4944,-49.154,-39.9686,-42.7504,-37.5839,-38.9395,-33.0521,-43.544,-38.0322,-42.2307,-50.9574,-54.136,-36.8429,-38.8484,-36.0108,-37.9781,-44.218,-49.7451,-52.1515,-50.3875,-47.5366,-50.9045,-39.5927,-32.518,-42.6075,-40.1736,-46.1938,-34.3215,-40.2727,-46.7822,-40.6508,-36.8603,-45.4351,-27.9723,-44.8526,-58.207,-46.16,-33.4011,-41.7488,-46.1295
-2581.51,0.761115,0.295886,4,15,0,2605.63,74.7621,38.5875,240.71,41.3346,126.056,87.3656,64.953,21.7125,66.0222,13.6975,103.076,128.427,44.3347,33.069,47.4544,0.324313,0.142489,0.206746,0.108904,0.222506,0.203815,0.133345,0.219488,0.165051,0.399147,0.218307,0.156096,0.0766769,0.0329363,0.276449,0.239751,-1.34599,0.936559,-35.5655,-41.9632,-42.495,-51.0692,-42.2009,-40.341,-55.9376,-42.2167,-40.3495,-48.5997,-52.8221,-45.279,-35.3569,-42.5151,-45.1901,-43.3616,-36.4001,-34.5362,-42.6967,-40.7752,-34.011,-45.0622,-35.2986,-49.1918,-39.6882,-44.3923,-37.2474,-38.2307,-34.3524,-43.0144,-38.7451,-39.8934,-49.8735,-53.8343,-36.178,-37.8877,-35.0647,-38.1798,-43.7738,-53.0818,-53.1312,-49.0444,-47.5359,-49.2348,-39.6931,-32.2963,-42.3054,-40.4626,-48.7154,-34.9778,-40.1439,-46.7582,-41.7855,-36.792,-45.7741,-27.3893,-45.0008,-59.3446,-46.6537,-32.6576,-41.0722,-44.351
-2582.56,0.993749,0.295886,4,15,0,2594.71,56.0415,33.6235,219.391,44.5315,133.325,91.3562,61.7025,20.2725,62.5061,14.0527,104.364,151.413,30.1091,41.8078,48.2185,0.352838,0.178636,0.257758,0.157584,0.209064,0.139026,0.252614,0.34972,0.221473,0.449413,0.429466,0.0468321,0.0588841,0.0435722,0.473584,0.209231,-1.43529,1.0799,-33.9598,-41.1772,-41.7389,-51.7012,-44.6722,-40.9065,-56.7262,-43.0312,-39.2279,-50.6837,-50.0238,-45.5176,-34.7188,-39.9041,-45.6772,-43.8663,-37.2719,-34.4061,-43.5418,-40.1415,-34.0228,-45.381,-35.0083,-49.9022,-38.7619,-43.4055,-37.5471,-38.9732,-31.8727,-42.8621,-37.5432,-41.8067,-49.0736,-54.7611,-37.0525,-36.8721,-35.1026,-38.1011,-44.0093,-50.1376,-51.073,-52.2485,-48.2053,-51.9398,-41.0839,-31.7183,-43.515,-40.6736,-45.8457,-34.0511,-40.4937,-47.0283,-39.8721,-36.4551,-46.3681,-28.5167,-44.1407,-58.3144,-45.9368,-34.1247,-41.7815,-45.0504
-2583.2,0.76911,0.295886,4,15,0,2603.15,79.5636,40.4027,235.685,39.6672,165.576,86.9639,63.3768,27.366,73.5444,20.6603,110.977,143.604,50.9344,30.1548,119.405,0.364507,0.0686258,0.184907,0.135923,0.357161,0.0822416,0.28976,0.227154,0.113218,0.317619,0.168256,0.0728181,0.0827397,0.201881,0.29818,0.105721,-1.53627,0.724855,-33.6458,-42.4062,-39.8855,-53.4081,-40.9783,-41.0743,-54.8851,-41.62,-40.8408,-47.9477,-52.1458,-45.502,-35.8542,-42.9143,-45.2379,-43.3799,-37.8806,-34.5656,-43.7326,-41.1409,-34.7894,-44.4309,-35.4453,-51.5052,-40.057,-44.2811,-37.5752,-37.9229,-34.0521,-42.744,-37.9129,-40.145,-48.0387,-53.8232,-36.2913,-38.1161,-35.471,-38.0891,-43.9941,-50.3196,-52.7088,-51.3636,-48.4491,-52.463,-38.7841,-32.2534,-41.8516,-40.732,-48.6202,-34.7988,-41.6385,-46.1125,-41.969,-36.988,-45.4833,-28.2926,-45.6726,-56.8844,-46.4479,-33.6597,-42.2211,-44.7868
-2583.01,0.909717,0.295886,4,15,0,2598.55,71.594,43.8397,239.264,46.7656,116.364,108.479,75.1451,25.2124,66.3513,15.3049,122.112,191.085,33.4997,44.1543,58.6777,0.443849,0.143928,0.250714,0.21928,0.241062,0.190035,0.185386,0.23678,0.15041,0.43883,0.354978,0.0773997,0.0449352,0.0425922,0.407089,0.335414,-1.19399,1.07313,-34.1576,-42.4208,-41.5186,-52.3,-43.6079,-40.8945,-56.492,-42.2521,-39.9731,-50.0286,-50.4395,-45.1254,-34.5285,-41.3692,-45.6233,-43.9437,-37.3857,-34.3382,-42.7792,-41.0303,-33.7772,-45.4048,-35.51,-49.0852,-39.0638,-44.431,-37.3133,-39.4684,-33.0785,-43.236,-37.718,-41.4565,-49.4771,-54.8423,-37.0042,-37.7792,-35.5365,-37.5681,-44.2042,-49.9327,-51.7121,-51.4316,-48.2521,-50.329,-40.5337,-32.4842,-42.9059,-40.277,-45.5436,-35.4434,-41.3148,-46.7729,-40.3095,-37.2253,-46.0304,-28.0351,-44.0723,-57.2123,-46.2963,-33.2205,-41.7946,-44.7235
