# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1350768539
# output
#   file = output_cal_g_Kpsi_EPs_7.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.227744
# Diagonal elements of inverse mass matrix:
# 0.0727409, 0.0190869, 0.0873366, 0.0440136, 0.104652, 0.0127759, 0.0418655, 0.0270696, 0.0165149, 0.0491475, 0.101374, 0.0798498, 0.0865953, 0.0212377, 0.118545, 0.0367617, 0.720089, 0.222932, 0.0701478, 0.660095, 0.55838, 0.584134, 0.147214, 0.273169, 0.126724, 0.520671, 0.505312, 0.233468, 0.849283, 0.0868197, 0.191462, 0.0603992, 0.240257
-2599.12,0.995985,0.227744,5,31,0,2614.48,50.437,33.2148,164.918,38.0867,128.527,60.7147,47.9763,28.9682,52.4483,16.5148,97.863,119.246,31.0416,30.7895,62.1941,0.157591,-1.5074,-1.29497,-1.54938,-1.57046,-1.65059,-2.17883,-1.51059,0.00405624,-1.68295,-1.55203,-0.632865,-0.912467,-0.699265,-1.27244,-1.27972,-1.25689,0.59974,0.221485,0.273905,0.21238,0.20795,0.191936,0.113173,0.220779,1.00406,0.185825,0.211817,0.531068,0.401533,0.49695,0.280147,0.278115,-33.9588,-41.9555,-41.6597,-50.4958,-42.4244,-41.5022,-56.0621,-43.5219,-40.0678,-45.9024,-53.3454,-46.4553,-35.8076,-43.7622,-44.9446,-44.3383,-37.874,-35.323,-44.7324,-40.3985,-35.6509,-46.0531,-34.8969,-51.7453,-39.6187,-43.9147,-36.8895,-38.6303,-33.4746,-42.7547,-39.8663,-40.0221,-48.6502,-54.4916,-36.8627,-38.1593,-35.5484,-38.497,-43.6315,-52.1445,-47.9737,-50.7733,-49.8685,-51.7989,-37.37,-33.4959,-43.88,-41.9854,-47.6405,-32.9996,-40.9131,-44.8852,-41.7774,-36.0476,-47.6482,-28.2075,-45.9503,-57.169,-47.1362,-33.847,-41.7469,-45.6298
-2602.21,0.82432,0.227744,5,31,0,2616.22,48.4035,26.1182,213.297,56.362,109.256,68.093,55,29.876,53.3778,18.3351,149.186,134.974,27.3315,28.6248,81.9907,0.151974,-1.36707,-2.0097,-1.21712,-0.656614,-1.03724,-1.9173,-1.16405,0.115813,-1.59074,-1.41903,0.0386486,-1.03819,-1.56309,-1.4156,-1.67729,-0.983718,0.568073,0.254852,0.134029,0.296081,0.518604,0.354433,0.147003,0.312218,1.12279,0.203774,0.241948,1.03941,0.354097,0.209487,0.242781,0.18688,-34.0644,-41.9657,-40.0491,-50.1289,-41.9136,-41.0331,-54.9506,-42.8633,-41.2469,-45.2178,-54.3671,-46.2215,-36.3587,-44.7988,-44.4722,-43.9824,-37.8429,-36.9061,-44.5827,-40.368,-36.4766,-46.1168,-33.7741,-53.2112,-39.4171,-43.6763,-37.0429,-39.0102,-31.1001,-42.706,-39.5064,-40.5111,-47.8202,-55.1487,-37.7835,-37.676,-35.3682,-39.4083,-44.8058,-52.7177,-50.2469,-49.445,-49.8168,-50.1873,-38.5243,-33.1063,-43.0316,-41.5467,-46.1841,-35.4867,-42.0548,-44.2481,-41.0842,-36.4962,-48.5629,-28.0255,-45.3038,-55.9072,-48.2314,-33.8089,-41.6056,-45.8923
-2598.02,0.989588,0.227744,5,31,0,2616.37,51.5567,26.4581,208.118,64.3438,114.06,65.452,52.8654,28.5443,53.9182,18.2079,140.394,133.169,30.1456,29.4748,64.5905,0.137567,-1.63356,-1.95652,-1.04097,-0.608447,-1.07167,-1.99717,-1.23194,-0.0558812,-1.60391,-1.0447,0.05412,-0.62385,-1.14833,-1.48441,-1.70467,-1.09261,0.579108,0.195233,0.141349,0.353112,0.544195,0.342437,0.135718,0.291726,0.945651,0.201108,0.351799,1.05561,0.535878,0.317165,0.226635,0.181833,-34.5618,-41.8921,-39.4442,-49.8738,-42.6667,-42.3303,-55.7799,-43.032,-41.5004,-44.3806,-55.1815,-46.1309,-36.2547,-42.5581,-44.5129,-42.8905,-38.1474,-36.2142,-44.9162,-41.1029,-36.0021,-45.7407,-33.8664,-51.0143,-39.9269,-44.2913,-37.0524,-38.1358,-31.8589,-42.7663,-39.9283,-40.4916,-47.6942,-54.9512,-36.8991,-38.1579,-35.419,-39.5983,-44.1172,-53.1886,-51.4307,-49.9633,-49.7048,-50.8213,-37.0516,-33.1202,-42.5793,-42.1651,-48.5109,-34.1515,-40.7165,-45.2475,-41.4527,-35.8484,-47.359,-27.3469,-45.2862,-55.6548,-47.649,-33.7328,-41.7123,-46.3582
-2600.8,0.941058,0.227744,5,31,0,2616.69,58.1678,28.3291,208.512,66.7126,144.712,68.2912,69.927,27.8455,59.2416,20.6739,143.958,140.753,56.8063,27.5484,43.4914,0.159197,-1.31848,-1.84062,-1.34812,-0.0290549,-1.00662,-2.01677,-1.24499,-0.261099,-1.71075,-0.593549,0.237014,-0.965752,-0.574948,-1.57336,-1.69871,-1.01272,0.71112,0.267542,0.158718,0.259729,0.971363,0.365453,0.133085,0.287943,0.770205,0.180731,0.552363,1.26746,0.380697,0.562734,0.207347,0.18292,-34.8472,-42.4513,-40.2613,-50.381,-42.6342,-41.3736,-55.2687,-43.326,-40.2146,-44.6118,-54.4634,-46.5022,-36.2442,-44.9896,-44.0769,-43.3475,-36.8959,-35.8485,-43.6609,-40.9525,-35.9826,-45.0464,-33.3112,-54.7691,-39.1634,-43.3176,-37.4106,-37.8022,-31.5511,-42.3133,-40.6126,-40.4283,-48.7237,-54.5451,-37.109,-37.7514,-35.1681,-38.7687,-43.9141,-53.4294,-51.2034,-49.632,-48.8282,-52.2591,-37.6733,-32.9323,-42.0038,-41.0047,-48.3074,-33.6075,-41.2657,-44.3674,-42.5388,-36.2338,-47.3682,-28.2066,-46.4591,-56.18,-49.0786,-32.8862,-41.712,-47.3045
-2602.72,0.50474,0.227744,4,15,0,2617.96,66.2642,28.432,221.034,61.5708,150.927,70.1172,64.0596,30.532,56.6481,18.3142,147.372,138.969,43.7711,36.4619,48.6595,0.135873,-1.43879,-1.87762,-1.27884,-0.872064,-0.730131,-2.12268,-0.952042,-0.187461,-1.61254,-1.28325,-0.636463,-0.633378,-0.813421,-1.51695,-1.76261,-1.21255,0.54908,0.237215,0.152954,0.278359,0.418088,0.481846,0.119711,0.385952,0.829061,0.19938,0.277136,0.529161,0.530796,0.443339,0.219379,0.171597,-35.2734,-41.9842,-40.5286,-49.652,-42.5043,-41.526,-55.9405,-43.0235,-40.8527,-44.2369,-54.8421,-45.824,-35.9299,-43.8778,-44.1917,-42.7432,-37.7989,-35.7732,-44.6222,-40.5741,-35.7594,-46.3327,-33.786,-51.4164,-41.8913,-43.7738,-36.3031,-37.7693,-32.6253,-42.5404,-39.4429,-40.6914,-48.371,-54.2478,-36.3531,-39.2577,-35.0731,-39.1695,-44.1855,-54.7262,-52.5546,-49.4955,-49.0443,-50.9762,-37.6829,-32.8573,-43.3027,-41.8454,-49.29,-34.4754,-40.8738,-46.0172,-41.8736,-35.6847,-47.2956,-27.7889,-46.1244,-57.8778,-47.614,-33.9786,-41.4816,-46.5146
-2606.03,0.978667,0.227744,4,31,0,2617.28,70.0135,32.5915,178.852,54.4905,110.689,62.4462,68.3801,32.4062,58.4653,23.0106,140.912,134.659,25.9836,31.4625,94.8934,0.164533,-1.2661,-1.73415,-1.57354,-0.160236,-1.43075,-2.2605,-1.37474,-0.475848,-1.40525,-0.413488,0.282835,-0.707149,-1.31741,-1.40524,-1.86444,-1.04684,0.723462,0.281929,0.176549,0.20731,0.851943,0.239129,0.104298,0.252906,0.621358,0.245306,0.66134,1.32689,0.493048,0.267829,0.245309,0.154982,-34.7743,-42.4411,-39.0506,-50.8518,-41.7174,-41.9669,-54.9687,-43.2411,-42.3199,-43.13,-54.4934,-45.179,-35.93,-46.033,-44.8855,-43.4123,-37.4161,-35.9691,-44.9855,-41.2602,-35.3991,-45.3838,-33.8413,-51.974,-39.3601,-44.9573,-36.9003,-38.7135,-33.1083,-42.3723,-39.6396,-40.0145,-47.4258,-54.7015,-36.8922,-39.311,-36.0368,-38.8639,-44.0992,-54.1842,-51.8061,-50.5796,-49.5423,-50.2398,-38.504,-34.0339,-42.7184,-41.5423,-48.3219,-32.2371,-42.6589,-44.4625,-41.7266,-36.0193,-47.9385,-28.5014,-45.8536,-55.3648,-47.9792,-33.3656,-41.9513,-45.3701
