# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1442902118
# output
#   file = output_cal_g_9.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.419165
# Diagonal elements of inverse mass matrix:
# 0.0199501, 0.01142, 0.0433929, 0.0281682, 0.0446154, 0.0134296, 0.0224698, 0.0146827, 0.0121806, 0.0512957, 0.0208534, 0.0153708, 0.0579209, 0.0173228, 0.148935, 0.036709, 0.0125205
-2605,0.989511,0.419165,3,7,0,2611.79,49.7574,30.5439,185.509,35.6053,94.1112,73.6751,43.1408,20.1323,55.4116,15.5543,98.7376,93.189,30.2385,35.2368,34.0632,0.245278,0.229749,-35.0181,-42.5922,-43.3794,-51.3286,-42.4359,-39.0475,-55.5647,-43.7083,-40.128,-45.6367,-53.038,-45.5195,-35.2174,-44.3463,-44.7613,-42.9227,-36.355,-35.8928,-44.4753,-41.4204,-35.2171,-45.5003,-34.4786,-53.7404,-41.1794,-45.2326,-37.1487,-38.3709,-31.9373,-43.2654,-39.0717,-40.295,-49.8055,-54.3391,-36.6582,-39.0229,-34.9391,-38.6806,-44.456,-55.7927,-52.3164,-49.6106,-50.1244,-49.7947,-38.5899,-32.791,-43.7456,-40.8246,-47.5649,-35.2907,-43.1067,-44.4189,-40.6452,-36.6614,-47.8711,-28.2763,-45.5787,-59.3442,-47.0921,-33.2967,-41.5307,-45.3608
-2602.9,0.995624,0.419165,3,7,0,2613.15,59.5414,30.3272,163.307,38.1257,95.4723,70.3834,62.7677,16.5588,62.6961,15.0703,64.6072,85.9239,25.9611,25.195,79.1394,0.263983,0.220545,-34.609,-43.2976,-41.2578,-50.8457,-42.2138,-41.0749,-55.4228,-43.4689,-42.3248,-47.159,-53.2363,-45.7841,-35.5937,-42.7455,-46.0093,-44.0723,-37.6082,-35.7606,-45.2348,-41.8034,-35.0131,-45.6367,-35.1589,-51.5938,-38.4736,-45.5159,-37.9078,-38.1036,-32.8826,-43.1939,-39.5636,-39.6983,-48.288,-55.3791,-36.9203,-37.4218,-35.4926,-39.1082,-43.7184,-52.8676,-53.3095,-51.0066,-49.666,-51.4439,-37.9344,-32.964,-42.408,-41.5995,-48.6572,-33.8684,-41.9024,-44.8487,-41.0751,-37.0575,-47.3579,-27.6071,-45.0323,-56.6155,-47.7212,-33.4403,-42.1525,-44.8987
-2602.53,0.961183,0.419165,3,7,0,2610.97,50.0859,25.304,157.538,37.073,104.924,63.2966,38.3783,18.5892,50.9819,13.9518,89.3411,87.6385,21.9179,27.8691,46.2292,0.234978,0.17378,-34.9108,-41.9277,-43.2073,-50.785,-42.3743,-39.6158,-55.9139,-43.477,-40.7369,-45.8434,-53.2368,-46.6841,-35.4396,-42.3027,-45.3282,-42.9494,-36.6617,-35.9832,-44.82,-41.4312,-35.844,-45.6746,-34.6978,-51.4076,-40.8339,-44.7325,-37.4342,-38.9219,-31.5429,-43.6959,-40.2903,-40.4266,-50.1006,-54.4955,-37.2441,-38.9145,-34.8752,-39.1506,-44.1994,-53.7242,-50.0449,-49.2876,-50.0765,-48.9558,-38.9376,-32.6397,-43.4539,-41.4673,-47.2535,-35.6475,-42.074,-44.3008,-41.4744,-36.5095,-47.6666,-28.111,-45.1291,-58.8531,-47.7006,-33.4456,-41.3382,-46.0016
-2601.13,0.896143,0.419165,3,7,0,2609.36,52.9996,30.8211,170.972,34.6573,110.386,65.9492,54.7233,16.4918,54.9533,10.889,63.4699,81.6798,24.017,27.6829,94.2578,0.227815,0.186693,-35.1968,-43.002,-42.709,-50.7371,-41.8864,-40.5718,-55.1483,-43.7403,-42.2878,-47.4901,-53.4045,-46.2844,-36.1535,-43.6416,-45.7612,-44.3039,-36.8168,-35.9786,-44.802,-41.5008,-35.599,-46.0575,-35.2203,-50.6716,-38.5392,-45.264,-37.4554,-38.4885,-33.1531,-43.0989,-39.8602,-39.7915,-47.9938,-55.2175,-37.1142,-37.536,-35.3026,-39.1615,-43.9886,-52.6506,-50.9298,-50.2859,-50.5802,-49.8426,-38.6577,-33.0468,-43.2681,-41.1654,-47.8125,-34.609,-40.9305,-44.5375,-41.5106,-37.0569,-47.0931,-27.6551,-45.3437,-56.8768,-46.9726,-33.4042,-41.6773,-44.484
-2601.09,0.992696,0.419165,3,7,0,2609.44,52.2743,25.5249,161.651,35.8504,101.252,64.1684,55.4036,17.6932,54.2215,17.6271,61.1712,84.7543,21.7579,27.943,58.3595,0.260078,0.244547,-35.1662,-43.0979,-42.2889,-51.2817,-42.5671,-39.9918,-55.8951,-43.7664,-41.0021,-46.6117,-52.0347,-45.7105,-35.2283,-42.6818,-46.0849,-43.8959,-37.4192,-36.2407,-45.0477,-41.2415,-35.5542,-46.1156,-34.9131,-52.0897,-38.7488,-44.8619,-38.1347,-38.2517,-31.8523,-43.0333,-39.0727,-40.1245,-49.0722,-55.8545,-37.1244,-37.9592,-35.4491,-39.2423,-43.7861,-52.8302,-50.517,-50.4733,-49.8376,-50.4161,-38.0153,-32.6934,-43.6587,-41.602,-47.0526,-33.6613,-43.2764,-44.338,-40.939,-36.8452,-48.3344,-27.9098,-44.6299,-57.2632,-47.9376,-33.786,-42.0809,-45.0091
-2601.72,0.895929,0.419165,3,7,0,2609.8,44.5515,28.3611,161.392,31.2968,93.4492,64.0465,41.6825,15.0716,50.1784,14.4669,89.9805,78.5822,28.5667,27.7788,42.4567,0.229885,0.192124,-34.7137,-42.295,-43.494,-50.2816,-42.1033,-39.423,-55.8619,-43.8672,-40.6388,-45.2641,-53.4348,-46.2935,-35.6968,-43.3982,-45.1325,-42.7166,-36.9099,-35.998,-44.9796,-41.6611,-35.3221,-45.9516,-34.4827,-50.9114,-40.4274,-45.1585,-37.6228,-38.6975,-31.9143,-43.96,-39.9792,-40.1224,-49.7051,-54.3786,-37.2521,-38.213,-35.2304,-39.2252,-44.6424,-54.517,-51.1955,-49.55,-50.548,-48.9762,-38.8221,-32.8841,-43.2943,-41.3416,-47.42,-34.8351,-41.1438,-44.9123,-41.3024,-36.7588,-47.3632,-27.7212,-45.6371,-58.0538,-46.6447,-33.5029,-41.763,-45.7005
-2604.45,0.836252,0.419165,3,7,0,2612.2,44.9014,24.6388,165.006,35.6154,85.6183,68.7308,39.0416,14.2247,53.5503,12.5444,71.5217,90.5985,21.2989,24.3251,107.572,0.248937,0.217696,-33.9916,-43.4079,-41.7069,-50.9118,-42.4065,-40.3473,-55.2804,-43.9871,-42.9019,-47.2172,-52.228,-46.4741,-35.837,-42.7846,-46.1308,-43.6199,-37.3897,-36.5675,-45.7569,-40.9083,-35.884,-45.9763,-34.8718,-52.6864,-38.752,-44.2384,-38.0834,-38.8519,-31.2432,-43.5148,-39.1383,-40.1884,-48.5333,-55.6515,-37.5264,-36.7777,-35.3775,-39.3865,-44.46,-51.9176,-50.157,-50.6489,-50.4862,-50.5764,-37.9019,-32.7734,-43.5787,-41.8058,-46.322,-35.0854,-43.1571,-44.2702,-40.5289,-37.1146,-48.933,-27.5504,-44.2293,-57.748,-47.9108,-33.3793,-42.3486,-44.7547
-2603.81,0.954753,0.419165,3,7,0,2611.89,49.9177,28.9581,144.807,31.4146,106.341,58.3883,53.3931,19.2012,49.4715,11.8101,71.4983,73.0406,26.9738,29.4482,41.7213,0.215336,0.211179,-35.9362,-42.3182,-43.7833,-51.5936,-42.385,-40.106,-55.6592,-43.5909,-41.1601,-45.8783,-53.8649,-46.5614,-35.7042,-43.019,-45.7366,-43.8289,-36.5563,-35.7529,-44.3488,-42.0197,-35.33,-45.6826,-34.5381,-50.8232,-39.5272,-45.6983,-37.7535,-38.1666,-31.9379,-43.2997,-40.3829,-40.0994,-49.2274,-54.659,-36.9998,-38.8658,-35.1649,-39.1933,-43.8946,-54.5977,-50.359,-49.9094,-50.7371,-49.3739,-38.4117,-32.9168,-43.466,-40.7123,-48.0137,-33.5235,-41.1956,-44.6068,-41.6903,-36.5454,-46.7109,-28.3159,-45.9816,-57.0553,-46.9718,-33.7524,-41.7607,-45.7734
-2601.29,0.996995,0.419165,3,7,0,2611.53,44.1729,26.9334,143.658,33.0684,81.2004,62.3661,40.6179,13.6834,51.4186,14.3621,69.8638,87.3282,20.9991,25.1738,84.3599,0.245209,0.210738,-33.9933,-42.3733,-42.0309,-50.9901,-42.2578,-40.498,-55.441,-43.5538,-42.0829,-46.6262,-52.549,-46.4228,-35.4354,-41.5928,-46.1819,-43.6139,-37.5196,-36.4622,-45.2984,-41.4447,-35.7036,-45.9863,-34.9059,-52.0311,-38.9273,-44.9333,-38.2032,-39.1408,-31.2,-43.7786,-39.5926,-40.2725,-48.6119,-55.3381,-37.6295,-37.2283,-35.6462,-39.3395,-44.4186,-52.1703,-50.3133,-50.3715,-50.5127,-50.1517,-38.0202,-33.2184,-43.3838,-41.6275,-46.1672,-34.5535,-42.8786,-44.3541,-40.7517,-37.0879,-48.5956,-27.4602,-44.7953,-56.468,-47.6788,-33.5317,-42.4115,-45.0628
