# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kb_Kgamma_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1224677844
# output
#   file = output_cal_pl_Ka_Kb_Kgamma_EPs_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,log_b.1,log_b.2,log_b.3,log_b.4,log_b.5,log_b.6,log_b.7,log_b.8,log_b.9,log_b.10,log_b.11,log_b.12,log_b.13,log_b.14,log_b.15,mu_a,sigma_a,mu_b,sigma_b,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,b.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.123925
# Diagonal elements of inverse mass matrix:
# 0.107967, 0.0212262, 0.207465, 0.0384979, 0.0784223, 0.0257815, 0.0340963, 0.0380451, 0.0200445, 0.0529875, 0.0598645, 0.196446, 0.119182, 0.0234435, 0.182277, 0.400542, 0.192968, 0.143749, 0.341069, 0.254431, 0.37691, 0.40774, 0.289453, 0.185584, 0.311121, 0.37924, 0.180575, 0.574737, 0.426674, 0.603057, 1.82638, 0.145031, 0.609952, 0.211858, 0.135094, 0.30631, 0.289267, 0.144703, 0.212484, 1.41954, 0.281439, 0.423673, 1.03258, 1.41011, 0.494269, 0.432436, 0.423056, 1.92748, 1.30432, 1.95502, 1.20147, 1.29021, 1.34018, 1.8627, 1.47433, 1.04552, 1.35947, 1.29549, 1.03731, 1.47905, 1.32084, 1.4428, 0.123545, 0.0895478, 0.900215, 0.685608
-2566.63,0.950535,0.123925,5,31,0,2610,88.1717,35.58,255.676,38.3927,107.437,87.8743,74.2275,23.3592,70.676,15.306,156.039,231.587,38.5532,37.6946,83.4127,0.0806266,0.106159,0.137597,0.32594,0.0559744,0.0904338,0.146488,0.0676492,0.348696,0.139562,0.0742919,0.0153551,0.0639057,0.267537,0.219736,-1.91741,0.950728,-2.11171,-3.05277,-1.83475,-2.35679,-3.76337,-3.08845,-1.84887,-3.44379,-1.93335,-2.44782,-0.151496,-0.302542,-1.56913,-2.09264,-1.7574,0.903395,0.78618,0.770543,0.813294,0.788303,0.842162,0.791001,0.819928,0.915233,0.908626,0.84211,0.791311,0.8698,0.844124,0.836461,-1.88462,1.0175,0.861293,0.0651146,0.12103,0.0472279,0.159653,0.0947236,0.0232055,0.0455724,0.157415,0.0319434,0.144663,0.0864823,0.859421,0.738938,0.208227,0.123361,0.172494,2.46797,2.195,2.16094,2.25532,2.19966,2.32138,2.2056,2.27034,2.49736,2.48091,2.32126,2.20629,2.38643,2.32594,2.30818,-33.7325,-42.0296,-41.0743,-51.382,-41.8912,-40.4815,-54.9203,-41.0002,-40.2971,-48.5522,-51.9923,-45.8526,-34.6055,-43.4217,-46.132,-43.6136,-36.3447,-33.8662,-42.9019,-38.6446,-33.5798,-44.5953,-33.9405,-47.5965,-39.3178,-43.1135,-38.2568,-38.1516,-32.6248,-41.8863,-37.9205,-40.6782,-49.0506,-54.3865,-36.1964,-37.9918,-34.7732,-37.6352,-43.0842,-49.7119,-50.7161,-49.6148,-47.7697,-50.7671,-38.196,-32.2523,-42.9599,-39.8464,-48.2015,-33.4308,-39.7687,-47.0644,-42.057,-36.1083,-45.1256,-27.6986,-45.0534,-56.5144,-47.4631,-33.7609,-42.5075,-45.8006
-2562.31,0.948856,0.123925,5,31,0,2593.34,80.8397,37.0798,228.318,37.024,102.054,85.5223,57.2051,22.1656,61.3141,15.9749,128.898,195.91,31.1316,28.9673,97.2675,0.132803,0.0998174,0.131284,0.235954,0.0411995,0.27912,0.313791,0.15804,0.313502,0.284946,0.071285,0.0137695,0.210109,0.165932,0.0509479,-1.5912,0.94162,-0.722821,-1.9834,-2.17844,-2.60299,-3.36929,-2.05489,-2.36689,-2.90428,-3.18514,-2.7196,-0.494278,-0.543494,-1.25687,-3.78829,-2.66747,0.838384,0.885998,0.84929,0.885137,0.839602,0.846487,0.930245,0.862208,0.794955,0.817288,0.8151,0.873457,0.830495,0.836521,0.796705,-2.40508,0.943352,0.871921,0.0526196,0.485381,0.1376,0.113218,0.0740515,0.0344142,0.128106,0.0937718,0.0547885,0.0413725,0.0659014,0.610011,0.580716,0.284542,0.0226342,0.0694274,2.31263,2.4254,2.33799,2.42332,2.31545,2.33144,2.53513,2.36838,2.21434,2.26435,2.2594,2.39518,2.29445,2.30832,2.21822,-33.1215,-41.6655,-40.8918,-50.6225,-41.3852,-39.5585,-54.7413,-42.0383,-39.1607,-48.9405,-50.0668,-46.2224,-34.6904,-43.9861,-46.7676,-44.0355,-36.7078,-34.0785,-44.3187,-39.7317,-33.626,-45.501,-33.8518,-47.9718,-38.6936,-43.1194,-39.365,-38.2695,-32.7609,-42.252,-37.5799,-40.3624,-48.0546,-54.8983,-36.923,-36.7388,-34.9471,-37.713,-43.3736,-49.0201,-48.3778,-51.9332,-49.1596,-51.4951,-39.0723,-32.1048,-43.1406,-40.6699,-46.3545,-33.4806,-39.1977,-46.2964,-40.1651,-36.7258,-45.0615,-28.1247,-45.3629,-57.1579,-46.3495,-34.5533,-42.4519,-45.6836
-2560.4,0.806365,0.123925,5,31,0,2586.53,61.4837,30.8781,226.169,41.2909,122.578,66.3937,64.1907,28.3759,64.0301,12.5466,121.638,195.231,49.6371,36.0873,43.6103,0.05641,0.118559,0.161254,0.106074,0.119209,0.0447573,0.201868,0.0708702,0.275716,0.132646,0.0478728,0.0806874,0.0133503,0.196431,0.26246,-1.87182,0.68351,-2.08033,-1.96416,-1.5492,-2.52008,-1.78362,-3.55257,-2.07911,-1.49575,-2.3493,-2.26634,-0.530877,-0.216898,-1.52241,-2.4149,-1.32955,1.03174,1.02807,1.02487,1.0054,0.951595,1.08811,1.00464,0.963271,0.939123,1.03071,1.0747,0.960901,1.01259,0.932016,1.07023,-2.01926,0.790144,1.02788,0.0566975,0.124889,0.140274,0.212417,0.0804535,0.168029,0.028651,0.125042,0.224081,0.0954359,0.103691,0.588089,0.805012,0.218185,0.089376,0.264597,2.80595,2.79567,2.78673,2.733,2.58984,2.96865,2.73094,2.62025,2.55774,2.80305,2.9291,2.61405,2.75272,2.53962,2.91604,-33.4173,-42.4837,-41.3864,-49.896,-43.4496,-40.0871,-55.8442,-41.8174,-39.1246,-49.2397,-52.2132,-46.5639,-34.1459,-41.8608,-44.9004,-43.81,-36.8012,-34.7802,-43.07,-37.7523,-34.6917,-44.5666,-34.2803,-51.3549,-39.1956,-41.3912,-36.5547,-38.0635,-32.7291,-42.305,-38.0807,-40.8033,-49.4575,-54.645,-36.5557,-38.5317,-34.656,-38.2364,-43.8873,-49.6413,-49.6535,-50.0185,-47.4981,-52.1717,-38.5384,-31.8948,-44.163,-40.263,-45.3135,-32.2606,-40.1971,-45.8003,-41.0537,-35.7342,-47.02,-28.946,-45.7721,-56.7568,-47.7912,-34.0515,-41.5304,-46.6162
-2551.52,0.0854152,0.123925,5,51,0,2591.5,58.1504,30.5383,221.955,38.0546,118.728,71.8259,72.4527,25.3296,60.9584,11.3812,135.985,188.865,40.0237,32.8776,45.9904,0.0956867,0.0782808,0.211745,0.124837,0.106919,0.0669074,0.280737,0.0725733,0.27862,0.130383,0.0623804,0.0653402,0.0306542,0.157893,0.14427,-1.76834,0.871408,-1.92814,-2.85635,-1.33467,-2.39237,-1.79582,-3.05397,-1.66175,-1.58954,-2.10558,-2.52747,-0.553454,-0.637858,-2.05467,-2.25673,-1.79203,0.997134,1.03954,0.995735,1.03798,1.04303,0.923191,0.940905,0.995333,1.07728,1.00885,0.959544,0.996384,0.998546,1.12216,0.986044,-1.88389,0.78007,0.989697,0.0489856,0.145419,0.0574782,0.263245,0.0914124,0.165992,0.0471714,0.189806,0.204019,0.121775,0.0798608,0.57496,0.528423,0.128135,0.104692,0.166622,2.7105,2.82792,2.70671,2.8235,2.83779,2.51731,2.5623,2.70563,2.93669,2.74244,2.61051,2.70847,2.71433,3.07147,2.68061,-34.1827,-42.6151,-42.5536,-50.4419,-42.1219,-39.2037,-54.807,-41.9846,-38.2813,-48.803,-52.7518,-47.409,-34.4611,-42.4191,-45.0478,-44.1719,-35.974,-34.8045,-42.5566,-39.1012,-34.4537,-44.5348,-33.5975,-51.2561,-38.6009,-43.2815,-36.987,-38.4469,-31.0303,-42.8706,-39.0618,-40.249,-49.0465,-55.013,-37.1548,-37.6044,-34.3894,-38.2171,-44.0643,-50.2929,-50.3362,-48.5982,-48.1115,-49.4094,-40.5085,-31.8351,-42.9504,-39.8259,-45.9026,-33.6524,-39.9137,-45.1823,-41.9939,-36.0183,-46.4785,-28.5515,-46.2995,-55.572,-48.1581,-32.9386,-41.0034,-47.1147
-2551.52,0.0286302,0.123925,5,31,0,2589.95,58.1504,30.5383,221.955,38.0546,118.728,71.8259,72.4527,25.3296,60.9584,11.3812,135.985,188.865,40.0237,32.8776,45.9904,0.0956867,0.0782808,0.211745,0.124837,0.106919,0.0669074,0.280737,0.0725733,0.27862,0.130383,0.0623804,0.0653402,0.0306542,0.157893,0.14427,-1.76834,0.871408,-1.92814,-2.85635,-1.33467,-2.39237,-1.79582,-3.05397,-1.66175,-1.58954,-2.10558,-2.52747,-0.553454,-0.637858,-2.05467,-2.25673,-1.79203,0.997134,1.03954,0.995735,1.03798,1.04303,0.923191,0.940905,0.995333,1.07728,1.00885,0.959544,0.996384,0.998546,1.12216,0.986044,-1.88389,0.78007,0.989697,0.0489856,0.145419,0.0574782,0.263245,0.0914124,0.165992,0.0471714,0.189806,0.204019,0.121775,0.0798608,0.57496,0.528423,0.128135,0.104692,0.166622,2.7105,2.82792,2.70671,2.8235,2.83779,2.51731,2.5623,2.70563,2.93669,2.74244,2.61051,2.70847,2.71433,3.07147,2.68061,-34.1827,-42.6151,-42.5536,-50.4419,-42.1219,-39.2037,-54.807,-41.9846,-38.2813,-48.803,-52.7518,-47.409,-34.4611,-42.4191,-45.0478,-44.1719,-35.974,-34.8045,-42.5566,-39.1012,-34.4537,-44.5348,-33.5975,-51.2561,-38.6009,-43.2815,-36.987,-38.4469,-31.0303,-42.8706,-39.0618,-40.249,-49.0465,-55.013,-37.1548,-37.6044,-34.3894,-38.2171,-44.0643,-50.2929,-50.3362,-48.5982,-48.1115,-49.4094,-40.5085,-31.8351,-42.9504,-39.8259,-45.9026,-33.6524,-39.9137,-45.1823,-41.9939,-36.0183,-46.4785,-28.5515,-46.2995,-55.572,-48.1581,-32.9386,-41.0034,-47.1147
-2558.51,0.251545,0.123925,5,43,1,2581.94,59.3381,30.3814,221.668,38.1853,117.166,71.7719,73.1259,24.4718,61.0674,11.4392,137.488,190.163,40.5959,32.2763,44.196,0.105517,0.0812691,0.208929,0.121927,0.113083,0.0664393,0.28022,0.0757554,0.283579,0.142107,0.0623505,0.0621375,0.030647,0.152745,0.12979,-1.74861,0.876967,-1.90486,-2.83789,-1.44256,-2.41718,-1.66922,-3.00703,-1.51456,-1.77777,-2.07142,-2.5802,-0.594984,-0.714956,-2.04105,-2.26516,-1.8634,0.996686,0.979818,0.95771,1.09679,1.05804,0.859611,0.930209,0.987405,1.0841,1.0174,0.986068,1.02944,1.03839,1.12959,1.02354,-2.00184,0.767689,1.02634,0.0538502,0.148843,0.058549,0.236322,0.0891727,0.188393,0.0494383,0.219905,0.169015,0.126007,0.0757588,0.551571,0.489214,0.129892,0.103814,0.155144,2.70929,2.66397,2.60572,2.99452,2.88073,2.36224,2.53504,2.68426,2.95678,2.76598,2.68067,2.79951,2.82466,3.09437,2.78302,-34.5422,-42.7718,-43.3233,-50.8024,-42.1479,-38.78,-54.7096,-41.9246,-38.1243,-48.9429,-52.2643,-47.764,-34.3316,-42.39,-45.1086,-44.3,-35.702,-34.7089,-42.5564,-39.3608,-34.4723,-44.5764,-33.6499,-51.4643,-39.0387,-43.0298,-37.1101,-38.443,-31.0232,-42.9813,-39.5149,-40.5077,-49.5229,-54.8715,-37.2242,-37.7518,-34.3435,-38.0876,-43.9706,-50.0637,-50.1667,-48.062,-47.7993,-49.1018,-40.5363,-31.7863,-42.8826,-39.7493,-45.8469,-34.1562,-40.1131,-45.0002,-42.3979,-36.0561,-46.3865,-28.5792,-46.3376,-56.1522,-48.6849,-32.9523,-40.7733,-47.462
