# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1350767763
# output
#   file = output_cal_g_Kpsi_EPs_5.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.167035
# Diagonal elements of inverse mass matrix:
# 0.0386484, 0.00941166, 0.0754884, 0.0302464, 0.0701964, 0.0115514, 0.0235719, 0.0267601, 0.0175146, 0.0541466, 0.0697654, 0.056504, 0.096157, 0.0107711, 0.14121, 0.0245804, 0.304957, 0.110185, 0.0667377, 0.627873, 0.246043, 0.770015, 0.0755728, 0.318066, 0.192541, 0.2326, 0.245433, 0.105562, 0.520661, 0.0314798, 0.254482, 0.0602823, 0.222674
-2584.68,0.449033,0.167035,5,31,0,2603.27,44.7249,23.9778,166.436,42.0157,81.9914,71.8191,66.4104,17.277,51.451,15.3955,72.7071,85.4171,27.989,28.6538,55.1053,0.243244,-1.37993,-1.207,-1.37599,-1.334,-1.34811,-1.21014,-1.26358,-1.27029,-1.4152,-1.36375,-1.34447,-1.38011,-1.20328,-1.41036,-1.4008,-1.32711,0.0728086,0.251596,0.299093,0.252589,0.263422,0.25973,0.298155,0.282641,0.280751,0.242876,0.2557,0.260678,0.251551,0.300207,0.244055,0.246399,-34.6617,-43.7419,-42.5401,-51.6707,-43.1014,-39.6963,-55.9794,-44.1413,-41.0962,-46.3706,-51.7685,-45.862,-35.4019,-42.8073,-45.8047,-43.9479,-37.3993,-36.5434,-45.2904,-41.0356,-35.6133,-46.2882,-34.9314,-52.8061,-39.2637,-43.9921,-38.3242,-37.9631,-32.3516,-43.2243,-39.4005,-40.6513,-49.2523,-55.9507,-37.494,-37.6237,-35.0313,-39.287,-43.8895,-52.8629,-50.6241,-50.4909,-49.6163,-50.7382,-38.5327,-32.4799,-43.551,-41.28,-47.4669,-34.9206,-43.4916,-44.535,-40.823,-36.8184,-48.2525,-27.9743,-44.7963,-58.6337,-47.8482,-33.935,-42.2105,-45.4898
-2586.15,0.579365,0.167035,5,63,0,2600.56,57.0327,29.9917,178.724,32.0477,116.834,60.5158,39.0196,17.0302,57.328,13.9301,99.6773,93.9487,24.5093,23.7172,74.5362,0.149786,-1.52291,-1.45133,-1.49975,-1.65811,-1.46029,-1.79033,-1.47862,-1.64745,-1.57079,-1.54131,-1.26781,-1.46079,-1.73888,-1.43576,-1.57541,-1.5455,0.129351,0.218077,0.234258,0.223187,0.190499,0.23217,0.166906,0.227951,0.19254,0.207881,0.2141,0.281447,0.232052,0.175717,0.237935,0.206923,-34.4526,-42.687,-43.1924,-49.7518,-41.7737,-39.8474,-54.941,-43.3709,-41.373,-46.0899,-53.8854,-47.2033,-36.224,-44.7224,-45.1853,-43.1791,-36.5469,-35.181,-45.1012,-41.4585,-35.3106,-45.5362,-34.1786,-51.838,-40.3426,-44.4418,-37.3656,-38.676,-32.1418,-43.2751,-40.943,-39.8077,-49.235,-54.0399,-36.9022,-38.2671,-34.7972,-38.4895,-44.242,-53.4358,-50.4968,-49.4253,-50.1558,-49.8951,-38.9037,-32.5574,-43.0794,-41.4844,-48.0239,-34.6005,-40.5043,-44.7115,-42.3491,-36.3877,-47.2301,-28.2358,-45.7669,-58.0953,-48.2671,-33.5027,-41.1975,-46.1315
-2571.72,0.867992,0.167035,4,15,0,2594.68,46.6876,25.2848,156.247,39.7501,86.6425,68.6306,51.807,18.1066,49.5294,12.7683,69.7259,87.0391,26.7779,28.4678,56.7601,0.251422,-1.36206,-1.32674,-1.37959,-1.27068,-1.40003,-1.47677,-1.32631,-1.33156,-1.429,-1.42707,-1.36493,-1.33738,-1.35404,-1.39816,-1.39343,-1.36296,0.0534239,0.256133,0.26534,0.251683,0.28064,0.24659,0.228374,0.265456,0.264064,0.239547,0.240012,0.255398,0.262531,0.258196,0.247051,0.248224,-34.6274,-43.1389,-41.6364,-52.2959,-43.0407,-40.512,-55.6006,-43.7197,-41.5433,-46.3373,-52.4558,-46.0186,-35.5871,-42.464,-45.9069,-43.9591,-37.3121,-36.4508,-44.9606,-40.6302,-35.6904,-45.701,-34.7296,-53.0876,-39.2999,-43.8876,-38.0606,-38.0932,-31.4873,-42.9902,-38.7456,-40.2494,-48.7213,-55.436,-37.2959,-37.9462,-35.2402,-39.1959,-44.0056,-52.8814,-50.104,-50.9644,-50.1063,-50.8417,-37.645,-32.9952,-43.6079,-41.0417,-46.5967,-34.4185,-43.7893,-44.0832,-40.3135,-36.8291,-48.4314,-28.0633,-44.3194,-57.2735,-47.4213,-33.7426,-42.4278,-45.2508
-2571.72,5.58843e-05,0.167035,4,15,0,2600.73,46.6876,25.2848,156.247,39.7501,86.6425,68.6306,51.807,18.1066,49.5294,12.7683,69.7259,87.0391,26.7779,28.4678,56.7601,0.251422,-1.36206,-1.32674,-1.37959,-1.27068,-1.40003,-1.47677,-1.32631,-1.33156,-1.429,-1.42707,-1.36493,-1.33738,-1.35404,-1.39816,-1.39343,-1.36296,0.0534239,0.256133,0.26534,0.251683,0.28064,0.24659,0.228374,0.265456,0.264064,0.239547,0.240012,0.255398,0.262531,0.258196,0.247051,0.248224,-34.6274,-43.1389,-41.6364,-52.2959,-43.0407,-40.512,-55.6006,-43.7197,-41.5433,-46.3373,-52.4558,-46.0186,-35.5871,-42.464,-45.9069,-43.9591,-37.3121,-36.4508,-44.9606,-40.6302,-35.6904,-45.701,-34.7296,-53.0876,-39.2999,-43.8876,-38.0606,-38.0932,-31.4873,-42.9902,-38.7456,-40.2494,-48.7213,-55.436,-37.2959,-37.9462,-35.2402,-39.1959,-44.0056,-52.8814,-50.104,-50.9644,-50.1063,-50.8417,-37.645,-32.9952,-43.6079,-41.0417,-46.5967,-34.4185,-43.7893,-44.0832,-40.3135,-36.8291,-48.4314,-28.0633,-44.3194,-57.2735,-47.4213,-33.7426,-42.4278,-45.2508
-2571.72,0.000250492,0.167035,3,7,0,2584.2,46.6876,25.2848,156.247,39.7501,86.6425,68.6306,51.807,18.1066,49.5294,12.7683,69.7259,87.0391,26.7779,28.4678,56.7601,0.251422,-1.36206,-1.32674,-1.37959,-1.27068,-1.40003,-1.47677,-1.32631,-1.33156,-1.429,-1.42707,-1.36493,-1.33738,-1.35404,-1.39816,-1.39343,-1.36296,0.0534239,0.256133,0.26534,0.251683,0.28064,0.24659,0.228374,0.265456,0.264064,0.239547,0.240012,0.255398,0.262531,0.258196,0.247051,0.248224,-34.6274,-43.1389,-41.6364,-52.2959,-43.0407,-40.512,-55.6006,-43.7197,-41.5433,-46.3373,-52.4558,-46.0186,-35.5871,-42.464,-45.9069,-43.9591,-37.3121,-36.4508,-44.9606,-40.6302,-35.6904,-45.701,-34.7296,-53.0876,-39.2999,-43.8876,-38.0606,-38.0932,-31.4873,-42.9902,-38.7456,-40.2494,-48.7213,-55.436,-37.2959,-37.9462,-35.2402,-39.1959,-44.0056,-52.8814,-50.104,-50.9644,-50.1063,-50.8417,-37.645,-32.9952,-43.6079,-41.0417,-46.5967,-34.4185,-43.7893,-44.0832,-40.3135,-36.8291,-48.4314,-28.0633,-44.3194,-57.2735,-47.4213,-33.7426,-42.4278,-45.2508
-2571.72,0.0180518,0.167035,3,7,0,2590.25,46.6876,25.2848,156.247,39.7501,86.6425,68.6306,51.807,18.1066,49.5294,12.7683,69.7259,87.0391,26.7779,28.4678,56.7601,0.251422,-1.36206,-1.32674,-1.37959,-1.27068,-1.40003,-1.47677,-1.32631,-1.33156,-1.429,-1.42707,-1.36493,-1.33738,-1.35404,-1.39816,-1.39343,-1.36296,0.0534239,0.256133,0.26534,0.251683,0.28064,0.24659,0.228374,0.265456,0.264064,0.239547,0.240012,0.255398,0.262531,0.258196,0.247051,0.248224,-34.6274,-43.1389,-41.6364,-52.2959,-43.0407,-40.512,-55.6006,-43.7197,-41.5433,-46.3373,-52.4558,-46.0186,-35.5871,-42.464,-45.9069,-43.9591,-37.3121,-36.4508,-44.9606,-40.6302,-35.6904,-45.701,-34.7296,-53.0876,-39.2999,-43.8876,-38.0606,-38.0932,-31.4873,-42.9902,-38.7456,-40.2494,-48.7213,-55.436,-37.2959,-37.9462,-35.2402,-39.1959,-44.0056,-52.8814,-50.104,-50.9644,-50.1063,-50.8417,-37.645,-32.9952,-43.6079,-41.0417,-46.5967,-34.4185,-43.7893,-44.0832,-40.3135,-36.8291,-48.4314,-28.0633,-44.3194,-57.2735,-47.4213,-33.7426,-42.4278,-45.2508
