# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351408129
# output
#   file = output_cal_g_Kpsi_EPs_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.190294
# Diagonal elements of inverse mass matrix:
# 0.0656997, 0.0111319, 0.0705014, 0.0331143, 0.110774, 0.0115481, 0.0261123, 0.0418898, 0.0143289, 0.0734801, 0.0769505, 0.0850149, 0.0582654, 0.0132472, 0.0867593, 0.0344866, 0.448747, 0.136812, 0.0561031, 0.29392, 0.377373, 0.921682, 0.0943049, 0.262515, 0.186492, 0.12529, 0.26012, 0.129, 0.195521, 0.0899486, 0.23879, 0.0515461, 0.255981
-2595.27,0.923841,0.190294,4,15,0,2606.64,36.8055,32.9612,161.959,43.5255,109.217,56.8195,57.1691,19.0343,59.2102,19.7919,86.1829,91.0723,36.2004,29.8882,76.7165,0.227707,-1.57227,-1.12325,-1.47717,-1.004,-0.999584,-1.85047,-1.40118,-1.12937,-1.26367,-1.28387,-1.29641,-1.3637,-1.15155,-0.970167,-1.61015,-1.38752,0.32706,0.207573,0.32522,0.228283,0.366412,0.368033,0.157163,0.246305,0.323237,0.282614,0.276964,0.273512,0.255713,0.316147,0.37902,0.199857,-34.7557,-42.7372,-40.625,-51.9673,-42.2127,-40.5343,-55.0743,-43.4971,-42.1591,-45.2014,-53.0364,-45.8158,-36.1332,-45.2533,-44.9282,-43.2362,-37.842,-35.9769,-45.5114,-41.3563,-35.5653,-45.8904,-34.8323,-53.2092,-39.3535,-44.7979,-37.8629,-38.4542,-32.4688,-43.7592,-39.7981,-39.972,-49.4828,-54.8202,-37.2022,-37.5576,-35.5737,-38.6926,-44.1606,-53.7233,-51.2751,-49.6726,-49.2021,-50.0833,-38.5913,-33.1448,-42.4375,-41.6533,-47.2958,-32.584,-42.6147,-44.3936,-41.5796,-36.4235,-47.873,-27.8888,-45.6631,-56.997,-47.2834,-33.6127,-42.3192,-45.0687
-2594.04,0.960822,0.190294,4,15,0,2609.6,78.9443,25.6436,203.421,38.3582,87.3815,65.1451,40.345,14.5118,54.6051,10.5502,101.164,101.202,27.8336,28.1781,72.0027,0.173418,-0.700209,-1.61119,-1.03848,-1.52666,-1.19978,-1.63615,-1.34849,-1.37784,-1.45145,-1.32538,-1.05216,-1.30057,-1.33488,-1.59233,-1.0442,-1.33808,0.254649,0.496481,0.19965,0.353992,0.21726,0.301261,0.194729,0.259632,0.252123,0.23423,0.265701,0.349181,0.272376,0.26319,0.203452,0.351972,-34.2969,-42.7521,-42.8944,-50.3048,-42.6783,-40.3047,-55.5594,-43.2201,-40.97,-46.3381,-53.2946,-46.5355,-35.2471,-40.8596,-45.536,-43.7855,-36.5362,-36.3607,-44.5621,-40.9007,-35.6857,-45.0949,-34.4021,-52.1497,-40.646,-43.9362,-37.4921,-38.5591,-32.7276,-43.593,-39.7895,-40.404,-48.8256,-55.3544,-37.4546,-37.9869,-35.0177,-39.2171,-44.4727,-53.1455,-52.326,-49.3078,-49.8215,-49.9262,-38.1773,-33.0398,-43.2255,-41.064,-47.0523,-36.5036,-42.4657,-44.5581,-41.1352,-37.2633,-48.0917,-27.3027,-44.7441,-57.7424,-48.2775,-32.9717,-41.5684,-45.3862
-2596.56,0.966981,0.190294,5,31,0,2609.5,63.8006,27.545,177.309,25.2958,78.6291,62.7459,55.9316,16.4658,49.2079,22.0898,110.245,100.176,29.6168,30.9149,45.1429,0.177065,-0.974517,-1.72675,-1.36956,-1.53167,-1.87208,-2.01219,-1.2297,-1.82179,-1.70746,-0.905755,-0.846489,-1.40643,-1.57877,-1.70633,-1.43995,-1.56553,0.283281,0.377375,0.177861,0.254219,0.216175,0.153803,0.133695,0.292381,0.161737,0.181326,0.404237,0.428918,0.245016,0.206229,0.18153,0.236939,-34.3559,-41.9546,-43.6463,-49.2437,-42.1909,-40.4062,-55.4371,-43.1084,-40.0271,-44.2336,-53.2445,-46.0373,-35.5018,-42.6457,-44.656,-42.8966,-36.7056,-36.2565,-44.1492,-40.3734,-35.1153,-45.6419,-33.4852,-52.4817,-39.0854,-43.3618,-37.4813,-39.1011,-31.6121,-42.6114,-39.9028,-40.9445,-48.3205,-55.0671,-37.7253,-38.1643,-35.283,-39.0925,-45.2132,-53.688,-49.9427,-50.5527,-50.5555,-51.1222,-38.9353,-33.4469,-44.2936,-40.25,-45.3805,-34.1324,-41.6439,-44.8055,-41.3159,-37.1049,-48.549,-29.2305,-46.6455,-55.6071,-48.2057,-33.9748,-42.2282,-46.5672
-2592.32,0.95562,0.190294,4,15,0,2607.88,43.2739,29.1496,175.856,41.8406,104.453,59.7741,52.8874,16.7879,49.4292,14.1054,94.9249,143.257,28.521,28.7702,49.2676,0.156265,-1.79747,-1.47858,-1.52178,-1.89652,-1.69828,-2.05377,-1.41092,-1.62984,-1.74745,-1.09124,-0.801995,-0.747339,-1.06473,-1.5786,-1.45329,-1.41964,0.385851,0.165718,0.227962,0.218323,0.15009,0.182998,0.12825,0.243919,0.195961,0.174217,0.335799,0.448433,0.473625,0.344819,0.206264,0.2338,-34.066,-42.6144,-44.3633,-50.6572,-42.4633,-40.6625,-55.5957,-43.561,-39.3258,-46.4413,-52.8881,-46.3704,-35.4236,-42.4986,-44.7529,-43.9446,-36.6498,-36.1074,-43.6639,-40.3881,-36.2535,-45.5032,-34.558,-54.457,-40.6987,-43.1504,-37.0558,-37.9384,-33.1104,-42.4155,-40.2968,-39.812,-48.5511,-55.1865,-37.1185,-38.2527,-34.9232,-38.7843,-43.195,-51.6548,-47.9894,-49.6023,-49.8957,-50.4807,-36.743,-33.2978,-44.2832,-40.9956,-47.7173,-34.9955,-42.6844,-43.5562,-41.7371,-35.995,-47.7926,-27.5292,-45.0013,-57.5246,-48.1404,-33.0196,-40.7962,-45.8952
-2591.87,0.829262,0.190294,4,15,0,2614.15,59.0788,26.6737,162.381,29.9795,109.683,68.5185,50.1136,20.589,53.6751,14.3906,69.7616,64.3993,32.8941,26.053,57.88,0.209877,-1.35735,-1.74755,-1.41401,-1.63518,-1.5081,-1.49825,-1.49197,-1.4432,-1.3646,-1.67875,-1.38447,-1.60312,-1.61363,-1.52853,-1.5765,-1.55608,0.0927949,0.257341,0.1742,0.243167,0.194917,0.22133,0.223522,0.22493,0.23617,0.255482,0.186607,0.250457,0.201267,0.199164,0.216854,0.206697,-35.7613,-42.8212,-43.0928,-51.4488,-42.0125,-40.4232,-55.3437,-43.3959,-42.2696,-45.9353,-54.3515,-46.3484,-36.373,-44.2318,-45.5644,-43.9836,-37.2048,-36.0222,-45.3953,-41.4763,-35.3813,-45.9705,-34.5144,-49.1818,-39.2937,-45.3551,-37.608,-37.7358,-31.9852,-43.0522,-39.383,-39.6363,-48.3677,-54.8283,-36.9888,-38.9046,-35.1309,-39.7876,-44.4592,-54.3943,-51.9461,-50.9544,-50.9869,-49.6723,-38.1022,-32.9281,-43.6366,-41.0661,-48.1146,-34.2856,-40.5486,-44.9927,-41.2846,-37.0638,-46.7311,-28.5224,-45.2748,-56.246,-46.5228,-34.4548,-42.0531,-45.4108
-2589.29,0.863817,0.190294,5,31,0,2606.3,61.5416,31.0542,194.807,42.6521,101.067,63.382,53.9022,22.9419,62.742,16.5682,106.291,117.595,22.7243,34.4,66.3673,0.170438,-1.52013,-1.47099,-1.24697,-0.827039,-1.45433,-2.04191,-1.20781,-1.10667,-1.58964,-0.842289,-0.788385,-1.0105,-1.47689,-1.14958,-1.6361,-1.29354,0.350402,0.218683,0.229698,0.287373,0.437342,0.233556,0.129781,0.298852,0.330659,0.203998,0.430724,0.454579,0.364036,0.228347,0.316771,0.194738,-34.1191,-42.8069,-39.6877,-49.4109,-42.4853,-41.7946,-55.3488,-43.1628,-41.1783,-45.5187,-53.5578,-46.17,-35.7718,-43.0955,-44.9031,-43.3033,-37.2126,-35.2518,-44.6523,-41.4544,-34.6527,-45.0676,-34.3356,-52.0119,-39.3908,-44.632,-37.0754,-38.9573,-32.4853,-42.7322,-40.1841,-40.6881,-48.5771,-54.6509,-36.3124,-38.6809,-35.859,-38.3569,-44.2139,-53.064,-51.5045,-50.4006,-49.2417,-52.4368,-37.5895,-33.165,-42.2602,-41.5821,-48.1953,-32.1213,-40.7537,-45.1908,-41.3896,-36.2149,-47.4991,-28.1698,-46.3387,-56.4279,-48.3512,-33.2465,-41.8543,-45.9886
