# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351596716
# output
#   file = output_cal_g_Kgamma_EPs_5.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.272865
# Diagonal elements of inverse mass matrix:
# 0.0603395, 0.0156667, 0.169144, 0.0475041, 0.0628712, 0.0260162, 0.0222509, 0.0202864, 0.0123255, 0.0599226, 0.0501995, 0.0747304, 0.0714772, 0.0172187, 0.194649, 0.0778188, 0.572002, 0.346679, 0.139445, 0.253207, 0.285754, 0.066074, 0.158115, 0.368003, 0.0585763, 0.332423, 0.319174, 0.183762, 0.540214, 0.158877, 0.592178, 0.787082, 0.0829014
-2582.23,0.857752,0.272865,4,15,0,2595.49,80.8077,35.3062,207.707,46.1111,120.281,84.0529,58.2704,18.3908,61.1167,13.6695,100.394,160.153,35.0016,38.3506,59.0682,0.386922,0.109395,0.290364,0.175359,0.220687,0.221071,0.247214,0.180436,0.319257,0.408804,0.208117,0.0611114,0.0554539,0.11237,0.380144,0.251934,-1.10298,1.17436,-34.9459,-41.8981,-41.087,-52.4152,-43.6642,-41.1369,-56.1905,-42.2713,-40.4158,-49.031,-51.0262,-45.3665,-34.7336,-39.7713,-46.3493,-44.0759,-37.2125,-34.652,-42.9041,-41.0314,-34.4432,-44.9692,-35.4005,-48.2372,-39.8948,-44.3326,-37.846,-39.1709,-32.3694,-42.7679,-37.9263,-41.0939,-49.4465,-54.801,-37.3669,-38.2459,-35.7962,-38.0103,-44.2369,-50.0186,-50.1448,-50.9848,-48.0824,-50.7908,-38.9125,-32.2165,-42.6547,-40.0188,-45.4654,-34.552,-41.6669,-46.8449,-40.8427,-37.3215,-46.6584,-28.3236,-44.3198,-57.6553,-46.6612,-33.4041,-42.0073,-44.9461
-2590.43,0.784811,0.272865,4,15,0,2606.1,65.0948,41.0492,218.012,38.2794,109.559,85.1261,59.1605,23.5318,61.8704,14.4686,96.4953,119.63,31.6234,31.0114,49.0461,0.317561,0.0799911,0.123026,0.232502,0.342719,0.103954,0.283082,0.157205,0.108109,0.415439,0.270639,0.231811,0.0893425,0.0708804,0.448139,0.378061,-1.7216,1.4629,-32.7562,-43.4124,-41.622,-52.2119,-42.2989,-39.986,-56.3345,-43.1368,-40.6222,-47.7222,-51.5418,-44.8503,-35.1404,-44.2362,-45.8653,-43.5754,-37.5136,-34.3717,-43.5419,-40.2008,-34.3702,-45.6054,-34.9504,-50.5405,-40.4076,-43.7553,-37.3816,-38.3512,-33.7757,-42.713,-37.6336,-40.1116,-48.7533,-54.6204,-36.1906,-38.6785,-35.6424,-38.1267,-43.7389,-53.4535,-53.2468,-52.2989,-49.6916,-50.398,-37.6926,-32.9018,-43.075,-41.0168,-48.5819,-34.4579,-41.5751,-45.8101,-39.9606,-36.5802,-45.15,-26.9979,-43.2884,-57.8239,-45.2282,-33.369,-41.6436,-44.7648
-2587.02,0.968456,0.272865,4,15,0,2612.17,70.8545,33.8079,225.771,40.9753,120.793,79.1802,67.8249,21.0966,61.0998,18.5351,109.751,131.902,33.1745,34.6158,93.7122,0.315202,0.140679,0.351982,0.0859821,0.163391,0.198452,0.164362,0.304461,0.274135,0.396307,0.222109,0.0534475,0.0467849,0.154539,0.255068,0.08047,-1.84509,0.643186,-35.609,-41.0544,-41.6185,-51.1337,-41.4441,-40.9606,-55.1531,-41.9961,-40.1469,-48.7805,-51.9276,-45.3282,-35.2954,-41.7645,-45.6728,-43.2964,-36.8737,-34.8312,-43.1951,-41.7769,-33.8341,-45.7641,-34.9135,-47.9187,-38.5376,-45.6015,-38.1864,-38.9245,-33.1063,-43.1819,-39.1393,-40.3068,-48.646,-54.4905,-36.9867,-36.9819,-34.6,-38.2705,-44.6507,-51.4771,-51.0953,-49.288,-47.9251,-49.3215,-42.3323,-31.6276,-42.937,-40.4255,-47.103,-34.5382,-40.2307,-47.6456,-42.2535,-37.0839,-46.7655,-28.9128,-46.6311,-58.5957,-46.8225,-33.7226,-41.8608,-43.9716
-2586.74,0.982144,0.272865,4,15,0,2604.1,54.1933,33.8109,230.362,51.7679,140.444,97.4465,54.2513,21.6044,62.7514,18.1017,105.175,156.362,35.1609,31.1898,38.9063,0.383045,0.223038,0.140729,0.163352,0.286193,0.121639,0.229647,0.282155,0.118314,0.518993,0.26257,0.149621,0.0648402,0.149511,0.383034,0.123403,-1.00598,0.878013,-33.3494,-42.0054,-41.0742,-53.5848,-43.31,-40.4906,-56.6413,-42.7601,-38.5826,-49.8934,-51.068,-45.9268,-35.0813,-41.4499,-45.2761,-43.4032,-37.6962,-34.2865,-43.7942,-39.6977,-34.7594,-44.9971,-35.1912,-51.3849,-40.5686,-42.2363,-37.4373,-38.1291,-32.1714,-43.5345,-37.7965,-41.2962,-50.3967,-54.7033,-36.7275,-37.3736,-35.6212,-38.514,-43.472,-51.0592,-51.8388,-51.7057,-47.6538,-52.2436,-38.153,-31.8202,-42.7981,-40.9934,-47.9467,-34.4377,-41.3793,-47.1722,-41.0713,-36.4473,-45.6535,-27.572,-43.4912,-59.5765,-46.5733,-33.3792,-41.6617,-46.2627
-2585.35,0.740412,0.272865,4,15,0,2611.77,76.7338,36.0029,215.678,31.2422,104.126,79.1231,55.5544,22.0553,65.569,14.514,88.1289,122.669,50.3838,33.7383,97.7319,0.336934,0.0857535,0.255954,0.0636561,0.270321,0.248433,0.281349,0.285748,0.169474,0.302225,0.211907,0.0598359,0.0952978,0.0570389,0.330832,0.157296,-1.7228,0.923469,-34.7243,-41.9274,-40.5532,-51.0649,-42.8768,-42.0797,-55.4166,-42.0361,-42.1692,-47.9889,-52.1552,-45.3028,-35.4348,-39.8817,-45.9504,-43.905,-37.5155,-35.379,-43.8997,-41.698,-34.3504,-44.9731,-35.5559,-48.6897,-38.7458,-44.7177,-37.9029,-38.688,-33.9491,-42.9057,-37.9297,-40.8376,-48.3179,-54.0864,-36.8911,-37.8316,-35.9906,-38.608,-44.6013,-50.5601,-51.3605,-51.6349,-48.7926,-51.8447,-39.2482,-32.4644,-42.4953,-40.6723,-46.2176,-34.354,-40.9052,-46.1963,-40.1863,-37.227,-46.6832,-28.2126,-44.9708,-56.8175,-46.1697,-33.952,-42.232,-44.152
-2582.83,0.992794,0.272865,4,15,0,2596.98,56.151,32.9128,181.432,35.3604,132.011,77.9269,59.8521,21.9164,51.9312,15.4501,86.5536,129.806,23.0568,28.7934,50.5475,0.352549,0.248427,0.225562,0.276613,0.140499,0.086694,0.242997,0.186784,0.179716,0.464058,0.294603,0.145385,0.0729808,0.270824,0.343497,0.140298,-1.59206,0.583503,-33.4328,-43.3438,-41.07,-51.4013,-42.3469,-40.42,-56.2514,-43.3029,-38.8679,-47.9068,-51.343,-45.946,-35.0136,-42.4552,-46.2305,-43.8212,-37.5876,-34.7872,-43.6685,-40.6273,-34.3139,-45.3702,-34.7407,-48.4863,-38.3297,-44.1501,-37.9026,-39.7348,-31.3328,-43.1747,-38.2559,-40.3925,-48.7316,-55.1389,-37.3714,-38.1346,-35.6861,-38.3152,-45.2548,-50.7429,-50.6909,-51.7767,-48.8227,-49.5516,-40.4216,-32.4977,-43.1623,-40.6177,-44.4929,-33.4722,-41.1299,-46.1819,-40.8973,-37.775,-47.3355,-29.4872,-45.1408,-56.9158,-46.711,-33.3849,-42.1103,-45.4395
