# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1280762784
# output
#   file = output_cal_pl_Ka_EPs_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.141125
# Diagonal elements of inverse mass matrix:
# 0.106176, 0.0195037, 0.435494, 0.0411259, 0.0839995, 0.0199974, 0.0296374, 0.0482384, 0.0212779, 0.0732566, 0.0722549, 0.216084, 0.117093, 0.0165718, 0.213905, 0.0811345, 1.26707, 0.101963, 0.106764, 0.0668801, 0.278258, 0.0411895, 0.126885, 0.758141, 0.0276657, 0.264285, 2.43752, 1.02875, 0.433031, 0.073993, 0.867179, 1.36566, 0.0683176, 0.060455
-2577.88,0.994097,0.141125,5,31,0,2592.6,78.1223,41.176,225.882,35.7234,183.378,89.2362,46.3295,32.9181,45.9865,24.3101,148.963,201.832,46.1527,30.809,134.113,0.0729304,-1.79767,-1.37023,-2.56745,-4.25948,-0.874083,-3.62168,-4.63801,-1.74193,-5.74703,-3.82956,-0.0483127,-0.515691,-2.40782,-4.72947,-0.341274,2.05743,-2.65125,1.58951,0.165685,0.254048,0.0767311,0.0141297,0.417244,0.0267378,0.00967697,0.175181,0.00319226,0.0217192,0.952836,0.597088,0.0900118,0.00883112,0.710864,-34.3771,-40.8688,-41.8385,-50.0754,-42.7588,-39.9979,-54.7882,-41.6038,-39.4915,-49.4774,-51.5652,-46.995,-35.0119,-42.8972,-44.7458,-43.1204,-36.6646,-33.371,-44.748,-38.4988,-33.8035,-45.2596,-34.0527,-51.6581,-37.4816,-40.8451,-36.9638,-38.2063,-32.8331,-43.2418,-38.2907,-41.4367,-49.0524,-52.9887,-36.2669,-36.7085,-34.5456,-37.8064,-44.225,-48.6822,-48.592,-50.6457,-48.9853,-51.0969,-38.3671,-32.2367,-43.8761,-41.2758,-44.5431,-33.1295,-39.4023,-45.9617,-41.9324,-36.04,-46.8922,-29.703,-47.0293,-57.363,-48.5802,-34.8704,-41.3906,-46.651
-2569.48,0.8892,0.141125,5,31,0,2597.01,98.7386,35.7991,272.835,36.6383,163.924,82.0026,56.1614,24.0186,52.5451,8.67804,154.895,228.083,22.4131,33.2674,72.7037,0.0456455,-0.393,-3.41081,-2.49761,-4.73499,-2.10827,-4.60882,-4.01539,-2.07593,-5.43982,-6.04019,-0.803467,-0.3917,-4.41924,-4.02882,-4.32703,2.04816,-3.1945,1.73931,0.675029,0.0330144,0.0822817,0.00878258,0.121447,0.00996354,0.0180358,0.125439,0.00434026,0.0023811,0.447774,0.675907,0.0120434,0.0177953,0.0132067,-32.796,-40.9491,-41.0388,-49.6211,-41.4635,-40.395,-54.5183,-41.6038,-39.1618,-51.1743,-50.9625,-47.8398,-34.735,-44.1917,-45.4825,-44.0421,-36.3807,-33.432,-44.1749,-37.6064,-33.8205,-44.4542,-33.6792,-50.5495,-39.1215,-42.566,-36.7724,-38.3216,-33.5156,-43.0975,-37.7485,-40.2036,-48.7171,-54.0835,-36.1226,-36.9057,-33.9116,-37.3469,-43.498,-48.8022,-48.9549,-50.5579,-50.1753,-50.335,-39.1046,-31.1387,-43.1922,-40.7555,-44.5546,-33.1173,-39.1597,-45.688,-41.9496,-35.5406,-46.0652,-28.741,-46.529,-58.9909,-48.1055,-33.5611,-41.1069,-46.7917
-2568.03,0.838006,0.141125,5,31,0,2588.84,90.8962,37.366,235.919,49.452,136.307,78.2931,48.7169,25.2922,46.414,14.9094,132.204,221.717,23.764,32.9307,49.5316,0.0591044,-2.78916,-3.4727,-2.70606,-4.81786,-2.38692,-4.26705,-4.88113,-3.69743,-5.41976,-3.42938,-0.890549,-0.0884882,-4.65356,-4.44643,-3.49811,2.02981,-3.87458,1.72853,0.0614729,0.0310331,0.0667993,0.00808406,0.0919126,0.0140231,0.00758845,0.024787,0.0044282,0.0324069,0.41043,0.915314,0.00952764,0.0117203,0.0302546,-33.7814,-40.7805,-41.2801,-51.3158,-42.6999,-40.3038,-54.4844,-41.5763,-39.3081,-49.0339,-53.1791,-46.5985,-34.3619,-42.6917,-45.0424,-43.9403,-35.8952,-33.983,-43.4109,-38.5281,-34.4372,-44.3279,-34.352,-50.1898,-41.0368,-43.5408,-36.2639,-37.3186,-34.0418,-42.4672,-37.6813,-39.6594,-48.527,-54.399,-36.2764,-39.4373,-33.9741,-37.5834,-42.3858,-50.6243,-50.2449,-49.2182,-49.9627,-48.1353,-37.7393,-32.0638,-43.2862,-40.1519,-45.8208,-34.8065,-41.7556,-44.2489,-42.1136,-35.7983,-45.534,-27.7691,-44.4837,-57.5563,-48.8027,-33.9265,-40.1239,-46.9022
-2571.98,0.995072,0.141125,5,63,0,2584.55,105.748,35.6934,176.777,37.0231,127.834,73.992,49.3164,26.9413,44.106,14.3872,117.326,191.294,22.4804,29.6184,91.89,0.06187,-0.613307,-3.05117,-3.77839,-3.11816,-2.67387,-4.04057,-3.43483,-2.43101,-4.88084,-5.179,-0.46895,-0.0185355,-3.67813,-4.71715,-1.66114,2.15253,-2.66494,1.62646,0.541557,0.0473036,0.0228595,0.0442383,0.0689848,0.0175874,0.032231,0.0879477,0.0075906,0.00563363,0.625659,0.981635,0.0252703,0.0089406,0.189922,-33.7726,-40.3508,-41.3906,-50.1151,-41.7461,-40.0351,-55.1727,-42.8076,-38.6725,-48.0389,-51.5293,-47.1943,-34.5304,-44.8606,-46.0872,-44.0691,-36.8203,-34.1403,-44.0651,-38.6289,-34.2282,-45.9373,-34.1324,-48.2441,-38.1499,-43.2658,-36.9779,-38.7836,-32.5832,-42.7223,-37.7593,-40.0731,-47.631,-54.1498,-36.9079,-38.2288,-34.8069,-38.0927,-44.1892,-49.4323,-47.8795,-51.2809,-50.6854,-48.0429,-38.1728,-32.8472,-43.6416,-40.8992,-44.1948,-33.6782,-40.4577,-44.8196,-41.382,-36.6668,-47.117,-29.1254,-45.5774,-55.6526,-47.8377,-34.5866,-41.3346,-46.3795
-2574.32,0.982155,0.141125,5,31,0,2587.64,44.8213,32.6774,263.763,41.0868,161.142,70.7453,59.5293,26.7366,43.5742,17.7586,139.603,198.692,30.9698,36.5987,68.6595,0.0805563,-3.7027,-3.35587,-1.67639,-4.77162,-1.57847,-3.85025,-2.79552,-2.16022,-5.1058,-1.98139,-0.207001,-0.0595562,-1.48385,-2.3349,-1.69334,2.30297,-2.67019,1.19722,0.0246569,0.034879,0.187048,0.00846667,0.206291,0.0212744,0.0610829,0.1153,0.00606147,0.137877,0.813019,0.942183,0.226764,0.09682,0.183905,-33.4314,-42.2747,-41.0441,-50.9719,-41.8077,-40.7795,-55.0418,-42.5569,-38.9047,-49.3194,-54.1622,-46.1953,-35.144,-43.2123,-43.9353,-43.3306,-36.7608,-34.4327,-43.6965,-38.9126,-35.1633,-44.7369,-34.3998,-52.5185,-40.4638,-43.7458,-36.3069,-37.5937,-33.1844,-43.3437,-38.2916,-39.6879,-48.6967,-55.089,-36.0919,-38.4563,-34.4432,-38.2419,-42.3895,-51.3571,-49.0021,-49.2043,-50.2699,-48.3307,-36.9158,-31.256,-43.4788,-40.9497,-45.5578,-32.9286,-41.0259,-44.2991,-42.1913,-35.1007,-45.7792,-27.6129,-45.4811,-57.7991,-48.3224,-33.1081,-40.1211,-46.393
-2571.66,0.996082,0.141125,5,31,0,2582.13,46.1282,32.9157,268.622,40.7912,162.997,73.1392,60.5316,25.2948,45.9582,19.1819,140.329,199.121,33.0043,36.4009,75.2712,0.0841668,-3.28289,-3.23806,-1.67536,-4.6815,-1.77561,-3.80302,-2.89003,-2.32134,-5.21238,-1.93797,-0.362472,-0.0473421,-1.67486,-2.24138,-1.79257,2.20676,-2.71581,1.17961,0.0375195,0.03924,0.18724,0.00926507,0.16938,0.0223034,0.0555746,0.0981416,0.00544871,0.143995,0.695954,0.953761,0.187334,0.106312,0.166531,-33.5365,-42.2576,-40.9803,-50.3696,-41.6539,-40.557,-54.9178,-42.4251,-38.8887,-49.267,-53.737,-46.3951,-35.3108,-43.3961,-43.7926,-43.0654,-36.8224,-34.3948,-43.7018,-38.8899,-34.9676,-44.7082,-34.4092,-52.5372,-39.903,-43.4342,-36.3797,-37.7855,-33.2975,-43.321,-38.5333,-39.8181,-48.8854,-54.8498,-36.0696,-37.72,-34.5505,-38.2485,-42.8309,-50.8778,-48.4468,-49.2781,-49.8903,-48.676,-37.2971,-31.2786,-43.1024,-41.1632,-45.4093,-32.8718,-40.5332,-44.4525,-42.3395,-35.1869,-46.1158,-27.9644,-46.1356,-57.7194,-48.3421,-33.0334,-40.3011,-46.4975
