# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kb_Kgamma_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1280763077
# output
#   file = output_cal_pl_Ka_Kb_Kgamma_EPs_7.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,log_b.1,log_b.2,log_b.3,log_b.4,log_b.5,log_b.6,log_b.7,log_b.8,log_b.9,log_b.10,log_b.11,log_b.12,log_b.13,log_b.14,log_b.15,mu_a,sigma_a,mu_b,sigma_b,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,b.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.112341
# Diagonal elements of inverse mass matrix:
# 0.0880266, 0.0170223, 0.300221, 0.0337603, 0.130272, 0.0138285, 0.0372501, 0.0386785, 0.0195355, 0.050913, 0.0579116, 0.145341, 0.14026, 0.0226071, 0.160623, 0.533882, 0.238493, 0.278164, 0.342579, 0.293493, 0.316723, 0.178674, 0.31411, 0.198127, 0.497526, 0.375932, 0.129505, 0.411539, 0.689564, 0.517452, 0.823545, 0.0891651, 0.53153, 0.154576, 0.841559, 0.234471, 0.83645, 0.0883531, 2.08524, 0.883251, 0.193667, 0.432608, 0.903047, 1.5325, 0.65527, 0.362992, 0.440056, 0.838862, 0.667005, 0.753713, 0.688689, 1.79958, 1.06659, 0.608264, 0.829865, 0.613963, 0.745007, 0.562135, 0.667975, 0.633367, 0.714477, 0.67338, 0.0784644, 0.0694705, 0.548424, 0.918512
-2581.17,0.775017,0.112341,5,31,0,2606.94,79.3478,38.2142,283.703,34.2483,149.686,78.5025,58.0156,22.9672,64.8628,14.4743,139.033,210.603,17.0764,30.8017,59.5491,0.172622,0.0356049,0.178925,0.285989,0.169034,0.0862484,0.198337,0.0846785,0.41236,0.14507,0.0592668,0.0574343,0.24928,0.0435913,0.245725,-1.80281,0.81094,-1.0737,-3.53482,-0.494095,-2.90429,-2.10901,-3.80827,-2.90476,-3.03548,-2.8923,-3.58972,-0.677487,-0.451726,-1.73343,-3.58813,-2.35614,0.754093,0.742797,0.904738,0.710582,0.743233,0.824094,0.715648,0.756341,0.776799,0.885255,0.807046,0.800995,0.831727,0.900802,0.75152,-2.41089,1.37493,0.8091,0.0709895,0.341743,0.0291639,0.610123,0.0547877,0.121358,0.0221866,0.0547617,0.0480518,0.0554485,0.0276061,0.507891,0.636528,0.176677,0.0276501,0.0947851,2.12568,2.10181,2.47128,2.03518,2.10272,2.27981,2.04551,2.13047,2.1745,2.4236,2.24128,2.22776,2.29728,2.46158,2.12022,-34.3895,-41.8862,-40.3914,-51.1524,-41.2696,-40.1746,-55.3908,-41.8489,-38.6625,-51.4955,-52.2114,-46.3351,-34.0845,-42.2889,-46.0372,-43.5247,-36.8961,-33.769,-43.9332,-38.5114,-33.9261,-44.9339,-33.5306,-51.0924,-38.8536,-44.0406,-36.6246,-38.521,-32.2068,-42.3648,-37.2397,-39.6796,-48.9464,-55.8593,-36.0884,-37.1107,-34.9097,-37.599,-43.0423,-51.3339,-49.7097,-49.5435,-49.394,-50.9388,-38.8701,-31.5799,-44.0742,-40.2392,-47.4421,-31.9811,-40.7507,-46.269,-41.3909,-36.0434,-45.8239,-27.7144,-45.3717,-55.6916,-47.5502,-33.4318,-41.5007,-45.6216
-2571.71,0.955158,0.112341,5,63,0,2609.63,87.2707,30.6883,283.435,36.6097,120.622,71.0062,62.0339,23.9718,52.9651,12.8102,124.821,196.715,33.5699,28.9627,98.4754,0.109582,0.0774139,0.136691,0.252441,0.077663,0.116059,0.218269,0.0697582,0.271861,0.0384773,0.0782298,0.0401157,0.0907787,0.0502027,0.0962712,-1.95155,1.14727,-0.574103,-2.43943,-0.207404,-3.40436,-1.66088,-3.5267,-2.33791,-2.04086,-3.3355,-2.86384,-0.270726,-0.333171,-2.16599,-3.8931,-1.46618,0.78261,0.883875,0.766771,0.88638,0.916062,0.853029,0.945448,0.780072,0.891943,0.78961,0.818693,0.822315,0.778272,0.776233,0.876608,-1.81612,1.32441,0.837061,0.0626435,0.56321,0.0872107,0.812691,0.0332281,0.189972,0.0294018,0.0965294,0.129917,0.0355968,0.0570495,0.762825,0.716647,0.114637,0.0203821,0.230807,2.18717,2.42026,2.1528,2.42633,2.49943,2.34674,2.57397,2.18163,2.43986,2.20254,2.26753,2.27576,2.17771,2.17327,2.40274,-33.2678,-42.7328,-41.0019,-50.7005,-42.2828,-40.2328,-55.1304,-41.7325,-39.1096,-48.5479,-52.1067,-46.9224,-34.7559,-39.9944,-45.4676,-43.9123,-37.0448,-34.6969,-43.8604,-38.4699,-34.5889,-44.952,-34.1401,-48.7518,-38.9488,-41.8054,-37.708,-37.747,-34.2098,-43.0644,-38.301,-40.5579,-48.6791,-55.8021,-36.9245,-37.2384,-34.666,-38.0751,-43.1389,-49.0319,-48.5732,-49.7406,-49.1911,-50.2491,-38.0979,-31.988,-43.6746,-40.3941,-45.67,-33.7683,-39.7256,-45.38,-41.5829,-36.3794,-45.4957,-27.2673,-44.8029,-55.5482,-47.89,-34.0152,-41.7419,-46.2532
-2581.21,0.591005,0.112341,5,31,0,2615.05,80.4921,33.6874,283.188,31.4463,120.414,74.6477,57.6244,21.4481,56.5117,12.7152,123,187.123,24.7901,29.7954,131.609,0.10206,0.0812671,0.167304,0.275851,0.0651137,0.109161,0.219297,0.0666208,0.329614,0.0192623,0.0605548,0.0452545,0.0805769,0.0817023,0.119685,-1.94196,1.02899,-0.325655,-1.69537,-0.271802,-2.99317,-1.90207,-3.48589,-1.37804,-2.49396,-3.38748,-3.3527,-0.491328,-0.395557,-2.7789,-3.38035,-0.777997,0.884174,0.955359,0.758363,0.824127,0.929984,0.852929,0.918671,0.82071,0.913849,0.848606,0.980961,0.796984,0.745098,0.757948,0.881947,-2.1562,1.43328,0.864895,0.0824041,0.722054,0.183531,0.762005,0.0501284,0.149259,0.0306266,0.252072,0.0825826,0.0337937,0.0349899,0.611813,0.673305,0.0621068,0.0340354,0.459325,2.42098,2.5996,2.13478,2.27989,2.53447,2.34651,2.50596,2.27211,2.4939,2.33639,2.66702,2.21884,2.10665,2.13389,2.4156,-33.0869,-43.6497,-40.7799,-49.8412,-41.9616,-40.1513,-55.4993,-42.3052,-39.6086,-50.4028,-52.1915,-47.1361,-34.9914,-41.4817,-46.0595,-43.4439,-37.5205,-34.2398,-44.7387,-38.4969,-33.9201,-45.4283,-34.2544,-49.3404,-38.3466,-42.0126,-37.8724,-38.5361,-33.0937,-43.2695,-37.9416,-40.626,-48.6525,-55.5777,-36.3885,-36.2151,-35.5117,-38.2376,-43.8827,-48.5552,-48.202,-50.1418,-49.3041,-51.2457,-37.533,-31.9469,-43.7786,-40.8198,-45.7571,-32.4458,-39.0647,-46.6581,-41.0778,-36.2307,-45.9667,-27.2435,-45.5768,-56.0216,-47.381,-34.2544,-42.3466,-45.6596
-2578.42,0.961442,0.112341,5,31,0,2607.68,95.2663,35.8767,285.59,42.839,135.72,83.0957,57.1507,30.3874,65.9239,17.5907,137.137,216.502,31.3088,32.8364,46.7046,0.0307127,0.0839696,0.11397,0.0685247,0.134249,0.180345,0.0878931,0.127901,0.262854,0.338708,0.0937762,0.0394833,0.132614,0.208329,0.0909994,-1.97736,0.687258,-1.46656,-2.91858,-0.913815,-3.19732,-2.12204,-3.20659,-2.26978,-0.891829,-2.77543,-3.27945,-0.944878,-0.561469,-1.26156,-3.05336,-3.73937,0.859358,0.73505,0.901254,0.983846,1.00816,0.86148,0.808928,0.81057,0.842815,0.724099,0.724329,0.936062,0.840155,0.847622,0.889101,-2.41201,0.97742,0.826243,0.0672108,0.230718,0.0540104,0.400992,0.0408716,0.119787,0.0404943,0.103335,0.409905,0.0623228,0.0376491,0.388727,0.570371,0.283213,0.0472001,0.0237692,2.36164,2.08559,2.46269,2.67472,2.74055,2.36666,2.2455,2.24919,2.3229,2.06287,2.06335,2.54992,2.31673,2.33409,2.43294,-33.4488,-40.9048,-40.8011,-49.9267,-42.028,-40.692,-55.1875,-41.0246,-39.0428,-49.29,-50.1979,-46.3668,-34.5758,-42.4669,-45.511,-44.0544,-36.9193,-34.0593,-43.542,-38.2129,-34.7786,-44.4112,-34.2476,-49.6699,-40.7635,-42.3829,-36.9338,-38.5053,-33.7036,-41.8328,-37.8863,-40.2167,-49.4054,-55.1883,-36.5013,-39.1195,-34.0762,-37.2754,-43.3893,-50.1984,-48.5503,-51.0852,-48.8593,-51.8303,-38.8452,-31.563,-43.1939,-40.3817,-45.2564,-35.3175,-40.2403,-45.2042,-40.8665,-36.5239,-46.2003,-29.0603,-45.0306,-58.0763,-47.6207,-33.8422,-40.928,-46.3254
-2568.72,0.998855,0.112341,5,31,0,2610.45,92.9945,38.2245,279.824,44.1664,120.461,80.7046,54.9007,25.5005,68.7387,19.8543,145.365,228.464,33.7274,33.2804,48.2376,0.0424065,0.126386,0.132677,0.0677975,0.143331,0.192817,0.0973535,0.149935,0.257792,0.245357,0.0967345,0.0526462,0.137891,0.19282,0.0982004,-1.97783,0.590452,-1.49142,-2.60179,-1.68713,-3.42194,-2.92878,-3.18726,-3.89322,-1.50018,-2.66042,-2.33322,-1.57968,-0.602877,-2.03986,-3.2402,-3.90205,0.875249,0.733281,0.915662,0.944725,0.8085,0.890198,0.840389,0.81174,0.936601,0.759081,0.730884,0.893659,0.820011,0.910244,0.801609,-2.18673,0.919172,0.837883,0.103181,0.225053,0.074141,0.185051,0.0326491,0.0534622,0.0412847,0.0203796,0.22309,0.0699186,0.0969831,0.206041,0.547235,0.130047,0.0391561,0.0202004,2.39947,2.0819,2.49843,2.57211,2.24454,2.43561,2.31727,2.25182,2.55129,2.13631,2.07692,2.44406,2.27053,2.48493,2.22912,-33.3532,-41.2858,-41.6217,-49.2266,-41.9131,-38.7888,-54.3717,-41.3127,-38.6339,-49.3023,-49.7357,-45.9655,-33.7786,-44.025,-45.0317,-43.1069,-35.8601,-34.1632,-43.6139,-38.7548,-34.3516,-44.3002,-33.8811,-51.7044,-40.3698,-42.7054,-36.8322,-38.0044,-34.1687,-42.207,-38.2929,-40.107,-49.994,-54.9697,-36.488,-37.8901,-33.6635,-37.1768,-43.309,-51.155,-49.441,-50.4127,-48.4914,-51.704,-39.7092,-31.1843,-43.5114,-40.5282,-46.0186,-34.777,-40.6223,-45.2447,-41.4995,-36.1918,-46.3234,-29.0601,-45.8479,-59.4112,-48.6231,-33.0984,-40.5183,-46.399
-2567.37,0.97895,0.112341,5,31,0,2604.38,71.9577,42.0066,285.605,51.2677,130.636,82.7012,56.5647,22.8256,65.361,20.4767,152.152,206.186,24.8732,30.2228,43.8546,0.0595923,0.196508,0.149872,0.281689,0.0940184,0.141017,0.157422,0.161419,0.202604,0.216072,0.0701525,0.0581404,0.0574746,0.110849,0.0836531,-1.96812,0.51015,-2.77295,-3.24483,-1.61103,-2.04986,-2.90807,-3.51787,-3.70885,-3.68916,-3.45264,-0.997056,-0.318392,-0.298942,-3.53737,-4.09211,-3.66972,0.846393,0.776754,0.825933,0.822549,0.711821,0.846949,0.863905,0.761947,0.806336,0.807588,0.784287,0.811003,0.834587,0.788085,0.810109,-3.20062,1.18192,0.804592,0.039761,0.0624777,0.0389753,0.199683,0.128753,0.0545811,0.0296626,0.0245056,0.024993,0.0316621,0.368964,0.727317,0.741602,0.0290898,0.0167039,0.0254837,2.33122,2.1744,2.28401,2.2763,2.0377,2.33252,2.37241,2.14244,2.23969,2.24249,2.19084,2.25016,2.30386,2.19918,2.24815,-33.7663,-41.3591,-39.871,-50.7144,-41.4444,-40.359,-54.6336,-41.8496,-39.2206,-48.1109,-52.6557,-45.2995,-34.5427,-45.0847,-44.8245,-42.4381,-36.5633,-34.3229,-43.2127,-39.8879,-34.521,-44.2309,-33.6618,-51.2885,-40.5444,-45.6661,-36.8366,-37.058,-34.3416,-41.8547,-37.645,-38.3792,-47.4881,-55.3788,-36.2521,-37.9123,-34.1463,-37.6496,-42.5339,-53.0695,-52.2062,-50.1896,-49.9896,-50.0017,-37.8458,-31.5122,-42.8071,-40.9241,-48.6411,-33.9387,-40.4841,-45.0607,-41.817,-35.5204,-44.9879,-26.9354,-44.6321,-57.1043,-47.5216,-33.3426,-41.0486,-45.6277
