# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351201369
# output
#   file = output_cal_g_Kpsi_Kgamma_EPs_9.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.138716
# Diagonal elements of inverse mass matrix:
# 0.198015, 0.0193608, 0.147492, 0.0512486, 0.335125, 0.0232003, 0.0264761, 0.0776458, 0.0203126, 0.0640017, 0.0714343, 0.798392, 0.167679, 0.0206239, 0.148943, 1.17661, 0.200284, 0.0689708, 0.670348, 1.46104, 0.591964, 0.149278, 0.628031, 0.114089, 0.851604, 0.689228, 1.2476, 0.8374, 0.280371, 0.814687, 0.647988, 0.255086, 0.216215, 0.17923, 0.358798, 0.315023, 0.249739, 0.419158, 0.0528083, 0.284127, 0.398421, 0.131548, 0.623687, 0.223321, 0.726255, 0.0998801, 0.0808536, 0.682589, 0.056008
-2582.19,0.961394,0.138716,5,31,0,2597.01,115.675,31.3482,200.051,45.7817,78.4041,70.4711,45.8005,18.208,59.0252,19.1669,175.14,223.334,73.4499,38.9986,110.553,-0.209852,-1.20612,-1.06202,-1.13555,-1.98548,-1.9066,-1.46714,-1.53344,-1.18366,-0.481101,-0.385986,0.358179,-0.554116,-0.670119,-0.0622498,0.0325773,0.366941,0.279555,0.210636,0.0265658,0.223714,0.233044,0.169389,0.354417,0.20632,0.0161091,0.0377892,0.040306,0.523047,0.0839725,-0.838581,0.819595,-1.73165,1.27564,0.810704,0.299356,0.345758,0.321245,0.137315,0.148585,0.230583,0.215793,0.306156,0.618103,0.67978,1.43072,0.57458,0.511648,0.939648,-32.4089,-42.1071,-40.5191,-51.1392,-43.5392,-40.6737,-55.4421,-42.254,-39.6649,-46.3296,-51.3554,-45.4581,-34.4491,-41.0704,-45.7666,-41.8155,-37.2138,-34.6653,-43.5447,-40.2053,-33.7674,-44.3871,-34.0105,-47.803,-39.7616,-43.6501,-38.3544,-37.8955,-32.9146,-43.1741,-37.835,-40.5321,-48.1265,-53.929,-36.6647,-37.4655,-34.9659,-38.6129,-44.8946,-49.4384,-51.7274,-51.5435,-48.6249,-50.775,-37.4885,-33.2465,-43.0896,-41.003,-47.7423,-33.5204,-40.2154,-47.6068,-41.5803,-36.1759,-46.7658,-28.5357,-44.6739,-56.1437,-46.0677,-33.5983,-42.9812,-44.9437
-2583.07,0.994576,0.138716,5,31,0,2606.79,127.418,33.6262,208.87,45.6275,98.7553,61.1213,41.1874,16.8498,58.2799,21.6938,183.405,243.481,82.078,36.0571,106.305,-0.270646,-1.36538,-1.19031,-0.460832,-2.15047,-1.96211,-1.64346,-1.35979,-1.19131,-1.26068,-0.00412664,0.0606152,-0.269066,-0.900718,-0.227627,0.0387108,0.308107,0.226456,0.200052,0.0293195,0.233216,0.185171,0.207964,0.332745,0.321764,0.0136113,0.0448798,0.0582971,0.488917,0.157024,-0.794298,0.77461,-1.82602,1.122,0.762886,0.255285,0.304128,0.630759,0.11643,0.140562,0.19331,0.256715,0.303823,0.28346,0.995882,1.06249,0.764093,0.406278,0.796421,-32.6517,-40.6355,-40.5653,-51.4094,-42.1197,-39.5387,-55.0292,-41.1846,-39.8971,-46.4838,-51.0152,-45.7907,-34.1425,-42.5435,-45.6616,-43.0561,-37.0027,-34.905,-42.811,-40.9384,-34.2747,-44.6302,-34.1506,-48.3359,-39.2911,-44.4922,-37.7586,-38.5995,-33.305,-43.1471,-38.2343,-40.4947,-48.8611,-54.082,-37.0453,-38.0387,-35.6305,-38.1179,-44.8517,-49.2124,-50.3684,-49.9198,-48.4626,-49.6447,-38.2093,-33.3998,-43.3123,-41.3583,-46.2055,-33.2219,-40.817,-46.2003,-42.9262,-37.1041,-47.0476,-28.6977,-45.4864,-55.1795,-47.2177,-33.558,-42.4598,-45.0006
-2575.13,0.952703,0.138716,5,31,0,2604.09,71.5528,37.3318,206.275,59.066,190.33,66.0519,50.8722,25.7563,48.0399,12.0559,147.863,217.94,25.5003,34.6018,88.2573,-0.611977,-0.903054,-1.08174,-0.217833,0.16066,-1.55982,-1.2903,-0.618091,-1.47597,-0.136309,0.349799,-0.275533,-0.894862,-0.56861,-0.950001,0.124863,0.170307,0.187223,0.156519,0.0806401,0.176706,0.277715,0.103278,0.4363,0.208848,0.125574,0.0472396,0.157704,0.315367,0.0638316,-0.776734,0.543879,-1.49997,0.929935,0.542278,0.40533,0.339005,0.80426,1.17429,0.210173,0.275189,0.538973,0.228556,0.872573,1.41878,0.759167,0.408664,0.566312,0.386741,-34.3432,-42.7001,-40.5286,-51.5742,-42.8136,-41.5204,-56.1018,-43.1276,-39.3724,-46.812,-51.8816,-46.1777,-35.8444,-42.6418,-45.4285,-43.7192,-37.0906,-34.5077,-43.6292,-39.9053,-34.6077,-44.7045,-34.3732,-48.3543,-38.4806,-43.3357,-37.4562,-39.571,-33.0449,-43.9296,-38.3131,-40.4837,-49.7969,-54.4956,-37.159,-37.0513,-35.8234,-37.4116,-44.5032,-49.7853,-48.4921,-49.566,-48.6153,-48.6685,-40.01,-33.0283,-42.6501,-41.2784,-45.5292,-33.8559,-40.7524,-45.2847,-41.3865,-36.7362,-46.8368,-27.4804,-44.3373,-58.0219,-46.8283,-32.1696,-41.2929,-44.5003
-2580.06,0.841626,0.138716,5,31,0,2603.07,98.0433,40.6536,199.584,55.1967,198.27,67.1119,49.5777,26.6056,50.8138,14.9835,141.217,167.692,21.687,35.5598,69.684,-0.70328,-0.875633,-1.11294,-0.239418,0.0206998,-1.93747,-1.21609,-0.73994,-1.42607,-0.104405,0.467471,-0.553619,-1.37142,-0.991433,-1.35869,0.124148,0.194922,0.19172,0.125104,0.0531807,0.199242,0.195473,0.149252,0.372416,0.228774,0.108315,0.0451198,0.0940744,0.316016,0.0696491,-0.808515,0.651534,-1.33076,1.03024,0.494959,0.416598,0.328592,0.787086,1.02092,0.144067,0.296387,0.477142,0.240251,0.90086,1.59595,0.574865,0.253747,0.371045,0.256997,-34.0057,-42.0858,-39.088,-50.2618,-42.6116,-42.3763,-56.2075,-42.8198,-39.9308,-45.6881,-51.8544,-45.2488,-35.8095,-42.6797,-45.799,-43.5029,-37.5399,-34.3217,-44.2067,-39.5785,-34.1546,-45.0381,-34.5962,-46.0253,-39.1082,-43.3113,-37.8421,-39.5287,-33.9032,-42.8228,-37.6126,-40.3471,-47.8918,-54.2854,-36.785,-38.6081,-36.0805,-37.6117,-44.7879,-50.8874,-50.851,-51.454,-49.2029,-50.1963,-39.1983,-33.8385,-43.2047,-41.3288,-45.5613,-32.7994,-39.9075,-46.7101,-40.5204,-36.8519,-46.9763,-28.0582,-44.4595,-57.2955,-46.2513,-33.2331,-42.2659,-44.293
-2576.91,0.639626,0.138716,5,31,0,2605.86,79.7035,36.6256,184.638,62.6147,185.801,66.6469,51.6098,25.8628,51.7148,16.4694,133.085,184.594,24.9584,37.1183,68.1076,-0.71996,-0.824053,-1.10191,-0.350083,-0.378169,-1.80114,-1.32816,-1.07031,-1.3903,-0.0627688,0.398771,-0.235613,-1.72116,-0.758405,-1.48932,0.0609277,0.217895,0.185928,0.111335,0.0734698,0.174727,0.171587,0.124801,0.355849,0.234354,0.0895171,0.0502452,0.0907976,0.258395,0.107232,-0.667784,0.65872,-1.47259,1.0296,0.486772,0.43865,0.332236,0.704629,0.685115,0.165111,0.264964,0.342903,0.249,0.939161,1.48999,0.790087,0.178858,0.468413,0.225526,-34.4015,-41.9953,-39.4294,-50.8726,-43.0221,-42.4365,-55.6928,-42.1822,-40.5559,-46.0138,-52.3897,-45.7161,-36.2171,-42.1452,-44.9759,-43.3776,-37.5798,-34.6312,-44.1,-39.9085,-34.5618,-44.7014,-34.8042,-46.7279,-38.384,-43.3507,-37.8216,-39.2171,-33.3084,-43.1941,-38.3285,-40.4681,-48.626,-53.8464,-36.9486,-38.4343,-35.8806,-37.9771,-44.9335,-49.355,-48.9284,-50.9288,-48.9876,-50.3173,-38.673,-33.6008,-42.52,-41.2427,-45.9379,-32.8322,-39.5069,-46.4202,-40.7395,-36.418,-46.7851,-28.4329,-45.109,-56.8017,-45.6995,-33.4088,-42.1853,-44.7611
-2569.06,0.939531,0.138716,5,31,0,2593.55,66.9773,37.3981,219.114,49.3488,178.608,57.1365,48.4443,29.4315,59.1968,19.6049,155.726,203.644,21.4275,30.3297,55.4671,-1.0668,-0.820547,-1.0961,-0.808725,-0.591105,-1.76945,-1.51235,-0.598138,-1.33475,-0.403935,-0.415509,0.0243727,-1.43957,-0.976494,-1.56207,0.068487,0.211213,0.164522,0.250898,0.0924909,0.28528,0.288697,0.132692,0.416571,0.21311,0.0569099,0.0838406,0.120608,0.4323,0.0968315,-0.964748,0.68973,-1.5778,1.13858,0.344108,0.440191,0.334173,0.445426,0.553715,0.170427,0.220391,0.549835,0.263223,0.667687,0.660004,1.02467,0.237031,0.376629,0.209702,-33.9764,-41.787,-40.2463,-51.4935,-42.1966,-40.2292,-55.2756,-42.2946,-39.1452,-47.5437,-50.6446,-45.5154,-34.7836,-42.1116,-45.5678,-41.7812,-36.9019,-33.9706,-44.1436,-40.6292,-34.2757,-44.2286,-33.6576,-51.8095,-40.0284,-43.8917,-37.6487,-37.7448,-32.8779,-42.8556,-38.5179,-40.0498,-49.1107,-53.9837,-35.8277,-37.3351,-35.2342,-37.7019,-43.4297,-51.0056,-49.6064,-49.8298,-48.3577,-50.4098,-37.9182,-31.6335,-42.7643,-41.6295,-48.8536,-31.6457,-42.0448,-46.133,-41.8477,-34.9538,-46.7548,-27.7307,-44.6931,-58.7303,-47.5952,-32.5072,-41.0476,-44.9494
