# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1280762762
# output
#   file = output_cal_pl_Ka_EPs_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.148916
# Diagonal elements of inverse mass matrix:
# 0.0853643, 0.0176169, 0.449813, 0.0348898, 0.103436, 0.0195435, 0.0314702, 0.039237, 0.0180474, 0.0443073, 0.0602902, 0.194207, 0.170767, 0.0171688, 0.198573, 0.062057, 1.17336, 0.0818624, 0.113398, 0.0560337, 0.721, 0.0374425, 0.158308, 0.756784, 0.0233786, 0.20086, 1.10615, 1.3441, 0.85913, 0.0867962, 0.834914, 1.42568, 0.0706172, 0.0436575
-2578.38,0.960103,0.148916,5,31,0,2592.74,82.2481,37.8862,272.443,38.6123,193.135,92.5389,47.4252,27.7559,44.2922,16.3274,168.945,207.856,21.8932,40.5764,63.1647,0.0754313,-2.05756,-4.4933,-3.01741,-5.07577,-0.515296,-4.04465,-4.79174,-3.66749,-5.94379,-4.15243,-1.14571,-0.701702,-4.38042,-3.33772,-3.74863,2.0017,-3.41625,1.54821,0.127765,0.0111836,0.0489279,0.00624629,0.597324,0.0175158,0.00829798,0.0255405,0.00262207,0.0157261,0.318,0.495741,0.0125201,0.0355179,0.0235501,-34.1226,-41.5115,-41.5921,-50.6363,-41.2872,-39.7958,-54.0502,-42.4529,-39.555,-50.0558,-54.12,-45.8219,-35.3351,-47.9368,-44.1748,-42.7643,-35.9049,-33.3473,-44.3429,-39.4917,-33.6787,-44.6423,-33.4497,-52.2862,-40.1072,-45.4837,-35.6673,-37.9072,-32.066,-43.5423,-37.2381,-39.4404,-48.3281,-53.6098,-35.3695,-37.6741,-33.6797,-37.6153,-42.9788,-52.4171,-50.8406,-49.2926,-50.9231,-48.474,-39.0922,-30.7579,-43.8476,-40.2967,-46.5491,-32.9398,-41.1684,-45.514,-41.4886,-34.7777,-46.0562,-28.537,-46.1976,-59.252,-47.6966,-33.1492,-40.1021,-45.4514
-2571.24,0.959466,0.148916,5,31,0,2594.71,61.1982,43.3805,209.95,42.0265,134.201,78.6379,48.9261,33.3849,50.2035,19.3889,143.933,193.037,45.1618,23.9391,93.1166,0.0663286,-3.13675,-2.61874,-2.86319,-3.36251,-3.11123,-3.51695,-3.78224,-1.70485,-5.46748,-3.93329,-0.0602253,-0.693449,-1.97004,-5.16148,-2.29542,2.05114,-2.55043,1.85204,0.0434236,0.0728948,0.0570866,0.0346483,0.0445461,0.0296898,0.0227715,0.1818,0.00422185,0.0195792,0.941552,0.499849,0.139451,0.00573321,0.100719,-34.0945,-40.3265,-41.0692,-50.5028,-41.8081,-40.0502,-54.3395,-41.58,-39.2809,-49.137,-53.0029,-47.4019,-34.8502,-43.9564,-45.3257,-43.5034,-36.4716,-33.601,-43.2156,-39.5121,-34.0766,-44.8619,-33.8752,-51.6228,-38.4282,-43.0489,-37.4042,-38.4566,-32.5236,-42.8683,-39.0896,-39.6978,-48.2842,-53.3023,-36.5251,-37.7077,-34.6862,-37.8433,-44.1811,-50.3896,-49.4449,-50.2595,-49.4733,-48.4493,-37.794,-32.5592,-42.0174,-41.2883,-45.7208,-33.7884,-39.3929,-44.7454,-42.7605,-36.4031,-46.3619,-29.1822,-46.9873,-55.8546,-48.5957,-33.7546,-40.782,-47.0041
-2580.87,0.930858,0.148916,5,31,0,2600.8,53.7992,36.0299,206.291,46.3913,101.317,63.2033,47.0249,24.2402,30.7218,26.408,123.02,144.731,41.8022,23.6972,91.8612,0.100834,-3.43991,-1.55149,-1.92968,-3.23645,-2.82096,-4.08028,-4.04159,-0.925768,-5.9616,-0.932863,-0.492606,-0.951976,-0.491565,-5.04864,-0.833888,2.05871,-2.76781,1.80033,0.0320677,0.211931,0.145195,0.0393031,0.0595487,0.0169028,0.0175695,0.396227,0.0025758,0.393426,0.611032,0.385977,0.611668,0.00641803,0.434357,-33.6121,-41.2824,-40.6436,-50.3662,-43.0134,-40.3737,-55.8261,-42.9956,-40.258,-47.3037,-52.0746,-46.0506,-34.7798,-40.4698,-45.5834,-42.0816,-37.3856,-34.6767,-44.8898,-39.7387,-34.4062,-45.3189,-34.0367,-49.884,-39.0356,-42.2131,-37.7193,-37.9401,-33.406,-44.179,-38.6657,-40.6547,-49.4412,-54.6761,-36.8618,-37.1568,-35.0526,-38.7269,-43.9066,-51.5822,-48.7667,-49.9968,-49.396,-48.6939,-37.2954,-32.3024,-43.531,-41.5759,-44.7863,-33.0286,-41.5635,-45.2026,-42.0174,-36.284,-47.3456,-27.9915,-45.0724,-56.882,-48.4034,-34.0507,-41.5425,-46.0184
-2578.28,0.916651,0.148916,5,31,0,2595.76,64.0392,44.2381,231.012,41.6327,112.129,62.1797,38.0158,28.8665,34.1435,23.4904,109.147,175.666,52.2026,26.4618,85.1359,0.080987,-3.02262,-1.30277,-1.86957,-3.65701,-2.7978,-3.8068,-4.89222,-1.57262,-5.65194,-0.764635,-1.51309,-0.443362,-0.738044,-4.22644,-0.724052,2.18197,-2.72694,1.36259,0.0486733,0.271777,0.15419,0.0258096,0.060944,0.0222193,0.00750474,0.207501,0.0035107,0.465504,0.220228,0.641875,0.478048,0.0146043,0.484784,-33.9527,-41.424,-41.4008,-50.7227,-42.9142,-39.7887,-55.034,-42.5446,-40.04,-48.6262,-53.1589,-46.1993,-34.8003,-41.3587,-45.1693,-42.4828,-36.1812,-34.434,-43.9657,-40.0772,-34.4912,-44.59,-35.0218,-50.4567,-39.6676,-42.6193,-37.2562,-37.8781,-34.5377,-44.2269,-38.6402,-40.2265,-49.9766,-54.6071,-36.4286,-38.168,-34.9632,-38.2465,-43.6691,-51.2138,-48.4415,-48.8348,-49.3171,-47.6118,-37.8677,-32.3157,-43.601,-41.1753,-45.0633,-33.6297,-41.2629,-44.7033,-42.3718,-36.7737,-46.6301,-27.9165,-45.5635,-57.0297,-48.2835,-33.5712,-40.6197,-45.784
-2571.21,0.929655,0.148916,4,31,0,2592.96,85.2772,34.4363,229.658,30.6222,140.613,77.3054,64.1678,25.8224,49.5666,22.2922,152.508,187.438,22.7769,32.4631,115.28,0.0686673,-1.07911,-2.96297,-2.78443,-5.24332,-1.89378,-3.73897,-2.73954,-2.80144,-4.86041,-1.74741,-0.0679611,-0.854918,-4.11547,-3.35095,-2.72591,2.2643,-2.45941,2.8724,0.339899,0.0516651,0.0617643,0.00528268,0.150501,0.0237785,0.0645999,0.0607224,0.00774727,0.174224,0.934297,0.425318,0.0163183,0.0350509,0.0654869,-33.8501,-42.3731,-42.3087,-50.7187,-41.0895,-39.7377,-54.0016,-42.5481,-39.8454,-47.7933,-52.4031,-46.7239,-35.6034,-45.7892,-43.9951,-42.8714,-36.3996,-33.781,-44.6063,-38.4034,-34.4411,-45.255,-33.761,-51.5829,-39.3728,-42.9623,-36.6169,-37.8191,-32.8541,-42.8443,-38.5252,-40.4441,-47.9137,-54.1314,-36.3606,-37.8021,-34.2052,-37.9208,-42.8799,-49.208,-47.9499,-49.771,-50.7772,-48.7314,-36.9307,-31.5922,-43.5621,-40.4499,-45.1052,-33.374,-40.8631,-44.5545,-42.6962,-35.3453,-45.6465,-28.2976,-45.989,-56.6207,-49.1832,-34.0257,-40.8239,-47.2688
-2568.38,0.913896,0.148916,5,31,0,2587.52,50.1749,41.2677,224.677,50.2944,140.186,76.9406,42.5184,20.7794,42.8966,15.9163,107.49,196.339,31.0793,27.0277,117.956,0.0377733,-3.89058,-2.69553,-2.56183,-4.21669,-3.79942,-4.37162,-4.34575,-3.71988,-5.62641,-4.26107,-2.38938,-0.928323,-3.55414,-4.57161,-1.75627,2.01774,-3.47373,1.23043,0.0204335,0.0675069,0.0771633,0.0147474,0.0223837,0.0126307,0.0129618,0.024237,0.00360146,0.0141072,0.0916865,0.395216,0.0286058,0.0103413,0.172688,-33.4496,-40.6321,-40.1296,-50.9214,-42.5785,-41.1797,-54.4612,-41.4549,-38.9599,-50.5574,-53.3631,-47.2805,-34.9902,-42.5176,-44.8631,-43.8386,-36.7413,-34.2916,-43.913,-38.7065,-35.197,-44.8445,-35.4789,-50.0484,-39.8134,-42.7624,-37.4974,-38.3873,-33.6286,-43.3585,-38.3861,-40.1415,-48.9675,-54.9898,-37.0048,-37.3926,-34.471,-38.0783,-43.4402,-49.9309,-47.5999,-50.1081,-49.7586,-48.9331,-38.1778,-32.4192,-43.3213,-40.8627,-45.0577,-34.9016,-39.564,-45.1537,-41.8808,-36.573,-45.8668,-27.8121,-45.0029,-56.9993,-47.155,-34.197,-41.0369,-46.2516
