# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1442892433
# output
#   file = output_cal_g_5.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.474386
# Diagonal elements of inverse mass matrix:
# 0.0193775, 0.00851784, 0.0391837, 0.0230489, 0.0320867, 0.0172176, 0.0133321, 0.0181334, 0.010722, 0.0433807, 0.0209027, 0.0164063, 0.0456669, 0.0185624, 0.124987, 0.0202128, 0.0131772
-2597.33,0.988349,0.474386,3,7,0,2606.91,55.8428,32.2579,188.241,36.5312,104.745,76.8744,50.5282,18.9563,62.0283,12.8544,85.2472,92.7119,22.5085,27.1484,53.9943,0.257994,0.186068,-34.333,-43.0656,-41.9504,-49.9335,-42.0917,-40.5021,-55.6306,-43.792,-41.0957,-46.9426,-53.9397,-45.6543,-35.8331,-43.8434,-45.1539,-43.1607,-36.9075,-35.6695,-44.956,-41.3423,-35.1361,-45.4293,-35.0083,-51.6441,-39.7301,-45.2683,-36.9634,-38.7134,-33.0978,-43.0589,-39.3134,-39.436,-48.8323,-54.6917,-36.6874,-38.0332,-34.9677,-38.7552,-44.1168,-53.8288,-52.9776,-50.3268,-49.8022,-49.913,-39.0377,-32.7654,-42.5844,-41.4694,-47.9263,-35.5035,-41.4735,-44.3258,-40.6406,-36.9082,-47.3217,-27.7608,-44.9157,-58.097,-46.9439,-32.832,-41.1792,-44.7946
-2598.98,0.860647,0.474386,3,7,0,2603.85,52.8379,32.6749,183.546,43.343,121.036,74.6701,53.6971,20.7354,63.2558,16.6675,87.2867,102.549,28.1956,31.3042,103.683,0.241484,0.213633,-35.2535,-42.2929,-41.8649,-51.9003,-41.3489,-40.0728,-54.2948,-42.7547,-42.1782,-47.2331,-52.8698,-45.8281,-35.6033,-44.5808,-44.7639,-43.5123,-36.5502,-35.5231,-44.4178,-41.5988,-35.6632,-45.3279,-34.8198,-55.2012,-39.4958,-45.4318,-37.111,-37.962,-32.2506,-42.9265,-39.7868,-39.8639,-48.6769,-54.4973,-36.5203,-37.587,-34.578,-38.4472,-43.4563,-54.0055,-51.5736,-50.0371,-49.8038,-51.2065,-38.3977,-32.706,-43.0856,-40.9399,-48.9709,-35.1821,-42.8024,-44.0784,-41.4918,-36.3449,-47.4129,-28.2994,-45.5732,-57.8398,-47.8552,-33.2238,-41.6078,-44.5647
-2599.93,0.819837,0.474386,3,7,0,2606.2,55.339,26.4793,184.119,41.6435,105.833,76.1757,54.3967,20.396,58.8789,13.8798,83.1433,86.2109,27.5018,35.8166,59.4685,0.252406,0.223997,-35.5791,-43.1201,-42.618,-51.3353,-42.6939,-39.7773,-55.5632,-43.6066,-41.2633,-46.4481,-52.3069,-45.6799,-35.5158,-43.4258,-44.8996,-43.3913,-36.6431,-35.7422,-45.0365,-40.9681,-35.2501,-45.7404,-34.9004,-51.9991,-39.877,-44.5999,-37.0543,-37.7624,-32.4591,-42.9424,-39.0779,-40.6542,-49.2534,-54.8842,-36.4803,-38.2236,-34.7455,-39.0373,-43.7772,-53.9964,-51.8091,-50.3485,-49.6391,-51.033,-38.1105,-32.2259,-43.5807,-41.2174,-48.4942,-34.7429,-42.0395,-44.9375,-40.8424,-36.4148,-47.1993,-28.1987,-45.244,-59.2577,-47.1693,-33.6456,-41.6924,-45.0963
-2603.86,0.86405,0.474386,3,7,0,2611.39,53.0411,28.5888,154.077,41.4982,136.387,64.7498,55.5006,17.6655,56.9883,19.4814,80.799,84.2316,18.6646,26.6219,86.2757,0.249981,0.197595,-35.6502,-41.8593,-41.7641,-51.1707,-41.4881,-40.6484,-55.7447,-43.2166,-41.8519,-46.0263,-52.9168,-46.24,-35.6823,-42.9401,-45.383,-42.8388,-37.6749,-35.4958,-45.3413,-41.9242,-35.6445,-46.0421,-34.7436,-51.8722,-39.3745,-45.9301,-37.6572,-38.3262,-32.251,-43.6057,-40.434,-39.9773,-49.6643,-54.8354,-36.8181,-37.6964,-34.8438,-39.0034,-43.3413,-53.996,-50.5507,-50.4446,-50.0756,-50.3743,-38.7577,-32.6453,-43.0107,-42.1815,-49.1939,-34.3352,-41.96,-44.6234,-42.1609,-36.0097,-47.2173,-27.9529,-45.2079,-57.7022,-47.7764,-33.6294,-41.8759,-45.3108
-2599.52,0.885175,0.474386,3,7,0,2611.42,51.2747,26.8499,173.769,37.4749,76.4636,67.7094,52.9657,16.3942,52.5465,11.6551,71.9378,84.0702,24.8285,27.2532,44.9475,0.254894,0.227349,-34.2499,-43.7817,-42.5599,-50.957,-42.8922,-39.9539,-55.9993,-44.3389,-40.9473,-46.534,-52.964,-45.7067,-35.4351,-43.0565,-45.889,-43.8435,-37.0277,-36.3353,-44.941,-41.013,-35.2536,-45.8616,-34.8806,-51.3364,-39.8003,-44.5163,-37.67,-38.2469,-32.6663,-43.1734,-38.9154,-39.7966,-48.7506,-55.58,-37.1452,-38.0906,-35.2566,-39.1802,-44.0931,-53.3895,-51.9559,-50.0221,-49.876,-49.3301,-38.0693,-32.7949,-43.2322,-41.2177,-46.9314,-34.8516,-42.8874,-44.155,-40.3926,-37.0542,-47.8706,-27.3141,-44.3064,-57.995,-47.2635,-33.2853,-41.5623,-44.9547
-2595.85,0.979709,0.474386,3,7,0,2603.22,46.3422,30.9252,174.563,33.0002,110.226,70.206,51.693,18.8905,56.0404,14.8499,81,88.5221,25.2023,30.7434,78.6551,0.237709,0.199942,-35.0832,-42.4585,-42.667,-50.7082,-41.6432,-40.0195,-55.0555,-43.3206,-41.431,-46.4986,-52.9396,-45.8928,-35.7514,-43.8231,-44.9443,-43.3325,-36.8036,-35.8931,-44.7268,-41.4772,-35.4309,-45.8929,-34.7996,-52.2215,-38.9208,-45.272,-37.2039,-38.6966,-32.3461,-43.168,-39.6468,-40.1086,-48.6132,-54.6801,-36.9805,-37.6318,-35.064,-38.883,-44.2623,-53.4099,-50.589,-50.2053,-50.3677,-49.9834,-39.1785,-32.851,-43.4282,-41.107,-47.4312,-34.7455,-41.4778,-44.4588,-41.0721,-36.7385,-47.4837,-28.2843,-45.7844,-57.2018,-46.7597,-33.4413,-41.7226,-44.6788
