# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351198757
# output
#   file = output_cal_g_Kpsi_Kgamma_EPs_8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.214201
# Diagonal elements of inverse mass matrix:
# 0.175099, 0.0178648, 0.192236, 0.0681901, 0.300249, 0.0130243, 0.0268702, 0.070008, 0.015901, 0.0514793, 0.0704854, 0.399767, 0.157392, 0.0240199, 0.153362, 0.841105, 0.202922, 0.176935, 0.403236, 1.07716, 0.742841, 0.0881864, 0.714633, 0.138746, 0.501672, 0.67386, 0.506857, 1.05876, 0.349525, 0.833724, 0.547582, 0.277889, 0.184654, 0.165254, 0.353395, 0.303986, 0.154055, 0.369988, 0.0333019, 0.297238, 0.434359, 0.16494, 0.616156, 0.129801, 0.610543, 0.126618, 0.0745655, 0.724907, 0.0631528
-2591.77,0.743552,0.214201,5,31,0,2627.96,76.8901,26.7793,211.548,46.5121,211.662,56.7136,63.0179,32.3394,61.3307,13.2156,153.698,257.552,19.934,38.909,52.4575,-0.689514,-1.3222,-1.37975,-0.886829,0.346649,-2.25717,-1.27241,-0.11609,-1.25552,0.171867,0.263456,0.195438,-2.27688,-1.02372,-1.72455,0.108664,0.193169,0.152548,0.186756,0.050044,0.0767999,0.28731,0.126943,0.415462,0.587968,0.0781775,0.0331325,0.106806,0.247656,0.0684082,-0.589847,0.74369,-1.92437,0.736721,0.50182,0.266549,0.25164,0.41196,1.41432,0.104646,0.280157,0.890395,0.284929,1.18752,1.30142,1.21584,0.102604,0.359258,0.178253,-34.4212,-42.2313,-41.6665,-51.5231,-42.787,-40.0348,-54.9212,-41.6539,-38.1502,-48.5025,-50.1643,-46.9346,-34.836,-43.6871,-45.2941,-44.3306,-35.9428,-34.2577,-43.985,-38.6016,-34.4415,-44.4038,-34.1559,-47.687,-38.948,-41.9822,-37.2848,-38.7552,-32.3076,-43.3725,-38.4687,-41.3148,-50.5254,-54.9518,-36.6853,-37.5517,-35.4484,-37.774,-44.1717,-49.2438,-50.2566,-47.8214,-47.0531,-49.6946,-39.5893,-32.2507,-43.2197,-40.7212,-46.859,-30.5869,-39.2902,-47.3032,-42.0622,-35.848,-46.3506,-28.0026,-45.986,-59.6899,-47.0654,-33.2496,-41.313,-45.6516
-2593.14,0.953171,0.214201,5,31,0,2619.35,142.457,46.6433,236.455,46.5,92.1338,80.5947,53.0725,40.428,57.648,21.3067,167.477,263.045,26.8537,33.2299,96.9209,0.414875,-0.825798,-1.28396,0.236292,-1.83568,-1.68285,-1.43905,0.545641,-1.25044,-1.09037,0.221264,0.143334,-0.789622,-0.982801,-1.24954,0.0255442,0.23765,0.236517,0.360121,0.112359,0.162322,0.316503,0.0636868,0.409869,0.273239,0.0387953,0.0290101,0.121576,0.614861,0.214248,-0.881179,0.696706,-1.51832,1.98525,1.51418,0.437885,0.27694,1.26654,0.159505,0.185844,0.237153,1.72571,0.286377,0.336091,1.24765,1.15412,0.454017,0.374261,0.286638,-32.9071,-42.0246,-40.9442,-52.7217,-42.1386,-40.2199,-55.2727,-42.2865,-39.5362,-48.2161,-49.1457,-44.6097,-34.4111,-44.2204,-45.8007,-43.0174,-37.2079,-34.2431,-44.0281,-40.468,-33.9551,-45.9966,-34.3574,-48.6173,-38.6555,-44.0269,-37.6713,-38.5648,-34.4816,-42.9088,-37.4097,-40.3677,-48.3703,-54.7231,-36.6105,-37.1868,-35.1371,-37.3118,-44.2084,-48.6521,-50.5569,-50.861,-49.9813,-48.9515,-39.0977,-33.4941,-44.6015,-41.6496,-47.8503,-35.5011,-41.9196,-45.8182,-42.2542,-37.0244,-46.4336,-27.0536,-42.7692,-56.793,-46.3205,-33.5586,-42.0623,-43.5109
-2585.5,0.994828,0.214201,5,31,0,2617.84,96.6613,29.6192,207.062,56.4632,94.8218,54.2257,57.386,30.9873,60.222,13.4554,163.195,202.882,28.6762,30.5916,89.7031,-0.789272,-1.62478,-1.3047,-0.732308,-1.40337,-1.97419,-1.22359,0.168945,-1.10591,-0.917162,0.0605185,-0.662793,-1.95579,-1.01422,-0.182662,0.0153041,0.218726,0.159598,0.210804,0.249876,0.284964,0.300831,0.133096,0.540739,0.152447,0.0447798,0.0109449,0.0506199,0.450557,0.0673511,-0.736774,0.860906,-1.49983,1.20909,0.454175,0.196956,0.271255,0.480798,0.245768,0.138874,0.294172,1.18405,0.33091,0.399652,1.06239,0.51541,0.141453,0.362686,0.83305,-34.4107,-42.0044,-41.1687,-52.4689,-42.8634,-40.2535,-55.422,-42.3969,-39.2344,-48.9058,-52.4802,-45.9818,-34.7661,-42.4047,-47.4319,-43.9104,-36.5921,-34.074,-42.3808,-40.2866,-34.0265,-44.7629,-33.7957,-46.9937,-39.4528,-43.2795,-39.1882,-38.274,-31.7481,-43.1284,-38.2411,-40.7001,-49.6435,-54.8914,-36.9054,-37.1028,-36.0018,-38.7607,-43.8612,-50.353,-49.5182,-49.6157,-47.5445,-49.4601,-37.8995,-32.7118,-42.5315,-40.4262,-48.0282,-31.3293,-40.1703,-48.412,-42.0682,-35.8744,-45.0669,-27.3335,-44.6797,-57.4164,-46.3627,-33.4138,-42.0274,-45.2083
-2590.33,0.381446,0.214201,5,31,0,2617.52,52.0067,28.0402,223.127,30.0916,230.077,74.4093,63.9283,19.3448,56.9346,17.8963,170.385,280.454,81.3133,38.6155,71.2696,-1.40975,-1.64328,-1.16907,-1.25992,-0.0716323,-2.02633,-1.384,-1.85283,-1.47279,0.121706,-0.0432723,0.245642,-0.102128,-1.14397,0.0831415,0.0645533,0.201463,0.164967,0.3173,0.145021,0.231657,0.26209,0.136658,0.278087,0.340836,0.0417704,0.0355773,0.0165752,0.504564,0.122697,-1.25008,1.03139,-1.559,0.994745,0.244204,0.193344,0.310656,0.283677,0.930873,0.131818,0.250575,0.156792,0.229284,1.12942,0.957651,1.27844,0.902914,0.318552,1.0867,-34.5199,-41.6926,-42.0222,-50.4067,-44.1017,-41.4181,-55.8466,-41.3883,-38.6919,-46.7761,-51.3165,-45.9293,-34.9613,-41.3256,-44.545,-43.2694,-36.4943,-35.5539,-42.8371,-39.3562,-36.0198,-44.1121,-34.1757,-49.8589,-38.4873,-41.7009,-37.4083,-38.7865,-32.241,-42.16,-38.1922,-41.9374,-50.5339,-55.0901,-37.6628,-37.5119,-34.9839,-38.4337,-44.7105,-48.5546,-47.2059,-51.8491,-48.4687,-51.8073,-40.6629,-33.1979,-44.0285,-40.3186,-46.3534,-33.5067,-39.3283,-45.179,-40.7719,-36.5246,-46.6714,-29.299,-45.0772,-55.1886,-46.3344,-33.7223,-42.3658,-45.9684
-2577.34,0.999459,0.214201,4,31,0,2605.34,116.328,31.702,210.051,43.5058,92.0738,63.9475,52.8283,23.3356,50.1587,22.5264,144.99,215.256,34.1537,29.8419,125.67,-0.394459,-1.1945,-1.3011,-0.546226,-2.08941,-1.93366,-1.19909,-0.677217,-1.41406,0.196667,-0.217086,-0.437289,-0.893076,-1.30916,-0.666003,0.105682,0.17159,0.189656,0.24122,0.0569499,0.241466,0.251156,0.225959,0.459879,0.224041,0.0745702,0.0438379,0.133603,0.318332,0.114187,-0.641737,0.570691,-1.65357,1.06153,0.674045,0.302854,0.272231,0.579131,0.12376,0.144618,0.301469,0.508029,0.243154,1.21734,0.80486,0.645785,0.409395,0.270045,0.513758,-33.2617,-42.5558,-40.3953,-51.6674,-41.6593,-40.365,-55.3953,-42.2826,-39.7263,-46.8144,-50.6083,-45.7275,-34.7303,-43.0811,-45.6421,-43.1637,-36.678,-34.6029,-43.7936,-39.504,-34.0054,-44.9786,-34.2391,-48.1637,-38.9722,-42.4521,-37.61,-38.9652,-33.0526,-42.6293,-37.9022,-40.991,-48.7973,-55.0268,-37.0328,-37.5646,-35.9151,-37.9359,-44.5058,-48.9711,-48.2549,-50.4452,-48.3466,-50.2437,-38.5359,-33.1174,-44.2527,-40.7637,-46.0062,-33.3323,-41.4651,-46.2359,-41.9203,-37.2484,-46.9399,-28.4323,-44.6388,-56.8453,-47.8413,-33.4188,-42.1919,-44.865
-2578.55,0.115657,0.214201,5,31,0,2605.77,91.5288,31.2855,197.757,49.1985,70.5246,60.9996,55.4126,22.4837,51.7229,16.8664,155.641,175.068,41.4421,26.6297,83.5862,-0.116318,-1.43645,-0.949294,-0.653714,-2.02444,-1.86947,-1.27259,-0.668947,-1.46403,0.0972711,0.226503,-0.728737,-0.671533,-1.35545,-0.210801,0.101244,0.155659,0.217737,0.24985,0.0572043,0.198193,0.322505,0.251832,0.515645,0.204939,0.0700297,0.0433881,0.138727,0.256081,0.174406,-0.689213,0.642175,-1.36588,1.10016,0.890192,0.237771,0.387014,0.520111,0.132068,0.154205,0.280106,0.512248,0.231302,1.10216,1.25421,0.482518,0.510925,0.25783,0.809935,-33.307,-42.506,-40.5927,-52.952,-42.2831,-41.0827,-55.9279,-42.6366,-40.6593,-47.3976,-53.4893,-46.0524,-35.4292,-42.2565,-45.8276,-43.6993,-37.0171,-34.254,-43.3242,-39.8536,-33.3913,-44.333,-33.6459,-48.9868,-38.8575,-42.9073,-38.1091,-38.6559,-32.0612,-43.0798,-38.5776,-40.301,-48.745,-54.6842,-37.1572,-37.0567,-36.1808,-38.3258,-43.8935,-49.6837,-49.5649,-49.5327,-48.4381,-50.0043,-37.804,-33.7946,-42.8888,-40.3591,-47.3629,-32.4985,-40.5804,-47.2543,-41.6196,-36.4116,-45.413,-27.3467,-45.2974,-54.4237,-46.396,-33.2619,-42.3609,-45.3822
