# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1203071976
# output
#   file = output_cal_pl_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.124156
# Diagonal elements of inverse mass matrix:
# 0.0139499, 0.0108765, 0.0391517, 0.022119, 0.0337487, 0.0105996, 0.018459, 0.0124491, 0.00948271, 0.0674771, 0.0192433, 0.0108075, 0.0681607, 0.0238486, 0.109808, 0.0371381, 0.75044, 4.47623
-2593.26,0.982581,0.124156,5,31,0,2600,58.0339,32.6651,181.106,35.9245,98.0596,71.1332,54.7739,18.6165,63.8103,17.5942,81.5037,102.669,21.9966,36.6383,104.371,0.141817,0.0465081,2.06575,-34.6282,-41.5321,-41.6882,-50.5784,-41.8032,-39.8716,-54.6332,-42.8,-41.498,-47.7756,-51.6627,-47.1978,-34.9002,-43.9067,-45.9331,-43.4108,-36.6805,-35.4736,-45.4257,-40.5168,-34.9221,-45.3737,-34.9392,-50.7809,-38.1919,-45.3333,-37.3866,-38.8472,-31.8794,-43.3541,-39.4471,-40.6442,-47.998,-55.2158,-36.7032,-37.3208,-35.3971,-38.6662,-43.8538,-52.6744,-51.3913,-50.2707,-50.4195,-50.315,-38.38,-32.612,-42.9595,-40.8457,-45.106,-33.1421,-41.355,-44.3611,-41.7779,-36.2432,-47.902,-28.7687,-46.3509,-56.4879,-49.6656,-33.2855,-41.7667,-46.5428
-2592.21,0.996537,0.124156,5,31,0,2598.17,61.124,33.491,205.687,45.6106,120.323,87.9189,49.2121,21.3186,60.2362,16.0391,97.0744,89.5002,36.0095,29.4666,43.6498,0.140449,0.12803,3.03053,-34.4915,-42.1638,-41.5042,-50.3875,-42.2253,-39.925,-55.1966,-43.6279,-40.6201,-46.5892,-54.212,-46.524,-36.2004,-47.4006,-44.6261,-42.7991,-36.6819,-35.2665,-45.1354,-39.8942,-35.2614,-45.0526,-34.8589,-50.468,-40.8035,-44.4448,-36.8045,-37.4327,-33.1,-42.9713,-38.6162,-39.1492,-48.5723,-54.2413,-36.4266,-38.7813,-34.5076,-38.8167,-43.5932,-55.18,-52.94,-50.4576,-50.6042,-49.7805,-37.8346,-32.3679,-42.6584,-40.6249,-47.286,-35.3619,-40.1711,-44.5733,-41.1802,-36.1228,-46.501,-28.2499,-44.73,-58.3804,-47.6191,-33.3688,-41.1422,-46.6054
-2591.93,0.937858,0.124156,5,31,0,2596.38,57.2276,33.8218,185.582,37.6599,101.371,71.9917,56.0512,19.3865,60.1325,14.5436,78.9393,102.573,22.3064,37.9795,87.8867,0.127537,0.0445429,2.02924,-34.6884,-41.6128,-41.9602,-50.7854,-42.099,-40.0592,-54.8417,-42.8532,-40.9531,-47.7538,-52.0858,-47.0503,-35.0225,-43.6468,-45.7537,-43.8123,-36.5191,-35.6606,-44.9924,-40.2778,-35.1792,-45.3583,-35.2837,-49.8764,-38.628,-45.1676,-37.1262,-38.9697,-32.6866,-43.2919,-39.1986,-40.5005,-47.9499,-55.1978,-36.8814,-37.8148,-35.465,-38.6944,-43.8509,-52.4358,-50.957,-49.9253,-50.4503,-49.3181,-38.7348,-32.873,-43.0245,-40.5361,-44.6459,-33.9813,-41.2883,-44.1003,-41.5982,-36.3873,-47.6815,-28.5617,-45.997,-56.5422,-48.9463,-33.1171,-41.4045,-46.291
-2592.31,0.971164,0.124156,5,31,0,2602.41,52.9894,30.2633,189,36.0558,123.177,81.3996,45.6008,20.1742,53.576,14.3462,85.4497,87.8925,33.573,26.5689,51.2506,0.105243,0.0522014,2.11936,-34.1943,-42.2729,-41.4738,-50.0355,-42.6836,-40.2237,-55.517,-43.4769,-40.5032,-46.1438,-53.7812,-47.2793,-36.3054,-45.3054,-45.2095,-43.0909,-36.9687,-35.9675,-45.2888,-39.763,-35.6911,-45.1702,-35.2239,-48.1379,-39.5411,-43.8898,-37.4244,-38.6207,-32.823,-43.331,-38.7321,-39.6622,-48.6699,-54.6177,-37.3845,-38.556,-35.3316,-39.3534,-44.5605,-52.6613,-50.1566,-50.4032,-50.6945,-48.5068,-38.7449,-32.7513,-42.6798,-40.7764,-44.7631,-35.3413,-39.8229,-44.5972,-41.2508,-36.7693,-47.5476,-28.626,-44.8467,-57.112,-47.4106,-33.405,-41.5728,-46.8417
-2590.83,0.89829,0.124156,5,31,0,2599.77,54.4956,28.2504,163.697,28.8403,105.286,67.8625,50.7426,18.2772,54.5512,16.1848,85.0424,87.0743,34.2458,32.6354,64.1087,0.124016,0.0424031,2.1413,-34.8725,-41.6867,-42.2311,-50.475,-42.245,-39.4467,-54.9209,-42.6666,-40.6302,-45.9475,-52.1031,-47.8191,-35.1946,-43.7485,-45.7194,-42.9834,-36.5203,-35.7155,-45.3295,-40.3666,-34.9703,-45.0841,-34.647,-48.7686,-38.4085,-44.5792,-37.7063,-38.6043,-31.51,-43.7337,-39.5362,-40.7813,-49.0021,-54.5548,-37.1344,-38.0783,-35.4178,-39.179,-44.594,-52.8433,-50.2576,-50.1664,-50.5667,-49.4602,-38.5742,-32.5135,-42.9289,-40.4059,-44.6685,-33.0192,-40.0115,-44.8488,-42.1487,-36.4943,-47.6697,-29.4267,-46.6166,-56.3713,-48.9477,-33.6435,-42.1283,-47.6185
-2589.43,0.978487,0.124156,5,31,0,2601.25,49.3402,33.9212,181.915,35.9296,102.555,67.5572,46.3854,18.1615,59.3553,16.5874,78.4608,93.5613,22.0005,36.1808,68.279,0.170048,0.100438,2.5694,-34.9356,-41.7807,-42.2996,-50.6994,-42.1088,-39.6625,-55.1181,-43.2852,-40.5806,-47.1645,-52.1701,-46.5563,-34.9414,-44.2049,-45.6389,-43.3012,-36.7454,-35.6015,-45.1816,-41.0821,-35.2153,-45.633,-34.9188,-50.9542,-39.1513,-45.9709,-37.4029,-38.7058,-31.7835,-43.6262,-39.0408,-40.1591,-48.4416,-55.3094,-36.7447,-37.7627,-35.587,-38.7582,-43.7557,-53.7081,-50.9285,-49.6389,-50.733,-49.4517,-37.7876,-32.6267,-43.1175,-40.9482,-45.5686,-33.1325,-41.516,-44.3308,-41.1928,-36.2495,-47.5995,-27.7869,-45.6517,-56.9908,-48.0188,-33.1262,-41.4501,-45.6157
