# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1442892253
# output
#   file = output_cal_g_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.524451
# Diagonal elements of inverse mass matrix:
# 0.0162233, 0.0107989, 0.0328385, 0.0146374, 0.0370494, 0.0123622, 0.0148792, 0.0199883, 0.00923841, 0.044845, 0.0193141, 0.0142434, 0.047594, 0.0137348, 0.154414, 0.0185289, 0.0134789
-2604.12,0.612012,0.524451,3,7,0,2610.51,58.4599,28.3959,174.55,41.7576,85.5329,62.8754,45.5095,16.5965,59.08,13.4546,67.6674,98.7807,33.1168,23.4039,64.7617,0.229327,0.17926,-34.3057,-42.927,-43.0582,-51.102,-42.5084,-39.6672,-54.9994,-43.4185,-41.2646,-47.8897,-53.3819,-46.723,-35.5089,-43.4359,-45.7168,-44.444,-36.5041,-36.126,-44.2504,-41.6561,-35.954,-45.6018,-35.2426,-52.8102,-39.9694,-44.3361,-37.6591,-38.1131,-32.467,-43.2633,-40.5003,-39.8636,-48.8533,-55.0534,-37.2157,-38.1909,-35.0305,-39.0586,-43.9234,-52.3355,-52.2414,-48.9873,-49.3035,-50.0582,-37.4342,-32.759,-42.8448,-41.0534,-47.8679,-35.6799,-42.1207,-43.8285,-41.835,-37.3649,-47.4807,-27.4978,-45.0073,-57.6458,-48.843,-33.4689,-41.1816,-45.6144
-2598.23,0.994296,0.524451,3,7,0,2610.76,45.0711,27.1518,166.056,30.183,107.251,66.8147,48.5781,18.7428,55.5096,14.7391,82.2644,81.4124,19.6869,33.1666,69.5699,0.246568,0.216599,-35.4917,-42.664,-42.9261,-50.3929,-42.1191,-39.8689,-55.7271,-43.6833,-41.252,-45.9815,-52.2043,-46.0441,-35.4617,-42.9063,-45.2879,-42.8868,-37.0006,-35.7626,-45.3291,-41.6344,-35.0546,-46.122,-34.4774,-51.3761,-38.7094,-45.5622,-37.5139,-38.8132,-31.4785,-43.4342,-39.6475,-40.7498,-49.3366,-54.8785,-36.8001,-37.576,-35.1871,-39.0449,-44.2924,-53.7397,-50.1258,-50.3406,-50.4125,-50.285,-38.9301,-32.3548,-43.7332,-41.6081,-47.3997,-33.6396,-41.5049,-45.0492,-40.8594,-36.3407,-47.7478,-28.3443,-45.8374,-58.1945,-46.9007,-33.5808,-41.9904,-44.9888
-2606.29,0.663576,0.524451,3,7,0,2611.02,51.8512,29.7684,161.979,37.7613,94.4291,62.1497,49.9074,17.1394,51.0317,12.3505,73.0655,78.9723,13.6417,28.5043,34.6479,0.20094,0.242285,-34.9859,-42.4528,-43.6571,-51.2052,-42.2364,-39.9588,-55.987,-44.582,-40.7607,-47.5551,-53.5981,-45.6517,-35.321,-44.6096,-46.241,-43.6116,-36.6905,-35.5298,-44.8994,-41.3521,-35.4089,-46.1319,-34.2232,-53.0346,-40.3209,-46.0543,-37.408,-37.9497,-31.5586,-42.8359,-39.4965,-39.0765,-48.7838,-55.8183,-36.5515,-38.4028,-34.6007,-38.8163,-42.8604,-56.4718,-51.7141,-50.2157,-51.534,-49.5215,-38.0164,-32.5496,-44.2376,-41.2334,-48.3419,-33.7591,-43.2112,-43.8116,-40.6781,-35.9344,-47.1784,-27.2676,-44.074,-58.4501,-47.6121,-33.1384,-40.8796,-45.1852
-2605.58,0.997352,0.524451,3,7,0,2611.6,53.0056,27.2633,167.275,34.1295,102.493,70.49,45.4554,17.7788,56.2257,13.9014,75.642,91.7059,46.0236,29.0052,104.91,0.291664,0.163072,-35.0415,-43.0783,-42.0006,-51.1473,-42.6125,-40.4325,-55.2282,-42.9333,-42.4977,-45.6344,-53.0275,-46.8628,-36.0883,-41.392,-45.3231,-43.9885,-37.2187,-36.9277,-45.0534,-41.5673,-36.0883,-45.5161,-36.0369,-49.466,-39.0996,-44.1022,-37.802,-39.1919,-33.2671,-44.088,-39.687,-41.0823,-49.2249,-54.6388,-37.9363,-38.3376,-36.0882,-39.8255,-45.4989,-50.5108,-50.6382,-49.7275,-49.0973,-49.7223,-38.7239,-33.305,-42.529,-41.3024,-46.0875,-36.0487,-40.9534,-45.0967,-41.7986,-38.2183,-48.056,-28.2923,-46.2314,-56.7032,-47.2024,-33.8546,-42.5974,-45.2262
-2601.64,0.869038,0.524451,3,7,0,2613.3,54.9716,26.4021,171.365,33.1292,100.426,55.4814,45.9218,18.4554,55.3127,13.2147,80.0282,92.4817,27.7418,27.4565,40.1449,0.250413,0.192908,-35.3691,-43.0306,-43.8708,-50.7776,-42.5277,-38.9206,-55.9075,-43.6569,-40.1387,-45.992,-52.8555,-46.734,-34.9735,-42.6468,-45.7999,-43.5174,-36.3221,-35.9748,-44.2764,-42.0705,-35.4232,-45.5596,-34.5519,-51.8048,-40.0962,-45.1233,-37.8481,-38.5525,-31.9018,-43.6074,-40.4882,-40.3821,-50.3294,-54.6827,-36.9943,-38.8039,-35.1726,-38.8347,-44.2199,-53.4326,-50.8184,-48.2863,-49.0471,-48.6998,-38.4307,-32.3513,-43.0042,-41.2077,-47.3199,-34.3659,-42.3195,-44.1869,-42.1084,-36.8251,-47.9027,-28.0654,-45.7686,-58.8554,-48.5448,-33.1993,-41.2625,-45.8361
-2602.24,0.932901,0.524451,3,7,0,2609.76,59.5625,31.0875,163.198,41.2215,123.388,80.1694,50.2251,16.8286,58.3541,17.459,73.5011,81.8089,24.3002,26.18,82.0897,0.252011,0.206524,-34.8199,-42.2478,-40.7534,-51.0358,-41.8103,-41.4428,-55.4762,-43.3087,-42.4743,-46.5887,-53.5495,-45.6317,-36.1854,-43.4101,-45.2525,-43.2677,-37.8628,-35.6923,-45.5375,-41.0373,-35.6008,-45.7661,-35.3393,-51.178,-39.4991,-45.1265,-37.1878,-38.1467,-32.8389,-43.0481,-38.8944,-39.4566,-48.3736,-54.8587,-36.8197,-37.8695,-35.1368,-39.2853,-43.7535,-53.6607,-52.428,-51.904,-50.5214,-51.5407,-38.0974,-33.1589,-42.9999,-41.938,-48.6465,-35.1746,-41.5373,-44.8115,-40.9426,-36.8827,-47.115,-27.7504,-44.3964,-56.8703,-46.7841,-33.6679,-42.1842,-44.9388
