# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1442953605
# output
#   file = output_cal_g_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.480574
# Diagonal elements of inverse mass matrix:
# 0.0181259, 0.0160715, 0.0393168, 0.018564, 0.0285822, 0.0162054, 0.0250801, 0.0136643, 0.0121686, 0.0654942, 0.0193088, 0.0185128, 0.0666044, 0.0175126, 0.193446, 0.0172735, 0.0121119
-2605.39,0.700475,0.480574,3,7,0,2616.79,56.8696,31.4357,185.214,37.514,110.194,89.4872,45.5847,24.1649,65.5743,16.6774,93.6743,105.367,36.1164,33.827,80.3113,0.292523,0.194963,-34.8185,-42.5649,-41.0609,-51.4044,-42.3012,-40.7581,-54.923,-42.5492,-42.0869,-46.2831,-53.3025,-45.8279,-35.9017,-42.9399,-44.5646,-43.3541,-37.0285,-36.1992,-44.9731,-41.194,-35.5864,-44.8268,-35.655,-52.9145,-39.7192,-44.5522,-37.0725,-39.0266,-32.7255,-43.1108,-38.8775,-40.6805,-49.0141,-54.2252,-37.0113,-38.6983,-35.3794,-39.0829,-45.0125,-52.6868,-52.4036,-51.1002,-49.3749,-51.6555,-38.9509,-33.1682,-42.7584,-41.1443,-47.0494,-36.4103,-42.3632,-44.6724,-40.4729,-37.5719,-48.1331,-29.1007,-45.8714,-57.6508,-47.2122,-33.4694,-42.2964,-45.1431
-2605.03,1,0.480574,3,7,0,2610.38,57.4927,31.1003,197.05,37.0395,105.735,87.3352,43.315,23.7747,66.8561,14.4335,89.9794,105.864,36.1281,36.1019,68.2447,0.289473,0.201709,-34.9245,-43.0098,-41.6563,-51.2785,-42.6203,-40.2346,-54.965,-42.8335,-41.5369,-46.7982,-53.0167,-45.7771,-35.6559,-43.1125,-44.6671,-43.6605,-36.5646,-36.1785,-44.7871,-41.2116,-35.4938,-44.8385,-35.6469,-53.0696,-39.8925,-44.6028,-37.0585,-38.8871,-32.6975,-43.043,-38.6958,-40.7539,-49.1409,-54.4649,-36.8468,-38.7797,-35.442,-38.9919,-44.9656,-52.8661,-52.722,-50.5598,-49.2272,-51.5459,-38.5577,-32.9122,-42.8887,-40.9697,-47.0756,-36.1197,-42.4147,-44.7516,-40.3837,-37.6124,-48.1709,-28.8206,-45.8849,-58.4411,-47.2608,-33.2372,-42.0127,-44.9475
-2602.66,0.964374,0.480574,3,7,0,2611.87,50.9587,34.3185,192.405,34.9422,104.531,70.4994,68.6099,18.0782,61.7268,14.0915,84.8575,97.5184,22.0888,29.7478,72.1428,0.298321,0.198715,-34.7539,-43.6739,-41.8999,-50.2986,-41.8966,-40.5174,-55.7615,-43.7098,-41.1517,-46.4965,-53.2016,-45.5221,-35.3979,-43.1872,-45.5217,-43.5515,-37.362,-36.1625,-44.956,-41.9619,-35.0877,-45.7308,-35.2183,-51.6822,-38.8806,-46.0828,-37.5323,-39.1611,-34.1018,-43.5931,-39.4911,-39.8308,-49.023,-55.3923,-37.1168,-37.5488,-35.5612,-38.7029,-44.3123,-53.3663,-52.4752,-49.8381,-49.4009,-49.0882,-40.1624,-33.1405,-42.3478,-41.5386,-47.2604,-34.9198,-42.4887,-44.3041,-41.169,-37.0943,-47.9618,-27.7499,-45.5867,-57.4064,-47.1533,-32.6838,-41.5905,-44.2734
-2601.01,0.994804,0.480574,3,7,0,2608.7,55.88,27.0678,161.698,39.9787,96.73,74.4324,44.8239,19.5277,60.5538,17.3831,79.1666,88.9003,32.9524,29.9794,72.6953,0.297456,0.223227,-35.0136,-42.7934,-41.1847,-51.7361,-42.6751,-40.4618,-55.5881,-43.0587,-42.1334,-45.5792,-52.7344,-46.0192,-35.5165,-42.0358,-45.3918,-43.2712,-37.5502,-35.9892,-45.3215,-41.4884,-35.2951,-45.3076,-35.1651,-51.6687,-39.6922,-44.8134,-37.9484,-38.2292,-31.8763,-43.5202,-39.0039,-40.5301,-49.2218,-54.6558,-36.9103,-38.2832,-35.6462,-39.3204,-44.3354,-52.8139,-52.0134,-50.6311,-49.3147,-51.1942,-37.1502,-32.7367,-42.6362,-41.677,-47.5936,-34.599,-42.6215,-45.039,-40.8424,-37.0184,-47.9003,-28.0214,-45.1267,-57.6991,-47.5212,-33.7481,-42.4991,-45.3512
-2602.82,0.751762,0.480574,3,7,0,2611.34,55.3534,31.4056,182.104,29.2805,112.227,66.3049,62.3436,17.5863,57.6501,15.6591,69.6924,87.8992,20.9837,25.2404,61.8159,0.228115,0.20252,-34.9113,-43.1367,-42.9958,-49.7847,-41.4914,-39.9503,-55.4655,-43.9179,-40.845,-47.291,-53.1621,-45.7939,-35.687,-44.8732,-45.7734,-43.7355,-36.9517,-35.8396,-44.76,-41.6705,-35.1989,-46.1642,-34.6446,-51.9799,-38.1839,-45.5552,-37.5077,-38.6565,-32.943,-42.7802,-40.0291,-39.4327,-48.5247,-55.4115,-36.9841,-37.5771,-35.074,-38.8,-44.0641,-53.7309,-51.5733,-50.4933,-50.3672,-49.9368,-39.7674,-32.8328,-43.4492,-41.3406,-47.769,-34.0134,-41.5579,-44.1735,-41.527,-37.0231,-47.6749,-28.3248,-45.578,-56.9359,-47.8288,-33.3167,-41.4365,-44.9336
-2604.26,0.899306,0.480574,3,7,0,2611.72,52.8431,34.1524,180.725,47.4299,99.4301,67.5857,40.8359,18.5895,65.432,13.72,85.5528,93.9503,33.2809,33.1368,63.58,0.29099,0.214324,-35.263,-42.8946,-41.9679,-52.2744,-42.5445,-40.0325,-55.3094,-43.2156,-41.4718,-46.409,-53.5461,-45.9633,-35.1707,-42.8175,-45.0864,-43.6665,-36.7972,-35.5873,-44.6232,-42.5234,-35.4168,-45.2037,-35.4192,-53.0266,-41.267,-46.4074,-37.6817,-38.0791,-32.8327,-43.9903,-39.4689,-40.0257,-49.4298,-54.6299,-36.5834,-38.5985,-35.743,-38.803,-43.7798,-54.3573,-53.4653,-48.7351,-49.0676,-49.942,-36.6523,-32.7959,-41.9812,-41.4574,-49.3035,-34.9388,-42.6669,-45.042,-41.4814,-36.7585,-47.0086,-26.673,-45.403,-58.7959,-46.9687,-32.871,-41.4802,-44.528
