# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1186089052
# output
#   file = output_cal_pl_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.142636
# Diagonal elements of inverse mass matrix:
# 0.0225906, 0.00637609, 0.0327677, 0.0245913, 0.0347117, 0.0113157, 0.016872, 0.017065, 0.00953036, 0.0681981, 0.0187057, 0.0133802, 0.045221, 0.0204097, 0.114832, 0.0337208, 0.558111, 2.41725
-2595.41,0.992678,0.142636,5,31,0,2610.58,57.3929,33.8492,162.99,38.5844,141.732,78.3836,47.4421,20.6312,64.9051,13.3199,78.9872,102.161,26.5002,30.8254,95.301,0.137845,0.0820697,2.29783,-34.9936,-41.7605,-40.5583,-51.452,-42.4432,-41.4873,-54.7114,-42.351,-41.9072,-47.512,-53.3897,-47.8269,-35.9232,-43.155,-45.7472,-43.5702,-36.8923,-35.3308,-45.0579,-40.6191,-35.6006,-44.3796,-35.1887,-50.984,-38.4904,-45.1995,-37.3634,-38.7883,-31.45,-43.3237,-39.4616,-40.241,-48.5822,-54.5453,-36.9075,-37.8633,-35.3479,-38.8315,-43.8742,-52.4782,-50.574,-51.0869,-50.3868,-51.2826,-38.106,-32.932,-42.262,-40.995,-45.6237,-33.8102,-40.7008,-44.2916,-41.8449,-36.3501,-47.5547,-29.0124,-45.873,-56.0905,-48.7319,-32.9898,-42.0777,-46.7368
-2593.68,0.997539,0.142636,5,31,0,2602.67,48.3282,33.4301,214.041,36.1103,104.62,80.6585,55.4499,17.8438,54.7195,21.1451,93.2462,89.2204,21.6053,34.6516,50.0014,0.157055,0.053575,2.22453,-34.3363,-42.1514,-42.3238,-49.4819,-41.8083,-39.2059,-55.7783,-44.3052,-39.8165,-46.503,-52.2882,-45.6028,-35.5028,-47.636,-44.878,-42.5233,-37.2544,-35.7402,-46.0532,-40.1141,-35.0168,-46.384,-34.648,-50.1121,-39.5317,-45.3168,-36.8542,-38.477,-33.0299,-43.4402,-38.1372,-39.6376,-48.4654,-55.516,-36.8312,-37.7314,-35.0637,-38.7624,-44.0128,-55.041,-51.4528,-50.4035,-51.407,-48.6726,-39.2,-32.4664,-43.7931,-40.9817,-45.5499,-34.2842,-41.2509,-44.3468,-40.583,-36.1802,-47.6778,-28.0685,-44.8767,-57.9487,-47.3374,-33.39,-41.1709,-45.5877
-2594.24,0.999347,0.142636,5,31,0,2601.67,50.982,33.2748,159.147,36.7415,100.836,73.7095,44.3862,18.9836,59.6367,15.1772,79.5005,98.4593,21.3789,32.8834,74.2008,0.101612,0.0346315,2.04477,-33.9602,-41.0961,-41.1527,-51.0131,-42.5502,-40.8538,-54.8664,-42.5038,-40.9805,-47.854,-53.0793,-47.9145,-35.1934,-43.0584,-45.605,-43.485,-36.8777,-35.3771,-45.3409,-40.1461,-35.2163,-44.9515,-35.1857,-49.8032,-38.7159,-45.1821,-37.3747,-39.1084,-31.2814,-43.4792,-39.5036,-40.4351,-47.9654,-54.8978,-36.901,-37.7915,-35.3497,-38.896,-44.0429,-52.5129,-50.9487,-50.8763,-51.0363,-49.9735,-38.1659,-32.8857,-42.9829,-40.9109,-44.5518,-33.8742,-40.414,-44.2983,-41.5447,-36.229,-47.5783,-28.9267,-46.0302,-55.8132,-49.0459,-33.23,-41.7027,-47.6146
-2587.93,0.998612,0.142636,5,31,0,2600.32,55.3531,28.5337,190.581,37.9682,109.086,70.4323,50.95,17.0586,61.2852,15.4391,86.1228,91.0206,30.3177,31.2308,58.2675,0.162518,0.183248,3.38611,-34.9266,-42.4355,-42.4532,-50.0616,-42.2298,-39.1351,-55.1918,-43.4313,-40.3449,-46.7739,-52.1265,-47.0591,-35.3261,-44.8573,-45.4145,-42.8871,-36.4709,-35.51,-45.1781,-40.638,-35.1156,-45.3226,-34.5779,-50.6101,-39.3215,-44.5776,-37.4487,-37.9441,-31.9755,-43.4333,-39.5417,-40.2025,-49.2003,-54.8632,-36.6528,-37.5933,-34.981,-38.9094,-43.7988,-53.6182,-51.5452,-49.5726,-49.7556,-50.0829,-37.8395,-31.9745,-42.6287,-40.989,-46.4995,-33.4578,-40.5178,-44.6545,-41.8393,-36.1859,-47.2012,-28.1409,-45.701,-58.2791,-48.6552,-33.1301,-41.4561,-46.5701
-2590.44,0.84103,0.142636,4,31,0,2598.52,51.5877,31.3776,191.182,42.1168,125.911,74.0294,49.1799,17.0654,60.8538,10.9568,89.6756,88.9913,27.3935,27.2298,68.5057,0.165351,0.235101,3.49268,-34.9918,-43.1,-41.4392,-50.5687,-42.2996,-40.2703,-55.4591,-43.7906,-41.2095,-46.5762,-53.3954,-47.0177,-36.1841,-45.0502,-45.5025,-42.9097,-36.8526,-35.4758,-45.2684,-40.8957,-35.364,-44.9821,-34.6573,-50.5539,-39.6722,-45.1006,-37.4257,-38.0392,-32.4436,-43.6356,-39.2728,-39.3887,-49.1646,-54.8125,-36.7652,-37.4413,-35.0659,-38.9007,-43.6765,-53.9649,-51.1979,-49.8063,-50.0917,-49.4549,-37.8967,-32.2644,-41.9607,-41.3064,-47.0302,-34.137,-40.7671,-44.4215,-41.5424,-36.1133,-46.9883,-27.5016,-44.784,-58.3709,-47.517,-32.5406,-41.3367,-45.6887
-2590.36,0.997666,0.142636,5,31,0,2598.7,53.7454,33.4481,185.474,42.0629,99.8007,76.4282,52.1263,20.239,57.9115,14.9208,89.8422,99.9613,18.8244,41.7934,77.3909,0.151474,0.107417,2.77948,-34.8854,-41.2757,-42.2303,-51.0712,-42.1317,-40.0388,-54.978,-43.0471,-40.9144,-47.5984,-52.1551,-46.4247,-34.9927,-44.0374,-45.3034,-43.4066,-36.4961,-35.5208,-45.1863,-40.144,-35.2657,-45.5846,-35.0377,-51.1433,-39.6288,-45.3031,-36.6964,-38.7118,-32.3719,-43.2095,-38.8693,-40.5182,-48.0287,-55.0712,-36.5985,-38.0222,-34.9592,-38.5653,-43.4105,-53.8581,-51.1089,-50.058,-50.9109,-49.7413,-38.6913,-32.7939,-43.7661,-40.5259,-45.4717,-34.483,-41.9302,-44.1444,-40.9493,-35.8637,-47.4767,-28.3365,-45.5276,-57.656,-48.3291,-33.2701,-41.2492,-45.8264
