# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1442892436
# output
#   file = output_cal_g_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.514904
# Diagonal elements of inverse mass matrix:
# 0.0172885, 0.00773571, 0.027657, 0.0192901, 0.0476184, 0.00924203, 0.0213901, 0.0124891, 0.00920667, 0.0579767, 0.0166977, 0.0100165, 0.0428822, 0.0130212, 0.11173, 0.0254973, 0.0107422
-2602.23,0.686675,0.514904,3,7,0,2607.37,47.4684,24.8554,147.78,35.6085,76.1367,56.1765,53.1558,16.3219,56.593,12.3473,73.797,80.3626,28.9297,27.8349,52.5754,0.234456,0.212043,-34.9336,-42.9325,-43.423,-51.0646,-42.8372,-39.6499,-55.6306,-43.6156,-41.1864,-46.374,-52.7795,-46.8463,-35.1947,-41.9139,-45.8977,-43.6957,-36.7229,-35.8368,-44.7946,-42.2594,-34.9952,-45.7022,-34.5051,-51.5974,-39.2423,-45.1692,-38.3401,-38.0339,-31.4631,-43.8107,-40.9387,-40.7769,-49.4847,-54.9143,-37.0362,-37.7022,-35.2217,-39.2569,-43.9204,-53.1518,-51.5309,-49.2872,-49.4272,-50.4214,-37.4022,-32.3062,-42.7117,-41.1743,-48.4851,-33.2925,-41.4286,-45.0782,-41.5927,-36.4926,-47.127,-27.7261,-46.069,-57.8786,-48.0332,-33.6732,-41.9691,-46.0228
-2602.47,0.986598,0.514904,3,7,0,2607.48,45.0271,30.2788,176.313,39.7722,117.623,77.0862,42.5506,17.0728,50.5257,15.1207,71.6787,83.5103,25.2327,27.609,68.2817,0.255003,0.229139,-34.7956,-42.8963,-41.4666,-51.8464,-42.1495,-40.6184,-55.4984,-43.814,-41.6123,-46.4591,-53.0988,-45.5604,-36.1217,-44.1225,-45.079,-43.5331,-37.5593,-36.4495,-45.16,-40.7139,-36.2775,-46.0107,-35.3621,-52.21,-39.9937,-44.7469,-37.2445,-38.4325,-32.6381,-43.1563,-38.1335,-39.4139,-48.5717,-55.4433,-37.3067,-38.0663,-35.4056,-39.3981,-44.231,-53.6778,-50.3207,-51.2251,-50.9307,-49.8865,-38.184,-33.2681,-43.7022,-41.6033,-46.9148,-35.8235,-42.8485,-44.0338,-40.4569,-37.173,-47.9307,-27.5277,-43.9089,-57.2908,-46.0349,-33.4268,-41.9366,-44.395
-2600.28,0.875636,0.514904,3,7,0,2610.13,45.2244,26.9164,166.288,34.1331,80.2271,71.7662,46.9281,18.7595,61.2762,17.8106,81.3982,87.5055,22.9337,32.5538,67.8844,0.255695,0.209076,-34.5133,-42.4933,-42.5605,-50.2262,-42.5342,-40.0754,-55.7005,-43.5291,-41.4197,-46.4927,-52.3962,-45.8571,-35.3402,-42.4432,-45.0476,-42.9484,-37.3609,-35.86,-45.5851,-41.6457,-34.895,-46.1868,-34.8103,-51.8424,-38.9085,-45.1645,-37.6391,-38.7767,-31.4806,-43.552,-39.6962,-41.0413,-48.9973,-54.8657,-36.8581,-37.444,-35.2829,-39.1631,-44.4301,-52.9465,-51.9016,-50.57,-49.9388,-51.4068,-38.019,-32.4006,-43.3841,-41.8239,-47.6068,-34.15,-41.4807,-45.2949,-40.2943,-36.6229,-47.7565,-28.0763,-45.8321,-57.8917,-47.1499,-33.9635,-42.1605,-45.2884
-2601.7,0.699764,0.514904,3,7,0,2611.36,60.107,26.6855,177.059,37.8483,119.261,69.5819,51.9791,16.6764,50.25,11.0533,78.2938,89.5275,26.2708,32.755,74.6475,0.237446,0.210382,-35.6345,-42.908,-42.8595,-51.5054,-42.1336,-39.6716,-55.2386,-43.4847,-41.4288,-46.5797,-52.0646,-46.1217,-35.5781,-43.087,-45.765,-44.0802,-36.2914,-36.2998,-44.5127,-40.5683,-35.9415,-45.5773,-35.0242,-51.7581,-39.9034,-44.2283,-37.1464,-38.3156,-32.7727,-42.9769,-39.0256,-40.3005,-49.2014,-55.0924,-37.1236,-38.4018,-34.9345,-39.0525,-43.9878,-53.4295,-50.2638,-49.8517,-50.0843,-49.6948,-39.1927,-32.939,-43.9519,-40.7453,-46.9817,-35.4714,-42.9425,-44.1982,-41.615,-36.9475,-48.0361,-28.2376,-44.9238,-58.6362,-47.8532,-33.2015,-41.7317,-44.8493
-2599.51,0.941882,0.514904,3,7,0,2610.43,44.4635,27.0567,170.241,38.265,100.216,66.9619,39.3703,18.9075,56.7561,12.7676,72.924,92.0563,22.746,30.8271,69.5278,0.225601,0.175975,-34.8992,-42.1787,-43.448,-50.8656,-42.5648,-39.8853,-55.274,-43.4066,-41.1574,-47.7086,-52.883,-46.5934,-35.6649,-42.8028,-45.0117,-43.8371,-36.4831,-36.0187,-44.7096,-41.2826,-36.0052,-46.0331,-35.1654,-52.2965,-39.5819,-44.5634,-37.2381,-38.7715,-31.5365,-43.2551,-40.0624,-40.6551,-48.8934,-54.9796,-37.1363,-37.9606,-34.9516,-39.1398,-44.0953,-52.3546,-50.0487,-49.5855,-50.1494,-50.2928,-38.152,-32.485,-43.7468,-41.2944,-47.1901,-35.3479,-41.3206,-44.3587,-40.98,-36.743,-47.4773,-27.8736,-45.3756,-58.2708,-47.292,-33.5932,-41.3173,-45.2526
-2600.44,0.984198,0.514904,3,7,0,2603.54,44.1938,28.0482,174.844,34.0068,108.22,68.4936,43.5811,18.9345,56.7033,16.8087,71.6539,90.8236,22.5769,34.2351,64.5425,0.227879,0.168253,-35.2559,-41.7423,-44.0119,-50.2787,-42.3349,-39.7257,-55.6178,-43.3655,-40.5298,-47.3981,-52.4448,-46.1926,-35.5482,-42.7425,-44.6993,-43.6225,-36.78,-36.1265,-44.7686,-41.2269,-35.9292,-46.6659,-35.3398,-51.4535,-39.1376,-44.6562,-37.1074,-39.1092,-31.9955,-43.1867,-39.944,-41.0308,-48.9045,-54.9654,-37.2071,-38.0159,-35.1307,-39.1912,-44.4391,-52.1592,-49.9767,-49.8599,-50.1919,-50.4244,-38.9307,-32.618,-44.2386,-41.4857,-46.7857,-35.146,-40.6931,-44.7844,-41.1332,-36.933,-47.6062,-28.2377,-46.0561,-57.8732,-46.9212,-34.0608,-41.5644,-45.249
