# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1280762753
# output
#   file = output_cal_pl_Ka_EPs_7.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.152851
# Diagonal elements of inverse mass matrix:
# 0.0792714, 0.0192701, 0.273638, 0.0440991, 0.172226, 0.0169132, 0.0309483, 0.0403126, 0.0150012, 0.0638204, 0.0666656, 0.119436, 0.124055, 0.0135892, 0.195958, 0.0661951, 1.26888, 0.0850497, 0.0744042, 0.0962127, 0.781127, 0.0302333, 0.140399, 0.390857, 0.0227083, 0.270571, 2.55751, 1.4519, 0.724872, 0.0976302, 0.927257, 0.933021, 0.0643444, 0.0399011
-2569.36,0.98599,0.152851,5,31,0,2583.15,112.088,36.1463,250.551,36.5166,99.4987,82.1907,61.1441,24.5263,38.494,20.2246,116.594,208.541,41.9574,32.1889,95.1965,0.0633317,-0.496796,-3.22127,-2.53771,-4.38831,-4.54216,-3.86369,-3.29415,-2.82168,-5.71529,-3.79537,-1.44694,-0.418629,-1.15615,-4.78996,-1.08115,2.11294,-1.95163,2.22943,0.608477,0.0399043,0.0790471,0.0124217,0.0106503,0.0209903,0.0370994,0.059506,0.00329521,0.0224746,0.235289,0.657948,0.314695,0.0083128,0.339207,-33.9568,-41.0554,-41.8515,-49.655,-42.1823,-40.1676,-55.0515,-42.4276,-38.8201,-50.1993,-52.1944,-45.7297,-34.3227,-42.9133,-45.1181,-43.2491,-36.4776,-34.1654,-43.8874,-38.7604,-33.9982,-46.0022,-34.4559,-49.4379,-38.5256,-42.5909,-36.6198,-38.0506,-33.8477,-43.1895,-37.7829,-40.5638,-49.1413,-54.7001,-36.2396,-37.2879,-34.2829,-37.9176,-43.4476,-50.2376,-47.6178,-50.0816,-49.8505,-48.3454,-38.0222,-31.9345,-44.4005,-40.3677,-44.6266,-33.8451,-41.0221,-44.8689,-41.4747,-36.6592,-46.751,-28.5671,-45.2751,-56.9545,-48.1731,-34.3863,-40.5159,-45.5013
-2568.9,0.722257,0.152851,5,31,0,2586.58,86.9304,32.2067,219.674,35.3851,154.263,85.0775,44.6836,27.3825,42.7401,14.4781,160.333,183.471,29.3395,32.2383,130.188,0.0561137,-1.85069,-3.27343,-2.96842,-4.2041,-2.15888,-3.7075,-5.14476,-1.25815,-5.82338,-3.56872,-0.164094,-0.47732,-2.31907,-4.04643,-2.4449,2.00967,-2.38455,1.98497,0.157129,0.0378764,0.0513846,0.0149343,0.115455,0.0245388,0.00582989,0.284179,0.0029576,0.0281918,0.848662,0.620444,0.098365,0.0174848,0.0867345,-33.8524,-41.4445,-41.1855,-49.1575,-41.7671,-40.0936,-54.7087,-42.2796,-40.0603,-48.7738,-52.4396,-47.2233,-35.2898,-43.1963,-45.7062,-42.6037,-36.4973,-33.4988,-44.903,-38.6299,-33.0681,-45.3009,-33.208,-48.5921,-37.4971,-42.6192,-37.2057,-38.3961,-32.0825,-43.6497,-38.05,-40.5108,-48.3829,-53.1318,-36.0322,-36.1919,-34.2547,-38.1787,-43.9515,-49.1961,-48.8471,-50.475,-49.6413,-49.4009,-39.4663,-31.8657,-43.5813,-41.7122,-45.059,-32.4706,-39.1841,-46.6158,-42.255,-35.3276,-46.875,-28.8456,-46.695,-57.4452,-48.3596,-33.4457,-41.4337,-46.3655
-2571.53,0.990816,0.152851,5,31,0,2586.14,78.7684,34.4657,231.391,39.7373,113.69,67.7964,59.5348,20.3693,47.4719,14.2195,130.471,173.759,47.0876,29.244,69.4493,0.0672529,-1.84897,-2.89822,-2.2678,-4.85505,-3.5271,-3.8607,-2.59011,-3.81818,-4.78331,-3.35271,-0.669834,-0.26947,-2.08964,-4.07723,-2.14764,2.2062,-4.79417,1.80308,0.157399,0.0551215,0.103539,0.00778897,0.02939,0.0210532,0.0750115,0.0219677,0.00836825,0.0349893,0.511793,0.763784,0.123731,0.0169544,0.116759,-34.4714,-41.8468,-42.0694,-50.8952,-41.8809,-39.8201,-54.9153,-42.1391,-39.0721,-47.6049,-52.6561,-47.4827,-34.8573,-42.846,-45.0758,-43.372,-36.3318,-34.3074,-43.4857,-39.0939,-34.6245,-45.1166,-34.186,-49.5585,-40.8073,-43.0128,-37.3069,-36.8897,-34.142,-42.6849,-38.9131,-39.8061,-48.6257,-54.1838,-36.4282,-38.4086,-34.5559,-38.1439,-42.6104,-50.853,-47.8434,-49.0063,-50.0246,-47.6321,-35.5554,-31.9145,-42.6631,-40.6529,-46.3045,-33.9267,-40.0782,-44.7336,-42.8324,-35.7638,-45.173,-27.3459,-45.126,-57.4694,-48.4861,-34.1004,-40.4858,-47.2566
-2573.61,0.872199,0.152851,5,31,0,2590.2,84.4864,36.8132,243.448,35.1505,130.96,75.0836,71.4385,19.9836,38.2872,14.2431,149.571,196.928,43.7681,30.3425,74.9568,0.0781609,-1.22872,-3.02976,-2.6937,-3.23517,-3.26315,-3.99123,-2.02694,-3.82982,-5.7978,-4.07715,-0.222361,-0.252069,-0.572773,-4.2002,-3.36519,2.05238,-1.70063,2.35063,0.292667,0.0483271,0.0676303,0.0393536,0.0382679,0.0184769,0.131738,0.0217136,0.00303422,0.0169557,0.800627,0.777191,0.56396,0.0149926,0.0345556,-34.05,-41.9468,-41.5595,-49.5503,-41.5358,-40.0811,-54.9875,-42.5727,-39.4659,-48.6297,-52.4818,-46.5351,-35.0475,-44.8271,-45.3726,-43.1641,-36.5727,-33.8253,-43.783,-39.0974,-33.6825,-45.484,-33.4106,-50.2135,-38.7853,-43.1198,-36.6025,-38.61,-32.8079,-43.1559,-38.0042,-39.95,-48.8634,-53.8497,-36.339,-37.2448,-34.8227,-37.6512,-44.24,-50.3571,-47.3463,-49.8644,-49.5896,-47.8038,-38.721,-31.8769,-43.0477,-40.3922,-44.6756,-32.7228,-40.6526,-44.9228,-42.15,-36.3192,-47.4786,-29.1616,-46.5271,-57.3622,-48.0459,-33.4524,-40.8,-45.6509
-2572.08,0.934558,0.152851,5,31,0,2587.9,61.4955,37.4683,243.153,30.0384,131.567,82.7609,39.5503,29.9955,57.9736,13.8306,129.961,163.556,30.3153,33.3161,93.0542,0.0887973,-3.75592,-2.65997,-2.74803,-5.81397,-2.12048,-4.09415,-5.02268,-1.67537,-4.44133,-4.63657,-0.166493,-1.14216,-2.9991,-4.19839,-2.15558,2.03421,-2.56631,1.30845,0.0233788,0.0699504,0.0640542,0.00298557,0.119974,0.0166699,0.00658685,0.187238,0.0117803,0.00969086,0.846629,0.319129,0.0498317,0.0150197,0.115837,-33.6624,-41.6322,-41.6332,-51.6776,-41.9854,-39.5487,-54.6741,-42.2372,-39.0244,-47.86,-51.4264,-47.2219,-34.4392,-44.0066,-44.8974,-44.1952,-36.2466,-34.1888,-44.7904,-38.6996,-34.8126,-45.104,-34.3204,-51.6548,-40.2284,-42.7109,-36.5108,-37.3312,-33.685,-42.5679,-37.8444,-40.2187,-47.9286,-54.2085,-36.3173,-38.388,-34.6854,-37.7124,-42.3678,-50.7267,-50.5711,-49.7176,-50.2725,-49.7235,-36.5147,-32.1936,-44.0169,-41.3113,-45.7998,-34.6503,-41.0026,-44.4174,-41.5081,-35.5332,-45.6026,-26.822,-43.9967,-57.8717,-48.333,-33.7671,-40.5506,-46.2492
-2589.11,0.575951,0.152851,5,31,0,2605.7,76.9607,35.5725,257.055,67.7744,169.76,76.4482,64.511,19.1707,37.8699,27.6166,144.335,176.351,37.862,29.0332,63.6863,0.0671324,-2.6811,-2.8114,-2.0418,-2.60222,-1.88447,-4.55355,-2.05317,-4.90684,-5.98223,-0.522515,-0.200134,-0.353282,-1.02782,-4.55138,-3.26342,2.00284,-3.41263,2.57568,0.0684879,0.0601207,0.129795,0.074109,0.15191,0.0105297,0.128328,0.00739581,0.0025232,0.593027,0.818621,0.702379,0.357785,0.0105526,0.0382572,-34.2197,-41.2941,-39.672,-49.5,-42.6558,-41.8118,-56.0029,-42.5713,-40.4237,-48.4348,-53.3628,-45.626,-35.7467,-42.8142,-44.975,-42.1129,-37.5717,-33.938,-44.1373,-38.729,-34.5565,-45.4715,-34.3074,-49.2619,-40.9343,-42.5277,-36.9815,-37.5619,-34.0324,-42.8955,-37.8759,-40.038,-48.5806,-54.5884,-36.0323,-38.1177,-34.726,-38.4454,-43.4177,-51.7891,-49.6016,-50.7292,-49.3239,-49.5046,-37.2676,-31.8437,-43.1342,-41.419,-46.7066,-33.4734,-40.193,-46.1026,-41.9858,-35.7337,-46.5353,-28.251,-45.2675,-58.1276,-47.8634,-34.3723,-41.1609,-46.2245
