# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351185499
# output
#   file = output_cal_g_Kpsi_Kgamma_EPs_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.157825
# Diagonal elements of inverse mass matrix:
# 0.201868, 0.0250458, 0.148815, 0.0656562, 0.228707, 0.0147707, 0.0366189, 0.0596966, 0.0145129, 0.0632066, 0.084759, 0.642858, 0.137775, 0.0222688, 0.160204, 1.4995, 0.279486, 0.0524186, 0.962797, 0.556892, 1.04269, 0.155345, 1.34141, 0.128775, 0.535487, 0.611631, 0.624096, 0.765334, 0.915238, 0.600198, 0.615613, 0.182123, 0.142525, 0.169211, 0.220823, 0.17526, 0.160552, 0.300233, 0.0379855, 0.338864, 0.445938, 0.179554, 0.633694, 0.119958, 0.740684, 0.119859, 0.0672041, 1.05996, 0.0740081
-2579.84,0.998416,0.157825,5,31,0,2609.22,84.0023,31.3655,220.813,53.0619,103.373,67.7886,62.5615,31.1242,60.4684,16.2744,167.205,211.135,32.3703,32.5429,124.851,0.290846,-1.45774,-1.11634,-0.50618,-1.24682,-1.73954,-0.970601,0.0745422,-1.11318,-0.837159,-0.0557523,-0.476212,-1.06841,-1.30013,0.640116,0.105381,0.282435,0.231485,0.170417,0.271898,0.226496,0.287987,0.106267,0.436047,0.271738,0.0227213,0.0353993,0.0535049,0.249747,0.0842028,-0.620365,0.593527,-1.72111,0.73383,1.33756,0.232762,0.327477,0.602794,0.287418,0.175602,0.378855,1.07739,0.328514,0.432939,0.945773,0.621132,0.343555,0.272497,1.8967,-34.6356,-42.8753,-40.5312,-51.1263,-41.8732,-40.5238,-55.8821,-42.5942,-39.1866,-48.4099,-52.3504,-45.4576,-34.6987,-42.8601,-45.0273,-43.1779,-37.1386,-34.2935,-43.3465,-40.318,-33.7017,-45.5686,-33.5723,-48.6632,-38.11,-43.8952,-37.8955,-39.0638,-31.1757,-43.3017,-37.6224,-40.3897,-49.2246,-54.6425,-37.0642,-36.2518,-35.6682,-37.9083,-44.6192,-49.4277,-49.9557,-50.3626,-48.0258,-49.9077,-39.5599,-32.7587,-43.3434,-41.0001,-46.0351,-32.8804,-39.7605,-47.3941,-41.0531,-36.2068,-46.3431,-27.9204,-45.3799,-56.4009,-46.0273,-33.0474,-42.1194,-44.2852
-2583.57,0.933255,0.157825,5,31,0,2608.06,72.5771,26.5145,209.005,31.9257,146.042,61.4527,52.5629,30.0076,53.7217,16.6385,136.083,170.565,38.5065,30.9601,115.42,-0.0678824,-1.45972,-1.18551,-0.52367,-0.70632,-1.61849,-1.40061,-0.119712,-1.35005,-0.275016,-0.315824,-0.381461,-0.68076,-1.00353,0.585427,0.0901741,0.189077,0.168261,0.410671,0.175863,0.202329,0.294412,0.0466856,0.457595,0.313268,0.14272,0.0935765,0.114367,0.378644,0.123171,-0.929333,0.690967,-1.1793,1.48978,0.93437,0.232302,0.305589,0.592343,0.493457,0.198197,0.246446,0.887176,0.259227,0.75956,0.729188,0.682863,0.506232,0.366584,1.79576,-34.8859,-42.9193,-41.8597,-51.8765,-42.226,-39.9284,-55.8699,-42.8027,-39.3665,-46.3899,-50.9917,-46.3813,-35.0539,-42.5586,-45.2274,-42.8343,-36.8094,-34.9112,-44.2442,-41.0554,-34.3328,-44.8679,-33.3369,-50.909,-38.0435,-43.9097,-37.7361,-38.2392,-31.4379,-44.3849,-38.8736,-41.0769,-50.6675,-54.373,-36.6333,-36.0167,-36.2274,-38.8687,-43.9939,-51.1408,-48.6035,-49.3165,-48.9805,-49.6543,-38.1831,-32.2603,-43.2761,-41.5391,-48.0827,-31.4873,-41.1199,-45.9012,-41.951,-35.5695,-46.5787,-26.9573,-44.8684,-57.4713,-47.0203,-32.5893,-41.8384,-44.8374
-2586.16,0.675493,0.157825,5,31,0,2611.32,119.309,30.835,240.073,36.7262,163.603,60.2217,61.0235,21.5291,54.5278,17.1988,147.779,265.991,22.854,35.0727,115.537,0.523983,-1.388,-0.880791,-1.35898,-0.960824,-2.25151,-1.01297,-0.43056,-1.45797,-0.968167,-0.334332,-0.08879,-1.79661,-0.906589,0.436433,0.0465339,0.188388,0.205418,0.305527,0.123228,0.139236,0.229179,0.0893425,0.489497,0.293857,0.019765,0.0117517,0.0457568,0.445325,0.0877105,-0.718745,0.706156,-1.596,1.15522,1.68874,0.249574,0.414455,0.256921,0.382577,0.10524,0.363141,0.650145,0.232709,0.379779,0.715816,0.915038,0.16586,0.403899,1.54718,-33.1989,-42.3336,-41.6289,-51.1699,-42.8611,-40.6781,-55.6526,-41.8194,-37.8643,-49.4752,-50.165,-45.9057,-34.3746,-40.8295,-46.0601,-43.3529,-37.1431,-34.1103,-43.402,-38.7119,-34.8093,-44.8456,-34.7221,-47.9078,-39.3362,-42.1147,-38.7028,-38.655,-32.9806,-43.8077,-37.9341,-41.2057,-50.5701,-55.9398,-36.8919,-36.5504,-35.5416,-37.9873,-43.9135,-48.3179,-48.4239,-49.7135,-48.17,-50.7026,-38.6283,-33.209,-44.0318,-40.6342,-47.5115,-31.7291,-39.3354,-47.8516,-42.438,-36.4046,-45.9793,-26.8941,-44.4104,-55.8494,-46.4974,-33.8256,-42.6364,-45.063
-2586.36,0.965262,0.157825,5,31,0,2611.27,56.2611,26.1373,221.607,31.8575,129.659,56.7601,59.0272,21.4794,49.6634,13.2814,125.749,207.193,29.8813,28.9953,96.9516,-0.199509,-1.34147,-0.497139,-1.64165,-1.07191,-1.85238,-1.06872,0.340014,-1.29846,-0.84207,-0.266158,0.111957,-0.853316,-0.726458,-1.92673,0.142473,0.284865,0.204343,0.319084,0.197631,0.180781,0.365232,0.233952,0.416257,0.286905,0.112104,0.0540019,0.308645,0.424877,0.106523,-1.08078,0.558282,-1.33448,1.0402,0.819133,0.261462,0.608269,0.193659,0.342355,0.156863,0.343449,1.40497,0.272951,0.430818,0.766318,1.11847,0.426,0.483619,0.145624,-35.1688,-42.9798,-41.9941,-53.065,-42.7456,-41.1876,-54.5573,-42.2628,-39.8233,-46.6552,-50.2379,-46.7675,-35.8597,-41.6425,-45.6978,-43.8307,-37.5134,-35.202,-45.5896,-40.2738,-35.0142,-44.8786,-33.5945,-49.4976,-38.789,-43.8017,-38.2562,-38.2855,-31.5795,-43.7366,-38.6911,-40.3522,-49.7631,-55.9735,-37.7368,-36.1543,-35.5224,-38.3209,-44.2529,-48.8425,-46.2384,-49.6534,-48.5952,-49.636,-39.6958,-32.822,-43.0153,-40.4952,-47.0935,-32.3967,-40.7936,-46.3976,-42.2986,-36.496,-47.1657,-27.7128,-44.8627,-55.6256,-46.224,-33.4838,-42.5022,-45.2695
-2582.63,0.972699,0.157825,5,31,0,2606.73,129.015,36.1961,262.051,41.1292,147.544,75.809,66.3416,31.3827,71.2642,17.8404,176.26,261.335,47.0102,40.0311,68.2055,0.667291,-1.38505,-0.853225,-1.25965,-0.772738,-1.69648,-1.42766,-0.436723,-1.05189,-0.358963,-0.0674845,0.0203605,-0.992836,-0.267885,0.497043,0.0370546,0.202908,0.190626,0.269158,0.079856,0.221554,0.22395,0.0174949,0.403032,0.350762,0.0520599,0.0385167,0.0253425,0.375277,0.0899297,-0.80954,0.704335,-1.7462,1.56252,1.94895,0.250311,0.426039,0.283754,0.461747,0.183327,0.23987,0.64615,0.349278,0.6984,0.934742,1.02057,0.370524,0.764995,1.64385,-32.4798,-42.1605,-41.2484,-50.9334,-42.0746,-40.8876,-55.6307,-41.4324,-38.1095,-48.6942,-51.659,-45.1205,-34.1285,-42.0133,-45.4142,-43.2494,-37.0152,-33.6668,-42.703,-39.6515,-33.4167,-43.3911,-33.9599,-49.5585,-39.5232,-43.4155,-37.1796,-38.1332,-34.1098,-43.9264,-37.909,-40.1301,-50.1599,-53.7558,-35.9929,-37.4046,-35.0583,-37.2629,-43.9963,-50.1455,-54.7705,-51.1234,-48.0865,-51.0322,-39.2787,-33.5045,-42.3785,-40.8274,-48.4421,-33.1894,-40.0116,-46.6545,-41.3516,-35.8617,-45.3974,-27.6567,-44.6472,-56.3812,-46.5606,-32.0831,-41.6044,-45.1052
-2589.64,0.966664,0.157825,5,31,0,2612.95,56.2013,31.2712,170.897,36.2557,153.333,59.6439,49.5011,20.6654,48.3976,13.7261,167.691,180.428,54.9218,29.5182,24.6599,-1.40203,-1.40105,-1.52978,-1.40566,-0.634729,-2.12068,-0.891823,-0.429681,-1.5116,-1.31223,0.091498,-0.302341,-0.0739213,-1.01202,-2.03164,0.0220294,0.242902,0.163235,0.177696,0.135476,0.132255,0.36481,0.32668,0.348342,0.597173,0.0485819,0.0671824,0.081707,0.344021,0.0361972,-1.41407,0.839245,-1.70854,1.30576,0.246097,0.246338,0.216583,0.245204,0.530079,0.11995,0.409908,0.650717,0.220556,0.269219,1.09581,0.739086,0.928745,0.363483,0.13112,-34.1988,-41.3831,-41.7553,-51.4512,-42.6553,-40.8597,-55.7209,-43.135,-38.9692,-45.9164,-52.1411,-46.6534,-36.0545,-45.2476,-45.9974,-43.6459,-37.265,-34.4057,-43.9665,-39.9883,-34.1584,-45.0281,-33.2968,-48.6209,-41.3649,-43.2493,-37.4352,-38.4019,-31.3436,-42.7926,-38.2508,-39.3633,-49.2562,-53.3832,-36.7896,-38.3109,-35.4071,-38.0909,-44.6382,-51.0302,-48.4154,-49.2288,-48.6611,-48.3841,-39.1121,-33.3276,-43.4048,-41.3004,-46.3094,-32.2654,-40.715,-46.1048,-41.3518,-35.6063,-47.2988,-27.7309,-45.1054,-57.815,-45.9342,-33.4125,-41.4436,-46.1367
