# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351596355
# output
#   file = output_cal_g_Kgamma_EPs_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.283618
# Diagonal elements of inverse mass matrix:
# 0.0421701, 0.0148035, 0.138581, 0.0283427, 0.0755569, 0.0254033, 0.0194469, 0.0244455, 0.00869757, 0.118042, 0.0389606, 0.098905, 0.0851401, 0.0158043, 0.173759, 0.0794047, 0.671982, 0.0813374, 0.166977, 0.118039, 0.298374, 0.105243, 0.110362, 0.408469, 0.0421561, 0.519958, 0.712994, 0.118894, 0.536655, 0.181017, 1.01727, 0.477677, 0.11523
-2585.63,1,0.283618,4,31,0,2602.8,68.2487,30.0784,165.826,37.8208,138.042,72.2916,51.2897,19.4075,51.637,11.451,104.103,100.071,27.6938,28.6416,45.0485,0.276044,0.130589,0.22261,0.205534,0.239036,0.058193,0.177714,0.261173,0.0661131,0.438015,0.362555,0.101282,0.126629,0.0466716,0.352375,0.127195,-1.30955,0.853405,-33.6472,-41.9172,-42.1837,-51.9312,-41.8129,-40.1952,-56.1112,-43.2163,-39.9653,-47.9332,-52.2591,-46.5126,-35.1944,-41.5473,-46.0155,-42.5911,-36.7059,-34.2187,-43.6251,-40.9265,-34.0618,-44.745,-34.3164,-50.797,-40.1489,-44.454,-37.6667,-38.1506,-31.2237,-43.8346,-39.2166,-40.049,-49.2286,-53.4819,-36.1972,-38.0942,-34.5423,-38.6312,-43.5947,-52.8995,-52.441,-50.1303,-49.0186,-49.2454,-39.5457,-32.4137,-43.2585,-40.9919,-48.3821,-33.6776,-42.0564,-45.8166,-41.9657,-35.651,-46.4353,-27.8689,-44.365,-58.1943,-47.4744,-32.9048,-41.4175,-45.4497
-2580.7,0.952601,0.283618,4,15,0,2601.84,55.1904,33.1514,210.293,36.1974,100.377,75.5937,56.5039,22.946,64.7953,14.6724,74.3647,125.137,37.2263,28.5151,91.9784,0.297508,0.114727,0.188933,0.0478395,0.307401,0.171181,0.236345,0.358161,0.0929718,0.381674,0.302968,0.109417,0.0924079,0.103912,0.361816,0.10705,-1.56867,0.972119,-33.7152,-41.4208,-41.4901,-52.1326,-42.8404,-41.5072,-55.1765,-42.1391,-40.6564,-50.1828,-51.6368,-45.6552,-35.3465,-40.4041,-45.6107,-44.7125,-37.2153,-35.0993,-43.5924,-40.7333,-34.6808,-45.1371,-35.4247,-51.0513,-38.2596,-43.7007,-37.6513,-38.5022,-32.8889,-42.9877,-38.3709,-40.7778,-48.2723,-54.9029,-36.9855,-36.9244,-35.6344,-38.7865,-44.0275,-50.1789,-51.3134,-50.4804,-48.5662,-51.5243,-39.096,-32.0596,-42.8048,-40.634,-47.5527,-34.0637,-40.9098,-45.7663,-40.386,-36.9975,-46.0326,-27.267,-44.6216,-57.5006,-46.2344,-33.8753,-41.3568,-44.03
-2585.85,0.972079,0.283618,3,7,0,2593.06,61.1149,32.2025,218.339,31.6409,84.1172,76.683,57.46,21.0625,64.1243,11.7171,93.8855,113.172,41.4144,23.9062,104.17,0.277985,0.14705,0.169641,0.0473865,0.307478,0.190312,0.247909,0.39552,0.0974475,0.369674,0.325505,0.0735641,0.0830027,0.143563,0.319148,0.180081,-1.24947,0.721531,-33.4571,-42.2814,-41.2895,-51.3115,-41.8748,-41.0702,-54.9256,-42.2997,-42.6017,-49.5818,-52.394,-46.0983,-35.71,-41.9999,-46.1409,-44.077,-37.0076,-34.9399,-44.27,-40.8369,-33.8059,-44.9366,-34.7841,-50.2519,-38.4021,-43.5145,-38.1425,-38.1336,-33.1886,-43.1121,-38.5403,-40.2182,-48.2053,-54.4026,-36.6946,-36.693,-35.1605,-38.6949,-44.2631,-50.87,-52.3041,-50.5972,-48.8169,-51.1802,-40.1341,-31.8997,-42.5248,-40.5985,-48.0842,-34.0067,-40.3626,-46.4115,-40.6724,-36.9911,-45.8609,-27.6095,-45.1314,-57.8353,-46.6254,-33.8296,-41.9636,-44.4353
-2593.55,0.657786,0.283618,4,15,0,2612.26,58.2426,28.6869,194.608,33.3016,160.633,75.9212,54.2458,19.0826,47.5533,17.4551,89.0905,105.175,16.8799,34.1385,42.165,0.28997,0.262042,0.363717,0.13698,0.411549,0.117515,0.287017,0.284547,0.198533,0.514006,0.209522,0.148173,0.0817958,0.166643,0.349659,0.0582725,-1.1041,0.735087,-34.0589,-41.3737,-41.5315,-53.1711,-42.5632,-41.1813,-56.5288,-43.9289,-38.7439,-47.6828,-51.1511,-45.4654,-35.1397,-41.32,-45.8078,-42.8654,-37.5492,-34.8003,-44.463,-41.116,-34.8957,-46.1812,-34.4435,-49.0957,-40.2401,-45.2032,-37.7787,-38.3087,-31.3023,-43.2656,-37.9724,-40.7235,-48.9655,-55.1448,-36.6295,-37.9577,-34.9069,-38.8527,-43.2772,-53.2591,-50.1946,-52.3904,-49.7823,-50.8438,-39.8728,-31.4108,-44.9445,-41.2302,-47.3318,-32.8605,-41.9556,-46.5886,-41.5786,-35.8391,-46.5824,-28.2407,-43.5267,-59.661,-46.644,-33.7849,-42.1466,-45.2634
-2589.19,0.858296,0.283618,4,15,0,2608.1,74.3743,39.4032,243.656,54.951,148.472,84.7801,58.6189,22.7968,68.9512,16.5245,105.451,151.961,42.5248,28.8093,113.28,0.430415,0.0819669,0.0884402,0.183199,0.213613,0.179567,0.258839,0.226876,0.113527,0.307527,0.369163,0.144606,0.0617705,0.0216649,0.409599,0.0216305,-1.79391,1.01407,-34.6634,-43.3331,-40.2184,-51.8432,-42.0463,-40.2924,-56.2364,-42.8949,-39.0339,-47.5207,-50.6146,-45.9392,-35.2041,-43.1492,-46.1209,-43.5439,-38.1068,-34.8911,-44.1097,-40.4447,-35.2229,-45.5529,-35.434,-49.4012,-40.3787,-43.0903,-38.0342,-38.4873,-34.735,-43.3745,-37.9511,-40.6571,-49.9924,-55.0256,-36.9189,-37.4897,-35.769,-38.0907,-43.9699,-51.0489,-50.3346,-51.3862,-47.54,-50.1653,-38.6071,-32.6729,-42.2157,-42.2029,-47.4153,-35.8124,-41.7092,-45.6537,-40.9278,-36.7717,-46.125,-26.9116,-42.9352,-59.5393,-46.4583,-33.2829,-41.2402,-44.5788
-2580.4,0.96877,0.283618,4,15,0,2605.73,67.562,38.1191,241.314,32.1039,134.176,92.7013,67.781,23.6552,61.1522,14.1977,113.926,160.094,24.0928,39.027,52.0075,0.367832,0.110512,0.202828,0.164957,0.375145,0.0940438,0.185828,0.373271,0.0896715,0.458019,0.215947,0.131373,0.0585427,0.153294,0.339828,0.169616,-1.36866,0.963047,-33.3639,-42.4302,-42.3607,-52.1748,-42.4926,-39.988,-56.0752,-42.7441,-38.4827,-49.1409,-50.5097,-45.5066,-34.7375,-41.3521,-45.417,-44.045,-36.6612,-34.5681,-43.2087,-40.6865,-33.7941,-44.9314,-34.9788,-49.6923,-38.8717,-44.1735,-37.0989,-39.3758,-33.109,-43.6022,-38.0934,-41.4794,-49.9151,-55.2325,-36.7644,-37.4949,-35.3111,-37.866,-44.1635,-50.9565,-51.7289,-50.0095,-48.7677,-49.7791,-42.4307,-32.1079,-43.3588,-40.2387,-46.2449,-34.5936,-41.7081,-46.108,-41.1422,-36.9346,-46.0077,-27.681,-44.7367,-58.1824,-46.5796,-32.5739,-41.4506,-44.8222
