# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kb_Kgamma_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1254231542
# output
#   file = output_cal_pl_Ka_Kb_Kgamma_EPs_6.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,log_b.1,log_b.2,log_b.3,log_b.4,log_b.5,log_b.6,log_b.7,log_b.8,log_b.9,log_b.10,log_b.11,log_b.12,log_b.13,log_b.14,log_b.15,mu_a,sigma_a,mu_b,sigma_b,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,b.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.0865341
# Diagonal elements of inverse mass matrix:
# 0.0760137, 0.0166217, 0.243244, 0.0357953, 0.096273, 0.0202381, 0.028759, 0.0364826, 0.0140955, 0.088311, 0.0606472, 0.146675, 0.130021, 0.0169131, 0.176321, 0.582036, 0.29791, 0.253087, 0.343208, 0.250313, 0.347519, 0.326731, 0.538684, 0.180051, 0.451979, 0.746863, 0.213383, 0.948564, 0.409818, 0.743476, 0.707165, 0.134703, 0.499927, 0.211061, 0.12455, 0.2521, 0.414371, 0.128082, 0.297368, 0.412931, 0.252161, 0.370795, 1.13096, 0.923604, 0.350738, 0.267584, 0.528318, 1.03752, 1.07602, 0.80556, 1.03953, 1.45, 1.18932, 1.01402, 1.09823, 1.3816, 0.828247, 1.11016, 1.47798, 1.22193, 0.910398, 1.76347, 0.102493, 0.185068, 0.697848, 0.42062
-2584.99,0.947156,0.0865341,5,31,0,2608.04,115.732,44.4221,239.544,55.4571,170.385,82.1007,67.8972,27.1557,68.4776,18.0951,195.819,176.309,30.2962,33.1279,101.714,0.0882137,0.198291,0.243369,0.128835,0.101807,0.171361,0.232778,0.0859261,0.211188,0.18572,0.038046,0.0543892,0.0975205,0.302593,0.0807248,-1.56015,0.820991,-0.631447,-1.44733,-2.05115,-2.63024,-1.97287,-3.78972,-1.57453,-3.96082,-3.49866,-2.52432,-0.0667157,-1.0904,-2.69606,-3.6995,-1.49719,0.841905,0.782949,0.7341,0.795447,0.756784,0.757964,0.723695,0.738946,0.724551,0.722679,0.706698,0.776951,0.705184,0.803518,0.833432,-2.17667,1.77575,0.771291,0.0473947,0.531822,0.235198,0.128587,0.0720612,0.139057,0.0226019,0.207105,0.0190475,0.0302378,0.0801126,0.935461,0.336082,0.0674707,0.0247358,0.223758,2.32078,2.18792,2.08361,2.21543,2.13141,2.13393,2.06204,2.09373,2.0638,2.05994,2.02729,2.17483,2.02422,2.23338,2.3012,-34.7294,-42.5332,-40.0454,-50.1765,-41.1743,-39.7148,-55.0661,-42.2115,-39.5082,-47.3403,-51.4063,-46.3371,-34.8148,-45.783,-45.7181,-42.2731,-36.8284,-33.0974,-43.7438,-39.3241,-33.7832,-44.727,-33.2865,-51.27,-40.5812,-43.9581,-37.8137,-37.4185,-33.2315,-41.6319,-38.0286,-39.4316,-47.7283,-53.6879,-35.8719,-37.8209,-33.944,-37.1852,-43.0533,-52.1327,-50.7682,-50.9932,-48.6821,-51.1418,-38.6069,-31.7373,-42.4951,-40.919,-47.563,-34.504,-40.316,-46.0948,-42.2132,-35.2739,-45.7732,-28.9869,-45.7432,-57.8832,-48.2998,-34.147,-41.7353,-46.0494
-2589.58,0.962278,0.0865341,5,31,0,2624.48,100.076,47.6075,239.393,61.0583,150.568,84.4981,81.3531,18.6595,53.6144,17.2719,169.003,181.669,31.8187,30.9903,131.47,0.0457066,0.202231,0.162066,0.037431,0.085867,0.104318,0.120026,0.226405,0.35763,0.289365,0.052784,0.0700317,0.188626,0.131525,0.0776632,-1.82302,0.754405,-0.745631,-0.702605,-1.94644,-3.00815,-1.62022,-3.31968,-2.59286,-1.74543,-3.83978,-2.70591,-0.708951,-0.6025,-2.28719,-3.72211,-2.556,0.717855,0.768533,0.855899,0.750863,0.789653,0.806423,0.765382,0.751248,0.716894,0.857755,0.808596,0.752262,0.709299,0.758719,0.710091,-1.67167,1.0875,0.771772,0.045744,0.474435,0.495293,0.142782,0.0493828,0.197856,0.0361644,0.074806,0.174569,0.0214984,0.0668096,0.49216,0.547441,0.101551,0.0241828,0.0776143,2.05003,2.1566,2.35349,2.11883,2.20263,2.23988,2.14981,2.11964,2.04806,2.35786,2.24475,2.12179,2.03257,2.13554,2.03418,-34.055,-42.11,-40.058,-50.3493,-40.9258,-40.4316,-54.7091,-42.4784,-40.2837,-48.6688,-51.3388,-46.0396,-35.3757,-45.3697,-45.5346,-42.6396,-37.3526,-33.7415,-44.8593,-39.363,-33.4065,-45.4107,-33.8456,-50.1095,-39.1369,-43.2959,-37.3417,-37.6916,-35.4526,-43.474,-38.6383,-39.3412,-47.9377,-53.5841,-36.3249,-35.8941,-33.8033,-37.4576,-43.9582,-51.0055,-50.008,-50.3818,-49.1142,-49.797,-40.1856,-32.3462,-43.078,-40.7754,-46.1533,-34.5969,-41.034,-46.831,-42.7397,-35.8111,-47.2061,-29.169,-46.5863,-58.5722,-47.515,-33.6056,-41.7354,-44.9136
-2593.76,0.994405,0.0865341,6,63,0,2617.58,52.0579,43.1324,238.775,24.3249,102.905,78.0733,46.554,31.4504,66.1374,16.602,142.912,197.842,70.8599,37.7373,58.9579,0.197369,0.185118,0.12754,0.397064,0.117851,0.178499,0.279497,0.0252362,0.291972,0.162213,0.14444,0.0548447,0.0883726,0.202446,0.0872181,-1.74649,0.603939,-3.07485,-2.07576,-2.82434,-3.51217,-3.74303,-3.73635,-4.35982,-1.55998,-3.72071,-1.82706,-0.178554,-1.28806,-1.10631,-4.5191,-1.30703,0.824705,0.802806,0.69959,0.829022,0.793386,0.759293,0.755877,0.778466,0.74287,0.71082,0.744728,0.740435,0.706272,0.710195,0.719182,-2.14138,1.40031,0.777682,0.0518985,0.0461965,0.125461,0.0593478,0.0298322,0.0236822,0.0238409,0.0127807,0.210139,0.0242167,0.160885,0.836479,0.275806,0.330777,0.0108988,0.270621,2.28121,2.23179,2.01293,2.29108,2.21087,2.13677,2.12948,2.17813,2.10196,2.03566,2.10587,2.09685,2.02642,2.03439,2.05275,-33.7114,-41.9939,-42.9217,-50.7796,-43.3679,-39.179,-54.3788,-42.2474,-38.2318,-47.7181,-51.4136,-46.0635,-33.9519,-43.5361,-44.9201,-44.1661,-35.2963,-34.2823,-43.5725,-40.2092,-34.2082,-44.2411,-33.7288,-51.9077,-38.9158,-43.6459,-37.6213,-38.4623,-31.9237,-43.6158,-38.0871,-41.2471,-50.32,-54.0134,-37.0439,-37.8122,-35.6947,-37.9193,-43.7489,-52.2723,-51.2812,-49.8286,-48.6599,-52.3116,-38.6551,-31.8623,-43.9103,-39.7705,-45.5522,-32.6032,-39.1239,-45.53,-41.1729,-36.6443,-45.598,-28.1686,-46.7017,-57.5839,-47.5243,-32.9745,-41.8475,-46.0853
-2591.41,0.992826,0.0865341,6,63,0,2621.93,107.978,33.8457,214.419,54.7429,150.806,79.8761,74.5673,21.3971,49.9929,12.9174,159.256,191.291,38.1117,30.6772,71.7346,0.0255888,0.152491,0.182593,0.0475499,0.103735,0.111882,0.0576976,0.177926,0.368268,0.241875,0.00409608,0.0482975,0.0130604,0.372895,0.0972046,-1.6997,1.41986,-1.41425,-3.67249,-2.30969,-3.29205,-2.24348,-4.00924,-2.7815,-1.88996,-3.65598,-2.94826,-0.0456459,-0.372878,-0.766657,-3.0681,-2.12786,0.705914,0.706927,0.706204,0.699886,0.70346,0.701008,0.702061,0.711126,0.697524,0.707279,0.700502,0.698442,0.712785,0.718274,0.696793,-2.36396,1.49387,0.707807,0.00611429,0.243109,0.0254132,0.0992924,0.0371775,0.106089,0.0181472,0.0619452,0.151078,0.0258363,0.0524307,0.95538,0.688749,0.464563,0.0465095,0.119091,2.0257,2.02775,2.02628,2.01352,2.02073,2.01578,2.01791,2.03628,2.00877,2.02846,2.01476,2.01062,2.03966,2.05089,2.00731,-33.5645,-41.9001,-39.8278,-50.1017,-41.6925,-41.2365,-56.0711,-42.5261,-39.6031,-48.7201,-52.1327,-45.9718,-34.7879,-43.0348,-46.6761,-42.9443,-37.6457,-34.0242,-43.3279,-39.1793,-33.8657,-45.2477,-33.4715,-47.8413,-39.2029,-43.6921,-37.6116,-37.878,-33.2457,-42.8216,-38.0454,-39.4654,-47.9451,-53.9699,-36.4646,-37.4842,-33.9639,-38.0731,-43.5464,-50.3877,-49.5296,-51.8609,-49.2667,-49.0328,-38.853,-32.4677,-43.7043,-40.9155,-45.6102,-33.9036,-41.0121,-45.9345,-41.8953,-35.4356,-46.9704,-29.0676,-44.4552,-56.3345,-47.6623,-33.4821,-41.6371,-45.6088
-2590.68,0.996641,0.0865341,5,63,0,2629.04,104.941,34.1054,215.537,54.6337,142.485,80.7672,74.0745,20.603,51.2854,12.3256,150.758,192.747,36.5202,29.4802,64.1762,0.0225253,0.144691,0.169876,0.0562458,0.102086,0.1221,0.0639299,0.250802,0.368966,0.239559,0.00506944,0.0487104,0.0128273,0.352422,0.0777672,-1.68895,1.14169,-1.49795,-4.17968,-2.25689,-2.87191,-2.18511,-3.71172,-2.63487,-2.07566,-4.02308,-3.63691,-0.0424028,-0.487325,-1.00967,-2.8791,-3.21639,0.703172,0.70633,0.707841,0.699519,0.708717,0.706599,0.70552,0.710897,0.69861,0.70627,0.697992,0.698047,0.711949,0.71492,0.69677,-2.14171,1.44831,0.703521,0.00691125,0.223588,0.0153033,0.104675,0.0565905,0.112466,0.0244355,0.0717286,0.125474,0.0178978,0.0263335,0.958484,0.614267,0.36434,0.0561856,0.0400994,2.02015,2.02654,2.0296,2.01279,2.03138,2.02709,2.0249,2.03582,2.01096,2.02642,2.00971,2.00982,2.03796,2.04402,2.00726,-33.6149,-41.6873,-39.6507,-50.078,-41.6471,-41.5973,-55.8143,-42.3091,-40.0029,-49.6826,-52.6978,-45.9706,-35.1408,-43.6121,-46.9737,-43.2768,-37.7133,-33.9476,-43.2688,-39.7077,-33.7336,-45.171,-33.5091,-47.9197,-38.7766,-44.513,-37.5293,-38.0772,-32.5805,-42.9135,-38.0953,-39.0827,-47.6532,-54.0896,-36.4984,-37.2394,-34.1607,-38.126,-43.6925,-50.5519,-49.948,-51.7071,-49.7179,-48.8418,-38.6864,-32.2004,-43.2469,-40.7754,-45.6374,-33.3724,-40.5121,-45.8558,-41.4873,-35.6063,-46.9217,-29.0457,-44.7558,-56.2081,-47.5224,-33.485,-41.4028,-45.4105
-2575.3,0.97823,0.0865341,6,63,0,2621.9,82.8993,47.8707,269.788,37.338,117.745,87.5385,69.6769,35.0738,61.1314,18.0375,169.55,230.433,34.0176,36.5752,74.0543,0.109858,0.119463,0.11182,0.118854,0.0613816,0.167955,0.215198,0.0302344,0.132873,0.363655,0.0687788,0.0441819,0.0839573,0.101321,0.0128764,-1.90451,1.10428,-2.81528,-2.39422,-1.83599,-4.96565,-3.41212,-3.35702,-2.91776,-1.53056,-4.93897,-1.77683,-1.10188,-0.406832,-3.61102,-3.99611,-2.22498,0.705335,0.708378,0.707207,0.719984,0.704925,0.717694,0.696442,0.713081,0.709662,0.708587,0.71231,0.698835,0.705577,0.703749,0.695954,-2.77048,1.482,0.708315,0.00631026,0.059888,0.091244,0.159455,0.00697344,0.0329712,0.0348389,0.0540545,0.216414,0.00716198,0.169173,0.332247,0.665756,0.0270244,0.0183871,0.10807,2.02452,2.03069,2.02832,2.0544,2.02369,2.0497,2.0066,2.04027,2.0333,2.03112,2.0387,2.01141,2.02501,2.02132,2.00562,-33.7321,-41.3895,-41.1781,-50.2004,-40.5811,-40.1596,-54.1404,-41.3086,-38.2803,-48.6682,-51.6052,-46.2753,-34.0327,-42.9855,-44.9744,-43.0416,-36.0136,-33.1581,-43.0603,-39.3959,-33.3813,-43.5936,-34.0629,-51.4546,-40.6859,-43.672,-37.2416,-37.6896,-34.5531,-42.8354,-38.3357,-39.8227,-49.0164,-53.5922,-35.685,-38.5213,-34.0734,-36.8614,-42.6617,-51.5429,-52.1204,-50.2287,-48.9498,-50.2221,-38.7122,-32.0427,-42.1363,-40.1997,-46.5335,-34.6657,-40.0202,-45.1994,-42.128,-35.7719,-44.6093,-28.3326,-46.6322,-57.597,-48.4693,-33.4211,-40.9319,-46.5598
