# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351196613
# output
#   file = output_cal_g_Kpsi_Kgamma_EPs_7.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.138313
# Diagonal elements of inverse mass matrix:
# 0.174667, 0.0191107, 0.640583, 0.0559763, 0.380997, 0.0100501, 0.0236408, 0.0965455, 0.0178127, 0.0590411, 0.0743381, 0.438496, 0.232982, 0.020324, 0.194098, 1.07076, 0.236191, 0.167735, 0.630972, 1.5287, 1.72828, 0.094619, 1.22764, 0.189004, 0.372873, 0.670382, 0.72827, 1.8305, 0.310748, 0.726566, 0.433652, 0.28362, 0.256201, 0.148592, 0.468863, 0.331113, 0.162314, 0.712095, 0.0466341, 0.34787, 0.416927, 0.163025, 1.01839, 0.176803, 0.835938, 0.120362, 0.0616561, 0.42527, 0.0740642
-2573.54,0.922758,0.138313,5,31,0,2599.91,39.3182,31.3568,200.204,55.6565,150.657,65.4509,59.5218,18.6462,67.3242,11.9808,123.048,248.373,52.9336,30.167,81.7999,-2.07246,-1.49051,-1.20344,-0.786148,-0.745253,-1.84723,-0.912516,-1.18071,-0.882175,-1.21156,-0.485732,-0.154721,-0.256751,-1.21089,-0.452859,0.133783,0.306177,0.209288,0.237564,0.0960417,0.237887,0.261437,0.185558,0.415818,0.553057,0.0852603,0.0216031,0.072526,0.469641,0.0764161,-0.8469,0.535694,-1.35305,0.943973,0.125876,0.225257,0.300161,0.455596,0.474614,0.157673,0.401513,0.30706,0.413882,0.297732,0.615247,0.856654,0.773561,0.297932,0.635808,-33.4424,-41.3864,-40.547,-53.4686,-42.6875,-41.5488,-55.8964,-41.7338,-38.4559,-50.0472,-51.427,-45.9676,-34.3,-41.7105,-46.452,-44.5334,-37.2953,-34.372,-42.4186,-40.2502,-35.2386,-44.8418,-34.1658,-49.1707,-39.1315,-43.5108,-38.204,-38.3028,-30.2478,-42.8489,-37.7248,-40.0558,-48.6259,-55.2775,-37.1898,-36.6474,-35.6147,-38.4523,-43.8526,-49.9354,-52.7975,-50.4091,-47.5081,-50.2124,-38.0017,-32.615,-42.4171,-40.5755,-47.5855,-32.604,-40.0925,-46.7968,-40.9983,-36.365,-45.4251,-26.8797,-43.4489,-57.195,-45.3407,-32.9778,-41.7212,-44.2305
-2574.02,0.968826,0.138313,5,31,0,2589.47,45.7759,31.8773,190.664,58.2017,152.736,64.8921,55.3248,22.323,65.8544,11.4083,128.79,250.459,46.2841,31.2462,83.4203,-2.09579,-1.34911,-1.3312,-0.624031,-0.701315,-1.76261,-1.01089,-1.20701,-0.56919,-1.1957,-0.777181,-0.0619143,-0.713854,-1.16832,-0.668335,0.117608,0.318889,0.245436,0.209963,0.115777,0.204635,0.250374,0.195881,0.394291,0.509068,0.132873,0.0208337,0.082715,0.447655,0.0970125,-0.812337,0.566314,-1.39664,1.0296,0.122973,0.259472,0.264159,0.53578,0.495933,0.171597,0.363893,0.29909,0.565983,0.302491,0.4597,0.939963,0.489753,0.310889,0.512561,-34.5429,-41.9475,-40.8765,-54.0229,-42.371,-40.6483,-55.6241,-41.5966,-38.9492,-47.8873,-51.3236,-46.4248,-34.202,-42.9597,-46.3077,-43.7608,-36.5641,-34.1866,-42.236,-40.9927,-34.9949,-44.7314,-33.8206,-48.4413,-39.6288,-43.6629,-38.0937,-38.4285,-30.2472,-42.8733,-38.6984,-40.2951,-49.303,-54.5554,-36.9691,-37.695,-35.0207,-37.9817,-44.3236,-51.0074,-51.4667,-49.8539,-47.3137,-48.1496,-38.9496,-32.4894,-42.5607,-40.5159,-46.9852,-33.3904,-41.0857,-46.2581,-41.805,-36.4001,-45.749,-27.7396,-43.5938,-58.259,-46.2709,-32.6844,-41.6102,-44.598
-2579.16,0.958858,0.138313,5,31,0,2598.51,42.969,26.8181,188.206,46.111,112.043,60.6739,65.779,19.3468,67.0842,10.5559,128.506,227.876,34.5961,27.8274,103.255,-1.89373,-1.50268,-1.29472,-0.397773,-0.976487,-2.08885,-1.09541,-1.0087,-0.937247,-0.87628,0.277631,0.202338,-1.25468,-1.14154,-0.58512,0.218491,0.223804,0.201219,0.175183,0.152678,0.0889333,0.185707,0.200451,0.341848,0.47566,0.135176,0.0346813,0.0211053,0.598895,0.19258,-0.79402,0.62581,-1.67865,1.17243,0.150509,0.222533,0.273975,0.671814,0.376632,0.12383,0.334404,0.364693,0.391705,0.416329,1.32,1.22426,0.285166,0.319327,0.557039,-34.4979,-42.458,-40.996,-50.9137,-43.8899,-41.4528,-56.0977,-41.9248,-40.5466,-47.3307,-50.9985,-46.4073,-34.3635,-41.3075,-46.5817,-44.0311,-36.9548,-34.9351,-43.4808,-39.7158,-34.7409,-45.0226,-33.2788,-47.7524,-36.8056,-42.1971,-38.5539,-38.7317,-30.7858,-42.6095,-38.9111,-40.6814,-48.9117,-55.1334,-37.6838,-36.2142,-35.8988,-38.5852,-44.6032,-50.1388,-51.8382,-50.2013,-47.2411,-49.2717,-38.3337,-33.2862,-42.358,-41.0708,-46.9574,-31.5266,-39.2125,-46.6796,-41.4166,-36.5494,-47.1617,-27.6117,-43.6325,-56.8165,-46.908,-33.1652,-42.2702,-44.6305
-2575.41,0.899993,0.138313,5,31,0,2601.97,104.437,29.6338,208.569,40.2864,100.266,63.1754,52.4236,25.2158,77.5187,17.8439,131.485,261.59,35.7001,34.513,65.1266,-0.49122,-1.85366,-1.3334,-0.892561,-1.47207,-1.84285,-1.164,-1.09529,-0.447862,-1.02538,-0.350396,-0.0765615,-1.08734,-0.864539,-1.62746,0.0965051,0.102238,0.127659,0.234329,0.167036,0.303918,0.310768,0.0804965,0.406281,0.250135,0.0357969,0.0406073,0.220979,0.268177,0.0617119,-1.2134,0.615157,-1.83442,0.804952,0.611879,0.156662,0.263578,0.409605,0.229449,0.158366,0.312235,0.334443,0.638993,0.358662,0.704409,0.926296,0.337113,0.421246,0.196428,-33.2641,-41.2911,-40.182,-52.4566,-41.3426,-40.77,-54.7587,-41.48,-39.1598,-50.2858,-52.2924,-45.8916,-34.5474,-42.302,-45.6315,-44.5964,-37.0245,-34.4119,-42.7839,-39.8943,-34.1642,-44.3573,-34.5645,-48.9268,-39.7454,-43.4175,-37.0194,-38.9352,-30.8576,-43.0838,-37.2688,-40.7723,-49.3051,-55.0401,-36.4971,-38.69,-36.303,-38.6691,-44.5123,-48.5345,-51.6255,-50.4849,-47.4675,-50.6807,-38.7568,-32.8966,-42.4114,-40.3074,-46.4857,-31.5786,-41.5312,-46.2909,-41.2991,-37.0486,-45.8767,-28.5717,-45.5926,-55.1075,-47.3533,-33.2444,-41.4062,-45.7162
-2574.68,0.908479,0.138313,5,31,0,2596.38,60.1396,29.2761,212.454,40.6974,120.644,63.9181,59.0183,31.0361,75.0436,20.3777,170.101,238.773,21.4821,37.5984,96.6142,-1.10412,-1.56941,-0.978029,-1.23132,-1.23748,-2.09843,-1.44883,-0.35481,-0.942979,-0.908002,-0.0704232,0.138176,-1.88641,-1.1495,-0.766899,0.0991084,0.113136,0.289543,0.208682,0.181552,0.0749936,0.208892,0.118059,0.314303,0.203204,0.0940037,0.0290545,0.0657021,0.533679,0.105471,-0.911871,0.597826,-1.87934,1.03851,0.331503,0.208168,0.376051,0.291908,0.290113,0.122649,0.234845,0.701307,0.389466,0.403329,0.931999,1.14818,0.151615,0.316796,0.464451,-34.9351,-42.3076,-42.451,-50.4774,-43.2255,-39.5297,-55.3377,-42.1631,-38.4556,-46.3302,-50.343,-45.9595,-34.2664,-41.9645,-45.1598,-42.4365,-36.5924,-34.1093,-44.2404,-38.9003,-34.1045,-45.1202,-33.0913,-48.5184,-38.3185,-42.6797,-38.2379,-38.4211,-31.9915,-42.8679,-39.1422,-41.6,-49.7311,-54.8115,-36.5723,-36.6206,-34.8701,-37.9253,-44.2554,-50.5418,-51.1366,-49.5863,-47.2695,-49.6588,-38.727,-33.762,-42.8992,-41.5819,-48.9443,-32.1371,-39.5312,-47.8887,-42.4275,-35.6228,-46.2154,-27.9517,-45.5553,-55.81,-46.6276,-33.8313,-42.3658,-45.6193
-2575.89,0.947974,0.138313,5,63,0,2595.46,47.9826,28.7201,178.821,32.617,152.634,61.819,53.0502,25.5251,56.2518,15.1022,130.11,202.227,23.0646,30.5097,103.806,-2.01486,-1.67545,-1.43553,-1.15285,-0.870875,-1.99077,-1.16393,-1.0425,-1.41251,-1.24121,-0.771941,0.0209771,-2.13589,-0.903349,-0.854973,0.201128,0.255073,0.116767,0.373382,0.0671639,0.16364,0.262279,0.142075,0.399176,0.169649,0.0650061,0.0546951,0.136084,0.258244,0.0762717,-1.30734,0.99597,-1.80671,0.657442,0.13334,0.187223,0.23799,0.315736,0.418585,0.136591,0.312257,0.352572,0.24353,0.289035,0.462115,1.0212,0.11814,0.40521,0.425295,-33.4927,-42.0132,-40.7607,-52.1106,-41.4331,-41.6684,-54.8642,-41.889,-39.916,-47.0449,-53.5784,-46.0823,-35.5271,-42.581,-45.1398,-42.5655,-37.2036,-34.5102,-43.8998,-40.5569,-34.5708,-44.619,-33.784,-49.8461,-39.2309,-44.25,-37.4121,-38.0267,-30.0885,-43.0286,-38.5918,-39.7242,-47.9474,-53.8977,-36.1082,-37.4049,-35.4258,-38.8732,-43.6871,-50.3957,-51.0998,-49.6702,-48.6192,-50.182,-37.9241,-32.4126,-43.1115,-40.8284,-48.9429,-30.947,-40.0137,-46.5687,-42.0239,-35.228,-45.869,-27.5968,-45.0578,-56.0092,-47.0581,-33.5092,-42.0033,-44.7763
