# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kgamma_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1280762953
# output
#   file = output_cal_pl_Ka_Kgamma_EPs_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.159769
# Diagonal elements of inverse mass matrix:
# 0.0725325, 0.0136923, 0.530185, 0.0436098, 0.106739, 0.0234658, 0.0320321, 0.0346681, 0.0179251, 0.0837941, 0.0784351, 0.323904, 0.100723, 0.0173274, 0.152383, 0.756831, 0.255896, 0.212849, 0.426581, 0.471197, 0.294954, 0.480287, 0.792408, 0.398295, 0.50785, 0.309311, 0.201298, 0.538465, 0.502259, 0.725859, 1.16068, 0.132287, 0.726419, 0.110282, 0.111027, 0.274662, 0.558111, 0.0952996, 0.200521, 0.587922, 0.247244, 0.450388, 2.34271, 1.60127, 0.424036, 0.124798, 0.187847, 1.55888, 0.0796242, 0.086788
-2562.41,0.83279,0.159769,5,31,0,2580.15,89.825,35.5636,252.364,39.0336,109.81,84.4951,50.6243,23.5766,68.0382,17.1704,130.568,208.822,34.1999,34.929,69.975,0.0963477,0.188316,0.0949756,0.0762177,0.112875,0.109177,0.180574,0.116321,0.215675,0.150171,0.0922041,0.0640583,0.0715531,0.327207,0.100354,-1.9164,0.430495,-1.67564,-2.75733,-2.29029,-3.6743,-3.0455,-3.96339,-3.18235,-2.88688,-2.32333,-0.626009,-1.14916,-0.211325,-3.32704,-2.89928,-2.71136,2.20095,-2.65778,1.21183,0.187188,0.063461,0.101238,0.0253672,0.0475724,0.0189986,0.0414882,0.05575,0.0979473,0.534721,0.316903,0.809511,0.035899,0.055063,0.0664466,-33.6474,-41.6195,-40.5598,-49.3801,-42.9534,-40.9039,-54.4264,-41.7406,-39.5629,-46.9247,-51.3517,-45.2574,-34.7129,-43.5109,-44.6258,-42.8182,-36.2834,-35.0303,-43.6902,-38.599,-34.7227,-43.8517,-34.1517,-49.7327,-39.9445,-43.2549,-36.5561,-38.1633,-33.6851,-41.9308,-37.3082,-39.9839,-48.1652,-54.5458,-36.7578,-38.3277,-34.3113,-37.9736,-44.1227,-50.9332,-50.7225,-51.1517,-48.3901,-51.2216,-39.2339,-31.946,-43.411,-40.0963,-45.4648,-34.9676,-40.9285,-45.5335,-40.7915,-36.5682,-47.5252,-29.0401,-44.5975,-57.6317,-47.3698,-33.4549,-41.3016,-45.2171
-2566.76,0.998399,0.159769,5,31,0,2583.51,85.7723,47.0414,265.349,48.2178,157.169,97.2869,62.921,28.7981,67.0117,18.9154,165.152,203.865,46.9783,36.1489,97.6427,0.097415,0.0663411,0.162761,0.189186,0.104889,0.16323,0.106835,0.0713191,0.347971,0.22966,0.0394092,0.044814,0.110668,0.0497632,0.128029,-1.90772,0.634895,-1.93075,-2.10748,-2.07232,-2.24367,-2.14181,-3.46055,-3.5447,-2.46407,-3.65187,-4.7589,-0.47356,-1.52799,-1.2063,-4.9956,-2.4153,2.08392,-2.51436,1.21225,0.145039,0.121543,0.125893,0.106068,0.117442,0.0314126,0.0288772,0.0850879,0.0259427,0.00857504,0.622781,0.216971,0.299304,0.00676766,0.089341,-33.7799,-40.5212,-40.653,-51.2996,-41.486,-39.6565,-54.4812,-41.4236,-39.4322,-51.0519,-50.2178,-46.2873,-34.7671,-44.6158,-45.3157,-44.1465,-36.2885,-33.0389,-43.7568,-38.0388,-33.6343,-45.2578,-34.1284,-51.5853,-38.9278,-41.428,-36.781,-38.3404,-33.7249,-42.0371,-37.3878,-41.2601,-48.213,-53.5045,-36.1601,-37.4102,-34.3983,-36.6182,-43.4371,-49.5504,-50.5137,-50.9001,-48.4397,-52.4283,-39.6169,-32.4622,-43.84,-39.8891,-45.7523,-34.0824,-39.7864,-45.878,-41.2991,-36.2145,-45.2594,-29.2149,-46.446,-56.6314,-47.6619,-34.6866,-41.7811,-46.0664
-2562.35,0.600748,0.159769,5,31,0,2589.89,62.1477,35.5049,280.067,39.2752,115.229,87.5227,47.1101,25.7084,58.6566,15.3079,151.364,233.12,27.3081,30.979,81.6733,0.125848,0.204853,0.11556,0.105411,0.0893411,0.135997,0.20256,0.15015,0.311151,0.12757,0.0735485,0.03227,0.0472287,0.323875,0.0802274,-1.83859,0.673745,-2.1035,-2.39772,-1.58297,-4.12238,-3.16851,-3.77498,-3.23078,-2.06067,-3.25995,-1.6044,-0.345857,-0.0855838,-3.73646,-3.26928,-2.38039,2.15068,-2.72565,1.24586,0.122029,0.0909251,0.205363,0.016206,0.0420661,0.0229374,0.0395265,0.127369,0.0383902,0.201009,0.707613,0.917976,0.0238384,0.0380337,0.0925141,-33.0503,-41.8953,-40.2691,-49.7765,-42.85,-40.8807,-54.5463,-41.5476,-39.008,-48.3219,-51.3756,-45.5507,-34.9497,-42.4005,-44.64,-42.8626,-36.7363,-34.4889,-43.9693,-38.5781,-34.6218,-44.2206,-33.7574,-49.4238,-39.4287,-42.6527,-37.5411,-38.2391,-33.0528,-42.4605,-37.306,-40.0186,-48.6444,-55.0014,-36.9545,-37.1559,-34.1569,-37.7832,-43.8691,-49.9048,-48.4857,-51.2903,-48.8904,-51.1028,-38.8113,-31.5136,-43.9021,-40.1821,-44.9335,-34.9123,-39.6939,-46.1449,-40.4503,-36.3317,-46.6523,-28.5882,-44.2444,-57.8257,-46.4804,-33.6973,-41.6581,-45.0612
-2573.51,0.928876,0.159769,4,15,0,2593.78,80.9588,37.9406,175.633,34.0555,110.174,67.5336,62.1401,14.1258,52.1237,14.6423,101.939,141.071,23.2341,33.7267,52.4207,0.0478953,0.0579518,0.246562,0.187776,0.128303,0.211704,0.155087,0.0887072,0.336282,0.368195,0.110208,0.050939,0.157924,0.19692,0.207661,-1.53618,0.864919,-1.14265,-2.66369,-2.58577,-4.22891,-3.1218,-4.4878,-1.95818,-4.50913,-3.14936,-4.63776,-2.3318,-1.70832,-3.20117,-3.39496,-1.69835,2.06435,-3.11019,1.22525,0.318973,0.0696907,0.0753378,0.0145682,0.0440776,0.0112454,0.141115,0.011008,0.0428794,0.00967936,0.0971207,0.181171,0.0407146,0.0335419,0.182986,-33.2779,-42.0524,-41.3178,-51.7224,-41.4716,-39.9437,-56.1321,-42.8634,-38.9453,-48.3492,-50.8902,-46.6152,-34.7135,-44.3783,-46.8159,-44.1149,-37.7668,-34.4686,-44.6958,-38.6556,-34.5758,-45.5424,-34.6038,-48.1105,-40.4137,-43.3836,-37.7269,-38.9274,-32.2186,-42.9387,-37.4458,-40.5439,-48.979,-55.3332,-36.9837,-37.9971,-35.6958,-38.1056,-43.5184,-51.2809,-48.1254,-51.5865,-49.9129,-51.0795,-38.0625,-32.9327,-43.9774,-40.193,-44.9664,-32.1923,-40.8545,-45.6473,-40.2204,-36.1701,-45.6119,-27.6031,-44.5481,-55.9288,-45.7132,-34.502,-42.4289,-46.1778
-2570.17,0.945174,0.159769,5,31,0,2592.94,52.74,32.5139,254.174,47.0754,141.949,91.4105,60.8745,29.3668,53.5853,18.3603,158.78,222.76,33.2784,32.9539,144.206,0.269604,0.210679,0.0428417,0.139706,0.0824038,0.0833025,0.122417,0.117167,0.0754752,0.0604285,0.0611521,0.0619559,0.0695887,0.14402,0.0871187,-1.96047,0.72796,-2.54791,-2.86411,-2.06232,-3.03886,-2.61555,-3.37635,-2.58355,-1.44698,-4.555,-3.19497,-0.206241,-0.143969,-2.56805,-3.504,-2.54924,2.27296,-2.27667,1.08074,0.0782447,0.0570339,0.127159,0.0478896,0.0731273,0.034172,0.0755054,0.235279,0.0105145,0.0409679,0.813637,0.865914,0.0766847,0.0300767,0.0781414,-33.9901,-40.892,-40.0232,-50.1641,-42.5037,-41.7799,-54.0947,-41.0993,-40.6896,-48.8219,-52.6494,-46.8726,-35.3045,-42.3998,-43.9007,-43.082,-36.8314,-34.2522,-44.4346,-38.5986,-34.9453,-44.9078,-33.8759,-52.4938,-38.7049,-42.6694,-36.8697,-37.7917,-32.4223,-42.7114,-38.4808,-40.1869,-47.7633,-54.0393,-36.8892,-36.7634,-33.8608,-37.9462,-43.3606,-49.7205,-48.8437,-51.0238,-49.815,-50.5974,-38.2645,-31.2402,-43.0082,-40.8908,-44.9169,-35.0741,-39.5404,-45.1365,-42.1749,-35.8957,-47.0207,-29.2453,-45.9072,-57.5639,-49.1853,-34.1215,-41.5381,-46.4305
-2567.82,0.452798,0.159769,5,31,0,2593.62,59.695,40.5338,265.496,42.659,131.919,72.0141,55.3034,28.3313,50.3996,14.3719,137.223,193.641,32.7069,33.9936,123.914,0.145027,0.0603319,0.0665478,0.180098,0.0167724,0.14468,0.263116,0.0667831,0.0481432,0.0749559,0.0796204,0.0713815,0.0278951,0.211546,0.120138,-1.92069,0.843718,-3.79875,-3.04668,-2.41982,-3.85309,-2.49645,-4.21903,-3.39633,-1.56785,-5.27393,-4.17782,-1.07151,-0.335507,-3.02617,-3.72441,-1.98094,2.08034,-3.12791,1.51913,0.0223987,0.0475164,0.0889372,0.021214,0.0823766,0.014713,0.0334959,0.208492,0.00512345,0.0153319,0.34249,0.714976,0.0485009,0.0241274,0.13794,-33.0342,-40.8811,-40.923,-50.2665,-41.2434,-39.651,-54.343,-41.7758,-39.677,-49.1019,-51.9472,-46.6233,-34.1845,-43.9017,-45.2142,-43.6393,-36.4647,-33.8981,-43.8534,-39.1394,-34.2092,-45.04,-34.0006,-51.8582,-39.9388,-43.5671,-36.8654,-37.3548,-34.0641,-43.1606,-37.9484,-39.7964,-47.7817,-54.3326,-35.9822,-37.5627,-34.6591,-37.6756,-42.6069,-51.8625,-51.8512,-49.9487,-50.0552,-48.7076,-37.9991,-31.5187,-42.7822,-41.0987,-46.7756,-33.3585,-40.233,-44.5545,-41.6929,-35.4077,-45.3111,-27.0775,-44.9872,-57.4427,-48.2385,-33.6153,-40.5476,-45.5352
