# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1351596895
# output
#   file = output_cal_g_Kgamma_EPs_7.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.305376
# Diagonal elements of inverse mass matrix:
# 0.03721, 0.0125336, 0.220557, 0.0448327, 0.0683264, 0.019909, 0.0144487, 0.0265195, 0.0110055, 0.0791954, 0.0391135, 0.0693262, 0.0775407, 0.018544, 0.178047, 0.0672021, 0.819015, 0.0754581, 0.138841, 0.176052, 0.32764, 0.0694005, 0.0820163, 0.510068, 0.0316741, 0.373491, 0.536046, 0.246579, 0.741762, 0.172846, 0.909725, 1.36883, 0.0982544
-2588.07,0.873585,0.305376,4,15,0,2608.81,59.7434,34.4327,188.407,38.6437,117.38,72.0159,54.0868,21.6567,58.1921,14.4885,109.572,111.858,42.7034,30.6586,95.5429,0.280482,0.111573,0.196481,0.208297,0.320973,0.157005,0.266668,0.322221,0.182405,0.557664,0.312526,0.035942,0.097651,0.00975566,0.25574,0.022937,-1.77621,1.49378,-34.2453,-42.8538,-41.2582,-53.1191,-40.7479,-39.692,-55.0051,-43.057,-39.8134,-50.4836,-52.3652,-46.1299,-35.624,-43.6482,-46.0652,-42.9483,-36.88,-33.8331,-43.5909,-41.4673,-33.7352,-45.1213,-34.9507,-51.812,-40.0005,-44.1617,-37.9479,-37.7284,-31.4548,-43.6221,-38.7662,-40.4201,-48.343,-53.4907,-35.9793,-36.8329,-35.494,-38.9255,-43.2955,-51.1404,-50.1128,-50.4541,-48.3884,-50.8688,-38.2616,-32.0273,-43.7872,-40.6529,-49.3694,-32.1416,-41.1294,-48.1749,-41.3597,-35.1447,-45.0668,-27.7501,-45.2819,-57.6218,-46.4337,-33.715,-41.5374,-44.6401
-2584.97,0.874359,0.305376,4,15,0,2601.77,80.8742,36.3915,236.898,40.5731,145.005,83.3992,54.1291,24.9423,60.975,15.6878,90.1802,145.617,27.4662,35.1155,78.1257,0.403256,0.129418,0.255844,0.0924395,0.234544,0.126046,0.179262,0.329611,0.100503,0.361023,0.279568,0.175054,0.0278923,0.31978,0.447283,0.232878,-1.5829,0.68514,-34.9006,-40.9278,-41.5574,-52.3658,-43.6049,-41.1424,-55.9854,-42.2609,-40.6837,-47.3343,-50.4932,-45.764,-34.9393,-39.9169,-46.6205,-44.1943,-36.9874,-35.1923,-43.3966,-41.213,-34.7142,-45.162,-35.1987,-46.1222,-38.8604,-45.0787,-38.5843,-38.9761,-34.001,-43.2813,-38.1261,-40.9231,-49.1955,-55.219,-37.0759,-38.2703,-35.6082,-38.2848,-44.4759,-51.049,-51.1652,-49.7402,-48.3638,-48.8264,-40.5868,-32.1729,-42.0022,-40.4688,-46.3144,-35.3113,-41.0675,-46.3313,-42.0122,-37.9799,-46.2724,-27.457,-44.6261,-58.2024,-46.1963,-33.7126,-42.2987,-44.2146
-2597.15,0.344301,0.305376,4,15,0,2615.8,73.6075,35.8822,210.04,47.4516,126.857,89.0891,61.7446,22.1291,70.9967,18.1211,109.118,136.017,53.0575,31.5928,94.9415,0.306416,0.0939306,0.165895,0.222536,0.347883,0.0951946,0.28939,0.352734,0.101521,0.400526,0.149566,0.0085117,0.0698688,0.00462102,0.258499,0.0103481,-1.99907,2.20424,-32.7739,-43.0059,-40.2531,-52.7763,-41.1484,-39.9374,-55.288,-42.8127,-39.437,-50.548,-51.9962,-45.1693,-35.6152,-43.0504,-45.3073,-43.3507,-37.6132,-33.9149,-43.6651,-40.1735,-34.1365,-45.0598,-35.6442,-52.2064,-40.4911,-42.9697,-37.8007,-37.3839,-32.605,-42.9805,-37.6818,-40.4665,-48.1189,-53.952,-36.1174,-37.3021,-35.0403,-38.3582,-43.0176,-49.7254,-53.5704,-51.9889,-47.9863,-53.7602,-38.6323,-32.3545,-43.1514,-40.9764,-49.8888,-34.0028,-40.999,-47.5602,-40.8631,-35.6159,-44.6098,-27.2729,-44.2302,-57.3703,-46.3081,-33.8379,-41.9739,-45.0559
-2582.29,0.969038,0.305376,4,15,0,2606.98,80.0033,32.7808,233.877,46.2233,130.733,94.4513,55.3439,26.7515,61.2069,10.9246,113.726,169.305,33.5122,27.7346,82.4352,0.400969,0.0817892,0.242714,0.168711,0.300459,0.0903754,0.210604,0.248263,0.0622481,0.456386,0.399418,0.0471706,0.0308445,0.189062,0.483761,0.15588,-1.37251,1.33242,-33.1831,-42.6586,-40.6395,-53.7857,-42.5351,-40.8219,-55.9462,-42.1157,-39.9722,-50.1762,-50.3532,-46.4016,-35.0391,-40.8696,-46.9606,-43.8934,-37.2491,-34.3979,-43.0605,-40.3783,-34.4172,-44.3702,-34.8246,-48.943,-39.6167,-42.9157,-38.3083,-38.5057,-32.1687,-43.2507,-37.9375,-40.7533,-49.0711,-54.659,-36.9745,-37.7975,-35.0183,-38.23,-44.3146,-48.8932,-51.1979,-50.9931,-48.3788,-50.2911,-39.0072,-31.6589,-42.3429,-40.3338,-46.8253,-35.5706,-41.8856,-46.4705,-41.6357,-37.215,-45.873,-27.8985,-43.3935,-58.4982,-46.7152,-33.2045,-42.0142,-45.09
-2583.6,0.739903,0.305376,3,7,0,2597.9,78.6201,35.713,222.273,43.6143,138.092,93.2959,54.9708,27.8269,61.7876,10.1848,117.299,170.867,31.8968,27.4798,75.3171,0.402039,0.0765828,0.25486,0.169011,0.332182,0.0886949,0.20425,0.229599,0.0656039,0.463077,0.44838,0.0649778,0.0299672,0.194366,0.514061,0.126137,-0.879125,1.10949,-33.3425,-42.2821,-40.7258,-54.3302,-42.4229,-41.2228,-55.8686,-42.0449,-39.5076,-49.9613,-50.633,-46.5374,-34.9694,-40.7736,-47.2106,-43.9239,-37.2214,-34.1691,-42.7447,-40.9271,-34.4205,-44.1814,-34.6482,-49.3827,-39.8206,-43.6417,-38.3475,-38.5894,-31.8372,-43.2884,-38.1964,-40.5582,-48.9739,-54.3874,-36.9549,-37.9272,-35.0952,-38.1257,-44.0921,-49.4964,-51.2675,-50.8428,-48.4168,-50.1453,-38.8253,-31.7675,-42.0216,-40.1359,-47.2201,-35.3194,-41.9264,-46.4859,-41.7376,-37.0639,-45.6217,-27.8122,-43.4534,-58.4131,-46.4093,-32.9865,-41.9176,-45.0389
-2587.69,0.621559,0.305376,4,15,0,2605.32,52.4323,36.6697,223.016,52.9305,141.98,81.3157,76.086,21.2337,66.8674,23.6265,94.0263,136.892,52.5485,39.7956,88.1171,0.373125,0.192121,0.120303,0.167222,0.22535,0.0720272,0.225526,0.259745,0.13374,0.392765,0.14539,0.0630226,0.0533865,0.114371,0.281459,0.0901654,-1.90491,0.693048,-34.1946,-42.1926,-41.7778,-52.4899,-42.6302,-39.9073,-56.0705,-42.5128,-39.2615,-49.213,-51.1338,-45.4519,-35.3127,-41.2651,-44.8306,-43.9987,-37.8423,-34.9416,-43.7454,-40.4931,-34.6716,-46.1025,-36.2393,-49.2923,-39.5162,-43.3686,-38.1886,-38.1674,-34.1604,-43.8807,-38.4174,-41.7866,-49.223,-54.7802,-36.9367,-37.3113,-35.8466,-38.6687,-43.9452,-49.5,-52.6149,-50.0544,-47.5959,-51.3601,-39.3839,-32.7374,-42.6103,-40.9536,-48.423,-33.9359,-39.6476,-47.9891,-41.9962,-36.8042,-45.2142,-27.3293,-46.0772,-57.3738,-45.7978,-34.4557,-42.3283,-44.9004
