# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1442956056
# output
#   file = output_cal_g_8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.549179
# Diagonal elements of inverse mass matrix:
# 0.0211161, 0.00992504, 0.0254935, 0.0196887, 0.0333894, 0.012747, 0.0169694, 0.0100554, 0.00661009, 0.0535785, 0.0183074, 0.0103354, 0.0473247, 0.0111076, 0.114943, 0.0175097, 0.0118127
-2600.88,0.937353,0.549179,3,7,0,2612.12,49.595,26.086,157.274,32.7555,91.453,68.6767,51.1216,15.3862,50.153,12.5617,68.8812,69.9563,28.2024,25.497,80.79,0.256992,0.1918,-34.7056,-43.3304,-41.9655,-50.4078,-42.424,-40.7553,-55.941,-43.9931,-42.4386,-45.6304,-53.1879,-46.2888,-36.2739,-42.3563,-45.7374,-43.4773,-37.7212,-36.4788,-45.6582,-41.2232,-35.407,-46.2337,-35.2737,-48.2834,-38.7866,-44.5129,-37.8251,-38.6546,-33.0448,-43.664,-39.3502,-40.1997,-48.4479,-55.1466,-37.5201,-37.6582,-35.6842,-39.8725,-44.765,-52.1103,-50.81,-50.892,-50.402,-49.5093,-38.4889,-33.0797,-43.0625,-41.7495,-46.945,-34.8248,-40.6471,-45.1763,-40.9343,-37.383,-47.4118,-27.6236,-45.0058,-56.7545,-46.3535,-33.9517,-42.413,-45.0079
-2600.61,0.934458,0.549179,3,15,0,2606.85,50.6628,30.9446,172.623,37.0165,103.358,63.2925,46.3285,19.7454,59.2076,13.6121,82.3376,100.191,21.4945,28.6783,48.4943,0.235528,0.230645,-34.9711,-42.6222,-42.8999,-51.6165,-42.0196,-39.5344,-55.09,-43.3859,-40.4494,-47.2782,-53.0576,-46.072,-34.9734,-43.9338,-45.7897,-43.5795,-36.2288,-35.6165,-44.0715,-41.9166,-35.4661,-45.1905,-34.3038,-55.4421,-39.9607,-45.839,-37.7256,-38.2875,-31.1712,-43.0133,-39.8868,-39.6021,-49.3968,-54.8413,-36.5519,-38.1786,-34.8146,-38.3565,-43.4575,-54.8574,-51.3983,-49.2231,-49.8324,-50.0601,-38.0486,-32.6111,-43.257,-40.8599,-47.9899,-34.2121,-43.8488,-43.6349,-41.1897,-36.2531,-48.114,-28.0066,-45.1867,-58.3885,-48.4555,-32.7322,-41.2343,-45.0499
-2601.53,0.98628,0.549179,3,7,0,2607.17,56.4259,29.1755,183.797,46.5171,108.374,82.316,54.1716,19.3019,60.4151,15.6211,87.0889,89.0933,35.6188,26.035,85.923,0.245874,0.182578,-34.5546,-42.8702,-41.4009,-50.9704,-42.0097,-40.6174,-54.9778,-43.2744,-42.4413,-46.55,-53.8937,-45.9655,-36.4646,-44.4693,-44.5568,-43.1891,-37.1571,-35.8676,-45.2466,-40.9841,-35.6944,-45.558,-35.2481,-51.9253,-40.0017,-44.1599,-37.0385,-37.7366,-33.4428,-43.1202,-39.6401,-39.717,-48.5645,-54.3863,-36.879,-37.8345,-34.5592,-39.2526,-43.9582,-53.2808,-52.6504,-50.7474,-49.7018,-50.8691,-38.3332,-32.786,-42.649,-41.394,-49.1102,-36.467,-41.1081,-44.643,-41.2144,-36.8697,-46.7543,-28.0186,-44.8908,-57.9043,-47.0575,-33.7332,-41.6901,-45.1885
-2599.48,0.995687,0.549179,3,7,0,2605.91,54.0344,33.1909,185.366,36.0437,105.268,72.2269,52.442,19.3981,63.6358,16.7183,90.0276,103.418,29.1094,28.4514,37.6675,0.265326,0.228348,-34.6238,-42.9219,-42.2751,-50.9926,-42.0696,-39.672,-55.3473,-43.3498,-40.0494,-46.4676,-53.3883,-45.5118,-35.1003,-44.2152,-45.2531,-43.1653,-36.6488,-35.6248,-44.2485,-41.8129,-35.06,-44.9758,-34.4728,-54.8686,-40.0398,-45.6432,-37.5857,-38.2363,-32.0762,-43.0588,-39.3339,-39.4658,-49.6286,-54.4855,-36.5248,-38.2439,-35.0009,-38.3207,-43.9206,-54.9585,-53.2067,-49.6766,-49.1712,-50.4732,-38.4858,-32.7629,-42.5615,-40.9548,-47.9576,-34.5554,-43.3411,-43.9759,-40.9879,-36.6944,-48.0859,-28.1589,-45.4241,-58.2091,-47.9637,-32.7038,-41.4994,-45.2005
-2603.5,0.80979,0.549179,3,7,0,2608.86,62.3303,30.5575,188.108,45.7016,125.481,78.261,60.2066,20.1698,60.7728,14.0415,80.3118,93.2489,28.0843,31.6133,102.628,0.316048,0.178559,-35.4299,-43.2618,-41.0201,-51.2491,-42.2695,-41.0357,-55.7129,-43.2685,-42.5686,-46.2692,-53.1649,-45.8646,-35.946,-42.2223,-45.2734,-43.689,-37.4898,-36.3803,-45.2163,-41.23,-35.8911,-45.5146,-36.1128,-49.8439,-39.6675,-44.9456,-37.217,-38.724,-34.5922,-43.5219,-39.0227,-40.1886,-49.0374,-55.1681,-37.1335,-38.3672,-35.5588,-39.3869,-44.2046,-52.2062,-51.8228,-50.1784,-49.1327,-49.5448,-39.1303,-33.1292,-42.3495,-41.7569,-47.5184,-36.2665,-42.0874,-44.6179,-41.4733,-37.3104,-47.4741,-27.7561,-44.9453,-57.8287,-47.0401,-33.2447,-41.8237,-44.4181
-2606.94,0.843659,0.549179,3,7,0,2612.98,72.622,29.9065,159.925,46.364,107.295,67.0921,55.9406,20.2968,65.7917,14.6174,76.0783,97.5652,27.7282,33.0038,76.9453,0.288698,0.178248,-35.5893,-42.4466,-41.8388,-51.6557,-42.7268,-40.9226,-55.6376,-42.7023,-42.2026,-46.5799,-53.3529,-46.3429,-35.0813,-40.6699,-45.7224,-44.079,-37.0265,-35.612,-44.8611,-42.2072,-35.2848,-45.1802,-35.6779,-50.8303,-40.0787,-45.6788,-37.5885,-38.4129,-33.1878,-43.7079,-40.2732,-40.8625,-49.6105,-54.5305,-36.6692,-38.9897,-35.3827,-38.8949,-43.6408,-52.5495,-53.3205,-49.492,-48.5437,-50.8464,-37.762,-32.9666,-42.2303,-41.5699,-48.8447,-34.9634,-42.2338,-44.9129,-42.0912,-36.8623,-47.1332,-27.8671,-45.7515,-58.0039,-48.5389,-33.4588,-41.8213,-45.4247
