# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kgamma_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1280762969
# output
#   file = output_cal_pl_Ka_Kgamma_EPs_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.136763
# Diagonal elements of inverse mass matrix:
# 0.0711182, 0.0217163, 0.567573, 0.02902, 0.0681196, 0.0232909, 0.0344603, 0.0321226, 0.0232281, 0.0784505, 0.0444088, 0.209794, 0.134415, 0.0203011, 0.197643, 0.478536, 0.214504, 0.143952, 0.326544, 0.32931, 0.197438, 0.386319, 0.40023, 0.285498, 0.361239, 0.823953, 0.189745, 0.622712, 0.593477, 0.554297, 1.78374, 0.106083, 0.929005, 0.176335, 0.112442, 0.215881, 0.21781, 0.106719, 0.255956, 0.426716, 0.221408, 0.483225, 1.10896, 1.62064, 1.16524, 0.561657, 0.308831, 1.91386, 0.0734311, 0.100936
-2582.68,0.940528,0.136763,5,31,0,2603.88,59.891,34.9652,250.045,46.4021,156.121,70.6372,47.5765,23.9829,66.2367,14.1246,124.202,233.727,46.0642,32.0469,41.4475,0.0290564,0.0215394,0.144048,0.0539282,0.101045,0.228721,0.298713,0.195164,0.326272,0.373264,0.0976515,0.0350358,0.0386582,0.537642,0.0965883,-1.98475,1.15146,-2.71393,-2.6188,-1.23267,-2.7874,-0.684217,-3.49392,-2.79351,-1.05208,-1.88063,-2.83432,-0.452743,-0.0410121,-0.950834,-1.55957,-1.67464,2.66187,-1.98323,1.42846,0.0662757,0.0728901,0.291515,0.061581,0.504485,0.0303815,0.0612061,0.34921,0.152494,0.0587586,0.635882,0.959817,0.386419,0.210226,0.187376,-32.3796,-40.4463,-40.1688,-50.4645,-43.4056,-40.4105,-55.4079,-41.4116,-37.9487,-49.8914,-50.7872,-46.4076,-33.697,-42.583,-46.5206,-44.8566,-37.2487,-34.4722,-43.0623,-38.4663,-35.1315,-44.5499,-33.9739,-49.855,-40.1529,-42.137,-37.4486,-38.4004,-32.717,-42.1935,-37.4996,-40.6447,-49.1052,-55.4914,-37.1212,-38.0882,-34.7374,-37.9823,-43.8236,-50.9771,-50.9345,-52.1018,-47.7712,-51.8587,-39.7885,-31.8661,-43.5513,-40.9445,-45.8595,-33.3613,-39.7466,-45.4207,-39.8794,-36.4242,-46.251,-28.6751,-43.714,-56.8842,-46.4561,-33.901,-41.1424,-46.2525
-2581.92,0.917463,0.136763,5,31,0,2612.6,62.0856,35.0878,261,44.9139,162.167,76.216,47.1089,23.9176,64.3065,12.9897,121.194,235.271,35.9522,30.8798,43.5463,0.0245288,0.0199065,0.144737,0.0615347,0.100074,0.197791,0.335777,0.179661,0.35899,0.343029,0.0930991,0.0299614,0.0339005,0.476155,0.108888,-1.97997,1.12581,-3.14563,-2.42311,-1.48213,-2.79201,-0.76565,-3.2394,-2.6601,-1.08854,-2.05073,-2.84075,-0.300485,-0.0357024,-0.703572,-1.57551,-1.55313,2.41451,-1.71811,1.18674,0.0430398,0.0886457,0.227153,0.0612978,0.465032,0.0391874,0.0699413,0.336707,0.128641,0.0583822,0.740459,0.964927,0.494815,0.206901,0.211584,-32.5937,-41.2645,-40.6805,-49.9004,-43.1146,-40.2172,-55.8873,-41.8467,-37.8541,-50.1921,-50.4497,-46.352,-33.7992,-42.794,-46.7987,-44.6494,-36.9985,-34.1199,-43.358,-38.3927,-34.5688,-45.0954,-34.0313,-48.6289,-39.4355,-41.7238,-37.4944,-38.8184,-32.79,-42.3771,-37.3628,-40.65,-49.7626,-55.4383,-36.8067,-37.7575,-34.8715,-37.6241,-44.0758,-50.3192,-50.5809,-51.7207,-47.7058,-50.6865,-40.3446,-32.0946,-43.8041,-41.3276,-45.296,-33.6937,-39.8486,-45.631,-40.0458,-36.5284,-46.7571,-28.3826,-43.5336,-57.8226,-46.8118,-33.3969,-40.8798,-45.8718
-2570.79,0.992969,0.136763,5,31,0,2602.45,78.6077,36.3184,229.055,43.3453,158.827,84.1804,62.4479,25.6098,54.4185,20.9906,154.823,175.2,46.1878,34.7169,110.929,0.132228,0.112391,0.13331,0.148784,0.0962588,0.122022,0.0639172,0.104808,0.430861,0.267318,0.0313778,0.0658223,0.100617,0.0693677,0.0167364,-1.62291,0.869556,-1.41978,-3.30589,-2.79915,-2.72549,-1.54594,-3.43583,-2.87213,-2.48099,-3.64279,-0.618806,-0.704867,-0.58168,-2.35555,-3.21904,-2.57633,2.05139,-2.21681,0.82327,0.241767,0.0366665,0.060862,0.0655142,0.213112,0.0321988,0.0565785,0.0836605,0.0261792,0.538587,0.494174,0.558959,0.0948414,0.0399935,0.0760522,-34.7003,-42.4754,-40.8076,-50.8637,-40.554,-39.9287,-54.381,-42.7577,-39.39,-48.0572,-52.749,-45.9334,-35.6324,-46.3127,-44.549,-42.2343,-36.4901,-33.8761,-43.8847,-39.6585,-33.7215,-45.0254,-34.0055,-49.5949,-39.3599,-43.5441,-37.0157,-37.7971,-32.4184,-43.4239,-37.963,-39.9676,-47.6989,-53.2385,-36.0252,-37.4844,-34.7119,-38.3252,-44.0206,-49.8728,-49.589,-49.9828,-48.8492,-49.4205,-38.0262,-31.9195,-43.3844,-40.2779,-46.8281,-32.4043,-39.7698,-47.0075,-42.2738,-35.7389,-46.05,-28.9345,-46.8848,-56.859,-47.1766,-33.7558,-41.7409,-45.3107
-2574.45,0.908165,0.136763,5,31,0,2600.72,61.8521,30.4981,216.593,42.131,186.786,87.8244,64.5799,28.5896,60.3068,23.1502,163.941,144.864,29.4401,37.0731,111.421,0.195594,0.155769,0.110593,0.211499,0.0505005,0.0968608,0.111102,0.0844796,0.341244,0.442118,0.0473284,0.0777991,0.148261,0.173979,0.0270725,-1.81802,0.888748,-1.1986,-2.9333,-2.93864,-3.3626,-2.13417,-3.24373,-2.22501,-1.62316,-2.96454,-0.817684,-0.782863,-1.13217,-2.15503,-3.39649,-1.66281,2.14477,-2.17599,0.838623,0.301616,0.0532212,0.0529377,0.0346452,0.118342,0.0390182,0.108067,0.197274,0.0515844,0.441453,0.457096,0.322333,0.1159,0.0334905,0.189606,-34.7996,-41.4464,-42.1589,-51.4021,-40.9637,-40.0283,-55.3284,-43.1556,-38.2992,-47.4147,-51.1173,-46.6731,-35.7788,-46.4973,-44.2961,-41.5247,-36.825,-33.968,-44.9981,-39.2002,-34.3335,-45.6239,-33.5082,-51.0765,-39.7864,-43.5511,-37.2726,-37.6342,-31.247,-43.2253,-38.5065,-40.6346,-47.9298,-53.2735,-36.1854,-37.0207,-34.0814,-38.5626,-43.192,-50.7443,-49.93,-50.0838,-48.7811,-50.7881,-38.2816,-31.3782,-43.7634,-41.3211,-48.0296,-32.984,-39.9347,-47.1844,-42.7851,-34.7375,-46.2125,-28.6721,-46.2776,-58.7109,-47.4075,-34.0236,-41.837,-45.8928
-2567.77,0.721141,0.136763,5,31,0,2597.21,67.4638,36.7999,246.12,33.2191,133.875,73.4367,65.9533,28.683,54.7767,11.5,136.967,230.51,42.7807,27.4485,103.968,0.0942247,0.0853913,0.148698,0.233478,0.0610804,0.225125,0.26129,0.0549802,0.283148,0.219291,0.0203866,0.0420545,0.0207328,0.361785,0.0572299,-1.95187,1.19632,-2.16883,-2.76233,-1.46198,-2.95871,-1.54375,-2.80608,-2.15485,-1.45314,-3.5235,-2.28995,-0.299026,-0.0360317,-2.67073,-3.1439,-1.55899,2.20703,-2.0713,1.1027,0.114311,0.0631447,0.231776,0.0518858,0.213578,0.0604416,0.11592,0.233835,0.0294962,0.101272,0.74154,0.96461,0.0692014,0.0431141,0.210348,-32.8902,-42.6348,-41.2851,-50.4888,-41.6462,-39.9782,-54.3691,-41.4557,-38.653,-49.1596,-51.3746,-46.779,-34.5246,-41.608,-46.0612,-44.2282,-36.527,-34.5437,-42.6693,-39.9785,-34.5803,-44.147,-33.9771,-50.4861,-38.547,-42.7543,-37.912,-38.3358,-32.7523,-43.1852,-38.2865,-40.4026,-48.4764,-54.7608,-37.3193,-37.4426,-35.0501,-37.8915,-44.1149,-48.3994,-49.7822,-50.4374,-49.1452,-49.3544,-39.2258,-32.1941,-42.5834,-39.8492,-45.2902,-34.115,-40.0678,-44.4702,-41.0976,-36.6942,-45.8001,-28.0478,-44.8997,-54.8398,-47.5787,-33.3876,-41.2885,-45.7203
-2557.98,0.985637,0.136763,5,31,0,2584.1,74.4037,37.2786,221.952,41.5918,130.221,76.8073,53.9535,24.6881,56.6053,19.917,151.917,203.68,26.6761,37.2769,49.3263,0.0580484,0.0960064,0.11376,0.177378,0.0645175,0.0678156,0.184631,0.0535606,0.337885,0.343412,0.0570956,0.0480018,0.0798694,0.127516,0.291206,-1.64838,0.885651,-2.40414,-3.16893,-2.97637,-3.89429,-3.28897,-3.67487,-2.72322,-2.76449,-3.65232,-2.59204,-0.421599,-1.04465,-3.44726,-4.44295,-3.29188,2.16852,-3.14287,1.19721,0.0903435,0.0420484,0.0509777,0.0203579,0.0372924,0.0253526,0.065663,0.0630085,0.0259308,0.0748674,0.655997,0.351814,0.0318327,0.0117612,0.037184,-34.3883,-40.4186,-43.4293,-51.7116,-42.0585,-38.8977,-54.7064,-41.806,-39.133,-48.963,-50.289,-46.4227,-34.042,-44.6157,-44.7559,-43.4457,-35.5521,-33.6321,-43.2979,-38.7691,-34.3218,-45.1866,-33.6403,-50.4153,-40.0252,-43.5461,-36.5873,-38.1874,-31.4672,-42.7263,-38.0205,-40.6318,-49.4029,-53.9628,-36.4784,-38.6833,-34.1973,-37.5826,-42.9306,-50.302,-48.9681,-48.4145,-49.0772,-48.7657,-38.1571,-31.7183,-44.1216,-39.8731,-45.9188,-33.9061,-40.8751,-45.0666,-42.4411,-35.5737,-45.4997,-27.8444,-45.3885,-56.7155,-47.8978,-33.9783,-40.6543,-46.5567
