# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_modified_a_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median_only_abies.dump
# init = 2 (Default)
# random
#   seed = 1280763276
# output
#   file = output_cal_pl_Ka_EPs_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.179885
# Diagonal elements of inverse mass matrix:
# 0.107149, 0.0233525, 0.205102, 0.0410877, 0.148534, 0.0202964, 0.0316106, 0.0448751, 0.0206177, 0.0497749, 0.0570197, 0.122276, 0.132164, 0.0235286, 0.206899, 0.0764961, 1.0144, 0.119317, 0.110937, 0.0703225, 0.532319, 0.0507838, 0.158581, 0.571639, 0.0248571, 0.233346, 1.098, 1.03524, 0.572249, 0.093228, 0.356859, 2.22959, 0.0826216, 0.0307751
-2568.55,0.764945,0.179885,5,31,0,2585.53,58.9886,35.8251,236.1,34.6464,142.48,71.596,59.8678,21.8272,43.9864,17.076,143.063,207.637,50.5244,28.9191,69.9263,0.0571245,-3.85479,-3.71654,-2.84916,-4.64026,-2.40645,-3.98662,-3.92509,-2.92132,-5.58165,-4.40714,-0.363169,-0.493506,-0.361945,-3.34651,-4.08154,2.0202,-2.67448,1.62718,0.021178,0.0243179,0.0578931,0.00965521,0.0901345,0.0185624,0.0197404,0.0538626,0.00376636,0.01219,0.695469,0.610483,0.696321,0.0352069,0.0168814,-33.2743,-41.4072,-41.6411,-49.8306,-41.3434,-39.5403,-54.7505,-42.2971,-39.3684,-48.7863,-53.021,-46.9033,-34.8716,-45.2147,-45.1154,-43.6028,-36.3996,-34.0613,-43.4848,-39.1204,-34.0562,-45.196,-33.8196,-50.1505,-38.7796,-43.5062,-36.8676,-38.3538,-33.0612,-43.3145,-38.6925,-39.3959,-48.7851,-53.9129,-36.5538,-37.6703,-34.4618,-37.8419,-43.5843,-49.6333,-49.4188,-49.1546,-49.8999,-47.2128,-39.054,-31.7303,-42.7942,-40.8789,-44.6696,-33.1603,-39.8764,-44.3711,-42.8741,-35.994,-46.4268,-28.5126,-46.3282,-56.7893,-48.7679,-33.1387,-40.4184,-46.4948
-2570.8,0.979283,0.179885,4,31,0,2585.43,90.1702,40.4679,215.146,46.5426,104.664,73.2181,55.8337,20.8952,42.5744,14.4524,120.363,210.378,48.087,40.9124,82.4511,0.0630729,-1.58184,-2.53331,-3.93079,-4.5284,-3.73844,-4.35277,-3.27378,-3.24323,-5.86011,-2.85502,-1.10483,-0.24514,-2.05251,-4.3555,-1.97227,2.01856,-3.55013,1.1953,0.205597,0.0793955,0.0196281,0.010798,0.0237911,0.0128711,0.0378632,0.0390374,0.00285092,0.0575545,0.331267,0.782595,0.128412,0.0128361,0.13914,-34.6976,-41.7508,-43.3528,-50.6401,-42.4902,-39.0491,-54.9436,-43.2396,-38.5403,-50.4388,-51.5628,-46.1451,-34.8724,-45.0785,-44.9651,-44.0893,-35.7803,-33.8446,-43.3735,-38.5776,-34.1031,-46.1121,-35.1669,-49.9055,-40.2822,-42.1171,-36.6465,-37.8385,-33.5527,-43.2084,-37.9247,-40.8965,-49.0411,-54.0106,-36.093,-38.0847,-35.0847,-38.1527,-43.085,-49.0959,-48.6415,-48.9573,-48.587,-49.0731,-36.0475,-32.4551,-43.6845,-40.0945,-45.6694,-32.9364,-40.2272,-45.7302,-41.9374,-36.116,-45.5598,-27.569,-46.2449,-57.9223,-47.8241,-33.992,-40.5479,-45.8605
-2577.49,0.764272,0.179885,4,31,0,2592.07,80.7407,32.949,239.562,40.7313,165.532,78.8517,43.1589,23.8204,49.7002,17.4415,182.577,226.692,24.207,26.2285,56.5032,0.0367639,-1.80467,-4.05192,-2.69983,-4.16011,-3.24729,-4.23795,-5.27311,-3.53124,-5.41006,-5.41078,-0.242121,-0.254561,-4.46269,-5.01443,-5.14577,2.00134,-3.02575,2.18633,0.164529,0.017389,0.0672172,0.0156058,0.0388793,0.0144371,0.00512762,0.0292686,0.00447138,0.00446815,0.784961,0.775257,0.0115313,0.00664139,0.00582396,-33.5382,-39.8309,-41.1872,-49.8291,-42.0685,-39.9328,-54.5812,-41.2667,-40.1394,-48.2575,-52.1391,-48.2697,-35.0397,-44.5753,-45.1495,-42.5521,-36.2771,-33.7,-44.1843,-38.7446,-34.0299,-44.5466,-32.9528,-49.6689,-39.0059,-43.6966,-37.4222,-38.3006,-32.2752,-42.891,-38.4891,-39.8889,-49.258,-53.7147,-36.7933,-37.3835,-33.5282,-37.6631,-43.7796,-49.479,-47.12,-50.0297,-50.2764,-48.3247,-40.1909,-31.1193,-42.6912,-41.4315,-45.2127,-34.203,-39.326,-45.3833,-43.258,-35.6194,-46.5491,-29.4315,-46.5922,-57.4456,-48.7636,-33.8697,-41.1959,-47.9716
-2577.55,0.745384,0.179885,5,63,0,2594.77,116.734,38.8308,194.691,49.542,155.074,70.0834,50.4976,24.1677,44.0212,13.0831,146.057,234.511,36.7802,33.0961,111.025,0.049994,-0.592299,-2.7577,-3.63399,-4.97474,-3.46603,-4.62579,-4.89153,-3.67847,-5.85237,-3.13608,-0.0208853,-0.379435,-2.68957,-4.7075,-1.34312,2.00525,-3.532,1.69077,0.553054,0.0634373,0.0264105,0.00691031,0.0312409,0.00979589,0.00750989,0.0252616,0.00287309,0.0434527,0.979331,0.684248,0.0679104,0.00902727,0.26103,-34.2014,-41.1445,-41.6263,-52.4358,-42.6166,-40.0582,-54.1968,-41.6126,-38.8773,-50.2282,-52.529,-47.579,-34.5222,-43.1634,-45.4851,-44.4432,-35.5714,-33.5159,-42.812,-38.5366,-34.4937,-44.3549,-34.5017,-51.1349,-39.8372,-42.6209,-36.8661,-37.7614,-32.9766,-43.0687,-38.3843,-40.7886,-49.5278,-53.9534,-36.6727,-38.1864,-34.4931,-37.8161,-42.4796,-48.8967,-47.0003,-49.5417,-48.8053,-49.9011,-37.1534,-32.5169,-43.2596,-40.368,-45.9172,-33.2278,-40.858,-44.7432,-42.9798,-35.6225,-45.1627,-28.3656,-45.8757,-57.1953,-49.1709,-33.4892,-40.5433,-47.1834
-2569.41,0.995878,0.179885,5,31,0,2590.63,40.8048,31.3881,249.699,28.9036,140.692,75.9084,66.4745,20.0918,44.9903,19.3905,134.705,160.697,23.0866,29.1283,54.9804,0.0843784,-4.82116,-3.13555,-2.15564,-4.60339,-3.28635,-3.34161,-2.76851,-3.1957,-5.22464,-4.24276,-1.09822,-0.936186,-3.46051,-4.66014,-4.92287,2.16534,-3.26554,1.48618,0.00805745,0.043476,0.115829,0.0100178,0.0373901,0.0353799,0.0627554,0.0409379,0.00538229,0.0143679,0.333464,0.392121,0.0314138,0.00946511,0.00727819,-34.8867,-41.2259,-42.9162,-49.2343,-41.968,-39.3658,-55.2337,-42.3684,-39.9545,-48.6842,-50.9292,-47.1774,-35.0701,-43.8421,-44.9137,-42.1999,-36.3792,-34.2832,-45.2905,-39.3515,-34.1068,-45.7406,-33.2511,-50.885,-38.4274,-43.592,-37.1878,-38.0259,-32.4976,-43.1285,-39.0369,-40.3663,-49.5734,-54.5466,-36.3917,-37.1474,-34.1433,-38.1683,-43.4039,-51.3764,-48.1917,-49.8814,-50.5542,-47.8675,-38.7082,-31.1026,-43.2984,-40.9605,-45.0999,-32.9128,-39.6746,-44.7717,-42.9422,-35.6291,-46.7378,-28.8631,-46.1557,-57.7553,-48.9795,-34.1767,-40.8747,-46.6942
-2568.91,0.81649,0.179885,4,15,0,2582.26,75.0432,29.8524,206.687,32.2984,105.56,80.7573,61.5797,22.968,40.6307,13.5128,124.946,189.448,26.3903,28.4971,60.6949,0.0741566,-2.44037,-3.65595,-2.6218,-5.34699,-2.14024,-3.66392,-2.08545,-2.2759,-5.77362,-3.222,-0.279746,-0.796326,-3.92916,-4.37753,-2.13575,2.07231,-3.23432,1.43914,0.0871287,0.0258369,0.0726718,0.00476246,0.117627,0.0256319,0.124251,0.102705,0.00310847,0.0398753,0.755976,0.450983,0.0196601,0.0125563,0.118155,-33.2883,-42.2639,-42.0458,-50.9697,-42.7975,-40.8471,-54.9264,-42.4001,-38.986,-50.2685,-52.5801,-46.8309,-34.7326,-41.1601,-45.6847,-44.0142,-36.5828,-34.2931,-43.9824,-38.5844,-34.4804,-44.6181,-33.9553,-50.6228,-39.4908,-42.3018,-36.8505,-38.2636,-30.8597,-43.2239,-38.0157,-40.458,-48.5798,-54.507,-36.7823,-38.137,-34.8739,-38.7497,-43.5007,-49.413,-50.5268,-49.8014,-49.6932,-49.6275,-35.9767,-31.8281,-43.1595,-39.8187,-44.5108,-33.1575,-41.1267,-44.7778,-41.4548,-36.1156,-46.3458,-27.8665,-44.9135,-56.6945,-49.0171,-33.7214,-40.8724,-47.0032
