# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92967890
# output
#   file = output_cal_pl_Ka_Kgamma_EPs_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.120477
# Diagonal elements of inverse mass matrix:
# 0.131554, 0.0185486, 0.906687, 0.0470032, 0.316727, 0.0179411, 0.0353816, 0.0847296, 0.0154988, 0.0501531, 0.077024, 0.937776, 0.255901, 0.0210948, 0.32574, 0.433992, 0.198562, 0.202189, 0.98253, 0.367866, 0.320488, 0.42149, 0.296536, 0.541282, 0.357256, 0.915858, 0.19929, 0.75724, 0.907221, 0.497263, 2.1064, 0.184669, 0.723778, 0.0391262, 0.0601583, 0.473568, 0.41653, 0.0426746, 0.111007, 0.466447, 0.12795, 0.833659, 0.278088, 0.736748, 1.01101, 0.327495, 0.876191, 1.4246, 0.048473, 0.0724767
-2622.9,0.904611,0.120477,5,31,0,2651.97,105.458,30.0474,280.205,36.1168,132.467,74.5895,56.4947,33.5008,62.7349,42.8417,167.566,235.004,23.0033,31.7213,118.583,0.0498934,0.235314,0.150729,0.066835,0.0334192,0.0809639,0.188881,0.114139,0.366566,0.0668617,0.0807297,0.0495075,0.152773,0.178606,0.0337301,-1.7303,0.896373,0.869149,-3.29798,-1.51159,-4.69232,-2.64495,-3.98036,-3.01685,-0.291918,-2.75056,1.20201,2.0406,0.394624,-2.2494,-3.99278,-2.26965,2.34999,-2.36609,2.36162,2.38488,0.0369577,0.220559,0.00916536,0.0710088,0.018679,0.048955,0.74683,0.0638923,3.32679,7.6952,1.48383,0.105462,0.0184483,0.103348,-33.1728,-41.2897,-42.499,-49.6728,-40.946,-39.2578,-54.9046,-41.7201,-38.9193,-49.282,-49.515,-45.1576,-33.9373,-41.548,-46.1692,-41.7815,-38.1172,-35.597,-46.6969,-41.9389,-36.2635,-46.1721,-34.6096,-50.2295,-40.0781,-44.2073,-37.42,-40.0318,-32.6614,-43.0335,-38.0445,-41.4265,-48.0873,-59.176,-37.313,-38.2216,-34.5745,-40.9706,-46.4618,-52.5306,-59.3216,-52.6153,-52.7602,-51.8342,-38.7469,-30.9915,-46.0053,-41.4382,-46.48,-35.7643,-40.5144,-47.5791,-42.7125,-36.3241,-48.97,-29.1723,-46.1364,-56.8557,-49.1423,-34.5054,-42.4389,-47.3062
-2628.52,0.79914,0.120477,5,31,0,2650.06,125.991,46.7958,230.99,38.7394,125.995,78.9359,65.2318,33.0363,65.2887,33.6416,165.494,251.948,56.8185,34.2373,51.7511,0.0319596,0.109411,0.199607,0.242216,0.2081,0.0472776,0.273419,0.116065,0.319982,0.103567,0.0374351,0.0324467,0.0697049,0.104838,0.326297,-1.89102,0.758939,0.982578,-2.02035,-3.27543,-2.44331,-0.0147491,-4.50787,-2.12194,-0.42322,-2.41995,-0.84333,0.965568,0.992904,-1.22467,-4.81931,-2.27693,2.03029,-1.71494,1.914,2.67133,0.13261,0.0378007,0.0868725,0.985359,0.0110219,0.119799,0.654934,0.088926,0.430275,2.62628,2.69906,0.293856,0.00807238,0.102599,-34.9088,-41.8799,-43.67,-50.6472,-41.965,-38.0072,-56.3663,-42.1909,-40.2315,-47.5344,-50.5933,-44.9735,-33.7394,-44.2979,-46.0837,-42.3877,-37.6465,-34.5548,-45.7977,-42.4519,-35.4327,-47.1493,-35.7713,-47.9906,-41.8019,-42.3987,-37.7938,-40.4598,-34.0456,-42.6906,-37.6939,-41.995,-49.8531,-57.53,-37.0379,-40.4029,-35.6544,-39.8828,-47.3224,-51.335,-60.0571,-51.7243,-51.7588,-49.7829,-38.8318,-33.5354,-45.0902,-40.9887,-46.7791,-37.0481,-40.3368,-47.4015,-42.1458,-37.0044,-47.8493,-27.6705,-46.0232,-54.586,-47.6927,-35.0743,-43.6654,-47.9062
-2632.44,0.881918,0.120477,5,31,0,2650.81,127.099,39.1814,253.381,40.181,152.204,83.4155,64.5273,19.9216,69.0831,40.9249,207.438,288.889,34.9303,39.0907,104.875,0.0402277,0.281125,0.175121,0.0820672,0.0416457,0.129033,0.213481,0.0323459,0.301244,0.112863,0.0500734,0.0494601,0.0947788,0.0394746,0.067384,-1.67516,1.14547,0.61977,-3.22209,-1.71438,-3.64558,-3.54443,-4.67778,-2.94688,-3.3489,-3.16307,-0.145775,1.54677,2.35258,-3.10161,-3.98073,-1.63284,2.13422,-2.25615,2.72259,1.8585,0.0398716,0.180076,0.0261064,0.0288851,0.0092996,0.0525032,0.0351228,0.0422955,0.864352,4.69625,10.5127,0.0449768,0.0186719,0.195374,-34.0228,-40.0896,-40.8679,-49.1934,-40.1592,-40.6016,-55.2196,-40.985,-39.2182,-48.779,-51.0324,-45.197,-33.7392,-41.5,-45.8472,-41.5133,-38.6781,-34.6759,-45.2484,-42.5108,-35.4808,-45.2873,-34.7746,-50.9179,-40.5649,-45.4111,-36.7843,-40.2172,-32.7256,-43.1207,-37.4045,-41.0717,-48.5024,-57.7728,-36.7836,-38.3336,-34.6468,-40.356,-46.9161,-53.0965,-61.4951,-54.3192,-52.1881,-55.0899,-39.6676,-31.6391,-44.96,-41.1416,-46.4543,-35.1516,-39.807,-48.2858,-42.9292,-36.0352,-49.0362,-30.2224,-48.4088,-55.5654,-48.8985,-34.7883,-44.0847,-47.9963
-2628.71,0.99945,0.120477,5,31,0,2655.65,77.127,41.173,298.524,43.8886,124.394,90.3121,69.7095,29.4327,63.4181,41.5678,200.79,262.419,38.4677,31.9916,99.9318,0.182298,0.112218,0.121725,0.140497,0.0812126,0.0320617,0.212622,0.0995377,0.265315,0.0562461,0.0385411,0.0301678,0.134914,0.0987237,0.0281648,-1.98891,0.891102,-0.607063,-2.41215,-1.15682,-2.36538,-3.54051,-3.33609,-2.53255,-1.48213,-4.29651,0.250429,2.10404,1.30605,-1.9734,-4.53436,-1.87176,2.17484,-1.3961,1.75661,0.544949,0.0896223,0.314485,0.0939136,0.0289985,0.0355756,0.0794563,0.227154,0.013616,1.28458,8.19919,3.69157,0.138983,0.0107338,0.153852,-34.7185,-40.3449,-42.3668,-49.1205,-41.3904,-39.7786,-55.1314,-41.4854,-39.2732,-49.6341,-51.7474,-46.261,-34.591,-40.7637,-45.6539,-41.3326,-37.6895,-34.3834,-45.5805,-41.891,-34.7756,-46.0997,-34.7906,-50.116,-40.0731,-42.8127,-38.3239,-39.9036,-34.2735,-43.207,-39.0769,-41.6783,-49.2271,-57.2416,-36.7499,-37.7831,-34.7433,-39.9027,-46.6298,-51.9972,-60.51,-52.0311,-51.4848,-50.7275,-39.4677,-32.5312,-43.4328,-41.5899,-47.3946,-36.7883,-38.1994,-48.2245,-44.2605,-36.8738,-48.0429,-29.0906,-48.3845,-55.3415,-49.7304,-34.7734,-43.6049,-49.2585
-2638.3,0.893016,0.120477,5,31,0,2657.86,80.6083,49.1854,299.528,44.2897,226.632,85.8079,58.7104,25.8847,61.1926,31.8397,196.342,263.283,55.6389,43.2375,86.0223,0.104341,0.128701,0.160872,0.0883414,0.101705,0.142786,0.303329,0.265081,0.194044,0.163784,0.0398359,0.070986,0.0452891,0.250955,0.0633643,-1.99932,0.839036,-2.79985,-2.16628,-1.85224,-2.9945,-0.223032,-4.582,-2.26792,-2.82176,-4.84833,2.04983,1.37488,1.46155,-1.37255,-4.03126,-2.55716,2.14277,-1.97833,2.18489,0.0608195,0.114603,0.156885,0.0500614,0.800089,0.0102344,0.103528,0.0595012,0.00784144,7.76661,3.9546,4.31265,0.25346,0.017752,0.0775247,-35.0101,-41.2137,-41.7969,-48.8833,-41.5667,-39.7645,-55.0185,-41.2701,-40.0057,-49.6483,-50.5316,-45.0362,-34.2093,-43.8683,-45.7925,-41.9487,-37.8248,-33.8425,-45.9372,-42.3728,-35.6855,-45.6166,-35.4418,-53.03,-42.2263,-42.9041,-36.2675,-39.9537,-34.5198,-42.0544,-37.2172,-41.8826,-48.2361,-57.5604,-36.005,-39.5724,-35.2042,-39.6933,-46.969,-53.7956,-61.1112,-54.2885,-52.5821,-51.5978,-39.556,-32.3619,-45.0756,-40.9241,-45.7898,-36.3999,-40.3663,-46.3568,-41.8543,-36.3129,-49.0901,-29.8763,-46.7249,-55.9659,-49.1415,-35.1336,-42.6819,-47.8663
-2630.88,0.962169,0.120477,5,31,0,2663.43,119.753,33.334,298.549,34.6141,212.369,87.4589,59.3872,45.552,50.8269,43.0606,145.314,218.732,27.9049,28.3881,78.1947,0.073538,0.192019,0.133735,0.160667,0.105591,0.122927,0.20462,0.0305823,0.191703,0.104579,0.093523,0.0651774,0.0391393,0.177283,0.146986,-1.55203,0.84036,1.72158,-3.06945,-0.892928,-4.88201,0.201376,-2.98971,-3.26667,1.72111,-4.95874,1.79104,-0.164816,0.771091,-3.93605,-4.66017,-2.49789,2.17876,-1.63432,3.20202,5.59337,0.0464468,0.409455,0.00758179,1.22308,0.0503021,0.0381331,5.59071,0.00702177,5.9957,0.84805,2.16212,0.0195251,0.00946483,0.0822588,-35.0264,-41.2261,-42.6758,-49.5133,-41.3484,-39.595,-55.1713,-41.5768,-40.1976,-48.1938,-50.6669,-45.4685,-35.1159,-41.6833,-45.5921,-41.1758,-37.8692,-35.4077,-46.6529,-42.8098,-36.5593,-45.5331,-35.249,-50.8495,-40.3955,-43.7275,-37.3357,-39.0674,-34.2954,-43.9278,-38.4264,-41.1842,-49.3167,-58.4596,-37.0792,-39.1396,-34.2801,-40.768,-46.0225,-53.1711,-59.2863,-52.9791,-53.6419,-49.3228,-38.7777,-31.4941,-44.3902,-41.3421,-45.9535,-37.875,-40.8467,-45.5061,-42.8861,-36.6778,-48.2783,-28.4604,-45.0072,-55.1949,-49.6105,-34.98,-42.4378,-48.2463
