# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92685486
# output
#   file = output_cal_pl_Kgamma_EPs_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.104145
# Diagonal elements of inverse mass matrix:
# 0.089176, 0.0309496, 0.439771, 0.0554884, 0.121389, 0.0453871, 0.0276519, 0.0344145, 0.0113642, 0.0416906, 0.0859525, 0.349685, 0.13639, 0.016389, 0.175676, 0.799246, 0.15718, 0.108873, 0.168657, 0.286795, 0.0989197, 0.175355, 0.425491, 0.0338135, 0.635843, 0.576811, 0.219841, 0.517656, 0.112174, 0.700639, 0.887799, 0.0833477, 4.58998, 2.29816
-2658.22,0.8828,0.104145,5,63,0,2671.05,77.4082,48.5983,278.663,35.0275,180.629,97.4629,65.7951,24.7704,74.4008,38.3008,126.558,184.14,52.0566,32.5014,110.977,0.0988595,0.151817,0.141247,0.369203,0.0526906,0.123618,0.202417,0.1761,0.34092,0.0233553,0.0908934,0.045954,0.0241068,0.522747,0.145513,-1.84508,1.08723,1.29849,5.04233,-34.9246,-41.038,-43.662,-52.2581,-42.2104,-39.5581,-56.5998,-41.69,-40.502,-48.8776,-50.403,-45.7022,-35.5706,-41.8357,-46.436,-41.9623,-38.7846,-35.381,-45.5628,-45.1079,-36.4198,-47.0733,-36.8128,-50.3322,-41.4378,-44.5056,-38.5159,-40.7289,-34.4723,-43.7505,-39.4756,-42.7366,-49.4508,-57.9521,-37.3397,-38.7959,-36.232,-40.6547,-46.8997,-52.5995,-62.6431,-51.9165,-51.8374,-50.0306,-39.7074,-32.5645,-43.5136,-41.986,-47.8969,-38.3717,-41.0787,-47.1468,-43.6494,-37.4934,-48.128,-27.6382,-45.0303,-56.3638,-48.9085,-34.5433,-43.3631,-46.9234
-2655.65,0.444358,0.104145,5,31,0,2674.96,91.539,38.509,272.663,37.0633,131.102,117.692,82.69,27.1233,71.2996,31.6638,122.77,176.102,37.8992,31.4062,98.6723,0.0896025,0.20521,0.120915,0.397951,0.143762,0.153943,0.286518,0.115288,0.333666,0.0695736,0.0477396,0.0345529,0.0320564,0.479969,0.109194,-1.47635,1.06045,1.2769,4.09465,-34.3828,-41.3985,-42.0358,-51.7226,-42.836,-41.1627,-57.5182,-42.5342,-41.0839,-49.1137,-50.3843,-45.0194,-36.0145,-40.4228,-47.2633,-42.272,-39.909,-35.7796,-46.7328,-44.0018,-35.852,-47.0562,-36.776,-47.3157,-40.6947,-43.3418,-38.6885,-40.6153,-34.546,-43.086,-37.8928,-42.5726,-49.0196,-59.0318,-37.3751,-38.8339,-35.5592,-41.306,-46.8099,-51.5689,-62.0224,-54.9311,-52.2227,-51.4906,-40.8671,-32.4664,-43.8065,-42.0261,-46.7827,-38.6378,-41.4862,-47.3364,-41.7876,-37.2659,-48.4905,-27.7907,-43.4768,-56.3582,-48.5984,-35.189,-44.174,-47.3008
-2653.11,0.982231,0.104145,5,31,0,2668.33,83.5621,41.6473,247.785,52.8601,144.305,94.5381,51.67,27.2004,65.706,31.0517,117.768,145.915,53.0063,39.5733,104.385,0.0415589,0.126987,0.233924,0.2241,0.0824873,0.280673,0.234657,0.104087,0.392027,0.0349063,0.0429647,0.0600764,0.116158,0.332031,0.047991,-1.88483,1.21514,0.623724,3.74445,-33.7314,-42.6423,-41.4462,-52.4179,-41.8783,-38.9919,-56.4276,-42.8084,-40.5319,-49.5129,-51.0235,-45.3701,-35.5464,-42.9246,-46.4368,-42.3054,-39.24,-34.8422,-46.5478,-43.5994,-36.0727,-47.2026,-37.3186,-49.2335,-43.0778,-43.1204,-37.9794,-40.386,-33.8144,-43.2928,-37.2085,-42.6496,-48.2281,-58.1714,-36.4025,-40.1663,-36.0425,-41.0406,-47.556,-52.345,-61.6067,-54.6995,-52.6387,-52.1236,-37.9604,-32.6326,-44.203,-41.8096,-47.0035,-37.6531,-41.452,-47.6864,-41.4358,-36.9489,-47.5766,-28.234,-45.1749,-56.5232,-47.3909,-35.5651,-43.6801,-47.6845
-2649.58,0.90315,0.104145,5,31,0,2664.28,70.9951,33.9288,198.028,39.3003,143.342,93.1056,64.0341,22.3846,57.3835,28.8689,105.323,131.116,27.9274,30.043,84.2953,0.110937,0.147267,0.192809,0.178184,0.143308,0.182274,0.250507,0.1173,0.356778,0.0547029,0.0613769,0.0366324,0.0421644,0.362643,0.099691,-1.91528,0.812347,0.72342,4.40283,-34.6482,-41.2438,-41.6177,-50.1538,-42.0811,-40.5438,-57.7484,-43.0772,-41.0109,-48.1767,-51.0512,-45.7111,-35.8802,-40.9425,-47.115,-41.7131,-39.8675,-35.373,-46.9649,-43.4326,-35.9604,-47.7926,-36.6216,-46.3885,-40.5533,-43.2458,-38.7807,-41.6362,-32.6743,-43.2779,-38.193,-42.4407,-49.1325,-58.5811,-37.3237,-39.2738,-35.4351,-41.4216,-47.5962,-52.4564,-59.6714,-55.3261,-52.615,-50.7375,-40.9534,-32.8649,-44.4663,-42.5032,-45.143,-37.4471,-40.3714,-47.0265,-41.381,-36.9516,-49.0261,-28.7795,-44.5892,-55.6652,-48.3273,-35.571,-44.3863,-48.0673
-2649.83,0.989367,0.104145,5,31,0,2663.23,78.7083,35.9724,236.447,31.6762,138.462,87.9227,57.2729,25.8857,62.371,27.0361,112.261,142.333,45.7124,30.3282,80.6602,0.0909242,0.124593,0.162624,0.367648,0.0379724,0.255843,0.178026,0.121361,0.403221,0.0914707,0.0982007,0.0604148,0.0905891,0.369273,0.110224,-1.61121,0.937692,0.244589,2.56827,-33.4257,-42.0452,-42.2074,-51.6166,-41.5679,-39.3768,-56.4572,-42.4864,-40.6579,-48.6312,-50.5668,-45.8876,-35.4435,-43.1386,-46.9202,-42.1573,-38.821,-34.9379,-46.6123,-44.0473,-36.1715,-46.6467,-36.4234,-49.4337,-42.1461,-42.8157,-38.0252,-40.7172,-32.5166,-43.2106,-38.0719,-42.7643,-48.8357,-58.1659,-36.6193,-40.1311,-35.7618,-41.3459,-47.3488,-53.3001,-62.0539,-54.6098,-52.9517,-51.8454,-38.4635,-31.9794,-44.3494,-41.1227,-46.3585,-36.8469,-41.0203,-46.541,-41.3544,-36.6876,-48.2242,-28.7729,-44.581,-56.5276,-48.9389,-35.4579,-43.8311,-48.6228
-2654.77,0.917807,0.104145,5,63,0,2664.32,73.4034,45.0579,243.571,48.6972,154.436,97.0577,65.72,27.1757,68.5749,32.7089,109.647,156.715,28.8355,38.3919,58.3932,0.148403,0.164044,0.19526,0.206087,0.172297,0.0937782,0.395237,0.0914052,0.344209,0.0463925,0.0620296,0.0502432,0.146219,0.470575,0.24833,-1.8124,0.916406,0.284191,2.63824,-36.1822,-40.2513,-43.9759,-51.798,-42.9829,-39.0986,-57.2147,-42.5582,-40.4508,-50.3571,-50.9778,-45.3269,-35.121,-42.2661,-45.9093,-42.6077,-38.0509,-34.8855,-45.6294,-44.036,-36.0932,-47.5665,-37.118,-49.7961,-41.2591,-44.7941,-37.6047,-40.9377,-33.6453,-43.2574,-38.6654,-42.1999,-49.8726,-59.1498,-36.8444,-39.8933,-34.964,-40.5625,-46.6134,-54.0658,-62.6907,-51.4425,-51.8618,-48.8961,-42.0688,-32.6991,-43.865,-41.6537,-47.219,-38.533,-41.2169,-46.0951,-43.1383,-37.2088,-47.8848,-27.5961,-45.1151,-55.6377,-48.6223,-35.1203,-42.6056,-47.3402
