# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_model
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 94246266
# output
#   file = output_cal_pl_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.178715
# Diagonal elements of inverse mass matrix:
# 0.0259121, 0.00883583, 0.063743, 0.023426, 0.0373648, 0.0141894, 0.0302392, 0.0132817, 0.0120435, 0.0215369, 0.0174785, 0.0179382, 0.0665636, 0.0162026, 0.115964, 0.026193, 0.476066, 2.53535
-2670.65,0.722353,0.178715,4,31,0,2675.13,63.5206,34.4036,205.928,42.1555,107.953,84.7621,55.0691,19.3279,63.154,20.2621,81.1945,97.3455,26.4462,36.7609,55.501,0.146102,0.172925,2.73699,-35.065,-41.5513,-42.8283,-49.5439,-42.3145,-40.2064,-57.0099,-44.0327,-41.5772,-47.7934,-52.4756,-45.8475,-35.8009,-43.1226,-46.2193,-42.8952,-38.6439,-36.2488,-47.6568,-44.3854,-37.4373,-47.2609,-37.9789,-48.8094,-42.8266,-44.6344,-36.9496,-41.7593,-34.2019,-43.2648,-38.4944,-41.984,-48.537,-59.6947,-37.0399,-41.087,-35.6973,-42.2347,-47.8254,-55.8342,-63.766,-53.6983,-53.8685,-50.0085,-38.7463,-33.0853,-43.8231,-41.7978,-45.5492,-39.1706,-41.0521,-44.8205,-40.9887,-37.1108,-49.9203,-27.7446,-45.1384,-56.9606,-49.1405,-35.128,-43.3181,-48.4053
-2674.78,0.999361,0.178715,5,31,0,2679.54,55.3222,33.2802,194.174,41.2587,122.888,72.1764,62.1273,20.9939,61.4923,25.6294,98.6567,97.128,30.9002,32.2437,88.1924,0.113726,0.044585,2.00509,-36.1388,-40.8933,-42.7452,-50.0979,-41.2037,-39.3961,-56.7722,-44.1196,-41.9021,-47.0318,-52.3741,-47.2651,-36.3669,-45.8385,-45.9492,-42.0127,-38.2615,-35.7564,-47.3457,-44.6108,-37.0963,-47.4487,-36.8651,-49.7047,-41.8896,-45.1617,-37.3903,-41.056,-33.4225,-43.731,-40.0811,-41.8958,-48.8209,-58.7085,-36.9408,-40.1319,-35.064,-41.824,-47.372,-56.2767,-61.9555,-52.8725,-53.9145,-49.1309,-39.151,-32.3928,-43.348,-41.7309,-46.3414,-38.183,-40.2683,-44.6693,-42.8755,-36.0538,-49.3422,-28.9009,-46.4277,-56.4703,-50.4814,-35.7332,-43.1931,-49.8536
-2678.17,0.979966,0.178715,4,15,0,2684,59.3421,37.2332,212.09,45.6374,87.2344,91.6643,44.6549,17.2287,62.7746,22.2843,80.2231,103.561,38.7845,31.0651,65.0725,0.143578,0.0727714,2.4287,-34.2171,-41.3433,-42.0558,-50.4117,-42.0787,-40.0121,-56.1378,-44.2588,-42.01,-49.0392,-53.1846,-46.2825,-36.2762,-46.5049,-46.0499,-43.3617,-38.4204,-36.1018,-47.5408,-43.8877,-37.7197,-47.1213,-37.8904,-51.4044,-43.2351,-44.2025,-36.7227,-40.9665,-33.3263,-43.1359,-38.082,-41.232,-47.2601,-59.6823,-36.9303,-40.6463,-35.3874,-42.1449,-47.8366,-56.6374,-65.5923,-54.3873,-54.7809,-50.9594,-37.4291,-33.2609,-44.2092,-41.0707,-45.7024,-39.8572,-41.1695,-44.4469,-40.7398,-37.181,-50.1427,-27.8012,-44.7049,-56.0765,-49.9931,-35.5039,-43.4032,-49.1707
-2676.53,0.999979,0.178715,4,15,0,2687.18,61.2205,27.6874,194.452,36.1162,144.066,77.0567,58.2725,21.4284,62.5595,25.6441,91.9758,102.798,23.5215,31.0185,111.419,0.126808,0.0846341,2.15624,-36.2263,-41.4976,-42.414,-49.5781,-41.5913,-39.986,-57.0781,-44.0867,-42.4674,-47.1231,-51.6411,-47.3818,-36.5531,-44.4006,-46.5134,-42.0502,-38.6686,-36.146,-48.0927,-44.2896,-37.4688,-47.5031,-36.9299,-49.4338,-40.8984,-44.4175,-37.4679,-41.7531,-32.7232,-43.5373,-39.856,-42.5063,-49.412,-59.1468,-37.2647,-39.962,-35.2349,-42.0223,-47.7444,-54.8072,-60.3844,-53.6917,-53.6319,-50.3278,-39.9184,-32.3724,-43.9458,-42.461,-45.2636,-38.143,-40.9273,-44.7725,-42.6293,-36.5547,-50.5782,-29.5215,-46.1138,-57.033,-51.0086,-35.7667,-43.6454,-49.4619
-2672.58,0.997272,0.178715,4,31,0,2685.72,53.511,29.8099,187.92,39.123,112.308,77.6048,46.8479,19.1349,59.4193,21.0009,90.6051,88.9102,33.0892,32.4447,51.901,0.195919,0.145789,2.59786,-35.8035,-42.0757,-42.5781,-50.5632,-42.4223,-39.492,-56.9743,-44.2602,-41.6037,-46.2318,-52.2258,-46.355,-36.1622,-44.3828,-46.4113,-42.1042,-38.5865,-36.0324,-47.9084,-44.9443,-37.3581,-46.8488,-36.8231,-50.7129,-42.8974,-44.7924,-37.5626,-40.9736,-31.9676,-43.6334,-38.6395,-41.9447,-49.5082,-59.3817,-36.8929,-40.805,-35.4883,-42.2519,-47.8223,-57.3019,-62.448,-53.7001,-53.9338,-50.4142,-37.5462,-32.4392,-43.731,-41.7529,-46.2654,-37.6992,-41.7147,-44.8894,-41.1808,-36.5399,-50.2005,-28.1035,-45.142,-57.557,-49.4118,-35.343,-43.8343,-48.9035
-2669.85,0.992846,0.178715,4,15,0,2676.05,55.9243,34.4165,200.509,42.986,110.077,75.7318,48.8467,20.6491,58.7693,21.4546,77.2645,96.6868,24.7553,34.4434,56.7507,0.131908,0.16669,3.08774,-35.377,-40.9555,-43.3082,-50.0088,-41.9788,-39.7134,-56.9231,-44.1285,-41.2582,-48.1401,-52.6591,-46.2611,-35.7793,-44.1863,-46.0142,-43.0548,-38.2706,-36.1669,-47.1505,-44.4809,-37.8845,-47.6155,-37.9237,-49.4803,-43.1022,-44.8624,-36.9175,-41.7104,-33.747,-43.209,-38.9886,-41.7132,-48.3076,-59.7116,-37.0533,-41.2768,-35.498,-42.1976,-47.5805,-56.0281,-62.54,-53.0235,-54.3152,-48.9981,-38.5542,-32.9337,-44.2488,-41.6909,-45.6079,-39.3862,-40.9391,-44.3183,-41.3947,-36.788,-49.7083,-27.7596,-45.1721,-56.9143,-49.3368,-35.376,-42.8045,-48.6588
-2677.63,0.952663,0.178715,4,31,0,2684.75,55.1456,36.3812,200.831,42.4833,123.964,85.7011,54.1808,23.6314,63.3548,18.2401,94.4181,97.2213,46.9379,30.6993,62.6108,0.129871,0.0652111,2.00289,-35.1335,-41.8393,-42.4401,-50.6306,-42.1664,-40.3247,-56.0664,-43.417,-42.2481,-46.8916,-53.8892,-46.9373,-36.4563,-44.6501,-45.6985,-42.6383,-38.5054,-35.9525,-47.3299,-44.8127,-37.6436,-46.3767,-37.6268,-49.7269,-42.8832,-44.5605,-37.1582,-41.2003,-33.7482,-43.4237,-39.0695,-41.6406,-48.5851,-58.6678,-37.0873,-41.2256,-35.4348,-42.3181,-48.1828,-56.3163,-63.1797,-53.6448,-53.9746,-49.5456,-38.4161,-32.9563,-42.9718,-41.0924,-46.1119,-39.4326,-40.0414,-44.6458,-41.6913,-36.8856,-49.471,-28.5834,-45.8233,-56.2054,-49.0941,-35.1305,-43.5929,-49.3914
-2673.07,0.968038,0.178715,5,31,0,2689.7,54.7375,34.2672,187.91,40.9412,91.5213,80.1762,57.5216,16.3781,60.9541,21.0709,74.9343,96.0878,30.3548,34.495,78.3206,0.152604,0.234634,3.30625,-34.9749,-41.4974,-42.6149,-49.9842,-42.212,-40.4806,-56.7572,-43.9878,-42.2236,-47.8803,-52.4147,-46.0853,-36.0713,-42.9764,-46.3272,-43.1798,-38.939,-36.5485,-47.705,-44.646,-37.5439,-47.5245,-38.0226,-49.3839,-42.1269,-44.6147,-37.3377,-41.826,-33.9218,-43.6253,-38.9056,-42.1819,-48.0517,-59.7989,-37.4404,-40.2606,-35.918,-42.4328,-48.0317,-55.0282,-63.3482,-53.8815,-54.0298,-50.4611,-38.5251,-33.4472,-43.8186,-41.7752,-45.4069,-38.9283,-41.0385,-44.8961,-41.101,-37.3064,-50.0356,-27.6296,-45.5274,-55.6427,-49.1268,-35.5421,-43.8458,-48.3266
-2673.88,0.802003,0.178715,4,15,0,2680.92,63.3822,33.9649,201.26,40.8264,121.473,73.6058,53.6675,21.4911,59.4759,29.6566,94.7362,95.6183,29.4885,30.5828,80.2313,0.175971,0.31576,3.28404,-36.8931,-41.8679,-42.2567,-50.4871,-41.5107,-39.6859,-57.7086,-44.7565,-42.1026,-45.6513,-52.584,-45.933,-36.8937,-45.5933,-46.3659,-42.085,-39.0156,-36.4464,-47.4317,-45.1179,-37.2384,-47.6154,-36.9623,-49.9975,-42.6698,-45.4621,-37.6377,-41.1597,-33.7735,-43.6745,-39.1114,-41.3337,-49.2263,-59.0659,-37.1315,-40.8737,-35.7878,-41.8118,-47.5646,-56.4347,-61.7364,-52.5076,-53.327,-48.7796,-38.7421,-32.9208,-43.5681,-42.6632,-46.3566,-38.3591,-42.5147,-44.689,-42.0999,-37.0706,-50.0032,-28.0286,-45.3275,-56.993,-49.4817,-35.9768,-43.2252,-47.6767
-2680.39,0.8204,0.178715,5,31,0,2686.6,60.6326,33.6974,213.932,43.2678,124.271,79.6957,54.5104,19.0088,57.4481,22.8275,106.818,95.23,37.5956,39.1631,90.9365,0.150142,0.083624,2.00213,-36.163,-41.6281,-42.8303,-50.3833,-41.4919,-39.1534,-56.6062,-43.7657,-42.1432,-45.8406,-51.8257,-46.2685,-36.0714,-44.4786,-45.9186,-42.3353,-38.412,-36.4709,-47.6925,-44.7609,-37.5563,-47.2328,-37.4771,-49.0806,-43.3808,-44.9337,-37.2392,-41.3743,-34.4426,-44.0593,-38.8882,-42.2684,-49.3015,-59.0994,-37.3255,-40.9745,-35.7847,-42.1978,-48.0615,-56.6064,-62.058,-52.5084,-53.8195,-48.7269,-39.279,-32.9999,-43.7026,-41.6579,-46.0902,-39.3247,-41.545,-45.2138,-42.2338,-36.9573,-49.9342,-28.0788,-45.8675,-57.7826,-49.2163,-35.3078,-43.5487,-48.1885
-2682.19,0.999252,0.178715,4,15,0,2690.14,62.6132,32.7673,219.591,43.2633,129.065,77.5311,57.5035,20.5298,57.3097,25.4262,107.822,95.1805,38.4485,40.0488,84.2396,0.1568,0.07843,2.00188,-36.8143,-41.6829,-43.1294,-50.5233,-41.4609,-38.7309,-56.8748,-44.0325,-41.8231,-45.6456,-51.5985,-46.2099,-36.1529,-45.4058,-45.8557,-42.2633,-38.2134,-36.4348,-47.5189,-44.7492,-37.4517,-47.434,-37.2274,-49.4088,-43.3663,-45.0014,-37.2006,-41.05,-34.4184,-43.9506,-38.9959,-42.2723,-49.5939,-59.0486,-37.193,-41.1518,-35.6143,-42.0295,-47.8689,-57.0198,-61.9116,-52.1789,-53.6224,-48.62,-39.3114,-32.7571,-43.887,-41.6707,-46.3954,-39.0043,-41.74,-45.1583,-42.5361,-36.8435,-49.8392,-28.3551,-46.054,-58.2225,-49.5133,-35.6242,-43.3473,-48.2307
-2676.53,0.991658,0.178715,4,15,0,2690.54,61.6632,37.1928,202.685,46.9918,130.66,88.3055,49.0555,19.3915,73.4361,20.0208,88.88,112.927,27.8521,32.7873,69.6849,0.10686,0.0614868,2.04554,-34.5886,-41.0048,-42.1303,-49.823,-42.2543,-40.7663,-56.1788,-43.3737,-41.8114,-49.2004,-53.1961,-47.3432,-35.976,-43.768,-45.9271,-42.8091,-38.3396,-35.4355,-47.5039,-44.3731,-37.5732,-46.4368,-37.8688,-50.5513,-42.5666,-44.7799,-36.9468,-41.6344,-33.1395,-43.3224,-39.5067,-41.9223,-48.6189,-59.1009,-36.7506,-40.4013,-35.2099,-41.8684,-47.4949,-55.7288,-64.6254,-54.0229,-53.7058,-51.2922,-38.5497,-32.7817,-43.0461,-41.8822,-46.0718,-39.2787,-39.986,-44.6344,-41.965,-36.5314,-49.6623,-28.3255,-45.7115,-56.6561,-50.5386,-34.6048,-43.2577,-50.1171
-2676.47,0.990911,0.178715,4,15,0,2685.21,59.0856,39.5467,207.036,42.9264,117.1,85.0239,45.1779,18.6088,62.3981,18.4313,88.5379,102.911,40.958,36.1153,54.6763,0.106504,0.0313083,2.07814,-34.6921,-40.6704,-42.8434,-50.8081,-41.8631,-39.5429,-55.5172,-43.3016,-41.3861,-48.8372,-53.2284,-47.1114,-35.5764,-45.8762,-45.8397,-43.2556,-37.6525,-35.3975,-47.0387,-44.2526,-37.61,-46.4465,-37.7916,-50.7386,-43.4429,-45.1832,-36.5968,-41.0011,-33.0069,-43.4134,-38.5259,-41.5422,-47.9696,-59.1176,-36.558,-41.1877,-35.1803,-41.9182,-47.7667,-57.81,-65.2295,-53.7267,-55.229,-49.9746,-37.867,-32.8362,-43.9816,-40.2737,-45.9708,-39.3978,-40.0536,-44.6505,-41.8737,-36.4263,-49.7728,-28.4627,-45.7182,-56.3474,-50.2803,-34.7561,-43.2798,-50.4274
-2677.1,0.953169,0.178715,5,63,0,2688.06,64.7283,31.8927,207.264,43.4484,120.364,90.5839,63.94,25.3642,65.1626,30.4807,98.8815,111.597,20.4395,34.5775,95.7619,0.150445,0.0552738,2.08599,-36.1008,-40.8619,-41.5716,-50.2745,-41.3285,-40.095,-57.2023,-44.6854,-42.2802,-48.1131,-51.8523,-46.2702,-36.8803,-47.2592,-46.2157,-42.1081,-38.4907,-35.7918,-47.6493,-43.4293,-37.0596,-47.5205,-36.6779,-52.0607,-41.4239,-44.4496,-36.6117,-41.0571,-32.805,-42.6156,-38.8448,-41.7646,-48.2286,-59.1599,-36.586,-40.1151,-34.557,-41.3656,-46.9188,-56.5326,-62.6662,-54.5635,-54.0772,-51.253,-39.6061,-32.5656,-44.5185,-41.8653,-45.7004,-38.6129,-42.3875,-44.0184,-41.3958,-36.0639,-50.4322,-29.7353,-45.4281,-56.9457,-51.2629,-36.2312,-43.1534,-49.1312
-2675.8,0.975783,0.178715,4,15,0,2684.93,54.2711,39.2653,212.702,42.2668,112.464,76.4749,47.7016,18.3207,66.5531,18.8018,86.2968,100.072,29.1095,38.0031,60.7581,0.152402,0.0929146,2.71703,-35.404,-41.1245,-43.6294,-50.336,-41.5886,-39.1686,-55.8322,-43.8398,-41.3735,-49.1753,-52.6772,-46.6165,-35.4084,-45.9976,-46.0292,-42.933,-37.6093,-35.3059,-47.2747,-45.2492,-37.4782,-47.0104,-37.4818,-52.1237,-43.2311,-46.1997,-36.706,-41.1341,-32.7172,-43.4512,-39.0142,-41.6105,-48.1212,-59.7463,-36.2152,-40.5983,-35.1195,-41.7946,-47.3526,-58.3786,-65.3148,-53.2411,-54.8704,-50.2793,-37.6172,-32.3688,-44.007,-40.9895,-47.1293,-38.1629,-40.5717,-44.5629,-41.7661,-36.1217,-49.4948,-27.7157,-45.9628,-57.2819,-50.1598,-34.6264,-42.9748,-49.2307
-2677.53,1,0.178715,4,15,0,2686.82,82.0744,33.4633,227.786,44.488,111.944,87.8326,57.1745,16.596,63.0046,25.5766,92.5461,103.409,26.532,36.0939,83.3457,0.169026,0.0952735,2.18751,-35.6776,-41.9471,-42.1234,-49.5793,-41.5096,-39.3966,-57.041,-44.4943,-42.0061,-47.5145,-51.3449,-45.5284,-35.9986,-45.5152,-46.7698,-42.6663,-38.5045,-36.2134,-47.9195,-43.8946,-37.1262,-47.4081,-37.3885,-49.967,-43.0184,-44.5485,-36.905,-41.0253,-34.3389,-43.1534,-37.998,-41.603,-48.5427,-59.8518,-36.7754,-40.6677,-35.4263,-41.7761,-47.4305,-56.8846,-64.7044,-53.621,-53.7977,-50.3812,-38.8646,-32.8875,-44.2273,-42.0118,-46.094,-39.017,-42.6932,-44.7858,-41.6513,-37.1441,-50.5334,-27.9007,-44.6181,-57.9612,-50.7072,-35.3334,-43.29,-48.047
-2668.34,0.984689,0.178715,4,15,0,2685.41,61.6906,35.0607,206.049,44.7506,126.47,83.654,56.4595,21.4013,65.8559,23.3303,85.7539,108.429,25.8448,36.0858,62.0017,0.134339,0.0559828,2.10534,-35.3994,-40.7471,-42.5014,-50.2413,-41.7991,-39.8135,-56.5243,-43.8107,-41.1438,-48.6712,-52.1157,-46.5518,-35.7923,-45.0336,-46.0339,-42.7436,-38.0082,-35.6444,-47.0465,-43.9322,-37.4541,-46.9401,-37.3916,-51.0509,-42.3413,-44.7447,-36.6179,-41.1466,-33.1054,-42.893,-38.8607,-41.7082,-48.4262,-59.3031,-36.5968,-40.6308,-34.9883,-41.6391,-47.0479,-56.4106,-63.4169,-53.6556,-53.8805,-50.5457,-38.6246,-32.6291,-43.8806,-41.3179,-45.697,-38.6671,-41.1658,-44.1211,-41.6907,-36.2633,-49.8569,-28.6366,-45.4788,-56.7701,-50.5525,-35.1403,-42.9394,-49.4507
