# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92686788
# output
#   file = output_cal_g_Kgamma_EPs_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.165868
# Diagonal elements of inverse mass matrix:
# 0.0849338, 0.0176744, 0.664639, 0.0489463, 0.253517, 0.0266061, 0.0252556, 0.0285942, 0.0108551, 0.0368172, 0.0499059, 0.190055, 0.0729635, 0.0231822, 0.20107, 0.697186, 1.88469, 0.121765, 0.0506445, 0.185238, 0.379649, 0.072996, 0.155086, 0.52325, 0.0282281, 0.415838, 0.499839, 0.208998, 0.755152, 0.151261, 1.11431, 2.76314, 0.0730108
-2662.21,0.970429,0.165868,4,15,0,2685.87,94.7497,44.4735,240.335,45.0651,127.668,99.3418,61.1179,30.4231,65.5963,36.4806,130.694,177.695,91.6556,36.3794,134.66,0.527843,0.112967,0.175351,0.236025,0.35941,0.164168,0.166886,0.270505,0.0781901,0.467342,0.0642096,0.0137563,0.0404358,0.0884585,0.461526,0.0434551,-1.68298,1.53749,-35.4508,-42.7245,-42.5715,-54.8296,-42.4578,-38.7669,-56.2411,-42.0741,-39.9884,-49.2964,-50.3928,-46.2096,-35.3546,-41.103,-47.2587,-42.6527,-38.882,-35.0687,-45.4748,-45.2538,-35.645,-46.8131,-37.3128,-49.0664,-42.5256,-43.5342,-39.0725,-39.6991,-33.9101,-44.2036,-38.6916,-43.4249,-49.4306,-57.3089,-36.9018,-39.9819,-36.7377,-41.1582,-47.2049,-50.5194,-61.4715,-52.3361,-50.7427,-50.6804,-37.3384,-33.0461,-43.662,-41.2456,-48.6146,-37.9785,-41.6675,-49.4278,-44.3057,-37.702,-47.3488,-27.7475,-45.7994,-55.7746,-48.9895,-35.7093,-44.1722,-47.538
-2663.32,0.967261,0.165868,5,31,0,2678.96,73.1943,39.6528,239.898,49.7431,182.118,84.9202,60.7511,23.4611,70.2015,29.7699,111.192,163.068,24.9297,37.736,47.282,0.406949,0.0978431,0.248373,0.191977,0.233101,0.0394913,0.235454,0.197967,0.133379,0.346899,0.0919732,0.103623,0.0365819,0.0650858,0.366878,0.109307,-1.99833,1.12026,-33.8325,-40.987,-42.6279,-51.1205,-42.4404,-40.1567,-57.949,-43.1429,-39.2925,-49.2076,-51.026,-44.7233,-34.8812,-41.1373,-46.6537,-42.4145,-39.3952,-34.7659,-45.5865,-44.5902,-36.4067,-47.4917,-36.987,-48.8699,-42.9875,-45.3918,-38.2507,-41.5182,-33.2553,-43.3255,-38.0592,-41.9363,-49.4649,-59.0401,-36.9095,-40.3494,-35.5104,-40.5006,-46.8088,-54.39,-64.7379,-53.5359,-52.0241,-50.9705,-39.8962,-31.9402,-43.7474,-42.4292,-47.5015,-38.0695,-40.9978,-47.4193,-41.8086,-36.8102,-48.1112,-27.4977,-44.7151,-58.573,-47.6359,-34.5777,-43.0862,-46.9244
-2665.83,0.867051,0.165868,5,31,0,2682.84,76.9948,38.6659,228.479,36.5158,153.968,99.679,65.2661,37.7812,66.9672,31.068,124.713,154.37,46.0545,40.9948,135.809,0.488913,0.120978,0.225365,0.282414,0.313559,0.127977,0.244091,0.20762,0.0420771,0.406884,0.0206203,0.0445091,0.0636505,0.181304,0.462697,0.0665073,-1.99954,1.01687,-34.4865,-43.5523,-42.1523,-52.6081,-42.9598,-39.31,-56.3033,-42.8305,-40.545,-48.6437,-50.5381,-45.6719,-35.6587,-41.0809,-46.9485,-42.3032,-39.3599,-35.1216,-46.5704,-44.5543,-35.6794,-46.9236,-36.6846,-49.1919,-41.1546,-44.1755,-38.5349,-40.7445,-32.6237,-43.4679,-37.6719,-43.3544,-48.4074,-57.9407,-36.7494,-40.1555,-36.375,-41.2432,-47.8298,-51.2792,-61.1029,-54.8694,-52.2821,-52.1093,-38.6728,-32.3492,-43.9878,-41.5151,-46.7755,-37.219,-41.5527,-48.4568,-42.1673,-37.4012,-48.1867,-29.3807,-46.0853,-55.8068,-47.9521,-35.4182,-44.4845,-47.4957
-2665.83,0.916395,0.165868,4,31,0,2677.1,105.189,45.2256,237.128,59.0167,171.761,88.4381,72.0827,25.6074,69.1175,34.3488,128.805,185.697,36.9707,35.4094,97.6521,0.632887,0.0432035,0.195211,0.204948,0.196102,0.119011,0.198278,0.316386,0.072782,0.372476,0.0820086,0.0816191,0.0197035,0.0221124,0.267215,0.0728801,-1.9998,1.07128,-35.105,-42.1777,-41.6032,-51.7048,-41.7957,-40.5322,-58.2005,-42.9979,-40.4572,-48.0162,-51.6527,-45.5067,-35.653,-41.6837,-48.2535,-42.6817,-40.53,-34.8215,-45.8434,-44.9724,-35.4316,-47.5366,-36.6423,-45.8631,-41.5225,-45.3027,-39.4766,-40.8964,-34.1701,-44.2587,-38.3679,-41.8081,-50.1686,-58.4893,-36.9966,-39.4536,-36.3794,-40.4435,-46.603,-52.6969,-61.181,-53.3777,-51.1929,-50.2085,-40.3624,-32.942,-43.2486,-43.0359,-47.1738,-36.7311,-41.3444,-48.8928,-42.7029,-36.5714,-47.9977,-27.0192,-44.8894,-57.5317,-48.3201,-34.601,-43.8736,-47.1339
-2660.81,0.967108,0.165868,4,15,0,2684.22,84.9105,39.9178,243.709,53.3157,147.843,92.3742,73.1937,30.6718,72.558,31.5164,161.757,174.277,63.1096,40.5296,88.4352,0.583772,0.0695124,0.177781,0.230545,0.156425,0.0968477,0.23918,0.201625,0.0713486,0.427628,0.0483244,0.0310389,0.0669221,0.0230954,0.364539,0.0450735,-1.99246,1.01138,-34.3595,-43.2271,-42.3022,-50.6972,-42.8147,-39.2633,-57.4267,-42.9473,-40.4119,-48.9148,-51.5774,-45.8407,-35.2907,-40.9678,-47.4104,-41.7205,-39.8466,-34.3903,-46.2513,-44.6019,-34.7703,-46.56,-36.0053,-49.52,-41.8812,-43.7265,-38.7679,-40.8007,-32.6697,-44.1477,-38.3207,-43.1538,-49.774,-56.901,-36.654,-39.408,-36.671,-40.8723,-47.656,-52.1417,-62.1743,-53.9024,-50.985,-52.0411,-38.8355,-32.0421,-43.1414,-42.1458,-46.9733,-35.9471,-41.0655,-49.9004,-42.0546,-36.0851,-48.6914,-29.1174,-46.5752,-57.9471,-48.9081,-34.6631,-43.7097,-48.2143
-2662.09,0.976467,0.165868,4,31,0,2672.19,116.817,48.6491,255.843,59.3853,190.19,111.145,82.0559,38.0292,62.7476,31.4394,131.312,221.973,56.3096,36.8098,122.049,0.683163,0.0525057,0.214343,0.198619,0.214386,0.0955062,0.165417,0.233681,0.0469558,0.441369,0.126571,0.00996125,0.0237686,0.0508531,0.362843,0.138009,-1.06156,1.37137,-34.9235,-41.947,-41.4868,-53.6158,-42.0535,-40.9893,-57.148,-41.6238,-41.3308,-49.5829,-51.1626,-45.841,-35.9727,-41.6712,-47.3036,-43.0226,-39.9185,-34.8385,-44.7185,-45.2834,-35.9365,-46.7209,-37.4823,-47.1859,-41.2966,-44.3769,-38.5928,-40.8349,-34.4643,-44.0378,-38.3329,-42.4759,-49.5431,-58.0973,-37.0312,-40.5172,-35.9815,-40.3254,-47.1976,-50.4245,-60.9911,-53.9237,-51.6432,-49.7541,-40.1874,-33.1399,-43.5053,-41.3384,-45.9826,-38.9162,-42.0359,-47.4591,-43.0241,-37.5989,-47.8124,-28.4855,-44.4525,-55.2717,-48.6069,-35.1866,-43.8292,-47.4947
-2665.64,0.993734,0.165868,4,15,0,2677.89,82.4178,45.4014,261.272,57.1927,190.67,103.89,90.3346,37.4693,60.6748,34.4587,146.149,221.776,59.1929,38.1305,73.9846,1.04591,0.0840416,0.167593,0.204069,0.138187,0.112544,0.211636,0.245841,0.0317378,0.507269,0.0513476,0.0550413,0.0200766,0.0967089,0.367531,0.0271366,-1.95073,1.64521,-34.6791,-43.1619,-42.2133,-51.9592,-43.6708,-40.3861,-57.7693,-43.0232,-39.4443,-48.5518,-51.7744,-46.3781,-35.8348,-41.0597,-47.9004,-42.9021,-40.3003,-34.9004,-45.8912,-45.0601,-35.2366,-46.7279,-36.1065,-46.1532,-40.4298,-43.5263,-39.4905,-40.9909,-33.2333,-44.8114,-38.6105,-43.3655,-51.2761,-57.8014,-37.5157,-39.4438,-36.928,-40.5435,-47.8087,-51.052,-58.9871,-54.6222,-50.914,-51.0755,-40.6918,-32.5708,-43.1875,-41.4546,-45.169,-35.8718,-40.0593,-49.677,-42.5879,-37.2468,-48.2782,-29.5489,-46.2135,-57.2752,-48.0895,-34.8854,-44.3685,-49.028
-2670.73,0.968584,0.165868,4,15,0,2683.29,107.491,48.6721,255.004,60.6083,179.465,109.863,92.4531,44.4879,58.6919,45.3447,136.64,235.64,68.0714,42.2107,138.985,1.13875,0.0847749,0.157363,0.19305,0.225597,0.0533175,0.155082,0.210331,0.0462693,0.521834,0.0558134,0.0520224,0.0166465,0.0310917,0.498153,0.204335,-1.98012,1.20219,-34.989,-42.0835,-42.8023,-54.5096,-44.9036,-40.3841,-57.5951,-41.863,-42.6667,-48.4973,-50.5774,-46.3703,-35.5609,-40.1302,-47.9934,-42.9815,-39.8606,-35.1394,-45.6386,-45.351,-35.6668,-47.3167,-36.7867,-46.8051,-40.6249,-43.5522,-39.6863,-40.192,-34.0003,-44.9228,-39.3567,-44.5334,-50.4091,-57.413,-37.3904,-40.1664,-36.8732,-40.3725,-46.7194,-49.7022,-59.2141,-53.8636,-51.5331,-50.1146,-38.9733,-33.1063,-43.9165,-41.4573,-46.8537,-37.0762,-41.6345,-49.4004,-43.8117,-37.3451,-47.6843,-28.787,-44.9526,-55.5897,-49.1854,-36.1429,-44.5543,-48.2385
