# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 94246927
# output
#   file = output_cal_pl_Ka_EPs_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.0620804
# Diagonal elements of inverse mass matrix:
# 0.0968267, 0.0128787, 0.535209, 0.0326172, 0.454645, 0.0146603, 0.0236165, 0.106424, 0.00933449, 0.0346704, 0.052727, 1.06909, 0.132783, 0.0150799, 0.485019, 0.0419714, 7.16186, 0.0195393, 0.0289977, 0.0793691, 0.982851, 0.0426561, 0.0944523, 1.55364, 0.0348365, 0.920427, 0.457634, 1.07082, 1.02522, 0.1617, 0.686953, 8.44394, 0.0451592, 0.0569468
-2631.13,0.978878,0.0620804,6,63,0,2651.45,120.958,44.3143,271.1,49.2787,146.378,88.1129,56.7337,31.3054,62.5036,52.0866,195.948,239.609,36.7455,33.0937,78.2523,0.0678702,0.234934,-3.6452,-2.51456,-5.19929,-2.52097,-4.28292,-6.49074,-1.23863,-6.748,1.95641,1.99596,-0.357959,-3.3936,-7.91467,-3.04402,2.00662,-3.10373,3.37604,1.26483,0.0261161,0.0808986,0.0055205,0.080382,0.0138023,0.00151743,0.289782,0.00117322,7.0739,7.35927,0.699102,0.0335874,0.000365343,0.047643,-33.8923,-39.1281,-43.7019,-50.2819,-42.1763,-39.8519,-54.3694,-41.328,-40.0012,-49.6677,-51.2892,-45.5598,-34.1297,-39.785,-45.4796,-42.135,-37.3069,-34.3864,-46.135,-41.8846,-35.3862,-45.2307,-34.9044,-53.6406,-41.0196,-43.9812,-36.7469,-38.9148,-34.1003,-43.6389,-38.8134,-41.4319,-48.5501,-56.7835,-37.0391,-38.8423,-34.233,-39.7367,-45.2607,-53.6609,-61.5501,-52.5614,-53.2402,-50.4251,-38.6566,-31.9021,-43.5149,-41.7588,-48.443,-37.2204,-40.6632,-46.9975,-44.0567,-36.0287,-46.8794,-28.5583,-46.0391,-55.3552,-50.4091,-34.4327,-41.8329,-49.466
-2632,0.878169,0.0620804,6,127,0,2648.36,85.4606,36.3628,207.203,30.561,126.167,84.3813,43.4931,18.2412,56.2715,29.3215,143.11,285.645,29.9117,26.729,88.7138,0.0462558,-2.44707,-3.56977,-3.4695,-5.79632,-3.54902,-4.87723,-5.17018,-5.49779,-5.70598,-0.195568,-0.780676,2.2646,-2.47905,-8.17962,-2.1021,2.04283,-3.74845,2.14092,0.0865464,0.0281622,0.0311325,0.0030387,0.0287528,0.0076181,0.00568352,0.00409582,0.00332602,0.822367,0.458096,9.6273,0.083823,0.000280308,0.1222,-32.3704,-40.4524,-43.5469,-48.8341,-42.599,-40.5335,-54.9927,-41.4674,-40.0403,-49.8099,-51.1168,-46.1311,-33.9473,-38.5361,-46.9875,-41.3824,-38.1885,-34.7041,-47.036,-42.0009,-36.3217,-45.7174,-35.5217,-50.4593,-40.762,-42.8022,-37.1278,-40.6658,-31.8895,-42.5466,-38.1787,-41.9476,-48.8245,-58.4845,-37.3545,-38.5149,-34.5831,-40.7268,-46.8816,-51.9283,-58.6982,-55.2187,-54.7157,-50.8958,-38.2337,-32.1267,-45.5516,-41.7652,-45.464,-36.7379,-40.0946,-45.7667,-42.3459,-36.8154,-48.7902,-29.4485,-44.8574,-54.7759,-50.3871,-34.5718,-42.9152,-50.1147
-2634.01,0.81481,0.0620804,6,63,0,2650.96,54.7291,35.6012,237.027,45.9736,126.341,81.7125,45.7063,35.3913,47.5123,50.1857,177.66,180.205,28.5369,30.6605,57.4734,0.0506183,-4.94873,-3.32267,-2.43999,-4.92586,-3.44307,-4.42667,-5.42859,-0.156583,-7.0497,1.31325,0.87972,-0.61602,-3.29343,-7.44858,-5.91629,2.02535,-3.06375,2.47275,0.00709242,0.0360565,0.0871621,0.0072565,0.0319664,0.0119542,0.00438928,0.855061,0.000867671,3.71823,2.41022,0.54009,0.0371262,0.000582269,0.00269518,-33.8143,-39.6374,-43.299,-49.7926,-43.6936,-40.5287,-56.0291,-42.0797,-42.0619,-47.2792,-51.4238,-45.8112,-34.8736,-39.0778,-45.5209,-41.0832,-38.0755,-34.8588,-47.8684,-41.4929,-35.6002,-46.397,-34.9799,-49.3903,-41.5267,-42.902,-37.82,-39.1217,-33.3855,-43.6335,-38.4468,-42.0996,-49.2747,-56.9178,-37.133,-40.3046,-34.346,-40.4484,-45.4928,-53.1309,-58.9073,-53.2383,-53.9092,-49.4726,-38.1177,-31.9338,-44.6597,-42.3515,-46.9471,-37.4888,-40.123,-48.1614,-43.47,-35.9905,-47.3881,-28.5977,-45.0917,-55.816,-49.4299,-35.6896,-43.0984,-49.1343
-2630.42,0.945377,0.0620804,6,63,0,2653.72,82.7252,34.8132,263.503,42.1618,167.636,85.3604,60.5274,34.0976,60.3791,48.2672,205.415,289.719,39.7571,28.9308,83.8598,0.0594529,-2.82297,-4.47951,-3.56854,-4.74785,-1.55943,-4.48325,-3.25294,-1.18598,-6.04741,0.195071,4.62611,2.30445,-2.44343,-6.49281,-3.05619,2.12497,-2.0752,3.35638,0.0594292,0.0113389,0.028197,0.00867034,0.210256,0.0112967,0.0386604,0.305447,0.00236399,1.2154,102.116,10.0186,0.0868622,0.00151429,0.0470667,-33.4007,-40.0156,-43.4814,-48.6179,-40.7215,-38.4137,-54.758,-41.922,-39.3457,-49.7044,-50.3079,-45.3994,-33.7986,-45.0539,-46.2915,-41.49,-37.4636,-34.7239,-45.6637,-41.8608,-36.2882,-46.4455,-34.4025,-52.8066,-41.0362,-43.4322,-36.7657,-39.143,-31.9313,-42.9909,-38.4718,-40.7989,-48.3208,-57.16,-36.6835,-39.4104,-34.025,-40.5004,-45.9176,-53.345,-62.3036,-53.3433,-53.8043,-49.8779,-37.2768,-30.741,-43.7548,-41.9383,-47.8345,-36.3678,-40.2713,-46.6955,-44.0402,-36.1075,-48.4687,-29.7223,-46.0139,-57.1837,-51.2917,-34.1624,-41.8097,-49.8355
-2636.7,0.978928,0.0620804,6,63,0,2649.3,64.2506,35.5772,256.365,43.4383,146.251,75.5563,65.2222,32.497,60.8193,35.4143,195.614,274.248,40.4518,30.3803,62.129,0.0553275,-3.8084,-4.16839,-2.34848,-5.5582,-2.10912,-5.26089,-4.13758,-1.07137,-6.36821,1.98441,4.84837,3.09704,-2.15462,-3.89741,-3.39004,2.00191,-3.77857,4.7835,0.0221837,0.0154771,0.0955142,0.0038557,0.121345,0.00519069,0.0159615,0.342539,0.00171522,7.27476,127.533,22.1324,0.115947,0.0202945,0.0337074,-32.5616,-40.9146,-41.8923,-49.25,-41.449,-40.5983,-55.0478,-41.3438,-40.1689,-49.3948,-52.6726,-46.1858,-34.1495,-41.3926,-45.8887,-41.7884,-38.2999,-34.417,-45.5324,-41.6497,-35.7616,-44.8431,-34.737,-52.2897,-41.7267,-43.246,-36.7948,-39.4151,-33.4063,-43.0578,-39.041,-40.9765,-48.8637,-57.0882,-36.3949,-39.8417,-34.4768,-40.5102,-45.6376,-53,-61.7986,-53.3438,-53.2187,-50.8463,-37.2788,-31.2767,-43.1058,-41.6752,-47.4347,-35.5395,-39.7456,-46.2673,-43.6397,-35.2296,-47.208,-29.0554,-46.3783,-56.3853,-50.7594,-33.8289,-42.3252,-50.6722
-2640.23,0.98534,0.0620804,6,63,0,2653.82,111.539,34.0081,248.761,36.3865,117.895,79.6154,47.2682,20.7826,48.2633,44.0786,160.683,229.172,78.0381,30.0247,95.2759,0.0711333,1.36316,-3.52896,-1.88117,-4.99266,-1.80536,-3.75502,-3.67461,-2.42236,-5.88681,0.93008,5.68971,2.19172,2.36056,-7.22811,-2.24516,2.0033,-0.954335,2.44975,3.90853,0.0293354,0.152411,0.00678757,0.164415,0.0234001,0.0253594,0.0887121,0.00277583,2.53471,295.807,8.95059,10.5969,0.000725893,0.10591,-33.8776,-40.1936,-43.7326,-49.5113,-42.6851,-40.1347,-55.5138,-41.9068,-40.3107,-47.2635,-50.9164,-45.9594,-34.5015,-38.0689,-45.6272,-42.0029,-38.1072,-35.6514,-46.6927,-42.5104,-36.3239,-46.2915,-35.4237,-50.26,-40.8962,-42.7362,-37.4489,-39.5714,-34.1613,-44.0947,-38.9825,-42.2891,-48.606,-57.5731,-37.6436,-39.0429,-35.282,-40.8618,-46.8234,-51.9409,-59.0934,-52.3786,-53.9029,-48.8086,-37.2069,-32.446,-44.3382,-41.7952,-45.1498,-37.9375,-40.8215,-45.9023,-43.25,-37.6166,-49.0677,-28.4676,-45.8514,-54.6649,-50.1206,-35.1426,-42.5882,-48.9859
