# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92683245
# output
#   file = output_cal_g_Kpsi_EPs_5.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.183393
# Diagonal elements of inverse mass matrix:
# 0.125231, 0.00947385, 0.092658, 0.0707719, 0.157892, 0.0111547, 0.0238418, 0.0561889, 0.0204713, 0.0311446, 0.0422631, 0.116109, 0.101457, 0.0155256, 0.125399, 0.0214081, 1.37198, 0.1605, 0.0599767, 0.917522, 0.918202, 1.76083, 0.0978576, 0.704756, 0.341852, 1.30447, 0.598928, 0.278038, 0.553361, 0.0799966, 0.371087, 0.117279, 0.107115
-2665.5,0.934374,0.183393,4,15,0,2683.38,51.8443,25.513,183.859,33.0994,89.7398,58.44,50.2586,20.855,52.351,22.8865,118.405,100.396,27.9029,38.5489,51.0212,0.195428,-1.22991,-1.61926,-1.41378,-1.83984,-1.64262,-1.85347,-1.45097,-1.13999,-1.52406,-0.770786,-0.808487,-1.15476,-1.14034,-1.36907,-1.49778,-1.47487,0.388466,0.292319,0.198046,0.243223,0.158842,0.193472,0.156692,0.234344,0.319822,0.217826,0.462649,0.445531,0.315134,0.319712,0.254343,0.223626,-35.3187,-42.1178,-46.2894,-50.106,-41.9755,-39.1502,-56.5572,-43.9956,-40.5839,-44.9986,-51.4469,-45.8602,-35.3434,-42.6965,-45.4214,-42.3651,-37.977,-36.3591,-47.405,-44.7565,-36.9944,-47.2549,-35.8213,-51.836,-43.2479,-44.5775,-37.0241,-40.9404,-32.4032,-43.3612,-39.9797,-42.6415,-49.5364,-58.8421,-36.9095,-40.8564,-35.0588,-41.8701,-47.4951,-56.6965,-61.0058,-52.1735,-53.5153,-50.0791,-38.1893,-32.6489,-45.5369,-41.8574,-47.5658,-37.4655,-42.1528,-45.3024,-41.9641,-36.0239,-50.1015,-28.2828,-46.5934,-57.9891,-49.1796,-35.0219,-43.0992,-48.3405
-2663.91,0.743627,0.183393,5,31,0,2681.05,85.9754,28.9047,192.951,43.5445,123.329,61.7488,52.4065,24.8709,48.0605,31.3135,139.551,178.846,27.9095,32.9145,94.7977,0.110823,-0.851176,-1.62424,-1.62104,-1.39858,-1.19033,-2.05267,-1.29662,-0.86185,-1.7811,-0.247099,-0.129963,-0.366141,-1.58875,-1.64173,-1.35957,-1.14107,0.652175,0.426913,0.197062,0.197693,0.246948,0.30412,0.128392,0.273455,0.42238,0.168452,0.781063,0.878128,0.693405,0.204181,0.193645,0.256771,-34.9265,-41.27,-44.9091,-49.1086,-41.3108,-39.926,-55.9099,-42.9417,-40.8741,-45.1966,-52.3335,-46.3323,-34.9389,-42.4865,-45.4325,-42.894,-38.0716,-36.6749,-46.1244,-43.654,-37.7406,-47.4179,-35.948,-52.2455,-42.4773,-42.7317,-36.7885,-40.5898,-33.7156,-42.9549,-40.3407,-42.2599,-48.0875,-57.6984,-37.598,-40.6537,-35.6999,-41.483,-47.3951,-53.7595,-59.2456,-52.1939,-53.4271,-50.4037,-38.0483,-33.6433,-45.3851,-41.7911,-47.2601,-38.5743,-41.8217,-45.4582,-42.9596,-36.92,-50.4405,-28.5593,-46.8154,-57.4872,-50.3085,-34.8183,-42.7394,-48.4473
-2665.46,0.88771,0.183393,4,15,0,2677.81,81.3514,27.9626,184.674,44.6653,142.166,62.8462,50.7193,24.4682,52.7182,32.1092,137.881,182.564,33.2905,32.5776,88.5428,0.0984604,-0.723396,-1.66327,-1.57577,-1.43653,-1.05515,-2.24912,-1.33386,-0.90462,-1.81818,0.215829,-0.0262346,-0.368772,-1.36457,-1.58715,-1.18001,-1.33223,0.934488,0.485102,0.189519,0.206849,0.237752,0.348141,0.105492,0.263457,0.404696,0.162321,1.24089,0.974107,0.691583,0.25549,0.204508,0.307277,-33.9102,-41.3667,-43.8296,-48.9116,-42.1725,-41.0168,-56.0469,-42.7286,-40.7145,-45.621,-53.1227,-47.0411,-35.0057,-41.558,-44.8362,-42.7824,-38.364,-36.2839,-46.068,-43.6013,-37.7663,-46.8895,-36.0571,-52.4104,-41.783,-42.3762,-36.9075,-40.3499,-33.1823,-43.1518,-40.9743,-42.7773,-48.3007,-57.7395,-37.4137,-40.0584,-35.5084,-41.5019,-47.2248,-52.9839,-58.6554,-53.2177,-52.9526,-52.5598,-37.4392,-33.2832,-44.9984,-41.7692,-47.5733,-37.0207,-40.1535,-46.0413,-42.9305,-36.6113,-49.9238,-28.8754,-47.3995,-56.6679,-50.1368,-34.7832,-43.2096,-49.4606
-2675.25,0.843316,0.183393,4,15,0,2680.7,90.8286,29.5628,183.608,68.7598,120.198,63.778,50.8362,20.4062,45.9902,34.0462,142.601,194.136,24.2814,30.102,85.8214,0.122276,-0.0552427,-1.78562,-1.70753,-0.692769,-1.16805,-2.0396,-1.57555,-1.17247,-1.95234,0.445361,-0.513633,-0.0189792,-1.81702,-1.67901,-1.55821,-1.10776,0.60166,0.946256,0.167694,0.181313,0.500189,0.310972,0.130081,0.206895,0.3096,0.141941,1.56105,0.598318,0.9812,0.162509,0.186559,0.210513,-34.884,-40.8188,-43.2181,-49.7541,-41.6232,-40.4434,-55.8441,-43.4054,-42.0436,-45.3476,-54.4114,-46.5441,-35.512,-43.8882,-44.9839,-41.7587,-38.4078,-36.6456,-46.5984,-43.753,-37.6787,-47.3682,-35.3754,-55.0372,-42.1137,-43.2932,-37.0505,-40.0538,-32.5428,-43.336,-40.8366,-41.8598,-48.1015,-57.4133,-37.457,-39.7409,-35.334,-41.4268,-46.6457,-55.3304,-59.4676,-52.3888,-54.1902,-50.6364,-37.5851,-33.3793,-45.0068,-42.1092,-47.7829,-37.4169,-42.293,-44.7267,-43.0071,-36.1803,-49.914,-28.0844,-46.5196,-56.933,-50.8105,-34.7508,-42.895,-49.1865
-2674.39,0.930279,0.183393,5,31,0,2690.97,90.1435,27.827,206.754,61.364,109.422,56.881,54.3936,21.8331,56.7336,34.9284,151.932,137.254,44.0142,28.0361,57.5832,0.0916496,0.154151,-1.86835,-1.415,-0.900888,-1.16828,-2.24124,-1.12772,-1.34632,-1.62003,0.00124961,0.443487,-0.962989,-1.08878,-1.43857,-1.39701,-1.0319,0.865739,1.16667,0.154378,0.242925,0.406209,0.310902,0.106326,0.32377,0.260196,0.197892,1.00125,1.55813,0.38175,0.336626,0.237267,0.247335,-33.6072,-41.5234,-42.3536,-49.1529,-42.4404,-41.0402,-56.5671,-43.5329,-41.2672,-45.0717,-55.4596,-46.7797,-35.3984,-43.1025,-44.688,-43.2144,-38.7803,-36.9498,-45.9791,-44.2641,-38.0081,-47.1481,-36.1558,-51.0917,-42.6522,-43.5922,-37.4536,-40.9182,-33.2667,-43.7184,-41.1189,-42.0975,-48.9286,-58.2753,-38.1382,-40.9652,-35.9668,-41.9976,-47.5225,-54.5824,-61.3017,-51.6174,-52.4039,-50.2116,-38.072,-32.9718,-43.3341,-42.245,-47.7095,-37.4515,-39.4904,-45.7835,-42.9496,-37.2413,-49.111,-28.1406,-47.0111,-56.1182,-49.3669,-35.0218,-42.6794,-49.3288
-2678.62,0.502498,0.183393,4,15,0,2696.57,38.9875,28.9316,192.026,49.1654,86.8903,66.3121,60.8322,30.6762,53.6545,31.93,141.194,171.312,26.4335,34.0233,56.5229,0.166786,-2.12634,-1.56612,-1.48381,-1.03078,-1.9094,-1.91814,-1.52445,-0.272807,-1.94275,-0.290501,0.372791,-0.32343,-0.997103,-1.51835,-1.61669,-1.28101,0.618758,0.119273,0.208855,0.226772,0.356729,0.14817,0.146879,0.217741,0.761239,0.14331,0.747889,1.45178,0.723663,0.368947,0.219072,0.198555,-34.9618,-41.1954,-42.8089,-49.2901,-41.885,-40.3059,-56.2127,-43.5862,-41.053,-46.3699,-52.7236,-46.4609,-35.5388,-43.6038,-45.5358,-42.2274,-38.2607,-36.2803,-46.5774,-44.3378,-36.5085,-46.8396,-35.1001,-56.4016,-40.8329,-43.636,-37.7233,-40.5212,-32.4369,-42.2639,-41.2157,-42.454,-48.4204,-57.9425,-36.7887,-39.1092,-35.508,-41.0439,-46.7628,-55.7796,-60.0905,-53.2976,-53.3391,-53.1688,-37.2179,-33.3783,-44.8111,-42.2625,-47.8259,-36.3993,-42.6067,-44.8633,-42.4983,-35.8237,-50.5864,-28.9272,-47.6682,-57.003,-51.2854,-34.7523,-43.4191,-49.6747
