# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92688689
# output
#   file = output_cal_g_Kpsi_Kgamma_EPs_6.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.146487
# Diagonal elements of inverse mass matrix:
# 0.152886, 0.016568, 0.174363, 0.0577987, 0.204274, 0.00995222, 0.0455674, 0.0849682, 0.0191519, 0.0290467, 0.0975858, 0.372364, 0.188547, 0.0207219, 0.150241, 0.902247, 0.281657, 0.0894456, 0.54268, 0.877575, 0.878716, 0.181917, 1.52106, 0.154846, 1.97687, 0.560612, 1.25909, 0.724921, 0.276599, 0.898803, 0.796646, 0.347245, 0.157009, 0.256656, 0.337769, 0.32094, 0.190829, 0.533883, 0.0330876, 0.522285, 0.587544, 0.24211, 1.32989, 0.105578, 0.7613, 0.0940768, 0.100309, 1.31072, 0.126073
-2651.55,0.917075,0.146487,5,31,0,2677.43,127.643,34.745,232.684,41.2776,176.237,65.2792,62.7367,21.2041,69.0322,44.834,176.348,270.543,36.8993,36.6517,65.8381,-0.469501,-1.77559,-1.34577,-1.27633,0.447093,-2.11313,-1.15866,-1.38502,-1.25516,0.430213,-0.286123,0.199893,-1.44834,-1.4098,-1.48441,0.0450978,0.0862496,0.236122,0.272625,0.104302,0.114257,0.371558,0.264784,0.427576,0.051202,0.00755185,0.0466019,0.013616,0.42743,0.0175465,-1.34469,0.89002,-1.42718,1.38286,0.625314,0.169384,0.26034,0.279059,1.56376,0.120859,0.313908,0.250318,0.285031,1.53759,0.75117,1.22127,0.23496,0.244192,0.226636,-34.3179,-41.5695,-44.1752,-51.3942,-41.2227,-38.5925,-54.9265,-41.6198,-39.0159,-49.675,-51.6339,-45.0533,-34.1068,-42.4321,-45.7143,-42.0209,-37.0648,-34.6117,-45.0305,-42.7072,-35.251,-46.1777,-35.1721,-51.353,-42.077,-43.2031,-37.4888,-39.4423,-32.3456,-42.5264,-38.6753,-42.3342,-48.5273,-57.9435,-36.3292,-38.9596,-35.6496,-40.2911,-46.5194,-51.9165,-62.7878,-51.0201,-50.6555,-49.9705,-38.9527,-33.7027,-45.1963,-41.1335,-50.5169,-34.5215,-41.3997,-48.2534,-43.1373,-36.1927,-47.6056,-27.6913,-46.3983,-54.068,-49.2271,-34.2696,-42.3474,-47.2836
-2651.64,0.965172,0.146487,5,31,0,2676.59,136.367,35.1274,236.379,32.3073,187.449,78.7086,61.6572,20.5141,71.5393,49.5954,181.565,263.832,48.6802,37.7096,79.6767,-0.24416,-1.61049,-1.35394,-1.44658,-0.531779,-1.98452,-1.30522,-1.61453,-1.22891,-0.580081,-0.321163,0.0115217,-0.780978,-1.25425,-1.37852,0.0156988,0.0586568,0.115948,0.511288,0.237592,0.177813,0.460573,0.187858,0.40036,0.0576188,0.0118864,0.0326534,0.130695,0.484776,0.0560344,-1.1659,0.760622,-1.92627,1.61031,0.783362,0.19979,0.258222,0.235374,0.587559,0.137446,0.271112,0.198983,0.292612,0.559853,0.725305,1.01159,0.457958,0.28529,0.251952,-35.6303,-39.8999,-43.556,-53.0977,-41.9356,-40.3124,-55.6544,-41.2306,-39.699,-48.9371,-51.039,-45.1065,-34.5738,-41.4625,-45.6593,-42.0396,-37.6867,-34.4434,-46.0539,-42.075,-35.2755,-46.5379,-35.2036,-50.7986,-41.7096,-42.3989,-37.8678,-39.3292,-33.3695,-42.4339,-37.697,-43.0447,-50.5351,-57.5045,-36.2386,-38.6064,-35.3961,-40.0461,-46.067,-51.314,-60.1297,-52.8379,-51.4679,-52.6511,-40.1225,-34.0024,-45.5448,-41.8047,-50.8211,-34.8784,-41.1589,-48.5088,-43.481,-36.1126,-46.7958,-27.9398,-46.4682,-54.3804,-47.7757,-35.5252,-43.7376,-47.3574
-2653.02,0.970003,0.146487,5,31,0,2674.15,143.013,28.8995,191.417,32.4032,164.18,65.7413,43.7228,22.7443,60.01,35.5357,145.709,268.536,48.5935,34.8852,98.2754,0.126888,-1.70272,-1.33091,-1.5886,-0.966849,-1.84809,-1.71006,-1.19532,-1.33408,0.544474,-0.231639,0.543477,-0.926086,-1.00821,-1.70273,0.0258951,0.417768,0.228284,0.307528,0.0379034,0.245438,0.25079,0.18785,0.426376,0.0904044,0.023175,0.0370491,0.00560539,0.377589,0.0526906,-0.921888,0.790126,-1.18334,1.38613,1.13529,0.182187,0.264236,0.204211,0.380279,0.157538,0.180855,0.302608,0.263402,1.7237,0.793232,1.72198,0.396101,0.364873,0.182186,-32.6823,-41.155,-42.9993,-50.8211,-41.4897,-40.3876,-54.6156,-41.0118,-40.4303,-48.9654,-50.8174,-44.8778,-34.568,-40.9144,-46.7264,-42.0518,-38.1356,-35.152,-45.8081,-44.0803,-36.4186,-45.7715,-35.9984,-49.1393,-40.9159,-44.9272,-38.0616,-40.0448,-30.938,-43.5385,-38.3253,-41.5453,-48.3615,-57.9444,-36.9451,-39.4539,-35.3618,-41.1923,-46.8474,-50.7255,-61.219,-53.8643,-52.7274,-52.0638,-38.2462,-32.4358,-45.6796,-41.2898,-48.0772,-34.6475,-40.1817,-47.8155,-41.9099,-36.2801,-48.6307,-28.8372,-45.4346,-54.8517,-48.5148,-34.2339,-43.4369,-46.8053
-2658.45,0.78384,0.146487,5,31,0,2683.69,91.6163,31.4335,231.815,54.4078,201.842,68.5273,83.1474,25.146,62.8933,42.75,191.909,261.83,29.8784,32.9803,75.0648,-0.831333,-1.77571,-1.18526,-0.447344,-0.47019,-2.16426,-0.990405,-1.19818,-1.32348,0.414339,0.509367,0.185409,-1.55977,-1.08168,-1.50187,0.0540091,0.0030225,0.155774,0.318396,0.0416509,0.115377,0.168054,0.00572881,0.444539,0.0743346,0.0428163,0.0409144,0.0834925,0.518714,0.157393,-0.835742,0.707581,-1.99407,1.17579,0.435468,0.169363,0.305666,0.639324,0.624884,0.114835,0.371426,0.301742,0.266206,1.51337,1.66424,1.20371,0.210184,0.339026,0.222714,-33.113,-40.7823,-41.9927,-52.9692,-41.937,-41.1056,-55.8614,-41.3423,-40.5527,-48.3892,-51.9978,-45.6078,-35.1072,-41.6524,-45.3408,-41.8188,-38.6656,-34.6034,-45.3291,-41.7912,-36.1269,-46.4619,-34.9253,-51.4647,-41.9279,-41.8598,-37.4841,-39.2967,-32.5575,-43.3775,-38.5331,-42.7586,-49.2626,-57.5006,-36.196,-39.6286,-35.4826,-40.4331,-45.7996,-51.604,-62.9058,-52.482,-51.3482,-50.8639,-37.7295,-33.8508,-44.0973,-41.291,-50.85,-34.1391,-41.4776,-47.1833,-44.0746,-35.6116,-46.9652,-27.411,-45.1362,-52.8114,-48.9933,-35.0264,-43.1862,-48.3144
-2659.66,0.961146,0.146487,5,31,0,2680.9,56.5214,31.0814,186.446,50.3757,210.872,66.9706,51.1585,42.9692,63.1351,29.8867,183.183,279.085,48.1478,45.462,73.294,-1.48505,-1.81322,-1.41817,-0.56381,-0.18972,-2.089,-1.41463,-0.207927,-1.13489,0.311802,-0.201411,0.474656,-0.753111,-1.05689,-1.59209,0.164119,0.070237,0.277652,0.366598,0.0865435,0.0759723,0.479612,0.00178279,0.43016,0.0600251,0.0104671,0.0296759,0.0655053,0.351242,0.0686074,-0.646025,0.821968,-0.816225,1.87445,0.226491,0.163128,0.242156,0.569037,0.82719,0.123811,0.243016,0.812266,0.321456,1.36588,0.817576,1.60746,0.470899,0.347536,0.203499,-33.8641,-41.1568,-43.1768,-54.4941,-42.3384,-39.4875,-55.1283,-41.416,-40.0048,-48.5952,-52.0005,-46.1705,-34.7985,-41.0237,-45.0622,-42.5434,-37.4892,-34.5456,-45.7249,-42.4864,-36.6171,-46.0175,-35.8175,-50.6041,-42.8226,-42.7324,-37.4823,-40.0825,-30.0616,-44.1826,-38.0486,-43.5081,-50.2299,-57.9348,-36.4887,-40.5255,-35.6437,-40.8163,-46.0351,-50.4102,-62.3854,-51.2346,-50.9418,-49.7641,-39.4852,-34.1627,-45.2413,-41.161,-49.7037,-34.5815,-41.5258,-47.7998,-44.1172,-35.4361,-47.0064,-26.8553,-45.5501,-52.7957,-48.6145,-34.2039,-43.5013,-48.4614
-2661.36,0.912291,0.146487,5,31,0,2689.17,81.8884,28.41,193.956,36.2894,160.617,56.7642,56.9196,36.6222,58.0462,44.1896,180.408,187.554,87.7449,33.2807,111.853,-0.943053,-1.8976,-1.35696,-1.85356,-0.700304,-1.92126,-1.42167,-0.599839,-1.10337,-0.00616064,0.321617,-0.376533,-0.0614432,-0.172988,-1.34948,0.0357408,0.0363303,0.148511,0.29917,0.042085,0.234997,0.219117,0.0130921,0.434125,0.0333941,0.0113713,0.0353939,0.015078,0.562756,0.00578712,-1.35718,0.922723,-1.91901,1.44911,0.389437,0.149928,0.257442,0.156679,0.496434,0.146423,0.241312,0.5489,0.331752,0.993858,1.37936,0.686236,0.940406,0.841148,0.259376,-33.0073,-40.9487,-44.9602,-52.5581,-41.3077,-39.6658,-55.384,-41.9193,-39.7413,-46.9775,-51.5342,-46.068,-34.9348,-41.1976,-46.9226,-41.9052,-38.625,-35.3898,-45.7109,-43.1131,-36.2724,-46.5814,-35.0422,-48.9386,-42.2614,-43.2905,-39.2475,-39.0997,-32.49,-44.1611,-39.239,-42.4638,-48.3799,-56.7847,-36.7636,-39.9135,-35.3139,-41.6268,-46.5208,-50.7221,-61.0575,-53.4631,-51.9056,-49.4355,-37.934,-33.8778,-44.9385,-42.1582,-50.303,-34.9098,-41.4034,-47.8533,-44.1385,-35.8546,-47.5221,-28.1889,-45.2868,-53.7309,-48.6733,-34.9291,-43.5459,-47.9027
