# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 91372603
# output
#   file = output_neus_8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.47925
# Diagonal elements of inverse mass matrix:
# 0.0167562, 0.00846754, 0.0441189, 0.0187796, 0.0368746, 0.0126912, 0.0308704, 0.0141919, 0.00942196, 0.0200695, 0.0193953, 0.0135629, 0.0457427, 0.0144546, 0.113638, 0.0268794, 0.0123927
-2685.74,0.989284,0.47925,3,7,0,2695.48,59.7812,28.4026,161.516,40.5651,102.981,66.7725,44.4894,18.0931,53.662,20.4891,81.6659,88,37.8676,32.1023,52.3283,0.302811,0.181926,-36.0478,-41.5954,-43.2831,-51.3623,-42.587,-39.8704,-57.438,-43.8529,-42.1117,-45.6993,-52.9075,-46.3251,-35.9227,-41.1233,-46.3344,-43.0675,-38.8193,-36.8498,-47.3488,-45.6498,-38.0055,-47.22,-38.1219,-49.4618,-44.0421,-44.7581,-37.7364,-41.8659,-33.5339,-44.0341,-39.3878,-42.5512,-49.9465,-59.2692,-37.5376,-42.1938,-36.0361,-42.6996,-48.4522,-55.5684,-62.59,-52.468,-52.8518,-49.2553,-38.2866,-33.3617,-43.7473,-42.2423,-46.7602,-39.9762,-42.2546,-45.1637,-42.0671,-37.7266,-50.1701,-27.8075,-45.825,-57.127,-49.0514,-35.7669,-43.8986,-48.304
-2685.97,0.914514,0.47925,3,7,0,2693.17,63.6478,31.066,182.832,29.0252,105.156,75.1584,60.7278,16.264,60.2331,23.8689,80.0176,91.7712,31.2635,30.936,53.5655,0.262594,0.211391,-36.1337,-42.0833,-43.3047,-49.5347,-41.7123,-39.6982,-57.3661,-44.4202,-41.5209,-46.8259,-52.2667,-45.451,-36.2507,-43.8145,-46.4535,-42.9075,-38.5055,-36.3363,-47.3569,-45.4198,-37.0841,-47.5299,-37.3933,-51.2624,-41.9831,-45.0473,-37.4034,-41.7757,-33.3237,-43.1188,-39.1269,-41.9986,-49.1292,-59.7012,-37.0133,-40.7528,-35.4931,-42.0833,-48.4236,-56.4632,-64.8375,-53.9804,-53.2901,-51.3566,-39.7321,-33.1033,-44.2318,-42.129,-47.229,-38.6711,-41.7573,-45.2218,-41.5559,-37.6626,-50.5196,-28.6928,-46.2834,-56.5857,-49.4845,-35.7976,-43.9626,-48.0061
-2684.85,0.729749,0.47925,3,7,0,2695.54,47.3349,26.1382,183.941,41.2158,117.24,69.5764,49.2786,19.5863,60.2207,24.2727,88.5985,96.3661,27.9534,31.7086,56.3032,0.313871,0.192728,-36.4938,-42.1831,-43.276,-50.6984,-42.6229,-39.6074,-57.8922,-44.4234,-41.6359,-46.2881,-52.4069,-46.2189,-36.248,-42.6336,-45.8767,-42.2892,-38.9575,-36.6958,-47.8683,-45.4929,-37.7724,-47.5905,-37.3251,-51.4628,-42.8676,-44.9872,-37.8486,-41.6389,-32.7194,-44.0418,-39.6045,-42.5424,-50.6919,-59.4528,-37.2635,-40.7181,-35.5216,-42.2175,-47.9828,-55.7441,-61.9563,-52.405,-52.5288,-50.001,-38.7128,-32.4572,-43.8158,-42.9846,-47.1674,-39.1868,-42.4835,-45.045,-41.8375,-36.9244,-50.5083,-28.1117,-45.7574,-58.4368,-49.1565,-35.7416,-43.5438,-48.0273
-2686.7,0.926515,0.47925,3,7,0,2691.83,46.2685,27.226,182.186,39.5604,131.087,67.2004,48.0928,18.9798,58.8325,24.3315,86.5494,99.346,28.7156,32.5518,65.3677,0.323935,0.205019,-36.8768,-42.202,-43.1487,-51.252,-42.4731,-39.5271,-57.6388,-44.228,-41.5923,-46.2025,-52.0545,-46.3305,-36.2455,-42.7159,-46.1552,-42.5228,-38.8995,-36.8612,-47.6258,-45.5727,-37.999,-47.4074,-37.3185,-52.2925,-42.661,-45.1935,-38.2148,-41.7299,-32.5296,-44.1011,-39.4445,-42.5227,-50.8474,-59.5418,-37.3932,-40.6619,-35.7992,-42.1444,-48.0359,-55.7207,-61.0611,-52.3164,-52.6034,-49.9245,-38.7746,-32.7279,-43.9002,-42.8012,-46.7502,-38.8523,-43.2692,-44.9279,-42.1491,-37.0233,-51.0301,-28.2144,-45.8664,-58.1642,-49.3685,-35.5697,-43.8618,-47.7854
-2686.98,0.999533,0.47925,3,7,0,2693.63,48.0577,26.871,176.864,39.5494,129.98,71.5965,54.3839,17.2676,63.7466,24.7057,76.5958,95.147,28.4464,26.2607,100.423,0.309942,0.203931,-36.6764,-42.607,-42.2775,-50.6865,-42.2387,-40.4869,-57.4893,-44.4465,-43.1588,-46.9557,-52.4026,-46.3788,-36.9467,-43.3434,-46.2982,-42.5397,-39.4865,-36.5204,-48.294,-45.5422,-37.7586,-47.6197,-37.2594,-52.0298,-41.2757,-45.0904,-38.1761,-41.3664,-32.4073,-43.9347,-39.5718,-42.0753,-50.0163,-59.6671,-37.2887,-39.4599,-35.6025,-42.2573,-47.7624,-54.972,-62.0447,-53.4744,-52.8031,-51.4245,-38.414,-32.5218,-43.5539,-43.2594,-47.6784,-38.4193,-42.1313,-45.1674,-41.9898,-36.9943,-50.6148,-28.1581,-45.5643,-57.2817,-49.3973,-35.8841,-44.1547,-47.6626
-2689.26,0.792583,0.47925,3,7,0,2696.57,58.6349,35.6258,214.685,38.8303,90.956,72.0858,50.5529,21.268,60.1848,20.0504,91.7272,103.073,29.188,36.6362,42.5302,0.281196,0.203879,-35.5883,-42.4372,-44.2164,-50.7149,-41.941,-38.8437,-56.9282,-44.1511,-41.0778,-47.2858,-52.8499,-45.1458,-35.1745,-43.6199,-45.9832,-43.1895,-37.9276,-36.559,-46.8367,-46.0037,-37.6393,-47.4049,-37.9433,-52.6265,-44.5308,-45.7784,-36.9884,-42.0654,-34.4392,-43.2855,-38.9345,-41.905,-49.2868,-60.0011,-36.8592,-42.2138,-35.5767,-41.8805,-48.4585,-57.77,-65.3414,-52.0267,-53.2658,-48.6333,-39.2043,-33.1387,-44.3238,-41.77,-47.3022,-40.5869,-43.471,-44.3914,-41.2981,-37.6149,-50.5106,-27.7092,-45.849,-58.4168,-49.1192,-34.958,-42.7932,-47.1816
