# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92685261
# output
#   file = output_cal_g_Kpsi_EPs_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.139309
# Diagonal elements of inverse mass matrix:
# 0.111608, 0.0134498, 0.0479867, 0.0838398, 0.2706, 0.00718347, 0.0349662, 0.0594644, 0.0137693, 0.0364765, 0.036322, 0.125315, 0.118499, 0.0140097, 0.178408, 0.0399217, 1.90027, 0.208764, 0.0628286, 1.78621, 2.71913, 0.844113, 0.0827763, 0.659246, 0.211255, 0.681976, 0.456043, 0.283237, 1.17477, 0.0806566, 0.723924, 0.187702, 0.0722948
-2669.68,0.894179,0.139309,5,31,0,2689.7,70.655,29.4328,200.938,37.4411,160.084,66.3365,67.541,16.7228,62.5652,27.706,126.251,138.027,42.1483,36.4068,46.8142,0.183737,-1.07505,-1.60179,-1.4214,-1.75161,-0.890075,-2.06245,-1.33919,-1.69166,-1.44886,-0.17017,-0.494684,-0.917736,0.0475418,-1.37331,-1.45018,-0.94551,0.711826,0.34128,0.201535,0.241376,0.173495,0.410625,0.127142,0.262058,0.184214,0.234837,0.843522,0.609764,0.399422,1.04869,0.253268,0.234527,-35.0011,-42.2417,-44.5468,-50.0682,-41.8136,-40.4626,-55.8947,-43.1663,-39.9833,-46.0954,-52.0458,-45.3297,-35.0778,-43.2062,-45.4948,-42.9421,-37.8286,-36.3903,-46.7287,-43.7946,-37.3236,-45.8894,-35.723,-54.4267,-42.5694,-44.0141,-36.6672,-40.268,-33.4451,-42.5973,-39.4943,-41.8182,-49.6092,-58.6992,-36.7882,-40.3452,-34.9258,-41.0731,-46.7287,-56.1664,-63.0447,-52.8334,-51.9394,-51.8604,-38.9995,-33.2769,-44.6334,-41.2215,-48.1046,-36.551,-43.4055,-44.4869,-42.3266,-36.4063,-50.6774,-28.8163,-46.6089,-57.0481,-50.1737,-34.061,-43.0176,-48.2441
-2675.95,0.977645,0.139309,5,31,0,2688.29,42.7547,28.1008,203.128,35.6062,143.656,62.7436,60.1105,20.627,62.2348,33.0854,130.528,142.622,32.2242,33.7828,29.4011,0.134157,-1.83563,-1.80586,-1.42072,-1.82278,-1.09797,-2.21825,-0.92774,-1.37918,-1.50464,-0.128774,-0.0961051,-0.734493,0.393763,-1.28447,-1.85688,-1.31441,0.719605,0.159514,0.164334,0.241541,0.161575,0.333548,0.1088,0.395447,0.251785,0.222097,0.879173,0.908369,0.479749,1.48255,0.276798,0.156159,-33.9813,-42.0968,-44.5472,-48.8609,-42.4215,-41.374,-56.9402,-44.0266,-39.6764,-46.2438,-53.2416,-45.6969,-35.3916,-43.3975,-44.9642,-42.6589,-38.8469,-36.5851,-47.0561,-43.9916,-37.7122,-46.8817,-35.925,-52.4463,-43.5413,-44.6478,-36.4849,-40.9306,-32.1495,-42.7353,-39.7992,-41.494,-49.3636,-58.8056,-36.9529,-41.4082,-35.5792,-41.6261,-46.9515,-55.2718,-61.9613,-52.7344,-52.3988,-51.2488,-38.2912,-32.8731,-44.5379,-42.2737,-48.2271,-36.1028,-41.1915,-45.2622,-41.8796,-36.1545,-50.0322,-28.248,-46.4076,-56.8426,-48.806,-34.5365,-42.2261,-49.0525
-2681.87,0.751664,0.139309,5,31,0,2694.91,63.5353,29.7715,176.773,41.7423,84.4831,60.2719,53.3558,22.0671,51.8133,25.5306,117.013,114.886,40.1918,29.3085,111.312,0.16513,-0.885507,-1.62565,-1.53835,-2.15393,-2.07725,-2.29268,-1.491,-1.38056,-1.82974,-0.160296,-0.541278,-1.03273,-1.95613,-1.75745,-1.03277,-1.58142,0.495603,0.412505,0.196783,0.214735,0.116027,0.125274,0.100996,0.225148,0.251439,0.160455,0.851891,0.582004,0.356034,0.141404,0.172484,0.356021,-34.8071,-42.6722,-46.2539,-51.4516,-41.7727,-40.4625,-55.2775,-42.8716,-42.1634,-45.4928,-52.966,-47.0336,-35.7587,-43.2362,-44.7923,-43.1977,-38.2438,-36.4654,-46.6941,-44.269,-37.7539,-46.546,-36.0744,-54.2173,-42.7996,-43.1823,-37.5593,-39.2504,-33.9811,-42.8248,-41.1069,-41.9462,-47.5161,-58.7296,-37.4469,-40.2491,-35.0958,-42.2397,-46.4116,-55.4323,-58.8267,-53.2729,-54.0127,-52.3311,-35.2459,-33.3675,-45.8378,-40.788,-48.9932,-37.7769,-41.5006,-45.3607,-42.7594,-36.4165,-48.5732,-28.1252,-46.3873,-55.7289,-49.5661,-35.6675,-43.3617,-48.9966
-2672.78,0.997975,0.139309,5,31,0,2694.83,55.6144,29.4364,197.07,33.4978,143.696,63.7451,43.4572,18.7722,53.6029,28.1701,125.541,118.882,16.8421,24.9135,80.5914,0.133369,-1.51055,-1.75658,-1.49882,-1.85384,-1.27635,-2.26376,-1.7441,-1.85921,-1.52643,-0.582217,-0.142458,-1.03364,-1.39314,-1.64499,-1.57226,-1.25542,0.484684,0.220789,0.172634,0.223393,0.156635,0.279055,0.103959,0.174803,0.155796,0.217311,0.558658,0.867224,0.355709,0.248294,0.193015,0.207576,-33.9244,-41.9188,-43.8947,-48.9648,-41.5723,-41.1064,-56.2605,-43.6557,-41.6442,-45.6243,-53.8006,-45.5233,-35.6868,-44.0761,-45.7941,-42.9366,-38.6872,-36.5336,-47.6052,-43.3791,-38.0123,-47.1944,-35.5539,-51.4017,-41.9768,-44.0011,-36.8273,-41.0964,-33.694,-42.1091,-39.5412,-40.7394,-47.5337,-59.4337,-37.6531,-40.436,-35.214,-41.7806,-47.0285,-55.7107,-59.9456,-54.0769,-54.5575,-49.9224,-39.192,-33.4752,-46.1716,-42.8333,-47.5595,-37.465,-41.8469,-44.8175,-41.8524,-36.4533,-50.4407,-28.5533,-45.0855,-56.4061,-48.9343,-34.9595,-42.4912,-47.6143
-2672.91,0.980552,0.139309,5,31,0,2685.9,72.1407,29.5643,179.867,37.8353,94.1886,63.5179,46.2379,19.9748,58.9726,32.1024,121.245,135.188,32.4741,32.6831,78.4935,0.162168,-1.31683,-1.67353,-1.58903,-1.25223,-2.18784,-2.25858,-1.70857,-1.42945,-1.72431,-0.221256,-0.742663,-1.0424,-1.94077,-1.70383,-1.54416,-1.68276,0.772044,0.267984,0.187584,0.204124,0.285867,0.112159,0.104499,0.181125,0.239441,0.178296,0.801512,0.475845,0.352608,0.143593,0.181985,0.213491,-34.9681,-40.9403,-42.8781,-49.5504,-41.8902,-40.1285,-55.0824,-42.4806,-41.7402,-45.4525,-52.4986,-46.6292,-35.1945,-43.1535,-45.5388,-42.3319,-37.5183,-36.302,-46.157,-43.8361,-36.7473,-46.07,-35.3827,-54.2571,-41.2342,-43.4414,-37.2181,-40.3245,-32.3708,-42.4329,-40.7663,-42.6248,-48.6279,-57.9943,-37.0653,-40.2042,-35.085,-41.2871,-47.2239,-55.983,-60.6284,-53.4851,-52.8028,-53.9586,-37.1973,-33.1389,-44.9634,-41.4556,-47.8872,-36.0274,-41.9205,-45.6125,-43.0107,-36.9605,-50.1327,-29.703,-47.7135,-56.3228,-51.1461,-35.2366,-43.879,-49.5075
-2670.6,0.918751,0.139309,4,31,0,2690.66,49.4318,30.4851,206.392,45.1472,146.663,64.6499,49.2701,16.5409,56.4663,26.4888,113.541,129.538,24.2011,29.3644,86.3171,0.145316,-1.91426,-1.67252,-1.3418,-0.786873,-1.25688,-1.83858,-1.22246,-1.79015,-1.65529,-0.512063,-0.318202,-1.14163,-1.08015,-1.54203,-1.55409,-1.37304,0.642673,0.147452,0.187774,0.261375,0.455266,0.28454,0.159044,0.294504,0.166935,0.191036,0.599258,0.727456,0.319299,0.339544,0.213946,0.211381,-35.0505,-41.2173,-42.2761,-49.2996,-41.3515,-40.8737,-55.8941,-43.0884,-41.5885,-47.0794,-53.0896,-46.3535,-35.6335,-42.7292,-45.9116,-43.4687,-38.2406,-36.5594,-46.2094,-44.7099,-37.9466,-47.0139,-35.9626,-53.5715,-41.0128,-44.4099,-37.3127,-42.1414,-31.9838,-42.3306,-40.3577,-42.0042,-48.2898,-59.2035,-37.8995,-40.0527,-36.0594,-41.4045,-47.7579,-54.7617,-60.8879,-52.8722,-53.5777,-51.3649,-39.429,-33.5486,-44.2846,-41.9305,-46.7034,-37.8046,-41.6127,-44.5387,-42.5975,-37.3914,-50.5757,-28.3474,-46.3451,-55.6187,-50.3172,-34.504,-42.9958,-48.1836
