# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 94246450
# output
#   file = output_cal_pl_Ka_EPs_8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.121558
# Diagonal elements of inverse mass matrix:
# 0.142449, 0.013362, 0.8116, 0.0201607, 0.429758, 0.0214099, 0.0266764, 0.089353, 0.00950791, 0.0367816, 0.064784, 0.765841, 0.203444, 0.0149182, 0.335914, 0.0510179, 0.451474, 0.0195088, 0.0334883, 0.0598954, 0.301145, 0.0418717, 0.153379, 0.831936, 0.0620525, 0.702456, 0.257215, 0.758124, 0.716256, 0.100135, 0.31983, 1.05311, 0.0346225, 0.06111
-2643.17,0.990152,0.121558,5,63,0,2663.97,113.577,41.4494,235.636,38.4225,208.377,77.6418,45.3956,45.4535,51.6901,33.2728,163.541,229.471,80.0095,39.3951,155.69,0.0729182,2.44846,-2.79713,-3.98127,-4.94576,0.202243,-4.83131,-6.28809,3.22885,-5.62778,2.86119,1.90573,3.75068,3.52673,-4.5503,-0.566233,2.00161,-3.21478,4.30874,11.5705,0.0609847,0.018662,0.00711348,1.22415,0.00797606,0.00185831,25.2507,0.00359655,17.4823,6.7243,42.5501,34.0126,0.0105641,0.56766,-34.484,-41.2542,-44.152,-50.0065,-41.4087,-38.5644,-55.101,-42.5236,-40.2171,-46.9338,-51.3493,-45.8581,-34.605,-45.3821,-45.0245,-42.5329,-37.684,-34.7728,-46.7526,-42.5814,-36.2829,-46.9275,-35.8748,-50.9122,-41.0413,-42.9538,-36.6921,-39.6838,-34.6844,-43.8614,-37.938,-42.155,-48.2941,-56.763,-36.9957,-39.6392,-35.5146,-40.5437,-46.5815,-51.8409,-58.1109,-52.5282,-53.6938,-48.8469,-38.4842,-32.8361,-45.3675,-41.7314,-45.8713,-36.9877,-40.4983,-45.9531,-42.5249,-36.4683,-48.3305,-28.5803,-46.4407,-55.9297,-48.6252,-34.4691,-42.4363,-47.9608
-2644.62,0.994617,0.121558,5,63,0,2665.28,139.311,49.6457,251.461,51.4259,225.398,84.7545,50.2608,22.786,61.2576,53.7174,186.4,281.347,67.6579,30.5082,157.423,0.0331045,0.558869,-3.41471,-4.71184,-5.10305,-0.682631,-5.70234,-7.27573,-4.88411,-6.68397,2.82259,1.13437,1.89581,-1.15858,-7.1512,1.75744,2.00594,-0.940472,3.12295,1.74869,0.032886,0.00898819,0.00607815,0.505286,0.00333815,0.000692135,0.00756589,0.0012508,16.8204,3.1092,6.65795,0.313931,0.00078392,5.7976,-32.9822,-39.673,-43.1178,-49.8054,-40.7047,-38.3317,-55.038,-42.4328,-39.0528,-49.4733,-52.5298,-45.1297,-34.4868,-46.7424,-46.452,-42.3108,-37.9385,-34.4512,-45.3612,-41.9787,-35.9714,-47.1673,-36.1129,-51.2826,-41.3464,-43.728,-38.2737,-38.761,-35.0075,-43.2141,-37.9651,-40.6047,-47.8684,-56.9032,-37.1852,-38.7799,-35.0677,-39.9872,-45.6171,-52.6724,-60.792,-53.7567,-54.3974,-49.5881,-38.3939,-33.195,-44.3056,-42.2914,-49.9728,-36.532,-39.159,-48.1452,-43.5148,-36.3918,-46.2791,-28.2934,-45.8362,-54.8715,-48.3871,-34.4755,-42.7512,-48.493
-2643.64,0.978585,0.121558,5,31,0,2661.31,133.56,35.793,207.373,47.7271,266.235,69.429,52.8003,29.0294,52.2982,36.1437,187.299,279.624,40.5617,31.1889,175.548,0.0299853,3.25281,-2.58293,-3.20713,-4.44315,3.08392,-5.45911,-3.21928,-0.776957,-6.57176,-0.703575,1.86287,4.05345,-3.47635,-7.55715,-0.044075,2.00657,-2.40031,3.87605,25.863,0.0755526,0.0404725,0.0117589,21.8439,0.00425735,0.0399839,0.459803,0.00139934,0.494813,6.44223,57.596,0.0309202,0.000522362,0.956882,-33.9899,-40.2718,-43.6953,-49.5769,-42.76,-40.169,-55.3185,-41.3385,-39.6912,-48.2812,-50.2937,-47.0151,-34.3414,-38.3484,-46.4291,-42.1102,-38.205,-34.2028,-46.7766,-41.5922,-36.8751,-46.4219,-35.8238,-49.2303,-41.5675,-41.1096,-38.1446,-40.0448,-33.3916,-44.3401,-39.32,-43.3197,-49.7465,-57.466,-37.4521,-39.5821,-34.8201,-40.7638,-46.7106,-50.1455,-57.7764,-53.5004,-53.2756,-50.6929,-37.3646,-32.3034,-44.2052,-42.1429,-45.6951,-37.0941,-39.0511,-47.836,-44.1345,-36.442,-47.799,-29.2951,-46.3811,-55.9663,-50.0214,-35.3531,-43.5939,-50.4678
-2641.24,0.993708,0.121558,5,63,0,2666.61,154.377,42.0347,242.012,42.9745,221.024,93.6243,68.6739,19.5697,62.724,42.0822,199.81,286.5,31.8701,29.8041,82.0657,0.0553937,1.77099,-3.88922,-3.28095,-5.16639,2.59924,-3.23305,-3.18069,-5.2516,-5.2957,-0.202135,5.11304,0.714121,-3.19659,-5.9306,1.06851,2.08188,-1.12073,3.49136,5.87666,0.0204613,0.0375927,0.00570514,13.4535,0.0394369,0.0415569,0.00523912,0.00501309,0.816984,166.174,2.04239,0.0409016,0.00265687,2.91104,-34.5403,-39.7295,-44.6408,-49.6127,-41.0564,-39.1764,-54.9889,-41.4273,-38.7291,-49.2603,-52.5359,-46.2904,-33.873,-43.5791,-45.7326,-42.2456,-36.9029,-34.283,-44.6031,-42.6001,-36.057,-45.4501,-35.2742,-52.4952,-41.2412,-44.3066,-36.7561,-39.7187,-33.7819,-42.8688,-39.7705,-41.0134,-48.4719,-57.3471,-37.2201,-38.8169,-34.23,-39.9903,-45.901,-53.3861,-63.3618,-52.7155,-54.3981,-48.4147,-38.1462,-32.3096,-43.0646,-41.5226,-46.8151,-38.4196,-40.6746,-44.8752,-44.5669,-36.7398,-47.9962,-29.0833,-46.3425,-55.6063,-52.1935,-33.6379,-41.477,-51.0623
-2635.4,0.914376,0.121558,6,63,0,2662.63,145.617,37.0932,217.07,36.0211,142.076,69.8037,44.8296,29.2493,54.7133,36.2921,163.676,271.798,66.5142,30.5334,61.6761,0.0563861,4.51973,-3.87246,-4.10054,-6.57217,-3.3848,-5.4367,-6.81174,-2.41592,-5.93341,2.18321,2.87552,4.96379,0.0598222,-5.5792,-6.013,2.04677,-2.54567,3.32646,91.8106,0.0208071,0.0165637,0.00139876,0.0338845,0.00435383,0.00110077,0.0892854,0.00264943,8.87473,17.7346,143.135,1.06165,0.00377558,0.00244673,-32.9729,-40.5734,-43.5856,-50.6047,-41.9897,-38.423,-54.9569,-41.7185,-41.5029,-48.3449,-51.3554,-46.1122,-34.0101,-44.442,-46.3465,-42.3157,-37.3463,-34.8262,-45.9228,-42.6464,-36.2641,-45.8266,-35.6621,-51.4046,-41.8777,-43.9334,-37.0151,-39.1957,-32.8541,-43.5107,-38.0813,-41.2448,-49.6466,-57.3481,-37.1777,-40.9808,-35.0137,-40.5768,-45.5003,-51.3672,-56.942,-52.738,-54.2794,-49.1295,-37.0131,-32.0526,-44.6863,-41.5189,-47.9638,-35.8184,-40.7294,-44.9025,-43.3315,-36.2709,-46.6568,-28.5549,-45.2151,-54.6924,-50.0444,-33.9865,-42.1412,-49.2912
-2635.3,0.966977,0.121558,5,31,0,2649.78,44.897,38.3837,220.712,33.8126,112.845,74.6842,60.3456,27.7006,48.2947,40.3647,171.069,254.924,74.5245,29.3267,142.352,0.0421065,-5.24712,-3.44403,-3.13675,-4.80941,-4.52052,-4.09704,-3.3025,-1.43987,-6.61382,2.05444,3.04887,3.79308,-1.32412,-4.98613,-2.51056,2.02077,-3.9101,2.87695,0.00526266,0.0319357,0.0434239,0.00815264,0.0108834,0.0166218,0.0367909,0.236959,0.0013417,7.8025,21.0915,44.3929,0.266038,0.00683204,0.081223,-34.1318,-41.099,-43.354,-49.5888,-41.4194,-39.7458,-54.476,-41.5572,-40.5549,-47.436,-52.3208,-46.5292,-34.8159,-42.24,-45.1821,-42.0705,-37.6984,-35.0787,-45.9667,-42.6036,-36.0007,-46.2737,-35.4441,-49.6036,-39.9426,-43.1178,-38.0585,-39.9739,-33.3082,-44.2871,-39.6404,-41.9755,-49.4541,-56.8677,-37.542,-39.1373,-35.4705,-40.8459,-46.9831,-51.2733,-58.1586,-52.5975,-53.6971,-48.4113,-37.6026,-32.6872,-43.5206,-41.2407,-46.5345,-36.8488,-38.9702,-47.1498,-44.2598,-37.0503,-48.0442,-29.2275,-47.2663,-54.388,-49.5481,-34.5907,-43.0338,-49.2834
