# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92683299
# output
#   file = output_cal_g_Kpsi_EPs_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.218792
# Diagonal elements of inverse mass matrix:
# 0.0902191, 0.0117569, 0.0833249, 0.0501167, 0.162309, 0.00985332, 0.0317802, 0.0445155, 0.0176484, 0.0475403, 0.0536943, 0.0728296, 0.118704, 0.0169029, 0.160662, 0.0286863, 1.11376, 0.128476, 0.0926182, 0.498985, 0.50809, 0.745366, 0.0998709, 0.46095, 0.163477, 0.382708, 0.587356, 0.125231, 1.53778, 0.0714755, 0.532091, 0.0854076, 0.0745214
-2678.85,0.947613,0.218792,5,31,0,2699.97,47.9492,50.8386,203.336,64.4708,122.056,65.2736,64.6842,28.5579,58.7089,40.7236,126.28,124.908,29.6719,31.3368,78.0977,0.150121,-1.37393,-0.425318,-1.45419,-0.874986,-0.997148,-2.29902,-1.36214,-0.385425,-1.80158,0.367937,-0.225126,-1.0732,-0.82554,-1.55821,-1.53697,-1.04834,0.757308,0.253109,0.653562,0.233589,0.416868,0.36893,0.100357,0.256112,0.680161,0.165039,1.44475,0.798415,0.341911,0.437998,0.210513,0.215032,-34.4921,-41.493,-41.083,-49.3447,-42.6684,-41.5932,-56.7957,-44.2088,-41.6187,-46.5871,-52.4869,-45.7394,-36.3074,-45.3794,-44.7137,-42.3368,-39.3341,-35.9501,-47.4044,-43.2732,-37.2954,-47.7489,-36.7596,-53.8185,-40.8846,-42.9907,-37.5942,-40.2171,-35.5672,-42.7198,-40.8728,-42.4627,-48.1867,-58.4887,-37.2194,-38.5937,-35.2372,-40.6032,-46.2751,-55.1645,-60.1131,-53.5685,-52.6652,-54.5283,-37.4999,-32.5836,-44.4345,-42.5576,-48.1644,-36.2242,-40.7022,-46.2746,-42.2831,-36.6048,-49.2754,-28.0949,-46.8668,-58.7578,-49.4622,-35.5063,-43.4346,-48.3237
-2679.97,0.847029,0.218792,5,31,0,2697.14,62.0561,49.4295,152.374,58.262,131.573,61.7245,49.1664,16.527,51.0168,19.6495,114.569,116.468,31.3208,30.8145,66.5752,0.147999,-1.12546,-0.277573,-1.31733,-1.21426,-0.726437,-2.00559,-1.52332,-1.48087,-1.61569,-0.252344,-0.400605,-0.844801,-1.31385,-1.39988,-1.49486,-0.897503,0.511061,0.324503,0.75762,0.26785,0.29693,0.483629,0.134581,0.217987,0.22744,0.198754,0.776978,0.669914,0.429643,0.268783,0.246627,0.22428,-34.4197,-41.7002,-41.7493,-50.9498,-43.6122,-42.6844,-56.1553,-42.9673,-42.9611,-45.6271,-53.7044,-46.2819,-36.1374,-40.9186,-45.6422,-42.9092,-39.4024,-35.9806,-47.9047,-44.8527,-37.7965,-46.464,-37.6601,-50.8844,-43.1535,-43.6309,-37.5916,-40.586,-35.6046,-43.5907,-40.5458,-42.6246,-48.7272,-58.2792,-37.3435,-40.8153,-35.4984,-41.77,-47.0375,-55.185,-61.0348,-53.8081,-53.2762,-52.2156,-36.7393,-33.8157,-43.9775,-41.9256,-48.2433,-38.2924,-41.3704,-45.5252,-41.9276,-36.543,-49.5354,-27.6398,-45.6565,-57.5426,-49.0196,-34.7185,-44.0014,-48.7289
-2674,0.939994,0.218792,5,31,0,2693.32,54.5179,51.5075,184.114,45.0061,146.558,61.7022,50.8074,16.9815,52.4869,34.9314,115.476,131.75,26.5002,28.885,52.8097,0.158416,-1.83259,-0.194671,-1.3985,-0.842673,-0.560071,-2.17137,-1.31344,-1.95758,-1.82534,-0.354884,-0.631061,-0.745018,-1.88058,-1.56932,-1.37585,-1.46395,0.628144,0.159999,0.823105,0.246967,0.430558,0.571168,0.114021,0.268893,0.1412,0.161164,0.701255,0.532027,0.474726,0.152502,0.208187,0.252626,-35.5548,-41.5618,-41.6044,-48.8699,-42.5917,-41.0438,-56.5019,-43.3702,-41.4734,-45.4812,-53.1081,-46.0646,-36.1821,-44.2046,-45.5542,-41.6597,-38.6092,-36.111,-46.7888,-44.2093,-37.004,-46.6353,-36.5863,-52.7101,-41.2902,-43.289,-37.7618,-40.3709,-34.3862,-42.2973,-40.4949,-42.2478,-48.5207,-58.051,-37.0086,-39.8894,-35.6882,-40.9647,-47.2733,-55.7729,-60.0631,-53.2943,-53.0355,-53.2471,-37.2288,-32.7541,-44.1917,-42.0543,-47.2274,-35.8665,-40.949,-46.0059,-42.3845,-37.0895,-49.9854,-28.6682,-46.8369,-57.9268,-50.1887,-35.4375,-43.6861,-48.8556
-2668.96,0.836144,0.218792,5,31,0,2695.14,73.7827,26.3769,202.48,37.7422,126.505,69.1649,56.7772,31.6759,56.7321,26.57,107.028,104.355,40.5386,30.0714,48.3569,0.161162,-0.384772,-1.64671,-1.29468,-1.37653,-1.19082,-1.82786,-1.20009,0.222464,-1.59779,-0.155375,-0.738481,-1.09903,-1.24906,-1.29972,-0.996167,-1.04114,0.731594,0.680606,0.192682,0.273986,0.252452,0.303973,0.160756,0.301167,1.24915,0.202343,0.856094,0.477839,0.333195,0.286773,0.272608,0.369292,-34.8438,-42.6494,-43.5802,-49.2508,-42.7063,-40.9249,-56.6623,-43.8058,-40.8956,-45.4509,-53.9559,-46.3382,-36.3305,-43.3956,-44.8093,-42.3458,-38.6,-36.415,-47.2641,-44.4933,-37.2,-46.6777,-36.0947,-51.4589,-41.9156,-43.6663,-37.2987,-40.4591,-32.7536,-43.208,-40.1546,-42.1071,-49.0497,-58.0887,-37.3534,-39.9304,-35.5195,-41.9658,-47.7373,-55.2554,-61.6455,-53.3742,-52.7055,-51.7898,-38.1618,-33.0509,-43.9179,-41.6252,-47.893,-37.373,-39.4762,-45.87,-41.8492,-36.9714,-49.6446,-28.6028,-46.6376,-56.3243,-48.7313,-35.1145,-43.5173,-48.8304
-2677.14,0.893229,0.218792,4,15,0,2689.38,65.2099,28.509,189.055,35.4892,143.538,55.9751,69.0288,33.5064,55.8761,33.2264,128.551,119.29,30.6173,30.782,111.787,0.152018,-0.910789,-1.62862,-1.67233,-1.74219,-0.973201,-2.22142,-0.872577,-0.822994,-1.54456,-0.506525,0.24015,-1.24387,-1.66023,-1.51313,-1.61246,-0.814418,0.783123,0.402207,0.1962,0.187809,0.175137,0.377872,0.108455,0.417873,0.439115,0.213405,0.602586,1.27144,0.288266,0.190096,0.22022,0.199396,-35.9382,-42.2694,-45.3769,-50.8525,-41.193,-39.7861,-55.5995,-43.5171,-41.8344,-44.9533,-52.1574,-46.2882,-36.1236,-46.1933,-44.9536,-43.8323,-37.9415,-36.7326,-46.6907,-44.013,-38.1733,-47.4998,-35.9667,-53.4815,-42.1239,-43.307,-37.1179,-40.9551,-32.4962,-42.7286,-40.3163,-42.1407,-48.4147,-58.305,-37.8986,-40.9885,-35.6802,-41.5615,-47.4129,-54.3246,-58.969,-51.9868,-52.7034,-50.3521,-38.5483,-33.093,-45.1182,-41.2377,-46.5303,-37.5459,-42.1529,-44.7111,-42.6163,-36.92,-50.0708,-29.2428,-46.8882,-56.6097,-49.7837,-35.7331,-42.7136,-47.9438
-2677.82,0.992221,0.218792,5,31,0,2692.87,54.1725,27.324,209.996,54.3198,134.723,61.048,51.4233,34.5045,55.1632,32.5836,122.054,162.898,28.1913,30.1981,42.9503,0.144032,-2.04035,-2.02756,-1.50128,-1.0102,-1.10561,-2.2742,-1.54729,-0.945102,-1.9361,-0.55271,-0.330384,-0.762575,-1.67268,-1.61076,-1.56226,-1.44869,0.766251,0.129983,0.131656,0.222844,0.364145,0.33101,0.102879,0.212824,0.38864,0.144266,0.575388,0.718648,0.466464,0.187744,0.199735,0.209663,-34.8881,-40.9627,-42.3492,-49.6487,-41.8912,-40.1133,-55.8743,-43.2301,-41.1921,-46.9167,-54.6315,-46.9082,-35.2378,-44.5864,-45.3242,-42.8973,-37.7547,-36.7638,-45.2179,-43.8634,-38.2864,-46.6438,-35.8039,-55.6025,-41.781,-43.4178,-36.8912,-40.0947,-31.5931,-41.7862,-41.0877,-41.8818,-48.1524,-59.1287,-36.8332,-41.2767,-34.9089,-41.983,-46.8057,-56.4586,-60.5956,-52.7026,-53.2817,-52.2657,-37.1489,-32.0517,-44.8215,-41.9277,-48.0162,-36.4938,-41.6978,-44.5389,-43.0328,-36.5501,-49.7226,-29.3234,-47.1242,-56.5847,-51.9568,-35.1471,-42.4693,-50.3583
