# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92345662
# output
#   file = output_cal_g_Kpsi_EPs_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,mu_psi,sigma_psi,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.198408
# Diagonal elements of inverse mass matrix:
# 0.0791505, 0.0112309, 0.0918224, 0.0482709, 0.186586, 0.0136659, 0.040232, 0.0553018, 0.0174961, 0.0393097, 0.0760326, 0.133112, 0.120883, 0.0198468, 0.181536, 0.046978, 0.644637, 0.202816, 0.0927567, 0.4535, 0.674179, 1.56256, 0.0923687, 0.675385, 0.311293, 0.189082, 0.514214, 0.299594, 0.612742, 0.0619074, 0.465687, 0.0726377, 0.0716969
-2668.56,0.959058,0.198408,5,63,0,2685.17,70.4585,27.0976,181.88,46.7874,131.343,51.244,51.8432,19.9817,57.3855,28.183,87.0351,117.996,31.3636,27.9032,47.2694,0.155202,-1.03118,-1.52502,-1.3988,-0.657278,-1.00562,-2.27562,-1.2214,-1.31878,-1.33547,-0.138446,-0.799569,-0.891604,-1.54047,-1.63353,-1.04043,-1.05034,0.678354,0.356587,0.217617,0.246892,0.51826,0.365817,0.102733,0.294816,0.267461,0.263035,0.870711,0.449523,0.409997,0.214281,0.195239,0.353304,-35.3182,-41.9132,-43.0146,-50.1514,-42.9387,-40.5284,-57.0312,-43.5231,-40.8734,-45.3551,-53.325,-46.0281,-35.0397,-41.5504,-45.9976,-42.6551,-38.5164,-37.1226,-46.6086,-44.4007,-38.077,-46.9194,-36.392,-51.2017,-41.9699,-43.5187,-37.6028,-40.723,-33.2981,-43.0107,-39.8678,-42.1416,-49.2052,-59.1782,-37.6546,-41.2618,-36.1787,-42.0446,-47.4946,-55.332,-61.7886,-52.0969,-52.0386,-50.0796,-37.6852,-33.294,-44.09,-41.8986,-47.0265,-35.9041,-42.066,-44.8529,-42.2556,-37.59,-50.1492,-27.967,-45.7114,-56.1654,-49.429,-35.2791,-43.2086,-48.1975
-2669.74,0.827549,0.198408,4,15,0,2682.81,87.2278,24.8886,169.35,55.8405,94.9182,55.7063,57.7741,18.1502,61.9459,28.1441,107.486,97.0141,17.3509,27.0036,97.9124,0.14834,-0.334941,-1.89075,-1.50956,-0.913616,-1.21004,-1.84735,-1.15071,-1.51277,-1.24542,-0.198702,-0.46192,-1.16899,-1.53633,-1.47985,-1.01702,-1.23262,0.433552,0.71538,0.150958,0.221006,0.401071,0.298187,0.157654,0.316411,0.220299,0.287821,0.819794,0.630073,0.310681,0.21517,0.227671,0.36167,-35.0943,-41.8767,-42.7901,-50.1398,-42.0627,-41.2519,-56.9418,-43.9806,-42.9938,-45.4347,-54.5133,-45.9555,-35.4162,-42.6474,-46.0014,-42.5938,-39.0446,-36.6729,-47.7442,-44.8064,-37.251,-47.5831,-35.8202,-49.9402,-41.6406,-45.4755,-37.5751,-40.9601,-31.7668,-43.7268,-40.1204,-41.7415,-48.2138,-59.1089,-37.5905,-40.0387,-35.6175,-42.2763,-46.9599,-55.7852,-64.0231,-52.4716,-52.9098,-49.17,-37.9139,-32.9667,-43.6424,-42.8323,-48.1556,-37.1577,-41.8093,-44.9951,-42.0376,-36.7119,-49.5102,-27.2433,-45.1141,-56.2954,-49.6245,-34.9991,-42.9561,-47.6675
-2668.46,0.877416,0.198408,4,15,0,2687.44,82.5122,26.3675,174.605,49.9959,99.3791,54.542,55.7422,15.002,59.1534,28.451,116.374,104.64,19.8741,26.6481,80.3393,0.130325,-0.569956,-1.8684,-1.43497,-0.967307,-1.22968,-2.13608,-1.17847,-1.24533,-1.38431,-0.211859,-0.164525,-1.20261,-1.34596,-1.52616,-1.23738,-1.14147,0.424107,0.56555,0.15437,0.238123,0.380105,0.292387,0.118118,0.30775,0.287845,0.250497,0.809079,0.848296,0.300409,0.260291,0.217369,0.290143,-33.91,-41.5808,-42.1725,-49.0784,-42.2012,-41.6553,-56.9216,-43.9173,-41.9866,-45.5098,-54.0765,-46.0696,-35.2598,-41.7245,-46.0812,-42.8916,-39.2322,-36.7201,-47.5884,-44.4013,-37.4241,-47.4136,-35.7569,-49.9516,-41.4298,-44.7575,-37.6272,-41.3946,-32.1978,-43.8838,-40.2854,-41.9888,-48.4378,-59.262,-37.9436,-39.6208,-35.8755,-42.0652,-47.2746,-55.3586,-63.3958,-52.7907,-52.9397,-50.3998,-38.2872,-33.2905,-43.7787,-42.6379,-47.2001,-36.584,-41.1445,-45.364,-42.1563,-36.9355,-49.9726,-27.276,-45.5423,-55.5391,-49.6649,-34.7378,-43.2847,-48.1391
-2676.92,0.876549,0.198408,4,15,0,2689.46,69.9324,26.7158,171.265,39.3351,117.388,66.1997,49.9094,20.2392,49.5927,39.0982,130.404,117.215,15.3671,23.3549,105.444,0.185503,-0.635752,-1.44734,-1.5299,-1.10756,-1.07575,-1.76804,-1.21114,-1.70489,-1.62473,-0.488295,0.0767717,-0.967254,-1.69201,-1.4089,-1.44955,-1.04575,0.575367,0.529537,0.235194,0.216558,0.330363,0.341043,0.170667,0.297858,0.181793,0.196965,0.613672,1.0798,0.380126,0.184149,0.244412,0.234675,-36.1404,-42.1119,-41.8551,-49.832,-41.6161,-40.9369,-57.158,-44.9197,-42.8637,-44.5044,-53.4221,-45.9573,-37.4632,-46.6459,-45.8745,-42.0815,-39.2014,-36.7612,-47.7613,-44.1417,-36.9836,-47.7022,-35.1259,-53.3594,-40.7438,-44.1159,-37.7738,-41.1196,-31.7035,-42.8551,-39.7846,-41.5659,-48.3268,-58.1222,-37.6418,-39.6046,-35.6692,-41.2959,-47.3458,-55.48,-58.8514,-53.7854,-53.9685,-50.8085,-38.3322,-33.2245,-44.8444,-43.2681,-46.6772,-37.1843,-43.1788,-44.4493,-41.4909,-36.8073,-51.0362,-28.8546,-45.3654,-56.8329,-50.2355,-36.1752,-43.4409,-47.7504
-2681.17,0.924158,0.198408,4,15,0,2688.73,45.4815,27.2899,194.838,32.0676,135.254,51.9631,62.264,20.8059,52.0157,24.0433,104.101,152.747,46.025,35.0013,44.916,0.095341,-1.66665,-1.91501,-1.38856,-1.62383,-1.20123,-2.24558,-1.40683,-1.80542,-1.83127,-0.111406,-0.645432,-0.596016,-1.42695,-1.48123,-1.38561,-1.45841,0.453138,0.188879,0.147341,0.249435,0.197143,0.300823,0.105866,0.244919,0.164406,0.16021,0.894576,0.524436,0.551003,0.240039,0.227357,0.250172,-34.5931,-42.0619,-45.8497,-49.4478,-42.4961,-40.6689,-55.949,-42.8327,-40.5148,-46.3624,-54.624,-47.8537,-35.421,-41.3429,-45.0078,-43.1388,-38.0821,-36.8622,-45.3098,-45.2201,-38.0841,-46.7491,-36.7018,-50.9951,-41.6004,-43.911,-37.565,-40.6624,-33.372,-42.8961,-42.2911,-43.2339,-48.6291,-58.7735,-37.4464,-40.9123,-35.7215,-42.5442,-48.0751,-53.6765,-58.6163,-52.8173,-53.3763,-51.3433,-38.2043,-32.8406,-44.7187,-40.987,-48.4693,-35.7979,-38.4736,-46.1065,-44.0834,-36.8865,-49.2432,-29.6589,-49.2332,-55.3165,-49.8579,-35.1231,-43.4859,-50.7946
-2680.92,0.983417,0.198408,4,15,0,2695.8,57.677,28.7404,169.224,40.3028,99.956,65.8856,45.259,18.5286,56.5453,31.8655,110.231,70.6523,16.0673,24.3939,97.7823,0.187526,-1.18307,-1.71502,-1.63371,-0.583399,-1.20005,-1.45496,-1.56186,-1.41503,-1.41953,-0.719459,0.0638305,-1.4673,-1.37853,-1.49895,-1.5591,-1.17622,0.502348,0.306338,0.17996,0.195203,0.557998,0.301178,0.23341,0.209747,0.242918,0.241827,0.487016,1.06591,0.230547,0.251948,0.223364,0.210325,-36.3122,-41.9055,-42.4171,-49.2705,-41.2726,-40.2792,-57.5107,-45.7067,-43.8844,-44.6384,-54.1232,-45.5209,-37.1386,-46.754,-46.3438,-42.4901,-39.23,-36.2907,-48.6275,-45.9113,-36.3568,-48.8183,-35.3566,-48.9183,-40.1409,-46.6993,-38.2835,-41.4247,-31.7793,-43.4691,-39.9612,-41.3976,-47.6629,-58.7218,-37.4241,-39.6391,-36.2936,-42.0686,-47.4753,-57.0105,-62.7428,-53.7063,-54.9655,-49.7099,-38.4766,-33.0955,-44.3143,-43.7982,-48.0069,-36.4892,-40.8388,-45.6891,-41.5459,-36.8516,-49.3364,-27.4998,-45.5833,-56.6329,-48.6387,-35.9799,-43.5664,-47.1995
