# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 91319939
# output
#   file = output_neus_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.498438
# Diagonal elements of inverse mass matrix:
# 0.0163813, 0.00904856, 0.0464209, 0.0285132, 0.033794, 0.0139199, 0.0154029, 0.00854494, 0.0088696, 0.0171815, 0.0165682, 0.0155765, 0.05405, 0.0158397, 0.0987739, 0.030186, 0.0141679
-2684.4,0.944298,0.498438,3,7,0,2689.91,62.7399,31.0162,207.692,35.9477,112.068,73.1356,46.1939,17.2077,64.4545,21.2859,81.987,96.6543,31.6305,29.1093,73.5632,0.283306,0.186042,-35.7755,-42.738,-43.2846,-49.553,-41.7761,-39.3356,-56.9266,-44.131,-42.1288,-47.4345,-52.4624,-45.8603,-35.9398,-43.5352,-46.1975,-42.8243,-38.4326,-36.3634,-47.7722,-45.7452,-37.6207,-47.4858,-37.8092,-51.068,-42.88,-45.1691,-37.3151,-41.7416,-33.7765,-43.522,-39.2226,-41.8382,-49.4484,-59.8296,-36.9286,-40.7928,-35.5984,-42.203,-48.4025,-56.0166,-64.6399,-52.6599,-52.9386,-50.1488,-38.7385,-32.6012,-43.8084,-42.6652,-47.7417,-39.7468,-41.6049,-45.115,-41.8783,-37.7173,-50.3674,-27.7139,-45.6838,-58.0898,-49.4569,-35.2247,-43.2694,-47.3961
-2686.96,0.927068,0.498438,3,7,0,2694.22,61.7703,37.0445,188.822,38.1942,116.786,86.7317,61.1737,23.5054,65.721,20.7771,91.3585,104.054,21.8892,31.2396,51.089,0.306158,0.228517,-35.5315,-42.23,-41.7937,-51.0363,-41.7137,-41.094,-57.0075,-43.8893,-42.1878,-47.2549,-53.5888,-45.0023,-36.0448,-43.6642,-46.3518,-42.6962,-39.0811,-35.9394,-47.4347,-45.6655,-37.1079,-46.581,-37.4203,-53.7315,-42.8284,-46.0742,-37.2068,-41.807,-33.4154,-42.7237,-38.4345,-41.1559,-48.8517,-59.5741,-36.4916,-41.2942,-35.2876,-41.5748,-47.7306,-58.0032,-65.7816,-54.9012,-53.5449,-51.2589,-39.535,-33.3284,-43.6806,-42.0736,-47.5435,-39.4438,-43.9505,-44.1238,-40.3682,-37.0269,-50.6433,-28.6675,-44.9821,-56.9583,-49.1214,-34.7974,-43.5978,-47.53
-2684.42,0.960411,0.498438,3,15,0,2695.47,54.8344,29.1413,183.502,42.4544,112.043,74.6235,53.9512,15.9113,61.023,21.7739,81.5952,92.8689,38.4816,29.9059,82.3948,0.289975,0.164968,-35.773,-42.0312,-42.9469,-50.2563,-42.1691,-40.1773,-57.0558,-43.8441,-42.648,-46.9461,-52.7781,-46.2041,-36.3693,-42.1589,-45.7807,-42.8677,-38.9505,-36.7419,-47.8493,-45.4836,-38.0138,-47.5718,-38.2112,-50.0019,-42.7605,-44.573,-37.4561,-41.6365,-34.1913,-44.0723,-39.674,-42.3626,-49.6272,-59.4271,-37.4749,-40.4727,-35.6038,-42.6475,-48.2872,-54.8648,-63.7256,-52.907,-52.7307,-50.4576,-38.8642,-33.0229,-43.4507,-42.6359,-47.6316,-40.3022,-40.8856,-45.3664,-42.1225,-37.6367,-49.8234,-27.7391,-45.9789,-57.069,-48.7689,-35.7005,-43.7973,-47.8473
-2687.41,0.854117,0.498438,3,7,0,2694.96,55.6219,32.4856,196.029,38.8253,101.686,75.6747,44.2254,20.3107,61.1973,30.1814,91.9889,102.497,26.2257,34.8717,66.6007,0.251426,0.183604,-36.8581,-40.7347,-43.7291,-50.2017,-41.4342,-39.2639,-57.8298,-44.6833,-41.4658,-47.3938,-52.4001,-45.3381,-36.5492,-45.1292,-45.4177,-42.5488,-38.2874,-36.3447,-46.8706,-45.2345,-37.6844,-48.4575,-37.5761,-52.8867,-43.5075,-45.1614,-36.7898,-41.8928,-33.1628,-43.2208,-39.4348,-42.0147,-49.0869,-59.29,-36.9516,-41.1636,-35.1339,-41.7393,-47.9757,-56.499,-63.8822,-52.524,-53.353,-50.481,-39.298,-32.9222,-44.8738,-42.7838,-47.622,-40.3689,-42.3334,-44.8742,-41.4678,-37.2527,-50.0603,-28.2433,-46.1353,-57.761,-49.0463,-36.5485,-42.9096,-47.312
-2681.63,0.768769,0.498438,3,7,0,2694.82,61.9581,31.9163,187.226,40.9338,103.45,73.9935,53.2886,19.921,62.524,19.2297,79.9923,95.5048,22.36,27.6042,75.7293,0.315339,0.195274,-35.3163,-42.7113,-42.2556,-50.3793,-41.9973,-40.5951,-57.1745,-44.1288,-42.9124,-47.1597,-53.1371,-45.6376,-35.9192,-42.3743,-46.6644,-42.8044,-39.256,-36.305,-48.0497,-45.7046,-37.4459,-47.2355,-37.7588,-50.7868,-42.7663,-45.5458,-37.5078,-41.8912,-33.8294,-43.4051,-38.9513,-41.4928,-48.9407,-59.9783,-36.9153,-40.9632,-35.6345,-42.1496,-47.8935,-56.0805,-64.1761,-53.4238,-53.236,-49.6408,-38.6093,-32.9674,-43.5065,-42.6862,-47.3041,-39.6366,-42.8727,-44.4943,-41.1077,-37.298,-50.4156,-27.5267,-44.6798,-57.2342,-49.3169,-35.0412,-43.3622,-47.2608
-2681.55,0.76116,0.498438,3,7,0,2687.58,59.2207,31.1842,196.868,40.372,124.305,78.0124,50.711,21.6482,64.0319,24.8554,89.2711,106.083,30.1216,30.9284,67.6587,0.296852,0.181427,-36.1436,-41.8013,-42.7123,-50.4754,-41.8261,-39.8712,-57.1405,-43.8431,-41.9517,-47.1013,-52.7601,-45.7583,-36.2071,-43.3404,-45.7213,-42.6522,-38.536,-36.5152,-47.2679,-45.2687,-37.8223,-47.1868,-37.7376,-52.1877,-42.9126,-44.8916,-37.1452,-41.7738,-33.6399,-43.3156,-39.2809,-41.87,-49.7311,-59.255,-37.0767,-41.1357,-35.3288,-41.9051,-48.0026,-55.6761,-63.5695,-52.7938,-52.5374,-50.3375,-39.3545,-32.8814,-43.7338,-42.5372,-47.2764,-40.2879,-42.4868,-44.5424,-41.7049,-37.4609,-50.337,-28.4621,-45.7312,-57.6147,-49.3223,-35.4908,-43.182,-47.5373
-2687.02,0.620801,0.498438,3,7,0,2692.89,58.7674,35.9512,206.337,41.3039,99.544,85.7961,68.1027,23.2809,70.5979,24.9399,92.8035,102.397,20.03,38.4399,57.6853,0.329091,0.216197,-35.939,-42.4557,-42.3888,-50.3409,-42.2024,-40.6121,-57.6438,-44.4485,-42.067,-47.4728,-52.9191,-44.6518,-36.0086,-43.7007,-45.967,-42.6119,-39.2189,-36.1331,-47.8949,-45.6262,-36.6052,-47.4368,-37.5601,-52.2613,-42.4856,-46.3572,-37.1745,-41.7046,-34.2241,-43.2015,-38.6213,-41.9147,-49.0181,-59.8505,-36.5083,-40.7123,-35.5584,-41.565,-47.5555,-57.341,-66.2016,-53.9582,-53.0279,-51.209,-39.5242,-32.9083,-43.6852,-42.7273,-47.9252,-38.9464,-43.2157,-45.1141,-40.4195,-36.9699,-50.1286,-28.1311,-45.6486,-57.7557,-48.6823,-35.3376,-43.3097,-47.0241
