# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kpsi_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92683304
# output
#   file = output_cal_g_Kpsi_Kgamma_EPs_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,log_psi.1,log_psi.2,log_psi.3,log_psi.4,log_psi.5,log_psi.6,log_psi.7,log_psi.8,log_psi.9,log_psi.10,log_psi.11,log_psi.12,log_psi.13,log_psi.14,log_psi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_psi,sigma_psi,mu_gamma,sigma_gamma,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,psi.11,psi.12,psi.13,psi.14,psi.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.163923
# Diagonal elements of inverse mass matrix:
# 0.230705, 0.0334606, 0.140363, 0.0733686, 0.246339, 0.0135564, 0.0358647, 0.0787075, 0.0294906, 0.0260628, 0.0854838, 0.893142, 0.116846, 0.0227713, 0.181286, 1.46209, 0.390501, 0.159259, 0.86066, 0.551874, 0.889418, 0.22794, 0.98758, 0.852952, 0.668473, 0.681152, 1.19155, 1.1999, 0.716541, 0.81048, 0.821094, 0.269997, 0.175521, 0.152599, 0.388854, 0.272152, 0.207871, 0.390328, 0.0375829, 0.427841, 0.782864, 0.183992, 0.441653, 0.13935, 0.906879, 0.131399, 0.0494509, 0.819367, 0.0720038
-2647.98,0.65756,0.163923,5,31,0,2688.32,124.864,30.2829,190.055,40.3453,118.159,64.5638,54.9826,26.3833,57.1559,38.2627,175.448,274.125,34.7805,38.7869,79.5018,0.481646,-1.47064,-1.58559,-1.48789,-1.2316,-2.10009,-1.63305,-1.1214,-1.39625,0.18184,-0.216658,0.540133,-1.51813,-1.07887,-1.43993,0.0567283,0.133391,0.136127,0.265677,0.09129,0.197553,0.289794,0.0337422,0.499854,0.136152,0.0321593,0.0426013,0.159769,0.480599,0.0905839,-1.10392,1.47269,-1.67808,1.13072,1.61874,0.229779,0.204828,0.225849,0.291825,0.122445,0.195333,0.325824,0.247524,1.19942,0.805205,1.71624,0.219121,0.33998,0.236945,-33.208,-40.2869,-44.0252,-52.0959,-43.0735,-39.6068,-55.1825,-41.8506,-39.8099,-48.571,-50.129,-45.6383,-34.1651,-41.3752,-45.4913,-41.9062,-37.4227,-34.4362,-45.8994,-41.9817,-35.5624,-45.8613,-35.5641,-51.0026,-41.6545,-41.6742,-37.2337,-39.7105,-32.4579,-43.673,-38.5464,-43.2868,-49.648,-57.0039,-36.3681,-39.5615,-34.8354,-40.5855,-46.4711,-50.437,-59.7936,-52.7883,-51.0886,-51.2661,-38.651,-32.8356,-45.3752,-40.9126,-48.6691,-34.3765,-41.1091,-47.2299,-43.0811,-36.1405,-47.7195,-28.8788,-46.4023,-55.7013,-49.0553,-35.5807,-43.09,-48.0767
-2652.6,0.55443,0.163923,5,31,0,2678.56,86.8515,32.0113,219.707,31.56,172.866,70.9285,55.1769,20.0381,59.7325,31.7031,156.209,238.94,28.0649,42.5563,52.8443,-0.90007,-1.56904,-1.2335,-1.31523,-0.502873,-1.68053,-1.00779,-1.69231,-1.38597,0.463072,0.0528625,-0.360194,-1.43863,-0.513721,-2.15128,0.0957921,0.250825,0.120946,0.414389,0.0673963,0.250871,0.403611,0.0927475,0.335794,0.0807533,0.108328,0.0585202,0.0589242,0.403357,0.41829,-1.43969,1.05189,-1.2834,1.01915,0.406541,0.208245,0.29127,0.268412,0.604791,0.186276,0.365024,0.184094,0.250082,1.58895,1.05428,0.697541,0.237253,0.598266,0.116335,-32.7352,-40.5552,-43.4235,-51.3634,-43.6017,-40.8993,-54.9446,-40.9047,-41.9946,-47.268,-50.7729,-44.9062,-34.7098,-40.5124,-45.5955,-42.9611,-38.0235,-35.4175,-45.6349,-43.8518,-36.4081,-45.2219,-35.5948,-51.0434,-42.0142,-44.3621,-37.0836,-40.7193,-32.2093,-43.2695,-37.7915,-42.3561,-49.7271,-58.1849,-36.9723,-41.252,-35.7748,-40.449,-46.5635,-52.7637,-62.3964,-53.5253,-52.7787,-51.2008,-40.0892,-32.9178,-44.3162,-40.6334,-47.3139,-36.4809,-42.0471,-44.8399,-41.3007,-36.5889,-48.5377,-27.6999,-44.1217,-54.8399,-48.9825,-33.9033,-43.0566,-47.8296
-2647.9,0.904503,0.163923,5,31,0,2675.69,83.5707,30.7142,219.982,31.3541,179.618,70.1077,55.818,19.0131,59.6983,30.3812,151.573,222.169,28.1042,42.7797,54.3687,-0.685173,-1.50207,-1.19317,-1.25492,-0.596777,-1.77371,-1.01872,-1.7916,-1.46722,0.441055,0.0770044,-0.164156,-1.44256,-0.487972,-2.12411,0.123601,0.264568,0.135123,0.402036,0.0708693,0.228934,0.414414,0.0930346,0.339886,0.0916,0.0870581,0.0552954,0.0524902,0.406054,0.35925,-1.45429,0.985249,-1.22185,1.04918,0.504003,0.22267,0.303257,0.2851,0.550583,0.169703,0.361058,0.166693,0.230566,1.55435,1.08005,0.84861,0.236322,0.61387,0.119539,-33.1171,-40.7847,-43.0388,-50.5242,-43.7361,-40.9832,-55.2453,-41.3116,-41.6911,-47.4312,-50.6549,-45.0365,-35.0615,-40.6101,-45.453,-42.4235,-38.2756,-35.1874,-46.2591,-43.8962,-36.0605,-45.6486,-35.5584,-50.2157,-41.4792,-44.2513,-37.461,-40.3167,-32.2753,-43.2337,-37.9277,-42.3414,-49.2605,-58.1565,-36.6768,-40.3905,-35.8247,-40.7407,-46.3844,-52.3838,-61.6329,-53.692,-52.6358,-51.8019,-39.5983,-32.7343,-44.2962,-41.0102,-48.1727,-35.2206,-40.291,-45.9349,-41.2627,-36.0794,-48.1677,-27.4028,-44.3523,-54.8903,-48.2954,-34.3622,-43.4164,-47.7233
-2653.9,0.750621,0.163923,5,31,0,2677.19,103.82,33.4686,227.58,66.1444,132.078,73.7209,56.5111,37.1757,69.181,44.2341,202.852,265.303,46.2713,37.4108,142.172,-0.742899,-1.67481,-1.03561,-0.384028,-1.15844,-2.07122,-1.49532,0.408642,-1.29357,-0.467217,0.10012,-0.120106,-0.249075,-0.80016,0.477258,0.0143047,0.151273,0.258964,0.214735,0.258461,0.076705,0.0793286,0.103664,0.452318,0.0335916,0.0205268,0.0405382,0.0860666,0.37858,0.0285504,-0.789529,0.827847,-1.85184,1.49202,0.475733,0.187344,0.355009,0.681112,0.313976,0.126032,0.224178,1.50477,0.27429,0.626744,1.1053,0.886827,0.779522,0.449257,1.61165,-34.4562,-40.779,-40.9155,-52.4757,-41.4577,-40.7225,-55.8736,-42.0572,-39.7678,-49.8398,-53.3271,-45.2001,-35.0316,-41.948,-46.1019,-41.8729,-38.737,-34.1854,-45.1033,-41.8051,-35.7441,-46.2303,-35.5594,-50.7092,-41.192,-43.1571,-37.4952,-40.3099,-32.1623,-42.9299,-38.8201,-41.7026,-49.8421,-57.8475,-36.3406,-38.868,-35.5441,-40.209,-46.2724,-51.5961,-61.2363,-52.0636,-51.1316,-51.9347,-37.5316,-34.1359,-44.1558,-42.3188,-50.1525,-34.2926,-40.8668,-49.203,-44.2943,-36.056,-47.664,-28.3171,-46.7314,-54.4063,-48.9722,-34.4089,-43.4364,-47.6884
-2645.04,0.997917,0.163923,5,31,0,2668.65,121.292,36.2974,207.499,47.9436,132.034,68.4839,58.2913,32.8055,61.5661,30.89,160.919,235.434,31.7905,49.5488,162.524,-0.108394,-1.2532,-1.47461,-1.12867,-1.46599,-2.09445,-1.49767,-0.36554,-1.43023,0.251801,0.165546,-0.19328,-1.42639,-0.228426,-0.717722,0.0830656,0.312706,0.161818,0.279854,0.114989,0.194866,0.148468,0.129295,0.360903,0.1861,0.074305,0.0458253,0.0422673,0.499347,0.135031,-0.696089,0.713492,-1.85726,0.883067,0.897274,0.285589,0.228868,0.323462,0.230848,0.123138,0.22365,0.693822,0.239253,1.28634,1.18004,0.824251,0.240173,0.795785,0.487862,-33.6896,-40.2809,-42.0774,-51.518,-43.6706,-41.1241,-55.2087,-41.7673,-41.0329,-47.4112,-49.559,-44.7667,-34.2905,-42.0925,-45.9737,-42.4055,-38.1027,-34.5997,-45.8463,-43.454,-36.4075,-46.3013,-36.1278,-49.9785,-41.2902,-44.1272,-37.5601,-40.0781,-33.8763,-42.961,-38.6029,-42.4032,-48.0049,-57.8242,-36.5629,-39.3111,-35.1665,-40.3746,-46.0661,-52.6083,-61.6169,-54.1772,-52.0186,-51.9611,-37.6724,-32.9961,-44.6342,-41.2412,-49.547,-35.2419,-40.2706,-47.0103,-42.7589,-36.0796,-48.3186,-28.093,-44.4454,-57.0411,-48.4687,-35.2051,-43.6724,-46.2268
-2648.8,0.684904,0.163923,5,31,0,2672.33,97.2572,27.7649,205.861,37.7639,118.45,63.3613,61.0908,27.9293,54.7874,32.4724,125.471,239.861,59.2654,22.7027,108.745,-0.886471,-1.84878,-1.32485,-1.30883,-0.850721,-1.88331,-1.30104,-0.944813,-1.5159,-0.164335,-0.618855,0.0695442,-0.645746,-1.39157,-0.101006,0.0478622,0.0729459,0.21908,0.290195,0.180062,0.228183,0.293382,0.119171,0.433991,0.0385941,0.0137809,0.0363107,0.1051,0.272642,0.0109117,-0.901726,0.5696,-1.63524,1.43783,0.412107,0.15743,0.265843,0.270135,0.427107,0.152085,0.272249,0.388752,0.219611,0.848458,0.538561,1.07202,0.524271,0.248686,0.903928,-33.2561,-42.9544,-43.2928,-51.1743,-41.3061,-39.6647,-55.6823,-43.4111,-40.2163,-49.0959,-54.186,-45.5924,-35.5514,-42.4101,-46.5561,-42.3709,-38.3522,-35.3994,-45.398,-42.9378,-36.171,-46.6421,-35.7348,-49.1282,-41.2273,-42.4998,-38.3025,-39.6244,-31.8514,-42.6821,-38.5538,-41.3299,-48.6678,-58.6837,-36.7636,-39.4981,-35.3126,-41.403,-47.0393,-50.914,-59.7743,-52.6078,-51.5417,-50.2425,-38.2296,-33.2891,-44.8283,-41.0064,-49.1669,-35.8134,-41.0009,-46.873,-42.255,-37.1609,-47.5493,-27.9608,-45.7771,-54.1351,-48.7821,-34.9354,-43.1714,-47.8406
