# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92967834
# output
#   file = output_cal_pl_Ka_Kgamma_EPs_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.155165
# Diagonal elements of inverse mass matrix:
# 0.153057, 0.0165264, 0.381993, 0.0345499, 0.286325, 0.022614, 0.0422252, 0.0751253, 0.0108537, 0.0333021, 0.0815247, 0.814945, 0.163028, 0.0172193, 0.197311, 0.481783, 0.157107, 0.173211, 0.443662, 0.246059, 0.5535, 0.347545, 0.497418, 0.34238, 0.182193, 0.271254, 0.108584, 0.450758, 0.737976, 1.08775, 1.60008, 0.171104, 0.360774, 0.0382097, 0.0437071, 0.145762, 0.273412, 0.0528511, 0.0948826, 0.403885, 0.117855, 0.318446, 0.401347, 0.625305, 0.397896, 0.208406, 0.195939, 3.03176, 0.0558272, 0.0645949
-2621.99,0.974005,0.155165,5,31,0,2653.95,106.613,43.2293,253.835,38.0263,185.406,96.4425,64.6892,20.0652,60.3183,39.7139,167.698,269.015,18.7034,38.6716,96.4723,0.0730603,0.159422,0.138969,0.118324,0.12109,0.19598,0.105718,0.159438,0.106051,0.100661,0.0493062,0.0576819,0.084986,0.149771,0.102778,-1.94589,0.568677,-1.36138,-1.69861,-2.69006,-5.9844,1.12742,-3.08907,-3.16445,-2.8667,-5.10113,3.2831,0.385411,0.985165,-5.66264,-3.25016,-2.80224,2.08588,-1.58625,2.58367,0.256308,0.182938,0.067877,0.00251772,3.08768,0.0455444,0.0422374,0.0568862,0.00608987,26.6584,1.47022,2.67825,0.00347334,0.0387681,0.060674,-34.0433,-41.9231,-43.0824,-49.2272,-40.8088,-39.4021,-54.8156,-41.7891,-40.163,-49.6884,-49.4378,-45.0181,-34.347,-43.3354,-45.722,-42.1589,-37.6705,-34.1398,-47.3068,-41.6388,-35.6612,-45.4897,-36.2634,-51.3728,-41.7054,-42.9031,-36.7453,-39.8954,-34.7216,-42.5168,-37.7975,-41.7604,-48.8354,-57.8437,-36.5739,-39.2014,-34.6723,-39.5797,-45.5385,-50.3979,-59.4322,-54.4,-53.6224,-51.9329,-37.7668,-32.3229,-44.2619,-40.8781,-45.3241,-37.1698,-41.6723,-45.6957,-42.1932,-36.4319,-47.6535,-28.781,-45.681,-57.0041,-50.2881,-34.3553,-42.661,-48.7348
-2624.94,0.969702,0.155165,5,31,0,2643.77,124.982,33.1775,209.997,45.7226,151.693,63.2925,54.03,29.7493,52.3977,32.8507,136.764,196.968,71.8438,28.9899,88.8381,0.0866961,0.105352,0.170679,0.152638,0.10023,0.117629,0.0911983,0.0973578,0.182004,0.111421,0.0839701,0.0669309,0.0815767,0.162127,0.128571,-1.86679,0.340021,0.891613,-2.80998,-2.10381,-3.31326,-0.214295,-4.29471,-2.73924,3.0487,-5.19267,1.89934,3.27317,0.6555,0.709745,-5.26325,0.433055,2.09357,-1.57073,2.54492,2.43906,0.0602062,0.12199,0.0363975,0.807111,0.0136405,0.0646193,21.0878,0.00555713,6.6815,26.3949,1.9261,2.03347,0.00517843,1.54196,-34.2938,-41.2069,-42.8261,-49.9253,-42.3845,-39.2143,-56.1606,-42.2452,-40.3141,-48.0501,-50.995,-46.2197,-34.0183,-40.4554,-47.3699,-42.6119,-38.287,-34.9721,-46.0527,-42.6976,-36.4317,-46.1904,-35.5716,-49.3942,-42.0033,-42.5125,-38.2084,-39.4397,-33.1503,-43.6628,-38.9744,-41.9402,-48.9208,-58.0449,-37.2787,-39.8482,-35.7927,-41.23,-46.3313,-52.805,-60.0775,-52.5916,-52.3892,-49.9497,-35.4011,-32.4739,-43.4791,-41.4905,-46.5983,-35.6348,-40.1647,-46.3123,-43.2508,-37.0299,-48.2277,-27.6003,-45.6093,-55.3896,-50.2541,-35.0058,-43.3022,-49.4444
-2638.65,0.832539,0.155165,5,31,0,2660.5,125.684,39.0074,254.28,34.3776,226.326,99.7276,60.0328,23.27,55.9524,35.2103,178.273,268.482,21.8276,37.3758,110.468,0.120148,0.147432,0.0970858,0.138383,0.0975005,0.197765,0.204963,0.0819814,0.0756179,0.0786947,0.0255698,0.0326473,0.0958629,0.0829509,0.0799786,-1.8752,0.703953,4.1077,-2.49853,-2.638,-6.21107,2.50021,-2.61562,-2.54345,-2.08316,-6.55078,3.2054,2.44699,4.38414,-6.45115,-6.35368,-3.38164,2.01097,-1.8425,2.89781,60.8069,0.082206,0.0715041,0.00200709,12.185,0.0731225,0.0785951,0.124536,0.00142899,24.6655,11.5535,80.169,0.00157871,0.00174033,0.0339916,-35.0043,-41.1048,-44.2951,-49.2149,-42.0798,-39.8833,-54.8599,-41.5299,-40.8505,-49.4264,-48.9997,-45.3466,-34.7401,-40.4741,-46.1618,-41.7959,-37.5197,-33.8582,-48.2606,-42.4414,-35.5211,-45.9429,-35.519,-49.0018,-41.232,-43.2225,-38.0472,-39.5628,-33.3474,-43.2703,-37.6123,-42.4317,-48.6302,-57.4109,-36.6304,-38.8037,-34.7982,-40.1985,-45.8842,-50.0817,-59.1977,-54.6307,-54.2691,-50.8379,-37.6561,-32.0635,-44.0424,-40.6518,-47.0001,-37.2659,-39.6346,-47.7097,-42.4743,-36.5768,-46.748,-28.3944,-45.4461,-56.0523,-49.1591,-35.1105,-43.4503,-48.3881
-2638.78,0.972509,0.155165,5,31,0,2664.6,35.9242,33.4136,201.964,39.4257,148.487,57.6813,56.6843,29.384,59.1664,41.9243,137.591,235.032,57.1465,29.1512,98.6629,0.0476543,0.042289,0.214806,0.115145,0.10903,0.098939,0.122467,0.123714,0.340793,0.0450276,0.06984,0.042692,0.0716043,0.179048,0.116289,-1.84257,0.760708,-4.08472,-2.73859,-1.89632,-3.29544,-0.194422,-4.57959,-2.74695,-1.10467,-1.8631,3.18607,3.14328,3.14545,1.10682,-5.56079,2.29328,2.08715,-1.41133,2.3716,0.0168278,0.0646614,0.15012,0.0370518,0.823311,0.0102591,0.064123,0.331322,0.155191,24.1931,23.1799,23.2302,3.02472,0.00384573,9.90741,-34.221,-41.3234,-43.6641,-51.0837,-42.8681,-38.9618,-56.3345,-42.0141,-39.5729,-47.4406,-50.9636,-46.0846,-33.9834,-39.6659,-46.2718,-42.2672,-38.4489,-36.1847,-45.9895,-42.6567,-37.1393,-46.9543,-35.543,-48.8905,-40.5932,-42.6379,-38.554,-40.6179,-32.4,-43.2586,-39.2679,-42.7647,-49.4982,-58.5971,-38.1854,-39.4733,-36.0182,-41.1711,-47.412,-51.5129,-58.4035,-52.3737,-51.5181,-49.5576,-38.0814,-32.9913,-44.9511,-41.4633,-46.2604,-35.5293,-40.4891,-46.8134,-42.6415,-37.4597,-48.6527,-28.8338,-46.3131,-54.2361,-48.2199,-35.0297,-43.246,-48.4024
-2634.76,0.93346,0.155165,5,31,0,2663.41,136.745,37.3251,252.277,42.415,126.613,98.6054,58.98,31.7255,58.1587,36.9008,187.618,268.262,19.8541,35.913,155.515,0.127542,0.242231,0.0759594,0.222699,0.101916,0.0867266,0.270554,0.0973881,0.270667,0.166269,0.0562789,0.043775,0.0958155,0.0741858,0.113617,-1.86776,0.681627,1.60221,-3.09148,-3.16483,-3.37783,-3.94683,-3.70158,-3.39322,-1.43187,-4.52367,1.1429,4.81114,2.62578,-4.59468,-6.85826,4.81005,2.02944,-0.996315,4.01093,4.96397,0.0454347,0.0422211,0.0341215,0.0193158,0.0246845,0.0336003,0.238862,0.0108491,3.13586,122.871,13.8154,0.0101054,0.00105074,122.738,-34.9798,-39.8163,-43.2869,-49.9526,-42.2208,-40.1528,-55.416,-42.0282,-40.2663,-48.5177,-50.2827,-44.7459,-33.6761,-41.7365,-45.9512,-41.7505,-37.394,-34.5195,-46.8724,-42.4203,-35.383,-46.1546,-34.9273,-49.2991,-40.5053,-44.2759,-37.0841,-39.5997,-33.1796,-42.8918,-37.1963,-41.3357,-48.4241,-57.7106,-36.6836,-38.7685,-34.2608,-40.3587,-45.9026,-53.1543,-61.1255,-53.638,-52.9459,-50.5316,-38.9362,-31.9698,-45.4707,-40.994,-47.0431,-37.4686,-40.9416,-46.927,-42.5212,-36.4844,-48.5574,-28.5207,-45.042,-56.8129,-49.661,-35.1696,-43.1731,-47.4162
-2631.6,0.963149,0.155165,5,31,0,2658.44,90.7598,37.2208,208.165,44.1882,182.91,74.4347,66.5038,23.7303,55.0659,39.0249,151.989,222.349,47.7572,26.9802,83.0455,0.0953505,0.0511154,0.195384,0.123521,0.118304,0.0901244,0.0708312,0.0724617,0.231768,0.064435,0.0669486,0.061696,0.132314,0.0792991,0.138349,-1.9005,0.60034,1.97887,-3.4582,-3.38522,-3.56318,0.773801,-4.58748,-3.32686,-2.81483,-4.67748,2.32869,1.58018,-0.154158,1.29559,-4.53035,4.77409,2.11329,-1.90893,3.24736,7.23456,0.0314864,0.0338701,0.0283485,2.16799,0.0101785,0.0359057,0.059915,0.00930243,10.2645,4.85583,0.857136,3.65315,0.0107769,118.402,-33.2873,-42.0079,-42.8831,-49.9097,-41.633,-39.1361,-55.9585,-43.0709,-39.5122,-49.1732,-53.0311,-45.6794,-34.5625,-44.7283,-45.9368,-42.5171,-38.3285,-34.9952,-45.5362,-41.8322,-36.4709,-46.5301,-35.2269,-51.9007,-40.4964,-43.1289,-37.3222,-40.1879,-32.5993,-43.1962,-38.4515,-41.1078,-48.8536,-58.0515,-37.6026,-38.9861,-35.0495,-40.6069,-46.3306,-52.442,-59.1848,-53.2143,-53.1304,-49.813,-37.9212,-32.4824,-44.1832,-41.1248,-45.615,-35.4755,-40.6727,-45.2151,-42.5112,-36.8013,-48.2615,-28.7999,-46.3613,-54.1261,-49.274,-34.1055,-42.8834,-49.3628
