# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92967821
# output
#   file = output_cal_pl_Ka_Kgamma_EPs_8.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.107916
# Diagonal elements of inverse mass matrix:
# 0.166656, 0.0130085, 0.248621, 0.0236702, 0.291517, 0.0260391, 0.0482988, 0.070043, 0.0149289, 0.0308561, 0.0809088, 0.79865, 0.178406, 0.028848, 0.283187, 0.47465, 0.227742, 0.135052, 0.715902, 0.29682, 0.407637, 0.379117, 0.32403, 0.659352, 0.195401, 0.429174, 0.113453, 0.933058, 0.776879, 0.767669, 1.80415, 0.111929, 0.333658, 0.0234226, 0.029147, 0.157251, 0.27511, 0.0571678, 0.132432, 0.339664, 0.151665, 0.262439, 0.333695, 1.13282, 0.377277, 0.344609, 0.276212, 1.69788, 0.0668444, 0.0875321
-2637.47,0.999273,0.107916,5,31,0,2649.09,76.2271,41.7689,287.257,33.5255,216.769,80.2458,83.8356,22.8399,59.8063,30.8701,187.627,280.706,26.2109,38.6672,85.8702,0.156977,0.105666,0.218326,0.0998627,0.063624,0.0741754,0.278123,0.0795182,0.327181,0.0920764,0.0267997,0.0230226,0.0719161,0.222044,0.154879,-1.87503,0.85432,-0.53854,-1.9349,-0.426081,-5.70983,1.24169,-3.83815,-0.537878,-2.96027,-3.8379,0.398981,5.05348,6.06445,-3.95698,-3.15337,-2.87835,2.03914,-2.59434,3.86723,0.5836,0.144439,0.653064,0.00331324,3.46145,0.0215333,0.583986,0.0518047,0.0215387,1.49031,156.566,430.285,0.0191208,0.042708,0.0562274,-34.492,-43.4205,-44.0034,-49.5318,-41.4747,-38.9401,-55.3754,-41.2152,-39.9453,-49.2963,-49.9379,-45.8575,-34.6109,-41.4087,-45.606,-42.2988,-37.9717,-34.1,-46.7931,-42.0165,-35.3608,-46.0676,-35.5798,-49.0981,-41.1039,-42.4965,-38.1409,-40.3388,-33.6541,-43.4878,-37.9151,-42.4964,-49.6922,-58.6342,-36.6379,-38.9483,-35.2145,-39.867,-46.5563,-49.6757,-59.524,-51.8315,-52.1623,-50.1121,-39.6464,-32.786,-44.7801,-40.4038,-45.8756,-36.3588,-39.0149,-47.8233,-42.8095,-36.0694,-47.2982,-28.0342,-46.4605,-54.1791,-48.5198,-34.8343,-43.4366,-48.3323
-2626.67,0.972747,0.107916,5,63,0,2655.24,62.41,35.5643,242.785,35.4005,167.312,77.933,46.0802,25.906,55.3438,49.746,173.662,215.526,43.9068,35.3084,59.1396,0.0457679,0.154758,0.206743,0.117068,0.167874,0.141014,0.162975,0.177937,0.0692751,0.0600836,0.0713764,0.0777894,0.138946,0.184099,0.0746003,-1.74856,0.743119,-2.3756,-2.67479,-2.24685,-4.35058,0.381483,-3.90151,-4.8764,-1.54661,-5.67168,0.442528,0.243911,2.54345,-1.96054,-4.09561,-4.6878,2.10166,-1.4813,2.29217,0.0929587,0.0689212,0.105732,0.0128994,1.46445,0.0202113,0.00762438,0.21297,0.00344208,1.55664,1.27623,12.7235,0.140783,0.0166455,0.00920689,-35.3424,-41.7627,-43.1696,-49.0378,-42.0683,-37.966,-55.6413,-42.1969,-40.9836,-47.5642,-50.6778,-45.9205,-34.7369,-43.49,-45.6849,-40.6934,-37.7504,-34.8437,-47.4027,-42.7466,-35.3963,-46.4934,-34.5071,-51.4905,-41.1396,-43.4106,-37.5268,-39.3475,-32.6612,-43.3817,-38.9044,-41.912,-49.6123,-57.1487,-36.6852,-38.8139,-35.046,-40.4955,-46.6883,-52.3515,-56.506,-52.8569,-53.556,-50.2003,-37.8962,-31.5583,-44.4244,-42.9156,-46.1281,-35.0493,-39.807,-47.212,-43.1591,-36.0808,-48.4765,-29.1317,-47.6087,-56.2337,-49.2215,-34.9855,-43.0194,-48.8816
-2621.06,0.997889,0.107916,5,31,0,2637.36,96.3684,37.2605,230.423,37.5118,123.554,78.5014,75.3827,39.4662,54.1308,29.2752,160.639,276.494,63.6213,31.7641,65.8337,0.124871,0.0964438,0.139009,0.0879421,0.0561416,0.112758,0.205605,0.0687238,0.218122,0.0956691,0.0797736,0.0235262,0.0937634,0.115198,0.148974,-1.95862,0.499796,0.2465,-2.56156,-2.6591,-4.38302,-2.88252,-3.96428,-2.22635,-0.168841,-5.09217,0.10737,0.579508,1.64997,-0.728086,-5.1047,-0.972766,2.06434,-2.09137,2.87422,1.27954,0.077184,0.0700115,0.0124876,0.0559932,0.0189818,0.107922,0.844643,0.00614467,1.11335,1.78516,5.2068,0.482832,0.00606816,0.378036,-33.3717,-41.5137,-44.0344,-49.4563,-42.3288,-39.1658,-55.6911,-41.6517,-39.5239,-48.0988,-51.0519,-45.9757,-33.8082,-41.5315,-46.0267,-42.3819,-37.6241,-34.3601,-45.4995,-42.1628,-35.7534,-46.2142,-35.281,-48.7242,-40.9705,-41.6106,-38.2419,-40.0612,-33.085,-43.41,-38.5228,-42.2992,-50.1039,-57.6699,-37.137,-39.9396,-34.6216,-40.3394,-46.7056,-51.5815,-59.6415,-53.0932,-52.0869,-49.7325,-38.761,-32.2921,-44.0715,-40.2968,-45.4082,-37.0871,-38.6132,-46.2857,-42.5491,-37.0173,-47.7644,-29.245,-46.4963,-55.3922,-49.1028,-34.9737,-43.3381,-49.4617
-2626.79,0.980109,0.107916,5,31,0,2642.15,90.3701,32.4396,237.146,40.0111,142.419,66.2553,53.1706,37.0648,53.1804,34.7965,136.143,252.273,41.7294,31.2721,74.0958,0.0541688,0.0804416,0.0895685,0.0801984,0.0542586,0.0769127,0.121972,0.068375,0.138734,0.104435,0.0508016,0.0406396,0.0586632,0.154182,0.0546016,-1.83153,0.973279,-0.341334,-3.55152,-2.38269,-5.47921,-2.82866,-4.84677,-2.94744,1.52077,-5.12308,0.481641,-0.0335737,1.64963,-0.77968,-3.40841,-6.00107,2.15421,-2.39944,1.97012,0.710821,0.028681,0.0923023,0.00417263,0.0590917,0.00785369,0.0524741,4.57575,0.00595767,1.61873,0.966984,5.20504,0.458553,0.0330937,0.00247611,-32.9875,-40.786,-42.61,-50.1643,-41.5702,-39.8996,-55.8598,-41.9631,-42.0847,-49.4067,-50.6582,-46.1922,-34.5854,-42.382,-46.0132,-42.0507,-38.4359,-34.9498,-46.2037,-41.8801,-36.8261,-46.3182,-35.8304,-50.1537,-42.1455,-43.3784,-37.5154,-39.8296,-32.8608,-43.6251,-38.4684,-41.483,-49.5406,-58.4171,-36.9903,-40.4778,-34.9319,-40.8552,-45.5634,-50.4967,-56.1281,-53.0215,-54.1082,-50.1303,-36.3161,-31.4544,-44.5661,-41.7394,-46.1907,-35.655,-39.8143,-45.837,-43.08,-35.9582,-47.4862,-28.0001,-45.3213,-55.82,-49.2795,-34.8725,-42.8792,-48.9024
-2631.75,0.968881,0.107916,5,31,0,2655.69,67.3348,35.1031,251.692,41.058,133.594,72.9383,53.4603,42.0811,57.133,40.2305,177.777,257.027,60.0482,39.9866,56.0392,0.294128,0.072844,0.0885492,0.0324873,0.130003,0.0443015,0.0838092,0.105255,0.183015,0.0611978,0.0323287,0.0596278,0.0366153,0.107621,0.0705306,-1.91675,0.9082,-1.37534,-4.10037,-2.79955,-3.98779,-1.15349,-5.29083,-4.28703,0.891517,-5.40665,0.200796,1.06258,0.671736,-1.53945,-4.15586,-1.34929,2.08145,-2.00987,2.24681,0.252755,0.0165665,0.0608374,0.0185407,0.315535,0.00503759,0.0137457,2.43883,0.00448664,1.22237,2.89383,1.95763,0.214499,0.0156723,0.259425,-33.959,-40.1631,-43.1214,-48.8716,-42.2651,-39.048,-55.3249,-42.075,-39.1243,-49.5295,-52.2289,-45.2513,-33.4778,-42.1125,-45.037,-42.3104,-37.3769,-35.0144,-45.3173,-42.0292,-35.9739,-46.2531,-35.1974,-51.9485,-41.7929,-43.2223,-36.7783,-40.1059,-32.559,-43.606,-38.0186,-42.0806,-49.201,-57.2359,-37.1703,-40.1265,-34.9562,-40.6558,-46.6247,-53.1229,-61.1967,-52.5306,-52.552,-50.5229,-38.6199,-31.4769,-44.9766,-41.0796,-44.9955,-35.4846,-39.4802,-46.8104,-42.5841,-36.5799,-48.8318,-30.0132,-47.2545,-56.8382,-50.0013,-34.7753,-42.4422,-49.3786
-2631.08,0.829923,0.107916,6,63,0,2651.43,108.276,45.7382,214.994,31.6192,166.902,77.7039,46.2122,16.7547,51.1829,35.8133,158.673,258.139,22.0658,34.5367,85.2159,0.00791816,0.174072,0.264428,0.305611,0.0548246,0.223754,0.137232,0.0443502,0.162239,0.0904156,0.0329138,0.0294456,0.122974,0.114613,0.1078,-1.92738,1.10605,-0.603997,-1.04865,-1.93936,-3.86243,-1.2052,-3.39718,-3.94436,-4.93296,-5.97134,0.858046,0.552775,0.808993,-3.72872,-5.16636,1.56637,2.11527,-2.2636,2.55793,0.546622,0.350412,0.143796,0.0210169,0.299631,0.0334675,0.0193637,0.00720516,0.00255081,2.35855,1.73807,2.24564,0.0240236,0.0057053,4.78922,-33.3469,-42.0765,-43.6526,-49.5059,-42.4624,-38.7509,-55.8075,-42.0596,-39.3914,-49.551,-50.0642,-45.1821,-33.9011,-40.6349,-47.6188,-41.8122,-37.9099,-34.1446,-47.1046,-42.7325,-35.7404,-45.9222,-35.8117,-48.7238,-40.8746,-43.2719,-38.2785,-40.5848,-32.9616,-43.5239,-37.6357,-42.2594,-49.5852,-58.6868,-37.2645,-38.5602,-35.4193,-39.9397,-46.5282,-50.7828,-57.5011,-53.9101,-54.7399,-50.9029,-37.9458,-32.5252,-44.8347,-41.0754,-45.1846,-35.8145,-40.0317,-47.1753,-41.8717,-37.0066,-47.5593,-27.9782,-45.6465,-55.319,-48.1364,-35.052,-43.8524,-48.2859
