# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92967644
# output
#   file = output_cal_pl_Kgamma_EPs_6.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,a,b,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.282065
# Diagonal elements of inverse mass matrix:
# 0.0506697, 0.0121275, 0.247637, 0.0480393, 0.0935345, 0.0164666, 0.0205438, 0.0221305, 0.00959325, 0.0244878, 0.0345807, 0.0777917, 0.0833475, 0.015469, 0.205949, 0.525051, 0.113173, 0.127214, 0.249277, 0.237937, 0.0791108, 0.207341, 0.657284, 0.0518361, 0.607229, 0.457209, 0.330187, 0.706338, 0.108054, 1.29711, 1.0334, 0.0750806, 0.385197, 2.59357
-2664.17,0.996079,0.282065,5,63,0,2677.73,145.342,58.0829,292.788,53.3571,169.558,140.103,73.6087,32.7663,80.8817,36.7173,193.794,297.205,86.586,41.7527,101.094,0.0152821,0.164666,0.24124,0.286692,0.120206,0.203915,0.271868,0.140483,0.419498,0.0160722,0.044261,0.0171092,0.0379308,0.425883,0.0815623,-1.84401,1.04173,146.642,3.79518,-33.7732,-43.6622,-41.9981,-53.5173,-43.3077,-39.727,-56.5799,-41.7966,-40.2904,-49.1139,-51.0464,-45.7529,-36.3673,-42.5737,-48.6607,-42.4978,-39.9088,-34.2147,-45.7756,-45.2186,-34.9324,-45.4572,-36.3405,-47.6206,-41.9161,-43.3137,-39.3892,-40.2122,-34.0102,-43.8286,-37.9453,-43.3266,-50.526,-57.0421,-37.0717,-39.0286,-37.3222,-39.9464,-47.2276,-50.034,-60.8794,-55.6672,-51.5337,-53.5059,-38.6276,-32.9703,-42.6972,-40.8758,-46.8099,-37.6088,-41.483,-50.5313,-42.1284,-37.0564,-47.584,-28.8488,-44.8286,-56.6704,-48.2383,-34.0303,-44.8551,-49.0774
-2666.38,0.826706,0.282065,4,15,0,2682.18,161.676,57.5898,279.431,36.5787,172.251,124.91,89.1412,29.0897,72.9406,48.5492,183.848,297.008,66.4364,38.8546,91.0623,0.0208162,0.156203,0.239258,0.266264,0.145953,0.141623,0.224015,0.15393,0.338511,0.0721825,0.0353239,0.0182872,0.0114608,0.442496,0.0645652,-1.72288,1.56867,114.321,4.31138,-35.3699,-43.4195,-42.9867,-51.6434,-42.7694,-39.2121,-57.2461,-41.8731,-39.2094,-47.293,-49.9791,-45.9151,-35.2516,-42.2462,-48.477,-42.6103,-39.3071,-35.5709,-45.6017,-45.6872,-35.3387,-46.2744,-36.7358,-45.8825,-41.0122,-44.1761,-39.5079,-41.591,-35.1653,-44.0947,-39.1595,-43.6484,-51.6774,-58.0146,-38.2165,-39.8585,-37.1566,-39.7413,-48.0329,-49.6688,-58.8146,-53.4788,-51.0343,-49.8488,-41.923,-33.722,-43.4922,-41.4884,-44.1512,-38.7853,-42.3191,-48.3948,-43.4728,-38.7263,-49.064,-29.3534,-45.4461,-55.7911,-50.0526,-34.2507,-44.3193,-48.5788
-2664.51,0.945754,0.282065,4,15,0,2682.42,88.3929,56.6522,279.255,63.6973,226.761,141.868,65.9232,45.2867,80.2601,30.7874,174.24,293.983,55.2314,45.2662,162.564,0.144145,0.159657,0.253978,0.165173,0.103389,0.109354,0.384555,0.0620551,0.359364,0.131912,0.0601355,0.0220373,0.0677657,0.362868,0.00474286,-1.5629,2.11667,107.076,3.34475,-35.7728,-43.0873,-42.3383,-52.8458,-42.8854,-39.5167,-56.4305,-42.114,-38.6414,-49.1861,-50.2892,-46.5124,-36.2267,-43.3351,-46.9274,-43.13,-39.1744,-34.6964,-45.7517,-45.6394,-36.0079,-45.9765,-37.0704,-48.3462,-40.604,-44.3901,-38.9046,-41.5072,-33.5456,-44.5901,-38.7647,-43.3385,-51.0558,-58.3045,-37.4877,-39.3046,-36.6058,-40.0914,-47.7073,-50.3915,-60.6447,-52.7033,-50.3621,-49.7447,-41.9827,-33.0229,-42.759,-41.4594,-45.5495,-39.0945,-41.2579,-48.2222,-42.915,-37.6967,-48.3089,-28.5329,-45.3632,-57.559,-49.0645,-34.0994,-43.5161,-47.7931
-2657.21,0.980718,0.282065,4,15,0,2673.91,108.775,56.7893,286.783,45.8693,185.148,120.087,85.9982,39.5022,75.301,38.699,154.377,290.556,80.8217,37.7269,133.199,0.0875156,0.197317,0.25327,0.274433,0.0532341,0.182002,0.290945,0.0633068,0.391559,0.0990315,0.0494499,0.0123743,0.027596,0.504096,0.0492077,-1.77501,1.09989,107.811,2.82705,-33.9841,-43.9372,-42.3357,-52.497,-43.2545,-39.4941,-56.5872,-41.7352,-38.7726,-48.7574,-49.7839,-45.5789,-35.3248,-42.6453,-48.2777,-43.5158,-39.4947,-35.0939,-45.3209,-46.4035,-35.596,-46.4437,-36.5162,-46.9846,-40.4345,-44.5824,-39.7745,-40.6272,-33.7981,-44.8554,-38.5366,-43.2862,-50.2279,-58.4287,-37.8777,-39.3329,-37.1272,-40.1354,-47.6307,-50.1274,-61.9726,-54.1054,-51.4544,-50.71,-40.4009,-32.894,-43.1092,-40.9142,-45.7251,-37.4574,-40.8076,-49.0454,-42.3678,-38.0069,-47.9563,-28.288,-44.4616,-55.9004,-48.3514,-34.5316,-44.2686,-47.5752
-2656.64,0.895188,0.282065,4,31,0,2669.52,137.186,55.6047,244.179,51.5886,212.513,138.441,82.6906,34.7823,79.0414,34.9068,170.465,258.482,51.4498,48.102,91.1745,0.0604707,0.183945,0.277176,0.260336,0.0615916,0.144997,0.372712,0.109904,0.369248,0.133455,0.0564943,0.015203,0.212353,0.370676,0.0990797,-1.55579,0.873005,161.668,5.16453,-35.1295,-42.5088,-42.1732,-53.6551,-42.8299,-39.601,-56.9497,-41.9618,-39.6256,-47.9733,-49.9707,-46.0323,-36.1645,-42.8133,-48.5631,-43.7752,-39.4323,-34.6007,-45.8953,-45.3471,-34.953,-45.694,-36.7835,-45.7247,-40.8849,-44.8482,-39.3518,-40.567,-33.7957,-44.0733,-38.0025,-43.0605,-50.0027,-58.0434,-37.1775,-39.9658,-36.8118,-40.1312,-47.1343,-50.6002,-62.4066,-53.6021,-51.4566,-51.2592,-41.8037,-33.4917,-42.1439,-40.6971,-46.429,-37.1863,-41.2401,-50.0849,-43.2317,-37.696,-47.4796,-28.4876,-46.2394,-55.729,-48.2389,-34.92,-45.0572,-48.5591
-2666.05,0.631678,0.282065,5,63,0,2680.39,100.977,49.7996,254.202,50.3545,209.835,120.584,55.0146,30.8639,58.1035,29.7361,146.37,273.572,68.4129,43.2819,127.207,0.101195,0.159702,0.273224,0.203485,0.0904772,0.135982,0.279431,0.0943472,0.478405,0.0963686,0.0391277,0.0342145,0.0159838,0.397768,0.329406,-1.43733,1.19727,229.297,4.66216,-34.4857,-44.1599,-42.812,-53.2164,-44.2719,-39.2225,-56.6924,-41.4054,-43.1453,-48.9937,-49.6109,-47.1878,-35.2799,-41.0051,-47.5519,-43.0798,-39.0412,-35.1005,-46.3266,-46.368,-36.3007,-46.2119,-37.1381,-48.15,-40.6473,-43.7688,-39.2862,-41.7049,-32.8172,-45.3818,-39.3128,-44.5252,-51.8225,-58.2176,-37.8873,-39.7907,-37.6589,-40.5226,-48.2524,-48.8453,-57.3227,-53.7586,-52.2194,-49.2822,-39.5105,-33.3516,-44.4553,-41.1702,-44.1203,-38.1023,-42.4018,-47.821,-43.1674,-37.8579,-49.4978,-28.6453,-44.25,-55.7762,-50.2571,-34.1261,-44.6861,-48.653
