# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92968689
# output
#   file = output_cal_pl_Ka_Kgamma_EPs_0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.164749
# Diagonal elements of inverse mass matrix:
# 0.162813, 0.0248874, 0.390359, 0.022272, 0.404051, 0.0158452, 0.0269396, 0.05159, 0.0113844, 0.0308476, 0.088632, 0.789897, 0.149097, 0.0238015, 0.339116, 0.615297, 0.439311, 0.267808, 0.329978, 0.25165, 0.345217, 0.198284, 0.497087, 0.355821, 0.341886, 0.286979, 0.12699, 0.66241, 1.19884, 0.639764, 1.51871, 0.116857, 0.479548, 0.0750632, 0.036598, 0.11078, 0.39074, 0.0569518, 0.0629508, 0.682167, 0.178704, 0.229072, 0.316028, 0.147206, 0.27902, 0.253651, 0.548647, 1.67692, 0.0564674, 0.0805066
-2624.07,0.951375,0.164749,5,31,0,2646.24,117.729,43.7403,232.686,37.5906,98.3379,81.4933,56.5734,41.8056,57.9888,45.666,177.153,227.456,47.0308,38.612,177.606,0.0961801,0.177074,0.124242,0.0929809,0.0649778,0.0821843,0.117549,0.119178,0.17158,0.0889933,0.0856155,0.0471254,0.107862,0.12076,0.128188,-1.95455,0.490344,3.17172,-2.69832,-2.76903,-5.08384,-4.36668,-4.15288,-2.61826,4.58039,-4.54482,3.42508,1.62489,0.362362,-0.922638,-3.52757,1.97311,2.16099,-0.538863,3.57381,23.8484,0.0673186,0.0627229,0.00619605,0.0126933,0.0157191,0.07293,97.5525,0.0106221,30.7251,5.07787,1.43672,0.397469,0.0293761,7.19302,-34.1928,-40.9919,-42.6354,-50.3034,-40.6155,-39.9808,-55.113,-41.8714,-41.1261,-47.2481,-51.8885,-45.161,-34.0281,-43.8666,-45.299,-42.1448,-37.9609,-34.6623,-45.7835,-42.3673,-35.4808,-46.319,-35.6916,-50.0343,-41.305,-44.5351,-37.4916,-39.8342,-33.7701,-43.4364,-38.4448,-41.1928,-48.3134,-57.0773,-36.7645,-39.4707,-35.2891,-40.1953,-45.7803,-53.1432,-59.3001,-52.8859,-53.5957,-50.6572,-36.6176,-32.5926,-44.7343,-41.2167,-46.0512,-36.4556,-39.8508,-47.1279,-42.787,-36.6992,-47.5691,-28.6363,-46.909,-55.5473,-48.7411,-34.905,-43.2835,-47.8166
-2635.34,0.756282,0.164749,5,31,0,2649.68,106.974,40.2447,267.147,43.0523,227.429,89.2261,56.267,28.4673,59.936,35.7361,190.132,283.504,22.4248,33.963,37.9842,0.0287545,0.0965034,0.160318,0.176486,0.0935604,0.153039,0.256026,0.0389044,0.110835,0.109052,0.0170458,0.0456775,0.250987,0.226464,0.0333251,-1.70571,1.30022,-0.734734,-3.0038,-1.6053,-4.73319,3.64397,-3.26727,-2.67713,-2.8218,-5.25892,5.11412,2.78376,4.82626,-2.79911,-3.81705,-5.83225,2.06404,-1.84303,3.87606,0.479633,0.0495982,0.20083,0.00879835,38.2435,0.0381104,0.0687602,0.0594985,0.00520094,166.354,16.1797,124.743,0.0608644,0.0219927,0.00293148,-34.0022,-41.0027,-43.2123,-50.1692,-41.7576,-39.6237,-55.6238,-41.0594,-40.2017,-49.9955,-51.147,-45.9101,-34.565,-41.7614,-45.7678,-41.8299,-37.7046,-33.8147,-45.9201,-42.1407,-35.814,-44.9754,-35.2926,-51.5977,-42.5239,-43.6311,-37.0463,-39.5866,-33.4464,-42.5996,-38.1034,-41.2569,-49.3464,-57.7857,-36.1521,-40.6088,-34.4649,-39.7299,-45.6736,-50.5254,-58.5541,-53.0745,-54.1085,-49.6225,-37.6052,-32.2549,-43.3588,-41.1813,-46.3607,-37.4489,-41.1083,-45.0716,-42.6068,-35.9707,-47.1752,-28.0103,-45.8455,-54.7251,-49.4842,-34.2192,-42.2171,-49.3571
-2631.31,0.984546,0.164749,5,31,0,2659.06,120.934,41.1917,215.811,32.8096,156.869,89.6001,57.7697,21.8028,55.4015,45.1478,212.811,277.107,29.2063,35.2841,158.694,0.0940135,0.220208,0.179193,0.203601,0.0855918,0.132727,0.224792,0.207251,0.245512,0.0689592,0.0196968,0.0383727,0.0663901,0.122649,0.113498,-1.87849,0.834207,1.79539,-2.00235,-2.7263,-3.4001,-0.737857,-3.09508,-3.85568,-1.55603,-5.0019,1.67498,3.77545,5.95036,-4.70767,-4.35746,-0.459873,2.05628,-1.20491,2.80382,6.02184,0.135018,0.0654608,0.03337,0.478137,0.0452713,0.0211593,0.210972,0.00672514,5.3387,43.6172,383.893,0.00902574,0.0128109,0.631364,-34.4452,-40.962,-43.1201,-49.6346,-40.9041,-38.9769,-54.5424,-41.2769,-40.6218,-48.0434,-50.5806,-45.735,-34.0188,-41.5886,-46.3279,-41.4024,-37.4476,-34.4744,-46.577,-42.8706,-34.7977,-45.6341,-34.9125,-49.4717,-39.37,-43.823,-37.977,-40.2179,-32.901,-43.9392,-38.2855,-41.96,-48.5786,-56.5834,-37.4277,-37.6712,-35.1206,-40.0749,-46.791,-50.0706,-59.4975,-53.1154,-52.9801,-50.9992,-39.8956,-32.6652,-44.3417,-40.9839,-45.1662,-35.882,-39.6663,-48.1472,-43.3757,-36.8349,-48.6289,-29.4387,-47.9019,-54.5464,-49.7204,-34.6032,-44.4238,-48.3047
-2634.76,0.980141,0.164749,5,31,0,2651.99,130.285,48.5223,272.253,46.6242,225.774,81.0866,47.6427,35.5561,58.0429,37.0263,166.837,264.371,34.367,48.7509,39.9279,0.0405623,0.122057,0.170408,0.0803531,0.0634228,0.157981,0.131191,0.0474698,0.217463,0.0704176,0.0218894,0.0610118,0.10739,0.434783,0.0592625,-1.92954,1.07454,2.53601,-0.544271,-1.30585,-3.4291,1.73135,-3.23251,-2.73918,-0.284065,-4.16839,0.700001,0.639279,5.82653,-3.23885,2.05114,-3.85714,2.4144,-0.759726,2.64229,12.6292,0.580265,0.270941,0.032416,5.64829,0.0394583,0.0646233,0.752718,0.0154772,2.01376,1.89511,339.178,0.0392089,7.77675,0.0211283,-33.2068,-41.144,-42.8724,-48.9155,-44.1647,-39.285,-55.3327,-41.3971,-39.9119,-50.3297,-49.5725,-45.6192,-34.6828,-41.9375,-45.4761,-42.1233,-37.9721,-33.8184,-46.722,-41.4916,-35.6976,-44.9773,-36.7314,-51.6296,-43.3951,-42.0091,-36.7163,-39.7744,-35.4383,-43.9339,-37.9109,-42.4703,-50.3682,-57.1384,-35.9287,-41.0729,-35.0132,-39.6427,-46.3631,-50.0443,-58.8566,-53.4101,-52.7832,-51.3431,-37.2574,-32.4354,-43.6326,-41.3439,-44.7662,-36.6119,-40.012,-46.1484,-42.5778,-36.2365,-48.3894,-28.8421,-46.0178,-57.007,-49.3645,-34.8274,-42.4626,-48.9484
-2628.07,0.956737,0.164749,5,31,0,2657.11,79.1269,42.8095,238.256,31.6759,211.958,75.8653,64.6118,39.236,61.5246,37.8122,146.991,255.627,51.8058,27.2699,82.9217,0.0681311,0.095887,0.123206,0.165442,0.0531936,0.14404,0.384565,0.0974072,0.425378,0.0904077,0.0893934,0.018349,0.077355,0.0614769,0.104388,-1.94044,0.771021,-2.30753,-1.46286,-2.50125,-4.46217,1.34705,-3.73151,-2.47048,0.11594,-3.12207,-0.724241,0.114304,1.01539,-0.0846788,-5.32609,-1.9554,2.08939,-1.21305,2.09908,0.0995066,0.231574,0.0819821,0.0115373,3.84605,0.0239567,0.0845445,1.12293,0.0440658,0.484693,1.12109,2.76044,0.918807,0.00486307,0.141508,-34.1153,-40.9823,-43.033,-50.0079,-41.466,-38.7607,-56.0835,-41.5941,-39.453,-48.7262,-49.6498,-45.4819,-34.1915,-42.7033,-47.4151,-42.4017,-37.8226,-34.3299,-46.1216,-42.371,-35.5772,-46.6415,-35.2967,-47.7605,-40.1974,-41.7681,-38.9329,-40.2001,-33.2413,-43.1274,-38.1343,-42.0486,-49.776,-58.0944,-36.8951,-39.1788,-35.1283,-40.2509,-46.6453,-51.5484,-60.4691,-53.0383,-51.7614,-51.3666,-40.4514,-32.4383,-45.3031,-41.4702,-46.9534,-35.5085,-39.2156,-48.2007,-42.1243,-36.6726,-47.7026,-28.7134,-46.2241,-56.2986,-48.5336,-35.2063,-43.4022,-47.8763
-2627.38,0.926877,0.164749,5,31,0,2650.47,87.2279,30.4081,224.137,31.9728,169.368,80.737,49.0246,36.8558,69.2784,38.4716,190.474,246.35,29.1705,33.9066,99.9789,0.0372492,0.0511264,0.117831,0.28611,0.0268081,0.0803404,0.200008,0.0686689,0.340153,0.0723014,0.0213629,0.0554626,0.0878039,0.116225,0.189467,-1.52484,1.34703,-1.87592,-3.567,-2.76851,-4.28181,-1.84859,-3.95766,-2.98467,0.0715717,-2.24281,3.24689,1.301,1.76609,-3.03518,-3.1662,-2.68329,2.08483,-2.0494,2.27431,0.153214,0.0282404,0.0627555,0.0138176,0.157459,0.0191078,0.0505562,1.0742,0.106159,25.7102,3.67297,5.84797,0.0480661,0.0421636,0.0683383,-33.1971,-41.5673,-43.2702,-51.0972,-40.7438,-39.1765,-54.9616,-41.4494,-41.3405,-48.0829,-50.6993,-46.4937,-34.4209,-42.3436,-45.7095,-41.1132,-37.8177,-34.6424,-46.8371,-41.6745,-35.6564,-45.4542,-34.8091,-50.425,-40.9791,-42.9769,-36.8723,-39.8724,-31.2857,-43.1579,-38.0119,-42.1995,-48.8942,-56.5915,-36.3169,-39.4642,-35.0161,-40.7511,-46.2352,-50.1226,-60.5078,-52.3057,-52.409,-52.0919,-38.0474,-31.8677,-45.1228,-41.3341,-47.6552,-35.0748,-41.1234,-47.5387,-43.3178,-35.5082,-48.407,-28.8201,-46.5539,-55.5453,-49.869,-34.2159,-43.3868,-48.9666
