# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kb_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92968715
# output
#   file = output_cal_pl_Ka_Kb_Kgamma_EPs_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,log_b.1,log_b.2,log_b.3,log_b.4,log_b.5,log_b.6,log_b.7,log_b.8,log_b.9,log_b.10,log_b.11,log_b.12,log_b.13,log_b.14,log_b.15,mu_a,sigma_a,mu_b,sigma_b,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,b.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.0709182
# Diagonal elements of inverse mass matrix:
# 0.16342, 0.0212806, 0.981674, 0.0271735, 0.666574, 0.0195945, 0.0338522, 0.0773949, 0.018706, 0.0388564, 0.0730253, 0.551777, 0.174444, 0.0168223, 0.212251, 0.47996, 0.256095, 0.207792, 0.492127, 0.50323, 0.288281, 0.356875, 0.336287, 0.589939, 0.18573, 0.368759, 0.154488, 0.566252, 0.681796, 0.542572, 1.15798, 0.121475, 0.270324, 0.0434958, 0.033701, 0.0904058, 0.415526, 0.0308408, 0.0610718, 0.411358, 0.150599, 0.218167, 0.244342, 0.155377, 0.288537, 0.185826, 0.397835, 0.741193, 0.69919, 0.756932, 0.638829, 0.763659, 0.931863, 0.858344, 0.744631, 0.546239, 0.729847, 0.927013, 0.801087, 0.720497, 0.76457, 0.577905, 0.0580664, 0.083837, 0.546785, 0.789766
-2613.23,0.640153,0.0709182,6,63,0,2654.89,97.1916,42.2356,232.683,34.958,220.559,82.4854,47.0835,27.9433,59.4557,43.7066,194.924,254.337,21.9214,34.0442,80.1823,0.0502083,0.191165,0.183414,0.125847,0.100361,0.250035,0.0287984,0.090029,0.235291,0.0549614,0.0111657,0.0407123,0.0920437,0.129287,0.0374622,-1.64446,1.01722,-0.667992,-0.80758,-2.21318,-3.86762,-0.278259,-2.06709,-3.95025,-1.50739,-3.07372,1.97508,0.808657,0.364108,-2.64601,-4.01041,-3.07356,0.886336,0.87965,0.900536,0.872144,0.919597,0.908625,0.904454,0.853907,0.889,0.87318,0.86075,0.849396,0.889475,0.896428,0.889626,-1.6647,2.39932,0.891381,0.0164009,0.512737,0.445936,0.109352,0.020908,0.757101,0.126554,0.0192498,0.221488,0.0462488,7.20722,2.24489,1.43923,0.0709335,0.018126,0.046256,2.42622,2.41006,2.46092,2.39203,2.50828,2.48091,2.47058,2.3488,2.43269,2.39451,2.36493,2.33823,2.43385,2.45083,2.43422,-34.5429,-41.4233,-44.1237,-49.017,-41.6256,-37.8787,-55.0281,-41.5547,-39.6929,-48.346,-48.7718,-45.6191,-34.1067,-41.8486,-46.1294,-41.2017,-37.122,-34.5573,-47.0772,-42.8947,-36.0448,-45.9004,-35.2857,-50.6169,-41.2204,-43.4268,-38.0234,-40.3442,-33.6101,-42.9111,-38.3095,-42.0232,-49.7923,-57.2413,-37.3388,-39.3434,-34.2113,-39.5783,-46.1437,-50.213,-57.2609,-53.8904,-53.1982,-51.704,-39.9052,-31.6322,-45.6054,-41.7371,-44.9495,-37.4865,-40.6499,-46.6737,-42.8809,-36.4718,-48.6684,-29.8959,-46.9984,-58.215,-49.9119,-34.0714,-42.7592,-48.3935
-2613.87,0.173494,0.0709182,2,4,1,2651.43,96.3548,41.2263,234.339,35.2223,222.944,82.7368,47.3122,26.9725,59.3504,44.3153,193.885,250.286,21.9761,34.0705,79.2927,0.0509411,0.188539,0.185202,0.125126,0.104672,0.245325,0.0286304,0.096602,0.26588,0.0547985,0.0115317,0.0399209,0.0972432,0.130165,0.0396159,-1.63676,0.989606,-0.351584,-0.761895,-2.20319,-3.87629,-0.509271,-2.10936,-3.99827,-1.41702,-3.14541,2.0672,0.590472,0.320931,-2.73662,-3.93404,-3.27001,0.875432,0.878794,0.907138,0.86224,0.922869,0.897709,0.905629,0.877454,0.895631,0.87891,0.865318,0.854154,0.8946,0.897617,0.876736,-1.64741,2.40812,0.891579,0.0146434,0.703573,0.466781,0.11045,0.0207276,0.600933,0.121315,0.0183473,0.242437,0.0430493,7.90264,1.80484,1.37841,0.0647889,0.0195644,0.0380059,2.39991,2.40799,2.47722,2.36846,2.5165,2.45397,2.47349,2.40477,2.44888,2.40827,2.37576,2.34939,2.44636,2.45375,2.40304,-34.7125,-41.5711,-44.2398,-49.0425,-41.742,-37.7905,-55.1105,-41.6984,-39.8103,-48.6681,-48.7694,-45.7715,-34.2713,-42.0857,-46.0926,-41.0031,-37.1402,-34.4157,-47.335,-42.7847,-35.8485,-45.9915,-35.1248,-50.7967,-41.0301,-43.3032,-38.1696,-40.2487,-33.2854,-43.12,-38.3875,-42.1585,-50.1294,-57.1283,-37.246,-38.9337,-34.164,-39.6135,-46.17,-50.1082,-56.7093,-53.857,-53.0738,-52.005,-39.887,-31.4255,-45.6616,-41.8349,-45.2437,-36.8882,-40.292,-47.1795,-43.09,-36.2563,-48.6312,-29.9598,-47.325,-58.5964,-49.7927,-34.1519,-42.9531,-48.4584
-2613.03,0.0313381,0.0709182,5,31,0,2636.08,97.3498,41.2564,232.271,35.4167,222.735,83.3061,48.22,27.25,59.1033,44.0263,193.588,248.847,22.3026,34.1134,77.3685,0.0491738,0.186509,0.175398,0.124669,0.106502,0.243304,0.0291202,0.0935881,0.259448,0.0539686,0.0112423,0.0403883,0.107329,0.13069,0.0404053,-1.63654,1.05703,-0.450769,-0.755073,-2.20675,-3.91276,-0.368809,-2.09214,-3.98446,-1.55693,-3.21095,2.15796,0.510206,0.334319,-2.70469,-3.79475,-3.17755,0.876294,0.866268,0.897524,0.861588,0.924688,0.887022,0.908263,0.892253,0.897065,0.865585,0.875639,0.856018,0.884296,0.904476,0.873711,-1.66857,2.39384,0.879322,0.0149252,0.637138,0.469976,0.110058,0.0199852,0.691558,0.123423,0.0186024,0.210781,0.0403183,8.65348,1.66563,1.39699,0.0668913,0.0224885,0.0416877,2.40198,2.37802,2.45352,2.36692,2.52108,2.42789,2.48001,2.44062,2.4524,2.37639,2.40041,2.35377,2.42128,2.47064,2.39578,-34.7433,-41.4373,-44.174,-49.1077,-41.6896,-37.9288,-55.0915,-41.6232,-39.8585,-48.6556,-48.9927,-45.8091,-34.2812,-41.8788,-46.1198,-40.9786,-37.13,-34.3637,-47.2062,-42.7683,-35.7582,-45.8617,-35.1434,-50.8047,-41.064,-43.2677,-38.1678,-40.1924,-33.3898,-43.0515,-38.4597,-42.135,-50.1069,-56.9871,-37.1545,-39.0516,-34.1189,-39.6293,-46.1026,-50.1714,-56.7284,-53.8599,-53.0538,-51.9822,-39.8358,-31.4306,-45.5062,-41.7673,-45.2363,-36.8707,-40.3578,-47.1005,-43.0924,-36.1808,-48.5249,-30.0255,-47.4145,-58.5633,-49.8823,-34.1565,-42.9432,-48.6304
-2605.58,0.0755801,0.0709182,6,127,0,2641.84,97.6335,41.3718,231.955,35.552,222.461,82.5227,48.927,27.2723,58.4867,43.4742,195.351,249.196,21.9149,34.4237,74.8482,0.0498512,0.186576,0.171092,0.120957,0.101037,0.234337,0.0282919,0.0898641,0.259027,0.0540779,0.0113588,0.0407727,0.10315,0.134107,0.0430119,-1.63074,1.03874,-0.391286,-0.819586,-2.10605,-3.85237,-0.142029,-2.07771,-3.8849,-1.58599,-3.28487,2.36792,0.559982,0.275652,-2.93594,-3.74989,-3.24084,0.884219,0.870787,0.896029,0.864234,0.896328,0.908821,0.90328,0.885118,0.894709,0.867741,0.895655,0.877675,0.87386,0.89034,0.873159,-1.63541,2.3753,0.882184,0.0170286,0.676187,0.440614,0.121718,0.0212293,0.867596,0.125217,0.0205498,0.204746,0.0374454,10.6751,1.75064,1.31739,0.053081,0.0235203,0.0391309,2.42109,2.38879,2.44985,2.37319,2.45059,2.4814,2.46768,2.42327,2.44662,2.38152,2.44894,2.4053,2.39614,2.43596,2.39446,-34.6625,-41.2858,-44.151,-49.1382,-41.6759,-38.0854,-54.9861,-41.4742,-39.9584,-48.6808,-49.1742,-45.8263,-34.2978,-41.5418,-46.0207,-41.0612,-37.106,-34.3088,-47.0346,-42.7165,-35.7166,-45.6766,-35.1717,-50.8843,-41.1227,-43.251,-38.0749,-40.3036,-33.4102,-43.1174,-38.5535,-42.165,-50.0347,-56.9599,-37.1552,-39.1636,-34.1313,-39.5943,-46.1585,-50.0671,-56.8637,-53.68,-53.0198,-51.7646,-39.8442,-31.4878,-45.3008,-41.5504,-44.9114,-36.9215,-40.4332,-46.9789,-43.111,-36.2248,-48.5234,-30.0364,-47.5255,-58.2407,-49.9633,-34.1235,-42.9239,-48.7098
-2605.58,0.00252564,0.0709182,6,63,0,2655.23,97.6335,41.3718,231.955,35.552,222.461,82.5227,48.927,27.2723,58.4867,43.4742,195.351,249.196,21.9149,34.4237,74.8482,0.0498512,0.186576,0.171092,0.120957,0.101037,0.234337,0.0282919,0.0898641,0.259027,0.0540779,0.0113588,0.0407727,0.10315,0.134107,0.0430119,-1.63074,1.03874,-0.391286,-0.819586,-2.10605,-3.85237,-0.142029,-2.07771,-3.8849,-1.58599,-3.28487,2.36792,0.559982,0.275652,-2.93594,-3.74989,-3.24084,0.884219,0.870787,0.896029,0.864234,0.896328,0.908821,0.90328,0.885118,0.894709,0.867741,0.895655,0.877675,0.87386,0.89034,0.873159,-1.63541,2.3753,0.882184,0.0170286,0.676187,0.440614,0.121718,0.0212293,0.867596,0.125217,0.0205498,0.204746,0.0374454,10.6751,1.75064,1.31739,0.053081,0.0235203,0.0391309,2.42109,2.38879,2.44985,2.37319,2.45059,2.4814,2.46768,2.42327,2.44662,2.38152,2.44894,2.4053,2.39614,2.43596,2.39446,-34.6625,-41.2858,-44.151,-49.1382,-41.6759,-38.0854,-54.9861,-41.4742,-39.9584,-48.6808,-49.1742,-45.8263,-34.2978,-41.5418,-46.0207,-41.0612,-37.106,-34.3088,-47.0346,-42.7165,-35.7166,-45.6766,-35.1717,-50.8843,-41.1227,-43.251,-38.0749,-40.3036,-33.4102,-43.1174,-38.5535,-42.165,-50.0347,-56.9599,-37.1552,-39.1636,-34.1313,-39.5943,-46.1585,-50.0671,-56.8637,-53.68,-53.0198,-51.7646,-39.8442,-31.4878,-45.3008,-41.5504,-44.9114,-36.9215,-40.4332,-46.9789,-43.111,-36.2248,-48.5234,-30.0364,-47.5255,-58.2407,-49.9633,-34.1235,-42.9239,-48.7098
-2608.53,0.0106689,0.0709182,6,63,0,2629.02,97.2946,40.9926,228.798,35.4707,222.406,82.2052,48.5216,27.2007,58.1893,43.053,194.551,250.025,22.778,34.5995,76.1678,0.0505331,0.184237,0.169622,0.119514,0.105364,0.233261,0.0278448,0.0902613,0.268693,0.0564739,0.0115767,0.0411045,0.106927,0.137826,0.04172,-1.63,0.998503,-0.388471,-0.804162,-2.09639,-3.94647,0.0298817,-2.14472,-3.83215,-1.76431,-3.11451,2.3373,0.645593,0.293875,-2.77194,-3.72567,-3.14059,0.871319,0.870183,0.905245,0.856426,0.888967,0.898787,0.894545,0.894572,0.889449,0.871639,0.909715,0.884753,0.854594,0.881659,0.864997,-1.65196,2.35707,0.877957,0.0166312,0.678093,0.447463,0.1229,0.0193229,1.03033,0.1171,0.021663,0.171306,0.0444001,10.3532,1.90712,1.34162,0.0625407,0.0240969,0.0432575,2.39006,2.38735,2.47254,2.35473,2.43261,2.45662,2.44622,2.44629,2.43379,2.39083,2.48361,2.42239,2.35042,2.4149,2.375,-34.7149,-41.2947,-44.1046,-49.4033,-41.7072,-38.1889,-55.0089,-41.4059,-39.8907,-48.4542,-49.1966,-45.754,-34.2583,-41.4463,-45.9127,-41.1835,-37.1387,-34.4308,-46.9677,-42.6623,-35.8736,-45.6707,-35.2564,-50.7534,-41.2341,-43.1337,-37.9683,-40.3899,-33.3965,-43.0356,-38.4833,-42.2589,-50.068,-57.0167,-37.2298,-39.3819,-34.1629,-39.6193,-46.2014,-50.0118,-56.6508,-53.6566,-52.9846,-51.6968,-39.8305,-31.5838,-45.4573,-41.4545,-44.7772,-37.1051,-40.6816,-46.8267,-42.9487,-36.3126,-48.6096,-30.1062,-47.3222,-58.1969,-49.8552,-34.1655,-42.8584,-48.6009
