# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92968326
# output
#   file = output_cal_pl_Ka_Kgamma_EPs_10.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.141952
# Diagonal elements of inverse mass matrix:
# 0.148087, 0.0295874, 0.457565, 0.0317658, 0.420216, 0.0181149, 0.0294824, 0.0913008, 0.0164626, 0.0286231, 0.100783, 0.710259, 0.18129, 0.0158389, 0.331413, 0.507663, 0.428546, 0.210174, 0.600895, 0.426066, 0.545421, 0.362927, 0.589471, 0.467688, 0.150601, 0.338434, 0.164411, 0.611346, 0.60676, 0.674131, 1.20107, 0.13918, 1.01392, 0.0436183, 0.0462093, 0.123179, 0.317098, 0.0351572, 0.0813368, 0.871521, 0.160779, 0.432753, 0.534456, 0.379811, 0.751345, 0.145253, 0.752106, 1.65661, 0.0616883, 0.125121
-2627.18,0.924103,0.141952,5,31,0,2652.11,107.324,35.2451,265.985,35.8704,154.731,80.8034,64.1832,29.5798,57.4981,28.0712,179.938,235.537,111.64,36.5639,39.6195,0.077261,0.162573,0.185814,0.201419,0.16024,0.171155,0.220991,0.0962569,0.278687,0.103121,0.0781779,0.0411763,0.0409502,0.136618,0.124697,-1.88098,0.488721,-0.469093,-2.7307,-1.65936,-5.69804,-0.59109,-4.07085,-1.96711,-1.65829,-4.61589,-0.526747,3.17131,1.57148,2.16418,-3.43943,-4.36195,2.08787,-1.27152,2.2413,0.62557,0.0651735,0.19026,0.00335253,0.553724,0.017063,0.139861,0.190464,0.0098934,0.590523,23.8388,4.81377,8.70748,0.0320829,0.0127535,-34.3091,-43.1458,-43.2873,-50.3026,-41.9853,-38.9,-55.9646,-41.6357,-40.5649,-47.5342,-51.2579,-45.4996,-34.4117,-42.4516,-46.0916,-42.1914,-38.0681,-34.2445,-46.3044,-42.5937,-35.7404,-45.9398,-35.2831,-49.2418,-43.4882,-42.094,-37.7226,-38.9886,-33.3727,-43.2036,-37.507,-41.9198,-50.0875,-57.4833,-36.1915,-41.219,-35.2454,-40.8157,-46.2274,-52.0646,-59.3459,-53.1981,-52.2603,-51.5023,-35.963,-31.9477,-44.7035,-40.7472,-47.1288,-35.9588,-39.2515,-47.3305,-42.0588,-35.6688,-46.9103,-28.0123,-45.744,-56.5377,-48.5218,-34.9397,-43.4606,-48.8724
-2626.74,0.8866,0.141952,5,31,0,2649,99.3075,40.7454,257.158,28.7358,170.243,74.9346,62.4528,37.8381,51.9655,30.0571,165.927,287.175,49.4968,40.1211,74.7522,0.0907658,0.0961151,0.161509,0.0646187,0.100339,0.0788483,0.264288,0.0562882,0.15393,0.143704,0.0690914,0.0361313,0.0757832,0.175435,0.0957555,-1.88345,0.876597,-0.038772,-2.28164,-0.924927,-5.16682,-1.7631,-3.29835,-2.85432,0.245165,-5.41876,2.20994,1.84487,2.29393,-0.487347,-2.93788,-2.25936,2.4736,-2.37834,2.73592,0.96197,0.102117,0.39656,0.00570268,0.171513,0.0369441,0.0575949,1.27783,0.00443264,9.11518,6.32727,9.91387,0.614254,0.052978,0.104417,-34.6966,-42.1271,-44.405,-49.9812,-41.9896,-39.9447,-55.0355,-41.4709,-40.0904,-50.2699,-51.3145,-45.9291,-34.6938,-40.7489,-46.3667,-42.7509,-37.4901,-33.6966,-46.5929,-42.6995,-35.3914,-45.4452,-35.3368,-50.5704,-40.4146,-43.074,-37.3627,-40.3452,-33.2597,-44.8445,-38.6228,-42.6899,-51.0192,-57.8907,-36.4692,-39.4332,-35.1611,-40.0432,-45.9785,-51.0893,-57.4859,-52.4362,-53.5005,-49.6365,-38.7554,-32.5676,-44.7892,-40.6904,-45.8438,-35.1959,-38.9772,-46.8127,-43.3253,-35.9927,-47.1082,-28.7673,-46.8945,-54.2204,-49.0766,-34.756,-42.7459,-49.0452
-2639.96,0.849244,0.141952,5,31,0,2665.16,79.1179,37.8919,270.93,46.7107,108.184,72.5812,54.6091,25.5743,63.5859,55.1472,179.984,243.091,57.5987,32.6637,76.4364,0.0266874,0.161218,0.155761,0.120237,0.0751403,0.10845,0.145583,0.154559,0.338557,0.0294852,0.0441599,0.0443254,0.0599701,0.185183,0.10995,-1.99675,1.1847,-2.29175,-3.20424,-1.29191,-4.46322,-2.50392,-5.77013,-2.52909,-2.42548,-1.98967,1.26135,2.05255,2.73685,0.477807,-4.1441,-2.03936,2.04156,-0.128282,2.59491,0.101089,0.0405897,0.274746,0.0115252,0.0817636,0.00311935,0.0797315,0.0884355,0.136741,3.53018,7.78777,15.4382,1.61253,0.0158577,0.130112,-32.7959,-40.4682,-40.8492,-51.5549,-40.8706,-40.1992,-56.2317,-41.5406,-40.0589,-47.4614,-51.4772,-44.6113,-33.9124,-40.7273,-46.0998,-41.7405,-39.6715,-35.942,-45.537,-41.9471,-36.3468,-46.3171,-35.3606,-48.9066,-43.135,-43.8473,-37.5995,-39.4105,-34.4975,-42.5207,-37.4457,-41.1485,-47.9118,-58.1464,-37.1258,-40.6513,-35.405,-40.6179,-46.3345,-52.9613,-60.8579,-53.5494,-52.2264,-52.0468,-37.1997,-32.5359,-45.5967,-41.7611,-47.1913,-36.2258,-41.8528,-47.7475,-42.1947,-36.8051,-47.9902,-28.762,-45.4081,-55.06,-47.9525,-35.1113,-43.4666,-47.4032
-2633.42,0.931108,0.141952,5,31,0,2658.89,104.399,45.4289,197.161,34.0895,155.546,72.3119,64.7692,31.3085,53.4182,31.9735,180.622,240.881,50.494,39.023,90.4319,0.145127,0.114771,0.186341,0.313073,0.0600794,0.0518144,0.275155,0.0922547,0.23566,0.119995,0.0315408,0.0415666,0.0753684,0.268019,0.0738492,-1.99577,0.708228,-0.0519525,-2.49733,-2.63885,-3.19846,-2.24211,-4.3431,-2.75393,0.875038,-5.45294,2.30395,0.204136,1.05968,-2.06548,-2.66126,-2.53567,2.1802,-2.93978,2.11431,0.949374,0.0823044,0.0714432,0.0408252,0.106234,0.0129962,0.0636773,2.39897,0.0042837,10.0137,1.22646,2.88544,0.126757,0.0698604,0.0792086,-33.8452,-41.4546,-42.6597,-51.2125,-41.212,-39.8052,-54.7863,-41.5736,-40.3354,-48.5817,-51.7269,-46.0088,-34.4727,-42.8251,-46.6755,-41.9969,-37.9743,-33.8473,-46.3202,-42.9063,-35.1652,-45.4424,-35.4897,-50.6634,-42.1829,-43.8834,-37.7606,-39.8703,-32.7451,-44.5844,-38.4411,-42.2069,-49.2889,-56.6299,-36.5966,-39.6396,-35.6733,-40.4232,-45.8128,-51.9416,-60.2461,-52.3233,-52.7181,-50.4397,-38.3299,-33.1177,-43.9359,-40.6708,-47.6595,-34.2388,-39.3183,-47.8873,-44.1851,-35.9076,-47.0494,-27.9091,-47.1115,-53.5247,-49.0855,-34.7283,-44.2704,-49.0492
-2627.55,1,0.141952,5,31,0,2654.05,74.8691,36.1189,249.285,38.2713,171.286,88.8576,53.3474,29.2749,56.9266,43.8646,167.451,285.755,25.0434,27.8842,69.0489,0.0746171,0.132824,0.108939,0.0379804,0.117572,0.0276223,0.130677,0.0714359,0.198551,0.0731326,0.125843,0.0473947,0.144819,0.0679676,0.152628,-1.72145,0.890591,-2.76447,-3.37847,-2.62124,-5.68602,-1.03241,-4.37245,-5.13996,-3.14118,-6.25266,0.703375,0.522591,1.74772,-3.07052,-5.38401,-3.12897,2.04001,-2.35744,2.50396,0.0630096,0.0340995,0.0727125,0.00339308,0.356146,0.0126203,0.00585794,0.0432317,0.00192533,2.02056,1.68639,5.74149,0.046397,0.00458938,0.043763,-33.7677,-40.6651,-42.292,-49.7721,-42.0818,-39.8673,-54.8665,-41.3101,-40.594,-49.3138,-51.9156,-45.5191,-34.3201,-43.1233,-46.0789,-41.5755,-37.4894,-34.4912,-46.0969,-41.7778,-35.8254,-45.381,-34.478,-51.384,-40.0848,-43.226,-36.8431,-39.7135,-32.0512,-43.0261,-38.2001,-41.1483,-49.8031,-57.7807,-36.7631,-39.008,-34.076,-40.1681,-46.0504,-53.442,-59.4211,-52.7917,-53.3126,-49.8695,-38.9944,-31.3474,-44.6061,-41.5867,-47.0087,-36.0207,-40.5202,-46.5692,-42.9284,-36.1326,-47.9922,-29.4396,-45.5867,-56.5306,-49.9613,-34.4607,-42.1289,-48.9953
-2630.08,0.928187,0.141952,5,31,0,2653.26,108.874,38.6364,253.606,32.636,112.744,79.2715,54.0208,15.1289,61.6275,48.6563,159.751,265.602,32.6139,33.0027,73.6376,0.0544651,0.0451536,0.04984,0.215871,0.0590402,0.0985143,0.234556,0.317821,0.256839,0.0530028,0.060296,0.0371042,0.0423522,0.0530147,0.162741,-1.94562,0.967015,-1.10175,-3.0472,-2.72801,-6.02775,-4.67741,-4.97194,-3.29936,-3.55375,-4.38973,1.51424,1.0035,2.1512,-3.09754,-5.00766,-2.86226,2.06643,-3.34739,2.5185,0.332289,0.0474915,0.0653494,0.00241092,0.00930308,0.00692969,0.0369067,0.0286172,0.0124041,4.54598,2.72782,8.59518,0.0451603,0.00668651,0.0571393,-33.4239,-40.4016,-42.8341,-49.8486,-41.6709,-39.8087,-55.3171,-41.3078,-40.2462,-48.7875,-49.9073,-45.4097,-33.5937,-41.4465,-46.691,-41.8915,-38.0855,-34.9881,-46.7789,-41.197,-35.6347,-46.331,-35.4691,-48.894,-41.9348,-42.6074,-37.9438,-39.4288,-34.4402,-42.7363,-37.5443,-42.1589,-49.7554,-57.9294,-37.1074,-38.6814,-35.9293,-40.2359,-45.307,-51.6385,-57.8705,-53.4642,-52.8813,-53.0638,-37.0982,-32.6114,-45.6394,-41.5038,-47.6496,-34.949,-40.0959,-47.902,-42.5539,-36.4039,-47.2128,-27.7818,-45.5868,-55.8495,-49.0049,-35.1112,-43.5246,-48.8941
