# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 91372297
# output
#   file = output_neus_6.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.494345
# Diagonal elements of inverse mass matrix:
# 0.0262368, 0.00986371, 0.0435464, 0.0250451, 0.041116, 0.011871, 0.0230193, 0.0098417, 0.0083336, 0.0160802, 0.0143556, 0.015205, 0.0466711, 0.0189517, 0.100905, 0.0178111, 0.0102815
-2691.99,0.818295,0.494345,3,7,0,2697.31,70.2686,30.8002,190.439,39.9719,118.651,77.3724,45.7689,17.7278,55.5132,20.0523,79.8292,78.7239,21.4105,30.9453,50.739,0.254139,0.237705,-36.3051,-42.4757,-42.8185,-50.6227,-41.8205,-39.8583,-57.527,-44.8173,-42.1787,-46.8166,-52.6981,-45.1342,-36.1486,-44.5233,-46.5595,-42.6686,-38.6656,-35.8344,-48.031,-45.289,-37.6751,-47.6725,-37.6191,-50.8082,-44.3688,-45.5598,-36.8627,-41.2209,-33.3116,-42.8359,-38.0929,-41.275,-49.0143,-60.4234,-36.3297,-41.9436,-35.1805,-42.425,-47.793,-59.0501,-65.0889,-54.5267,-54.6308,-50.3905,-38.0911,-32.6917,-44.9585,-42.6778,-48.76,-39.536,-42.6997,-44.9536,-41.119,-36.9861,-49.9808,-27.531,-44.1119,-58.7245,-49.0126,-35.4532,-43.3506,-47.6263
-2688.01,1,0.494345,3,7,0,2699.88,49.5512,31.2304,166.337,34.4166,101.861,74.4523,39.9688,18.7659,61.0087,17.442,89.4842,90.6806,21.5954,35.958,61.6123,0.272641,0.199939,-35.4166,-41.429,-43.2423,-50.4089,-42.2337,-40.3288,-56.9066,-43.7695,-42.3227,-47.0729,-52.7098,-45.9949,-35.6426,-41.4587,-46.1673,-42.5386,-38.6273,-36.0132,-48.0582,-46.1064,-37.5648,-47.1493,-37.7543,-51.6516,-43.3237,-45.888,-37.3165,-42.6402,-32.0854,-43.7228,-39.2725,-42.7911,-49.3901,-59.6175,-36.898,-41.2413,-35.6317,-42.3851,-48.5417,-56.9745,-63.9041,-53.946,-54.1248,-51.0966,-38.7031,-32.9654,-44.195,-42.2955,-47.4331,-39.3316,-41.8991,-45.4242,-40.7142,-36.8823,-50.4709,-28.0242,-45.9804,-57.6796,-48.6034,-35.0868,-44.0122,-48.0101
-2687.07,0.993601,0.494345,3,7,0,2694.79,51.8498,28.5131,194.523,37.7966,119.789,68.0127,58.159,20.565,57.8781,22.5752,68.6831,95.3558,27.6707,24.1216,80.5277,0.287474,0.211221,-36.41,-43.3334,-42.8973,-50.85,-41.9998,-39.8699,-57.2929,-44.653,-42.4308,-47.3331,-52.6637,-45.9607,-36.6063,-44.4211,-46.5087,-43.1627,-38.9825,-36.8172,-47.5965,-45.5571,-38.1187,-47.8215,-37.514,-52.2586,-41.7785,-44.8602,-37.8421,-41.4804,-33.4041,-43.1561,-39.3219,-41.3872,-49.2206,-60.431,-37.3134,-40.5127,-35.4272,-42.2879,-48.0063,-55.3993,-61.7396,-53.1066,-53.1209,-49.4922,-38.884,-32.7176,-44.2272,-42.6769,-47.0776,-39.3579,-42.9955,-44.0364,-41.8038,-37.4688,-50.8302,-28.2075,-45.0142,-57.0178,-49.6266,-35.7899,-43.395,-47.2213
-2693.8,0.914754,0.494345,3,7,0,2697.01,59.6438,29.7117,157.965,36.3413,79.0873,71.9138,43.0282,16.6462,56.5072,17.1457,83.4967,85.219,33.8484,36.9312,55.8661,0.259116,0.161036,-35.328,-41.2461,-44.1251,-50.3551,-42.6639,-40.2183,-57.051,-43.6623,-42.5688,-46.8171,-53.0576,-46.2404,-35.6448,-40.3624,-46.2736,-43.2243,-38.5022,-36.5181,-47.7644,-45.9192,-37.7591,-47.4932,-38.5642,-48.9349,-44.0778,-44.8027,-37.3443,-42.5683,-33.4081,-44.0292,-39.678,-43.3672,-49.2957,-59.4484,-37.3969,-42.1653,-35.8493,-43.0309,-49.0321,-55.8356,-64.6217,-53.373,-53.8657,-50.5802,-38.5895,-33.5187,-44.2991,-41.9669,-47.1266,-40.4375,-40.8222,-45.9748,-41.3755,-37.7056,-49.9683,-27.87,-46.5441,-57.0391,-48.7555,-35.8174,-44.2664,-48.6236
-2688.96,0.939397,0.494345,3,7,0,2703.91,47.8738,31.0875,168.743,39.4864,131.41,72.6649,56.4594,20.9425,65.065,22.8837,75.1599,87.7904,21.7697,23.8152,58.4864,0.298566,0.22258,-36.6128,-42.5287,-42.0991,-50.9214,-42.2332,-41.2168,-57.8773,-44.7472,-42.5236,-47.1225,-53.8237,-45.9407,-36.9865,-44.054,-46.388,-42.3963,-39.6888,-35.8449,-48.1182,-46.1194,-37.468,-47.3992,-37.1105,-52.4593,-41.8744,-46.1742,-37.9005,-41.2901,-32.3059,-43.4342,-39.4946,-41.1305,-49.7334,-59.7282,-36.7833,-40.2619,-35.462,-42.1342,-47.3081,-57.0101,-63.3652,-54.2903,-53.383,-51.3046,-38.161,-32.5574,-43.3473,-43.1883,-48.7357,-37.9981,-42.0841,-44.8599,-41.2513,-36.5055,-49.9087,-28.0239,-45.0129,-57.0507,-48.7182,-35.6156,-43.6483,-47.8092
-2685.37,0.957262,0.494345,3,7,0,2698.43,58.0362,30.3557,201.526,37.8932,117.553,77.385,58.8971,20.5451,63.7257,25.3742,85.8015,101.011,42.24,34.7572,57.2774,0.271215,0.168945,-36.5275,-41.6966,-43.9309,-50.1465,-42.0254,-39.3651,-57.1726,-43.8546,-41.4398,-47.2012,-52.5286,-45.8502,-36.2062,-43.4797,-45.2843,-42.9844,-38.1276,-36.6268,-46.9299,-45.3612,-37.811,-47.6697,-38.012,-51.3003,-42.7472,-44.434,-36.988,-41.5679,-34.2292,-43.37,-39.7781,-42.5583,-49.7876,-59.1299,-37.1926,-41.1887,-35.2691,-42.1874,-48.3729,-55.3432,-64.1643,-52.5785,-52.331,-50.8155,-39.666,-32.8288,-44.0005,-42.1452,-47.6591,-40.2741,-40.8882,-45.229,-42.2116,-37.7194,-49.8028,-28.802,-46.9734,-57.5505,-49.025,-36.0425,-43.3704,-48.0187
