# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_g_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 92684519
# output
#   file = output_cal_g_Kgamma_EPs_6.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,psi,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.307454
# Diagonal elements of inverse mass matrix:
# 0.0601219, 0.0213153, 0.370634, 0.0415952, 0.149104, 0.0408262, 0.0299144, 0.0288797, 0.0128455, 0.0275533, 0.0708557, 0.117368, 0.0883976, 0.0272677, 0.214638, 0.131443, 0.566651, 0.0884776, 0.06638, 0.140109, 0.347751, 0.0928631, 0.152872, 0.620124, 0.0472869, 0.551796, 0.806914, 0.204109, 0.917916, 0.115246, 0.544406, 1.18453, 0.0754203
-2671.19,0.898226,0.307454,4,15,0,2682.53,88.9785,34.1723,256.451,40.6824,118.058,84.4411,71.0033,22.2042,58.2618,29.1407,96.5494,153.048,61.7484,31.8434,137.154,0.382395,0.213828,0.250033,0.164651,0.230208,0.225534,0.205188,0.136458,0.183962,0.486933,0.0462138,0.0586449,0.060303,0.0275807,0.461808,0.0194479,-1.96998,1.1623,-35.5926,-42.5464,-42.4359,-51.4221,-42.4108,-39.569,-56.3183,-42.5301,-40.038,-50.1232,-50.4987,-45.4901,-34.9683,-40.6597,-47.1306,-43.189,-38.7535,-35.5281,-45.4918,-44.895,-36.1813,-47.6537,-37.4127,-48.3985,-41.795,-43.3606,-38.4388,-40.7986,-34.071,-43.2852,-38.7981,-43.0213,-49.1465,-58.9978,-37.3484,-40.0045,-35.8958,-41.4165,-48.064,-52.5994,-62.3425,-53.5359,-51.1114,-50.369,-38.8254,-32.0825,-45.1787,-41.6086,-46.8375,-38.3329,-41.3081,-47.9197,-43.0821,-38.3335,-49.2177,-29.0174,-44.8122,-58.0262,-50.4671,-35.4991,-43.3568,-46.8917
-2662.32,0.910886,0.307454,4,15,0,2687,102.48,36.5518,234.435,41.5359,172.934,98.7337,57.2961,32.3146,71.0297,26.9567,120.253,189.624,35.5077,37.7637,79.4357,0.458711,0.0220371,0.118337,0.236645,0.293305,0.059972,0.142784,0.446388,0.0686889,0.379708,0.127938,0.0299545,0.0405413,0.149181,0.298743,0.18354,-1.48021,1.02521,-34.5291,-42.6024,-43.33,-52.5467,-42.1711,-38.6455,-57.0604,-42.0613,-40.9182,-50.1941,-50.2509,-46.4357,-35.3434,-41.226,-46.9158,-43.3612,-38.4624,-34.6655,-46.2055,-44.1628,-35.6763,-46.2561,-37.366,-48.8624,-41.1571,-43.1884,-38.0719,-41.5552,-33.0926,-43.7645,-38.5461,-43.6897,-50.7358,-58.8487,-36.8119,-40.4812,-35.7575,-40.6067,-47.673,-50.1937,-61.5598,-51.9269,-51.7254,-50.6573,-41.6897,-32.5953,-43.8959,-41.741,-46.6704,-38.7885,-42.0819,-47.1103,-42.8591,-37.3604,-48.0193,-28.1762,-45.7573,-56.3772,-49.23,-34.9789,-43.5488,-48.2314
-2662.61,0.750527,0.307454,4,15,0,2683.13,97.7196,36.4759,221.381,39.4451,144.851,84.5216,65.1525,22.8397,59.5847,25.0713,129.503,203.031,52.8101,31.8534,104.309,0.488868,0.0830691,0.197945,0.254711,0.314184,0.193458,0.242521,0.263882,0.185057,0.421527,0.104562,0.0499336,0.0243862,0.0580226,0.574567,0.0410555,-1.98388,1.42789,-34.8363,-43.1892,-42.6193,-52.7991,-43.3248,-38.9345,-56.3206,-42.2062,-39.3929,-48.2005,-49.3808,-46.2739,-34.3613,-39.8504,-48.183,-43.0304,-38.7417,-34.9802,-45.8079,-45.2955,-36.3576,-46.3966,-36.3575,-48.1012,-42.2217,-42.9758,-39.2193,-41.4121,-32.3592,-43.4575,-38.9482,-43.9593,-50.7712,-58.9477,-38.0762,-40.0698,-36.0561,-40.7435,-47.8994,-51.068,-59.0494,-54.0597,-51.0241,-50.3635,-40.0596,-32.3613,-44.1455,-40.9798,-45.6356,-38.4743,-42.133,-47.3429,-42.9265,-37.7386,-48.8222,-28.8683,-44.0894,-56.7905,-49.6233,-34.848,-44.1451,-48.4817
-2661.39,0.969799,0.307454,4,15,0,2677.85,72.5717,42.6806,249.62,35.1808,169.525,109.436,78.9827,29.5145,76.3325,28.576,122.953,178.454,38.1107,36.3124,107.501,0.423255,0.0931243,0.24395,0.203374,0.353761,0.0545081,0.158612,0.277026,0.0860075,0.339764,0.0255802,0.0588845,0.0271351,0.107049,0.320109,0.0165411,-1.91405,0.923963,-33.6277,-42.0863,-42.5426,-51.4125,-41.1953,-40.3647,-56.3063,-42.5778,-39.6217,-50.032,-51.6409,-44.9812,-36.0923,-41.6803,-46.2033,-42.8007,-39.2337,-35.1527,-45.7129,-44.5978,-35.8413,-46.8573,-37.3664,-48.9399,-40.6391,-44.9248,-38.3693,-41.5497,-33.7724,-43.5133,-38.1667,-42.1748,-48.7421,-58.7532,-37.1874,-39.0937,-35.4473,-40.8765,-47.4732,-51.8833,-65.1154,-53.3596,-52.2659,-51.6666,-42.0141,-32.569,-43.429,-41.5481,-47.3632,-38.9127,-40.056,-47.7381,-42.0093,-37.6207,-47.6424,-28.1843,-45.9153,-56.3107,-47.3252,-34.3146,-43.9663,-46.5241
-2659.46,0.916499,0.307454,4,15,0,2675.31,105.618,48.7833,257.341,55.8057,138.409,95.8997,71.1684,27.7936,64.2947,35.0748,129.027,188.338,61.5069,36.5398,60.2134,0.482321,0.0287678,0.161358,0.181636,0.14845,0.147897,0.253921,0.418148,0.122555,0.525528,0.0722354,0.0272907,0.0529742,0.0238622,0.446348,0.203839,-1.53144,0.949199,-34.1456,-41.0968,-41.6592,-51.9219,-42.9243,-39.9153,-57.2643,-41.8739,-40.9501,-50.7781,-51.5134,-45.3059,-34.9082,-40.8355,-47.3933,-43.1321,-39.4019,-34.3225,-44.807,-44.6296,-34.707,-46.5902,-36.9647,-49.2939,-41.1545,-43.3701,-38.1242,-40.7203,-34.5722,-43.509,-37.9532,-42.755,-49.6862,-58.0631,-36.7131,-39.8462,-36.1354,-40.2244,-47.4134,-52.1552,-61.8415,-54.7727,-51.2117,-51.6796,-41.7214,-32.8904,-43.9409,-41.7124,-46.1987,-37.2331,-41.7696,-48.5547,-41.6821,-37.1939,-47.9953,-29.0422,-45.3761,-55.693,-48.3766,-35.1835,-43.2365,-47.9678
-2662.93,0.903784,0.307454,4,15,0,2675.03,83.0793,44.0285,210.829,30.2134,204.538,106.109,78.1048,29.5482,66.8295,29.8719,123.453,189.299,36.8135,37.3769,106.839,0.623395,0.0761034,0.143468,0.230405,0.320984,0.0408846,0.145942,0.083926,0.0480683,0.347361,0.0825099,0.0573454,0.03344,0.205058,0.366621,0.0758192,-1.70495,1.13023,-34.4871,-42.5577,-43.0198,-51.9939,-42.2647,-40.4055,-57.1963,-42.4819,-39.9248,-47.9895,-50.2999,-46.3852,-36.1716,-40.5105,-47.2049,-42.7995,-39.8775,-35.4849,-46.4802,-44.5306,-36.2962,-46.5061,-37.4942,-46.9974,-40.9991,-44.1763,-38.741,-42.2417,-33.2704,-44.4129,-38.6678,-43.5198,-49.9654,-58.252,-37.7624,-40.3397,-36.8941,-41.0459,-48.0866,-50.0108,-60.9906,-53.5344,-52.5387,-50.7885,-39.8931,-33.4529,-43.1918,-41.3371,-45.0052,-38.0252,-40.9765,-47.5854,-42.9949,-38.431,-48.5035,-28.8838,-46.3187,-54.9287,-48.2836,-34.9297,-44.8285,-48.2394
