# stan_version_major = 2
# stan_version_minor = 16
# stan_version_patch = 0
# model = cal_pl_Ka_Kgamma_EPs_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 250
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = elicitation_neus_certainty_median.dump
# init = 2 (Default)
# random
#   seed = 147987941
# output
#   file = output_cal_pl_Ka_Kgamma_EPs_7.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,phi.1,phi.2,phi.3,phi.4,phi.5,phi.6,phi.7,phi.8,phi.9,phi.10,phi.11,phi.12,phi.13,phi.14,phi.15,gamma.1,gamma.2,gamma.3,gamma.4,gamma.5,gamma.6,gamma.7,gamma.8,gamma.9,gamma.10,gamma.11,gamma.12,gamma.13,gamma.14,gamma.15,mu_gamma,sigma_gamma,log_a.1,log_a.2,log_a.3,log_a.4,log_a.5,log_a.6,log_a.7,log_a.8,log_a.9,log_a.10,log_a.11,log_a.12,log_a.13,log_a.14,log_a.15,b,mu_a,sigma_a,a.1,a.2,a.3,a.4,a.5,a.6,a.7,a.8,a.9,a.10,a.11,a.12,a.13,a.14,a.15,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20,log_lik.21,log_lik.22,log_lik.23,log_lik.24,log_lik.25,log_lik.26,log_lik.27,log_lik.28,log_lik.29,log_lik.30,log_lik.31,log_lik.32,log_lik.33,log_lik.34,log_lik.35,log_lik.36,log_lik.37,log_lik.38,log_lik.39,log_lik.40,log_lik.41,log_lik.42,log_lik.43,log_lik.44,log_lik.45,log_lik.46,log_lik.47,log_lik.48,log_lik.49,log_lik.50,log_lik.51,log_lik.52,log_lik.53,log_lik.54,log_lik.55,log_lik.56,log_lik.57,log_lik.58,log_lik.59,log_lik.60,log_lik.61,log_lik.62
# Adaptation terminated
# Step size = 0.130259
# Diagonal elements of inverse mass matrix:
# 0.165141, 0.0185437, 0.306801, 0.0318825, 0.482627, 0.0139798, 0.0313616, 0.0763628, 0.013457, 0.0344954, 0.0989638, 1.12732, 0.225107, 0.0163765, 0.253858, 0.719857, 0.251306, 0.24794, 1.32474, 0.773332, 0.475229, 0.33418, 1.3442, 0.314928, 0.237012, 0.903949, 0.107621, 0.994142, 0.857488, 0.940501, 1.6443, 0.228143, 0.275259, 0.0387743, 0.0382285, 0.140677, 0.379756, 0.0388417, 0.0607735, 0.450023, 0.105633, 0.292044, 0.282754, 0.656442, 0.393062, 0.277068, 0.2857, 2.06592, 0.0651671, 0.0750483
-2627.29,0.994155,0.130259,5,63,0,2651.62,133.995,41.8791,258.91,47.2975,218.082,87.0956,75.1145,32.5906,64.6352,44.1805,183.041,270.241,72.8809,40.6209,87.0879,0.0625753,0.167474,0.199119,0.327537,0.0811241,0.193984,0.189252,0.158426,0.313518,0.0835001,0.0469535,0.0393803,0.0615179,0.244411,0.0486166,-1.85383,0.790519,0.510031,-2.1728,-2.29026,2.40954,1.44357,-3.77625,-2.05763,0.0924903,-3.75173,4.495,1.80785,1.46425,2.83088,-3.60836,-0.692994,2.02568,-1.01753,3.23884,1.66534,0.113859,0.10124,11.1289,4.23579,0.0229084,0.127757,1.0969,0.023477,89.5678,6.09732,4.32429,16.9604,0.0270962,0.500077,-34.2799,-41.6178,-42.1417,-50.7273,-41.4677,-39.1561,-56.0123,-41.9793,-38.7512,-48.0796,-50.1425,-44.7275,-33.99,-42.8297,-46.2589,-42.0286,-38.0557,-34.4341,-45.5846,-42.6841,-35.5265,-46.1888,-35.4256,-49.9571,-41.3375,-42.6726,-37.705,-39.4828,-33.5125,-42.8118,-37.6664,-42.5672,-48.9903,-57.0112,-36.6354,-39.0734,-36.0525,-39.8126,-45.8977,-51.122,-60.9578,-53.2845,-51.4559,-53.0782,-37.7848,-32.4081,-44.4003,-40.9326,-47.295,-35.1056,-40.0062,-47.6423,-42.373,-36.5278,-47.1765,-28.2187,-46.3556,-55.8774,-48.8295,-34.6243,-44.0061,-47.861
-2632.09,0.914305,0.130259,5,31,0,2648.45,126.5,42.8984,273.47,51.1433,225.908,85.9333,71.9707,36.3031,64.5757,42.6392,162.667,233.685,88.3785,40.0977,96.0871,0.085756,0.160003,0.197997,0.253721,0.0949895,0.114586,0.155887,0.130415,0.249875,0.0718247,0.0718756,0.0393741,0.0358594,0.267196,0.0622118,-1.76904,0.789235,0.609217,-1.94153,-2.44048,2.87487,0.525581,-3.98735,-1.8437,0.29894,-3.34813,4.45855,1.42317,-0.160102,1.55498,-3.84743,0.655628,2.03054,-0.653786,2.45782,1.83899,0.143484,0.0871193,17.7231,1.69144,0.0185489,0.15823,1.34843,0.0351502,86.3623,4.15025,0.852056,4.73497,0.0213346,1.92635,-34.975,-42.0066,-43.1326,-50.1696,-42.2614,-38.6959,-56.1934,-42.2864,-38.7314,-47.1225,-50.3292,-44.9286,-34.2887,-43.8763,-45.4891,-42.553,-37.6854,-35.0486,-45.3393,-42.4555,-36.4431,-46.8332,-36.0745,-49.5487,-41.4218,-42.2563,-37.7809,-39.9572,-34.2953,-42.6516,-38.1201,-42.6715,-49.3723,-57.5184,-37.372,-39.8325,-36.0804,-39.941,-46.568,-51.8761,-60.9757,-52.1226,-51.0012,-51.4058,-38.5204,-32.6481,-44.6683,-41.0214,-46.3896,-36.9157,-39.6322,-46.8926,-42.814,-37.5166,-47.7775,-28.1504,-45.8003,-56.6118,-48.9218,-34.634,-43.5817,-47.6528
-2626.79,0.842088,0.130259,5,31,0,2651.4,90.4668,32.9489,227.609,54.7448,88.8512,78.8481,51.763,24.241,52.7983,30.6661,161.076,192.967,18.4775,33.8568,56.323,0.0547578,0.165332,0.0841613,0.105217,0.0849306,0.162364,0.0802183,0.0992325,0.277322,0.0703272,0.0739201,0.0328217,0.0991242,0.0742542,0.0648824,-1.89918,0.658639,-1.12784,-2.48033,-2.54806,-2.06566,-3.00869,-3.02456,-3.29676,-2.02152,-3.11726,2.98017,2.09002,-0.815913,-3.36959,-4.05432,-2.97623,2.57726,-1.71457,2.20539,0.323733,0.0837159,0.0782334,0.126735,0.0493562,0.048579,0.0370028,0.132454,0.0442784,19.6911,8.08512,0.442235,0.0344038,0.0173472,0.0509848,-33.3541,-40.0692,-43.6255,-49.0685,-43.0227,-39.7128,-55.4429,-42.8142,-40.9543,-48.2882,-50.7829,-45.0993,-34.2846,-42.3477,-46.1721,-42.626,-37.791,-35.0277,-46.8185,-41.8489,-35.8183,-46.8457,-35.0789,-47.66,-41.5694,-43.0537,-37.7078,-40.7036,-33.557,-42.5705,-37.7795,-41.9816,-48.3956,-58.3642,-37.6228,-39.8578,-34.4836,-40.709,-46.6473,-53.0309,-59.6143,-53.8265,-53.2962,-50.1418,-39.1275,-32.053,-45.3721,-40.6998,-44.7555,-37.95,-40.8761,-45.8704,-41.215,-36.7862,-48.5066,-28.7426,-45.3385,-57.9128,-49.1429,-35.0977,-42.9057,-48.5983
-2627.5,0.991963,0.130259,5,31,0,2648.91,89.4018,32.7393,236.256,55.7161,93.7888,79.2503,49.723,24.6221,54.1833,30.506,158.71,212.739,23.2304,37.2584,65.9933,0.102075,0.17337,0.0877355,0.152074,0.0449876,0.114043,0.101292,0.0702963,0.353942,0.0983788,0.0652297,0.0243318,0.0610515,0.077907,0.0750099,-1.89914,0.964282,-1.06836,-2.3402,-1.92055,-2.17474,-4.56098,-2.98713,-4.07939,-1.90039,-3.42487,2.47807,1.26046,-0.233999,-2.23815,-2.80781,-3.50523,2.17939,-1.80811,1.96564,0.343573,0.0963086,0.146527,0.113637,0.0104518,0.050432,0.0169178,0.14951,0.0325535,11.9182,3.52703,0.791363,0.106655,0.0603373,0.0300398,-33.9137,-40.3496,-42.4417,-50.079,-42.6595,-40.3228,-55.8765,-42.0658,-41.5027,-48.6483,-51.725,-45.4637,-34.4507,-40.2047,-46.2446,-42.3079,-38.032,-34.7841,-46.4451,-42.24,-35.2856,-46.2375,-35.8126,-46.8623,-41.8153,-43.2789,-38.1272,-40.6482,-33.811,-43.6763,-38.3065,-42.0027,-50.2209,-58.0665,-36.9055,-39.8605,-34.8446,-40.5634,-46.0379,-52.0244,-58.3644,-52.581,-52.1616,-50.3087,-38.5504,-32.2797,-44.8083,-41.5322,-45.8671,-36.9421,-40.466,-47.1019,-42.2348,-36.2731,-48.1257,-27.8202,-45.8366,-58.2207,-49.2624,-34.58,-43.3386,-48.1526
-2630.51,0.784356,0.130259,6,63,0,2653.18,112.364,37.7417,288.272,46.6691,127.595,76.0539,68.8913,27.548,54.9654,37.0059,203.049,264.86,55.521,40.6028,81.7222,0.0462397,0.181154,0.120283,0.125236,0.101179,0.193883,0.207701,0.163735,0.0942605,0.0578038,0.0500699,0.0387781,0.140401,0.166941,0.122109,-1.87367,0.630181,-0.571687,-2.9667,-1.60301,-3.56217,-3.76566,-3.6785,-2.40927,-2.22391,-5.5841,5.58861,1.12586,4.22428,0.848248,-4.00892,-3.61453,2.03154,-1.21207,2.93292,0.564572,0.0514731,0.20129,0.0283772,0.0231523,0.0252608,0.0898812,0.108185,0.00375712,267.365,3.08288,68.3252,2.33555,0.018153,0.0269295,-34.7068,-40.7687,-43.0285,-49.7263,-41.3247,-39.612,-55.0896,-41.3045,-41.5175,-47.6406,-51.0684,-45.6234,-34.2911,-41.0792,-46.0021,-41.4702,-37.7159,-34.4709,-45.7629,-42.9708,-35.4,-45.7438,-34.9874,-49.1675,-42.0582,-44.2631,-37.6151,-39.3541,-34.8513,-42.974,-38.6045,-41.6682,-49.3667,-57.6215,-36.4686,-39.7685,-34.5825,-40.0788,-46.1289,-52.7212,-57.5205,-52.5556,-53.2058,-49.5129,-38.6498,-31.4445,-43.2489,-40.8012,-46.5215,-37.2091,-40.162,-46.6535,-43.499,-36.5015,-47.6392,-29.2699,-47.7828,-56.5257,-49.2769,-34.6652,-43.0223,-48.483
-2624.63,0.635635,0.130259,5,31,0,2655.55,90.604,41.4207,264.047,39.9711,163.972,80.1008,65.3748,34.5325,54.4954,45.0711,177.843,271.494,48.7403,44.5544,57.4045,0.114604,0.144569,0.120574,0.137348,0.0719812,0.122434,0.220914,0.115949,0.0770576,0.0513447,0.0779534,0.078519,0.0624843,0.362661,0.103082,-1.97113,0.586242,-0.82403,-2.20773,-2.10254,-5.08866,-1.93472,-3.93255,-2.13152,-0.197516,-6.40042,4.63801,3.49579,2.6086,-1.44742,-0.669506,-2.00446,2.09828,-1.8316,3.51198,0.43866,0.10995,0.122146,0.00616625,0.144465,0.0195937,0.118657,0.820767,0.00166086,103.339,32.9762,13.58,0.235176,0.511961,0.134734,-32.9988,-41.0931,-43.2014,-50.2449,-42.4036,-39.9303,-55.1932,-41.6878,-39.0215,-48.9716,-50.9006,-45.2366,-34.3868,-42.5942,-45.0949,-42.2983,-37.8863,-34.235,-45.4182,-41.8626,-35.8688,-45.1158,-35.5876,-54.0327,-42.2479,-42.8455,-36.5377,-39.4439,-33.6519,-43.78,-38.3706,-41.9316,-50.07,-56.9618,-36.3896,-40.0803,-35.3468,-39.6252,-45.3267,-52.1038,-58.6817,-52.351,-52.7321,-50.1048,-37.418,-32.1243,-43.329,-41.1568,-46.2984,-36.0657,-41.6692,-45.7701,-43.1412,-35.9286,-48.1426,-28.7444,-45.4819,-56.0977,-50.2568,-33.9056,-41.8807,-48.5445
